"登録日","投票区","投票所名","10歳代[人]","20歳代[人]","30歳代[人]","40歳代[人]","50歳代[人]","60歳代[人]","70歳以上[人]","計[人]"
"20230901","1","虎ノ門いきいきプラザ","25","464","566","536","506","333","493","2923"
"20230901","2","南桜公園管理棟","18","315","477","370","219","148","224","1771"
"20230901","3","生涯学習センター","2","89","150","120","110","86","200","757"
"20230901","4","福祉プラザさくら川","27","969","925","740","621","345","623","4250"
"20230901","5","エコプラザ","50","701","1226","1084","964","601","703","5329"
"20230901","6","障害保健福祉センター","64","833","1430","1384","1054","474","465","5704"
"20230901","7","芝小学校","68","1107","1337","1314","1034","613","898","6371"
"20230901","8","芝区民協働スペース","13","346","374","298","332","240","866","2469"
"20230901","9","芝浦港南地区総合支所","65","1389","1994","1402","1145","595","803","7393"
"20230901","10","三田中学校","36","238","291","310","258","144","291","1568"
"20230901","11","赤羽小学校","72","649","959","1180","1055","633","928","5476"
"20230901","12","豊岡いきいきプラザ","90","829","1222","1451","1235","776","1128","6731"
"20230901","13","御田小学校","45","312","421","524","524","331","542","2699"
"20230901","14","旧三光小学校（三光学童クラブ）","147","1471","2170","2380","2253","1272","1853","11546"
"20230901","15","旧神応小学校","64","689","853","1107","971","607","1078","5369"
"20230901","16","白金小学校","138","963","1354","1683","1607","986","1694","8425"
"20230901","17","高輪台小学校","123","893","1286","1686","1641","1004","1565","8198"
"20230901","18","シティハイツ桂坂","52","535","731","926","845","527","872","4488"
"20230901","19","国民生活センタ－","101","613","616","894","1016","642","984","4866"
"20230901","20","港南小学校","215","636","927","1927","1859","892","1531","7987"
"20230901","21","六本木中学校","43","464","637","670","615","405","684","3518"
"20230901","22","麻布小学校","77","696","975","1171","1166","673","799","5557"
"20230901","23","飯倉いきいきプラザ","62","943","1137","1126","997","438","698","5401"
"20230901","24","南山小学校","99","552","687","955","948","584","834","4659"
"20230901","25","南麻布いきいきプラザ","101","1662","2211","2327","1830","951","1268","10350"
"20230901","26","本村小学校","100","695","850","1189","1063","554","1085","5536"
"20230901","27","笄　小学校","88","552","795","1219","1014","682","1006","5356"
"20230901","28","西麻布いきいきプラザ","62","530","650","644","607","323","523","3339"
"20230901","29","高陵中学校","71","434","578","825","754","427","672","3761"
"20230901","30","赤坂地区総合支所","56","502","592","548","574","376","481","3129"
"20230901","31","赤坂子ども中高生プラザ","63","993","1460","1295","1224","691","941","6667"
"20230901","32","赤坂小学校","69","633","988","1129","1179","735","1142","5875"
"20230901","33","赤坂図書館","44","260","359","531","491","321","648","2654"
"20230901","34","青山小学校","59","252","326","517","614","373","823","2964"
"20230901","35","青南小学校","114","611","831","1312","1228","844","1322","6262"
"20230901","36","赤坂子ども中高生プラザ青山館","16","87","188","188","185","155","304","1123"
"20230901","37","お台場学園","111","429","546","846","1246","558","507","4243"
"20230901","38","芝浦港南区民センター","112","768","1547","1675","1371","674","988","7135"
"20230901","39","品川インターシティB棟","42","222","388","508","521","348","330","2359"
"20230901","40","芝浦アイランド児童高齢者交流プラザ","128","956","1563","1962","1757","730","776","7872"
"20230901","41","シティハイツ港南","122","453","756","1231","1358","623","772","5315"

"投票区別年代別名簿登録者数　令和5年9月1日時点","Ver202309",,,,,,,,,
