1,"東京都生計分析調査　令和 5年","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
12,"Jissu","nen","実数_平成27年",743,2.96,1.29,59.0,331379,326795,83742,6498,6798,7455,4207,10704,3517,3553,5828,10255,4396,3456,17076,25136,16546,8590,23312,10848,7002,281,5181,11154,3618,890,814,2330,2630,872,15219,233,6567,2924,1144,143,1137,2022,1048,15250,2614,1293,2247,9095,35376,8766,14044,12566,18994,14780,253,3961,37562,2053,6808,4301,24400,61052,25656,9613,22076,3706,4584,25.6,45.4,28.1,18.1,10.0
13,"Jissu","nen","実数_平成28年",735,2.99,1.31,59.1,321733,320605,84611,6435,6777,7514,4298,10501,3488,3579,5801,11152,4610,3322,17135,24703,15636,9067,20563,9459,5740,234,5131,11219,3621,938,822,2231,2791,816,14495,187,6020,2822,1184,118,1018,1981,1166,15045,2569,1301,2464,8710,33439,8805,12021,12612,19946,15129,197,4620,36360,1989,6896,4042,23434,60225,26043,10200,20390,3592,1128,26.4,45.8,27.6,17.4,10.1
14,"Jissu","nen","実数_平成29年",728,2.94,1.28,60.2,330949,327903,85446,6465,6535,7806,4286,10438,3448,3694,5867,11373,4610,3590,17335,23960,14454,9506,21024,9585,5849,319,5271,12153,4099,1084,880,2408,2820,862,14135,130,5993,2747,1105,160,1025,1909,1066,15518,2647,1495,2464,8913,36746,8814,15192,12741,19626,15285,227,4113,37292,2452,7268,3978,23595,62002,25956,9951,22802,3294,3046,26.1,46.1,26.9,17.0,9.9
15,"Jissu","nen","実数_平成30年",717,2.92,1.34,59.7,323328,322314,86107,6645,6299,7805,4127,10552,3437,3638,6123,11652,4895,3221,17714,23945,14782,9163,21383,10121,5765,308,5190,10722,3431,576,784,2304,2804,823,13654,120,5923,2544,1111,126,971,1847,1012,16097,2621,1300,2492,9684,35656,9201,13620,12835,20417,15467,186,4763,36071,2214,6958,3810,23089,58264,25614,9108,21541,2001,1013,26.7,45.6,27.6,18.2,9.4
16,"Jissu","nen","実数_平成31年・令和元年",703,2.92,1.31,60.8,330278,326563,87921,6769,6282,7693,4173,10027,3469,3637,6500,12166,4973,3575,18658,23613,13606,10008,21274,10138,5887,335,4914,12296,4141,798,980,2499,3010,869,14047,198,5992,2707,1065,174,1032,1835,1044,16717,2939,1315,2745,9718,36545,9911,14168,12465,19284,14120,215,4949,37513,2568,7539,3930,23477,57353,25810,8531,20335,2677,3716,26.9,46.0,26.7,18.1,8.6
17,"Jissu","nen","実数_令和 2年",689,2.94,1.32,59.4,331138,319428,90238,7116,6797,9050,4805,11355,3815,4380,6937,12826,5402,4232,13522,27590,16273,11317,21508,10114,5847,266,5283,13578,4581,717,948,2809,3667,856,11365,283,4639,2043,1025,161,811,1439,966,17767,3016,1451,3346,9954,34165,5688,15056,13421,19167,14293,279,4594,31569,3508,7647,3918,16496,52480,24795,8014,16736,2934,11710,28.2,42.6,27.2,17.6,9.5
18,"Jissu","nen","実数_令和 3年",674,2.91,1.36,59.6,340536,322669,90453,6846,6841,8897,4600,10682,3772,4200,7237,13896,5643,4628,13211,26599,14505,12094,20196,9174,5444,265,5313,13735,4625,984,1063,2774,3439,851,11007,156,4488,2136,1060,121,791,1548,707,18384,2975,1305,3233,10872,34635,6062,15850,12724,19093,14281,282,4531,32384,3199,7776,3688,17722,56182,28199,7119,15951,4913,17868,28.0,43.6,26.2,16.8,9.3
19,"Jissu","nen","実数_令和 4年",637,2.90,1.32,59.6,329608,324667,88881,6719,6327,8337,4418,10261,3534,4054,7267,13550,5387,3843,15184,26865,16814,10051,23328,11444,6429,386,5069,12768,4275,803,993,2603,3429,664,11756,235,4834,2241,959,124,843,1664,857,17369,2937,1371,3097,9965,34883,7665,15224,11994,19540,13973,197,5371,35037,2649,7701,3504,21183,54240,29131,6543,16560,2005,4941,27.4,43.8,27.2,18.4,8.8
20,"Jissu","nen","実数_令和 5年",615,2.95,1.40,59.5,340041,335174,96298,7047,6467,8909,4881,10596,3814,4258,7929,14434,5826,4059,18078,25590,14071,11520,23173,11537,6323,279,5034,13099,4443,603,1155,2481,3567,851,11860,37,5037,2350,1017,105,802,1731,782,17238,2887,1302,3032,10018,34458,9450,13208,11800,21284,16460,236,4589,39084,3232,8263,3421,24168,53090,27098,5975,16903,3114,4867,28.7,44.9,26.9,17.5,9.4
21,"Jissu","tuki","実数_令和 5年 1月",590,2.93,1.45,59.7,342467,342467,91487,6845,5940,8770,4482,9652,3587,4016,7429,13836,5355,3625,17949,29029,17486,11542,31180,13983,10882,1055,5259,10873,3071,367,818,2777,3136,704,13045,95,6807,1903,920,122,1165,1623,410,15540,2837,1320,3076,8307,32163,8018,11617,12529,16465,10581,160,5725,42296,3999,7624,3733,26940,60390,25760,6449,23576,4605,-,26.7,43.6,27.2,19.0,8.2
22,"Jissu","tuki","実数_令和 5年 2月",601,2.92,1.41,59.8,296643,296643,84615,6495,5563,8125,4258,9227,3471,3812,7701,12821,4809,3263,15072,24197,15631,8567,33282,16284,10862,592,5544,8132,1834,308,306,2066,2888,730,8019,134,3595,1200,827,119,620,1140,385,16503,3124,1200,3463,8715,25971,5639,10072,10260,16274,11474,362,4439,32481,1586,6813,3302,20779,47170,29938,5672,10635,924,-,28.5,40.5,30.5,21.0,9.5
23,"Jissu","tuki","実数_令和 5年 3月",607,2.97,1.44,59.4,345213,345213,94221,7265,6422,8607,4581,9893,3630,4134,8197,14071,5505,3734,18182,20675,14525,6150,33262,16872,10511,249,5631,10397,3811,287,439,2143,3263,454,12987,4,5801,2447,804,94,859,2000,978,17743,3387,1353,2795,10209,39612,9167,17999,12446,18251,12852,1021,4378,44849,5928,8770,3251,26901,53215,26635,6589,17027,2965,-,27.3,46.0,27.6,19.6,7.9
24,"Jissu","tuki","実数_令和 5年 4月",602,2.94,1.43,59.4,369068,369068,93678,7032,6200,8906,4773,10499,3594,4072,7891,13334,5845,3972,17562,24730,14526,10204,26718,13145,8523,136,4913,11931,4313,700,453,2241,3490,735,13042,-,5115,2984,943,141,782,1957,1118,17934,3000,1540,2931,10463,32649,10655,11450,10544,55156,50942,547,3667,36525,2301,9212,3479,21533,56706,29635,5906,14259,6905,-,25.4,49.7,34.9,17.7,17.2
25,"Jissu","tuki","実数_令和 5年 5月",614,2.95,1.43,59.3,316448,314270,96374,7257,6264,9053,4935,10864,3483,4319,8269,14037,6193,4234,17467,23429,14273,9156,22891,10628,6919,59,5285,12672,4500,394,583,2245,3747,1203,10726,17,4007,2375,1183,152,770,1285,938,14371,2743,1179,2386,8062,33055,9108,11362,12584,18983,15956,125,2902,38343,3093,9582,3187,22481,43426,21809,5004,14532,2080,2179,30.7,44.1,28.3,18.6,9.7
26,"Jissu","tuki","実数_令和 5年 6月",617,2.96,1.40,59.6,315648,315648,92262,7067,5924,8801,4702,10908,3674,4117,7574,13064,6097,4277,16057,29384,14169,15215,19347,8775,5466,50,5057,13375,4878,551,840,2373,3839,894,11703,35,5011,2549,1074,127,600,1432,874,16743,2950,1569,2370,9855,34703,8703,14518,11482,14824,11188,72,3564,35437,1936,7726,3158,22618,47871,25788,5768,14439,1877,-,29.2,42.7,26.0,17.4,8.6
27,"Jissu","tuki","実数_令和 5年 7月",621,2.97,1.42,58.7,319403,319403,97705,6965,5575,8554,4999,10870,3980,4149,7937,14468,6722,4316,19170,21399,14897,6502,16511,7853,4137,31,4490,12997,3051,496,1808,2623,3791,1229,12394,92,4652,2738,1357,55,755,2156,590,18253,3020,1346,3099,10789,35608,10078,14627,10903,15502,11863,109,3530,37388,3006,8479,3054,22849,51648,27571,5507,17261,1309,-,30.6,45.0,25.1,16.5,8.6
28,"Jissu","tuki","実数_令和 5年 8月",617,2.97,1.39,58.9,368654,348758,99669,6752,5781,8572,5068,10612,4210,4099,8087,14523,6617,4582,20766,37582,13487,24094,17684,9368,3225,27,5064,16113,7554,917,950,2325,3470,896,8695,9,3180,1915,656,67,519,1558,793,17077,2559,1102,3934,9482,38813,13197,12417,13199,7693,4373,40,3280,45493,5113,7756,3237,29388,59939,30611,5832,20972,2523,19896,28.6,41.9,21.7,16.2,5.6
29,"Jissu","tuki","実数_令和 5年 9月",627,2.97,1.36,59.5,314314,314314,95721,6701,6267,8699,5224,10917,4522,4162,7412,13831,6026,4561,17400,16664,11171,5493,18766,11337,2949,40,4439,13716,5537,354,1024,2590,3581,630,7523,13,2949,1417,847,51,465,1452,330,15457,2643,1325,2319,9170,34654,9604,13886,11164,24439,18744,133,5562,36509,2789,6758,3439,23522,50867,26326,5758,14288,4495,-,30.5,46.0,26.9,17.0,9.9
30,"Jissu","tuki","実数_令和 5年10月",639,2.95,1.37,59.7,381193,366998,98914,6874,6526,9196,5396,11454,4147,4423,7632,15331,5770,3819,18344,35893,14215,21678,19718,11594,3221,100,4803,13934,4732,573,1383,2404,3852,991,13469,27,6207,2817,973,75,688,1886,795,21944,2704,1272,2828,15140,42074,12578,16610,12886,30209,24141,110,5958,39651,4308,7312,3601,24430,51193,25268,6158,15513,4254,14195,27.0,46.6,28.0,17.3,10.7
31,"Jissu","tuki","実数_令和 5年11月",625,2.93,1.35,59.8,340594,318458,96854,6956,6594,8912,4977,10305,3494,4547,7753,15310,5417,3705,18885,19561,12643,6918,19389,9893,4206,357,4933,15219,4648,1341,2141,2662,3557,871,16638,14,7448,3421,1338,132,1122,2175,988,16277,2500,1137,2484,10156,31575,7560,12281,11734,12615,7403,58,5154,38055,1711,8460,3703,24181,52277,26856,5543,17496,2382,22136,30.4,46.6,23.1,16.1,7.0
32,"Jissu","tuki","実数_令和 5年12月",614,2.90,1.33,60.4,370847,370847,114074,8360,10549,10715,5182,11949,3974,5241,9267,18580,5561,4621,20076,24540,11823,12717,19332,8712,4978,649,4993,17833,5390,945,3114,3320,4188,876,14075,-,5670,2429,1282,128,1276,2111,1180,19018,3178,1278,4700,9862,32616,9090,11662,11865,25002,17997,93,6913,41978,3011,10666,3909,24392,62378,28978,7513,22839,3048,-,30.8,45.4,23.1,13.9,9.2
33,"meimoku","nen","対前年（同月）名目増加率_平成24年",-,-,-,-,0.2,2.4,1.3,-0.7,-1.6,-2.2,3.7,-1.1,0.7,-1.4,-2.5,4.7,1.7,8.4,4.2,8.1,-4.7,39.6,8.9,10.9,13.8,15.4,-0.7,3.5,-4.9,47.0,5.5,5.1,1.4,-3.4,5.9,-4.0,4.1,8.6,5.1,-14.1,6.1,6.7,13.0,0.3,4.2,12.0,6.3,-3.7,5.2,11.4,6.1,-0.4,-2.8,-2.7,1.8,-3.3,-0.2,-15.9,2.3,-5.8,2.4,0.6,6.9,0.9,-4.3,-16.7,-49.3,,,,,
34,"meimoku","nen","対前年（同月）名目増加率_平成25年",-,-,-,-,4.9,3.6,1.7,0.5,-2.2,5.2,0.6,0.7,0.5,0.7,5.8,-1.2,4.8,-2.1,3.9,15.5,14.4,17.3,2.1,8.7,-4.1,-15.5,-0.9,1.5,10.1,-32.0,28.3,-6.1,3.9,2.9,3.4,1.8,4.3,2.7,1.1,13.9,-0.9,8.6,-2.2,0.7,1.0,-5.9,5.2,0.4,7.0,2.2,13.3,2.9,-9.1,-7.2,-8.6,-14.9,4.2,-7.0,1.3,0.8,7.0,4.3,7.0,-11.0,3.3,81.7,69.1,,,,,
35,"meimoku","nen","対前年（同月）名目増加率_平成26年",-,-,-,-,-5.2,-2.8,1.1,-2.0,3.7,7.7,6.2,3.2,5.8,4.7,1.0,4.1,-3.9,2.9,-5.7,-13.8,-16.3,-9.8,1.2,0.7,4.0,18.3,-2.4,5.8,10.0,1.9,-10.0,4.3,4.8,19.9,-0.3,77.6,-1.9,-1.5,-5.2,-21.1,5.2,3.8,-4.2,-2.2,5.0,2.3,-7.9,-3.3,-2.7,-7.2,-1.6,-0.7,-12.6,-15.9,-12.2,-1.7,0.5,-4.6,7.9,-0.9,-0.8,-5.7,-3.4,-3.9,-5.9,-30.1,-71.3,,,,,
36,"meimoku","nen","対前年（同月）名目増加率_平成27年",-,-,-,-,1.2,0.9,3.2,-0.4,3.2,2.4,6.6,5.4,6.9,1.0,2.3,2.5,-0.6,-0.7,5.1,-1.3,7.7,-14.9,-2.4,-3.6,-1.2,-38.6,1.5,-6.4,-11.2,9.2,-16.2,-4.1,-2.1,-7.9,-0.1,-22.8,8.3,-2.1,-2.9,0.7,-7.9,-6.3,-10.2,-0.5,-4.1,-1.7,-5.0,2.0,-3.5,0.7,-13.0,6.3,24.1,31.7,12.9,2.6,-1.9,-13.0,-7.0,-2.3,0.7,0.5,-1.7,-7.3,0.3,62.3,35.6,,,,,
37,"meimoku","nen","対前年（同月）名目増加率_平成28年",-,-,-,-,-2.9,-1.9,1.0,-1.0,-0.3,0.8,2.2,-1.9,-0.8,0.7,-0.5,8.7,4.9,-3.9,0.3,-1.7,-5.5,5.6,-11.8,-12.8,-18.0,-16.7,-1.0,0.6,0.1,5.4,1.0,-4.2,6.1,-6.4,-4.8,-19.7,-8.3,-3.5,3.5,-17.5,-10.5,-2.0,11.3,-1.3,-1.7,0.6,9.7,-4.2,-5.5,0.4,-14.4,0.4,5.0,2.4,-22.1,16.6,-3.2,-3.1,1.3,-6.0,-4.0,-1.4,1.5,6.1,-7.6,-3.1,-75.4,,,,,
38,"meimoku","nen","対前年（同月）名目増加率_平成29年",-,-,-,-,2.9,2.3,1.0,0.5,-3.6,3.9,-0.3,-0.6,-1.1,3.2,1.1,2.0,0.0,8.1,1.2,-3.0,-7.6,4.8,2.2,1.3,1.9,36.3,2.7,8.3,13.2,15.6,7.1,7.9,1.0,5.6,-2.5,-30.5,-0.4,-2.7,-6.7,35.6,0.7,-3.6,-8.6,3.1,3.0,14.9,0.0,2.3,9.9,0.1,26.4,1.0,-1.6,1.0,15.2,-11.0,2.6,23.3,5.4,-1.6,0.7,3.0,-0.3,-2.4,11.8,-8.3,170.0,,,,,
39,"meimoku","nen","対前年（同月）名目増加率_平成30年",-,-,-,-,-2.3,-1.7,0.8,2.8,-3.6,0.0,-3.7,1.1,-0.3,-1.5,4.4,2.5,6.2,-10.3,2.2,-0.1,2.3,-3.6,1.7,5.6,-1.4,-3.4,-1.5,-11.8,-16.3,-46.9,-10.9,-4.3,-0.6,-4.5,-3.4,-7.7,-1.2,-7.4,0.5,-21.3,-5.3,-3.2,-5.1,3.7,-1.0,-13.0,1.1,8.7,-3.0,4.4,-10.3,0.7,4.0,1.2,-18.1,15.8,-3.3,-9.7,-4.3,-4.2,-2.1,-6.0,-1.3,-8.5,-5.5,-39.3,-66.7,,,,,
40,"meimoku","nen","対前年（同月）名目増加率_平成31年・令和元年",-,-,-,-,2.1,1.3,2.1,1.9,-0.3,-1.4,1.1,-5.0,0.9,0.0,6.2,4.4,1.6,11.0,5.3,-1.4,-8.0,9.2,-0.5,0.2,2.1,8.8,-5.3,14.7,20.7,38.5,25.0,8.5,7.3,5.6,2.9,65.0,1.2,6.4,-4.1,38.1,6.3,-0.6,3.2,3.9,12.1,1.2,10.2,0.4,2.5,7.7,4.0,-2.9,-5.5,-8.7,15.6,3.9,4.0,16.0,8.4,3.1,1.7,-1.6,0.8,-6.3,-5.6,33.8,266.8,,,,,
41,"meimoku","nen","対前年（同月）名目増加率_令和 2年",-,-,-,-,0.3,-2.2,2.6,5.1,8.2,17.6,15.1,13.2,10.0,20.4,6.7,5.4,8.6,18.4,-27.5,16.8,19.6,13.1,1.1,-0.2,-0.7,-20.6,7.5,10.4,10.6,-10.2,-3.3,12.4,21.8,-1.5,-19.1,42.9,-22.6,-24.5,-3.8,-7.5,-21.4,-21.6,-7.5,6.3,2.6,10.3,21.9,2.4,-6.5,-42.6,6.3,7.7,-0.6,1.2,29.8,-7.2,-15.8,36.6,1.4,-0.3,-29.7,-8.5,-3.9,-6.1,-17.7,9.6,215.1,,,,,
42,"meimoku","nen","対前年（同月）名目増加率_令和 3年",-,-,-,-,2.8,1.0,0.2,-3.8,0.6,-1.7,-4.3,-5.9,-1.1,-4.1,4.3,8.3,4.5,9.4,-2.3,-3.6,-10.9,6.9,-6.1,-9.3,-6.9,-0.4,0.6,1.2,1.0,37.2,12.1,-1.2,-6.2,-0.6,-3.2,-44.9,-3.3,4.6,3.4,-24.8,-2.5,7.6,-26.8,3.5,-1.4,-10.1,-3.4,9.2,1.4,6.6,5.3,-5.2,-0.4,-0.1,1.1,-1.4,2.6,-8.8,1.7,-5.9,7.4,7.1,13.7,-11.2,-4.7,67.5,52.6,,,,,
43,"meimoku","nen","対前年（同月）名目増加率_令和 4年",-,-,-,-,-3.2,0.6,-1.7,-1.9,-7.5,-6.3,-4.0,-3.9,-6.3,-3.5,0.4,-2.5,-4.5,-17.0,14.9,1.0,15.9,-16.9,15.5,24.7,18.1,45.7,-4.6,-7.0,-7.6,-18.4,-6.6,-6.2,-0.3,-22.0,6.8,50.6,7.7,4.9,-9.5,2.5,6.6,7.5,21.2,-5.5,-1.3,5.1,-4.2,-8.3,0.7,26.4,-3.9,-5.7,2.3,-2.2,-30.1,18.5,8.2,-17.2,-1.0,-5.0,19.5,-3.5,3.3,-8.1,3.8,-59.2,-72.3,,,,,
44,"meimoku","nen","対前年（同月）名目増加率_令和 5年",-,-,-,-,3.2,3.2,8.3,4.9,2.2,6.9,10.5,3.3,7.9,5.0,9.1,6.5,8.1,5.6,19.1,-4.7,-16.3,14.6,-0.7,0.8,-1.6,-27.7,-0.7,2.6,3.9,-24.9,16.3,-4.7,4.0,28.2,0.9,-84.3,4.2,4.9,6.0,-15.3,-4.9,4.0,-8.8,-0.8,-1.7,-5.0,-2.1,0.5,-1.2,23.3,-13.2,-1.6,8.9,17.8,19.8,-14.6,11.6,22.0,7.3,-2.4,14.1,-2.1,-7.0,-8.7,2.1,55.3,-1.5,,,,,
45,"meimoku","tuki","対前年（同月）名目増加率_令和 5年 1月",-,-,-,-,9.3,9.3,11.7,10.9,-1.0,5.4,3.0,-0.7,6.0,1.0,7.4,11.8,12.9,2.5,44.9,19.0,9.9,36.1,35.8,39.9,39.2,-11.5,32.9,-9.7,-27.9,-24.6,-0.8,5.3,5.4,-18.2,12.0,578.6,29.1,9.7,18.6,0.8,11.7,-26.0,-17.0,5.6,16.6,-3.6,4.1,4.3,-8.8,44.0,-28.0,-7.7,26.7,19.0,100.0,42.1,36.5,70.8,22.1,3.6,43.3,-8.9,-23.0,-5.7,2.3,54.4,-,,,,,
46,"meimoku","tuki","対前年（同月）名目増加率_令和 5年 2月",-,-,-,-,-3.7,3.8,8.6,1.8,-7.0,5.6,0.6,-5.9,-1.9,1.6,12.7,7.5,9.1,1.7,48.2,-19.7,-4.2,-37.9,14.1,26.5,19.9,-42.4,-10.9,-6.4,-36.6,-13.2,-23.5,8.6,4.7,90.6,6.6,...,14.3,4.2,23.4,-45.9,-9.2,-6.9,-10.0,29.0,25.6,14.4,14.9,39.6,-13.2,67.7,-33.9,-9.3,22.8,40.8,558.2,-12.0,16.3,-23.5,12.6,-9.5,28.7,-2.6,13.2,-5.2,-18.7,-68.0,-100.0,,,,,
47,"meimoku","tuki","対前年（同月）名目増加率_令和 5年 3月",-,-,-,-,2.7,8.8,9.6,4.9,1.4,7.5,4.0,-3.9,7.7,3.0,9.0,6.5,10.0,0.0,38.0,-14.2,-8.1,-25.9,16.0,16.7,16.2,-56.5,22.8,1.6,108.0,-21.6,-77.0,-2.7,2.0,-37.1,6.8,-93.9,2.9,8.2,11.4,-30.4,20.6,36.2,-15.3,-5.1,14.0,7.1,-1.4,-12.1,27.4,44.6,37.1,7.0,20.9,41.8,79.8,-20.0,36.9,89.9,19.2,-7.3,43.2,-9.1,-24.6,8.0,5.9,181.0,-100.0,,,,,
