1,"東京都生計分析調査　令和 5年12月","","","","","","","","","","","","","","",""
46,"2","5","1","10","0","飲料",5561,1.5,5062,1.5,6242,1.5,5778,1.5,5588,1.6
47,"2","6","1","10","1","茶類",1276,0.3,1147,0.3,1509,0.4,1346,0.3,1017,0.3
48,"2","6","1","10","2","コーヒー・ココア",1223,0.3,1166,0.4,1360,0.3,1226,0.3,1060,0.3
49,"2","6","1","10","3","他の飲料",3061,0.8,2749,0.8,3374,0.8,3206,0.8,3512,1.0
50,"2","5","1","11","0","酒類",4621,1.2,4423,1.3,5059,1.2,4359,1.1,4991,1.5
51,"2","5","1","12","0","外食",20076,5.4,16784,5.1,21584,5.0,24863,6.3,22283,6.5
52,"2","6","1","12","1","一般外食",19705,5.3,16773,5.1,21408,5.0,23791,6.1,20739,6.1
53,"2","6","1","12","2","学校給食",372,0.1,11,0.0,176,0.0,1072,0.3,1545,0.5
54,"2","4","2","0","0","住居",24540,6.6,25177,7.6,31066,7.3,18793,4.8,11048,3.2
55,"2","5","2","1","0","家賃地代",11823,3.2,11240,3.4,18227,4.3,6014,1.5,7318,2.1
56,"2","5","2","2","0","設備修繕・維持",12717,3.4,13937,4.2,12840,3.0,12779,3.3,3729,1.1
57,"2","6","2","2","1","設備材料",6633,1.8,5422,1.6,6986,1.6,10602,2.7,1704,0.5
58,"2","6","2","2","2","工事その他のサービス",6084,1.6,8514,2.6,5853,1.4,2176,0.6,2025,0.6
59,"2","4","3","0","0","光熱・水道",19332,5.2,17861,5.4,19382,4.5,21452,5.5,22878,6.7
60,"2","5","3","1","0","電気代",8712,2.3,8143,2.5,8267,1.9,10437,2.7,9270,2.7
61,"2","5","3","2","0","ガス代",4978,1.3,4643,1.4,5536,1.3,4869,1.2,5343,1.6
62,"2","5","3","3","0","他の光熱",649,0.2,854,0.3,599,0.1,243,0.1,662,0.2
63,"2","5","3","4","0","上下水道料",4993,1.3,4221,1.3,4980,1.2,5903,1.5,7603,2.2
64,"2","4","4","0","0","家具・家事用品",17833,4.8,19251,5.8,16159,3.8,15656,4.0,21348,6.2
65,"2","5","4","1","0","家庭用耐久財",5390,1.5,5698,1.7,3780,0.9,5410,1.4,9687,2.8
66,"2","6","4","1","1","家事用耐久財",3780,1.0,4198,1.3,2233,0.5,2929,0.7,9660,2.8
67,"2","6","4","1","2","冷暖房用器具",810,0.2,892,0.3,933,0.2,718,0.2,26,0.0
68,"2","6","4","1","3","一般家具",800,0.2,609,0.2,614,0.1,1762,0.4,-,-
69,"2","5","4","2","0","室内装備・装飾品",945,0.3,1482,0.4,590,0.1,461,0.1,155,0.0
70,"2","5","4","3","0","寝具類",3114,0.8,4557,1.4,2702,0.6,1146,0.3,774,0.2
71,"2","5","4","4","0","家事雑貨",3320,0.9,2916,0.9,3486,0.8,3933,1.0,3592,1.0
72,"2","5","4","5","0","家事用消耗品",4188,1.1,3691,1.1,4473,1.0,4463,1.1,5614,1.6
73,"2","5","4","6","0","家事サービス",876,0.2,907,0.3,1129,0.3,243,0.1,1526,0.4
74,"2","4","5","0","0","被服及び履物",14075,3.8,13278,4.0,13681,3.2,17238,4.4,11707,3.4
75,"2","5","5","1","0","和服",-,-,-,-,-,-,-,-,-,-
76,"2","5","5","2","0","洋服",5670,1.5,5116,1.5,4940,1.2,8190,2.1,4895,1.4
77,"2","6","5","2","1","男子用洋服",2110,0.6,2251,0.7,1548,0.4,2784,0.7,1399,0.4
78,"2","6","5","2","2","婦人用洋服",3010,0.8,2865,0.9,2904,0.7,3764,1.0,2181,0.6
79,"2","6","5","2","3","子供用洋服",550,0.1,-,-,488,0.1,1643,0.4,1315,0.4
80,"2","5","5","3","0","シャツ・セーター類",2429,0.7,2531,0.8,2322,0.5,2363,0.6,2363,0.7
81,"2","6","5","3","1","男子用シャツ・セーター類",946,0.3,975,0.3,696,0.2,1277,0.3,775,0.2
82,"2","6","5","3","2","婦人用シャツ・セーター類",1384,0.4,1555,0.5,1567,0.4,799,0.2,1217,0.4
83,"2","6","5","3","3","子供用シャツ・セーター類",99,0.0,-,-,59,0.0,287,0.1,371,0.1
84,"2","5","5","4","0","下着類",1282,0.3,1063,0.3,1381,0.3,1774,0.5,926,0.3
85,"2","6","5","4","1","男子用下着類",424,0.1,389,0.1,380,0.1,601,0.2,317,0.1
86,"2","6","5","4","2","婦人用下着類",756,0.2,674,0.2,850,0.2,999,0.3,226,0.1
87,"2","6","5","4","3","子供用下着類",102,0.0,-,-,151,0.0,174,0.0,383,0.1
88,"2","5","5","5","0","生地・糸類",128,0.0,111,0.0,236,0.1,31,0.0,93,0.0
89,"2","5","5","6","0","他の被服",1276,0.3,844,0.3,1635,0.4,1744,0.4,1385,0.4
90,"2","5","5","7","0","履物類",2111,0.6,1897,0.6,2261,0.5,2507,0.6,1791,0.5
91,"2","5","5","8","0","被服関連サービス",1180,0.3,1717,0.5,906,0.2,630,0.2,254,0.1
92,"2","4","6","0","0","保健医療",19018,5.1,21840,6.6,19482,4.6,14172,3.6,12281,3.6
93,"2","5","6","1","0","医薬品",3178,0.9,3888,1.2,3002,0.7,1972,0.5,2624,0.8
94,"2","5","6","2","0","健康保持用摂取品",1278,0.3,1573,0.5,1542,0.4,610,0.2,179,0.1
95,"2","5","6","3","0","保健医療用品・器具",4700,1.3,5353,1.6,4652,1.1,3390,0.9,4328,1.3
96,"2","5","6","4","0","保健医療サービス",9862,2.7,11025,3.3,10287,2.4,8200,2.1,5150,1.5
97,"2","4","7","0","0","交通・通信",32616,8.8,29325,8.8,36447,8.5,34442,8.8,34265,10.0
98,"2","5","7","1","0","交通",9090,2.5,8763,2.6,10346,2.4,9400,2.4,5350,1.6
99,"2","5","7","2","0","自動車等関係費",11662,3.1,9240,2.8,14484,3.4,13216,3.4,12236,3.6
100,"2","6","7","2","1","自動車等購入",-,-,-,-,-,-,-,-,-,-
101,"2","6","7","2","2","自転車購入",285,0.1,-,-,954,0.2,131,0.0,-,-
102,"2","6","7","2","3","自動車等維持",11377,3.1,9240,2.8,13531,3.2,13085,3.3,12236,3.6
103,"2","5","7","3","0","通信",11865,3.2,11322,3.4,11617,2.7,11826,3.0,16678,4.9
104,"2","4","8","0","0","教育",25002,6.7,-,-,48324,11.3,50468,12.8,26344,7.7
105,"2","5","8","1","0","授業料等",17997,4.9,-,-,42337,9.9,26655,6.8,17333,5.1
106,"2","5","8","2","0","教科書・学習参考教材",93,0.0,-,-,101,0.0,245,0.1,237,0.1
107,"2","5","8","3","0","補習教育",6913,1.9,-,-,5886,1.4,23568,6.0,8774,2.6
108,"2","4","9","0","0","教養娯楽",41978,11.3,35498,10.7,58493,13.7,37237,9.5,33931,9.9
109,"2","5","9","1","0","教養娯楽用耐久財",3011,0.8,3065,0.9,4617,1.1,1330,0.3,1173,0.3
110,"2","5","9","2","0","教養娯楽用品",10666,2.9,8343,2.5,13533,3.2,11082,2.8,13769,4.0
111,"2","5","9","3","0","書籍・他の印刷物",3909,1.1,4342,1.3,4077,1.0,3176,0.8,2458,0.7
112,"2","5","9","4","0","教養娯楽サービス",24392,6.6,19747,5.9,36267,8.5,21649,5.5,16531,4.8
113,"2","6","9","4","1","宿泊料",3426,0.9,2621,0.8,6086,1.4,2620,0.7,636,0.2
114,"2","6","9","4","2","パック旅行費",2770,0.7,1041,0.3,8185,1.9,351,0.1,-,-
115,"2","6","9","4","3","月謝類",5057,1.4,2098,0.6,8074,1.9,6901,1.8,7654,2.2
116,"2","6","9","4","4","他の教養娯楽サービス",13138,3.5,13987,4.2,13921,3.3,11777,3.0,8240,2.4
117,"2","4","10","0","0","その他の消費支出",62378,16.8,63798,19.2,66761,15.6,59804,15.2,42731,12.5
118,"2","5","10","1","0","諸雑費",28978,7.8,30955,9.3,26027,6.1,29610,7.5,25471,7.4
119,"2","6","10","1","1","理美容サービス",4783,1.3,4768,1.4,6569,1.5,2993,0.8,3018,0.9
120,"2","6","10","1","2","理美容用品",6948,1.9,6876,2.1,6769,1.6,7831,2.0,5537,1.6
121,"2","6","10","1","3","身の回り用品",2418,0.7,2514,0.8,1888,0.4,2997,0.8,2170,0.6
122,"2","6","10","1","4","たばこ",1175,0.3,1025,0.3,1580,0.4,783,0.2,1744,0.5
123,"2","6","10","1","5","他の諸雑費",13654,3.7,15772,4.7,9221,2.2,15005,3.8,13001,3.8
124,"2","5","10","2","0","こづかい",7513,2.0,7332,2.2,7053,1.6,8483,2.2,7713,2.3
125,"2","5","10","3","0","交際費",22839,6.2,23898,7.2,30578,7.2,14408,3.7,9547,2.8
126,"2","6","10","3","0","食料",7696,2.1,9975,3.0,7585,1.8,4371,1.1,2455,0.7
127,"2","6","10","3","0","家具・家事用品",230,0.1,291,0.1,304,0.1,66,0.0,11,0.0
128,"2","6","10","3","0","被服及び履物",474,0.1,852,0.3,187,0.0,153,0.0,-,-
129,"2","6","10","3","0","教養娯楽",2787,0.8,968,0.3,8011,1.9,810,0.2,90,0.0
130,"2","6","10","3","0","他の物品サービス",659,0.2,978,0.3,471,0.1,251,0.1,453,0.1
131,"2","6","10","3","6","贈与金",6820,1.8,6538,2.0,9594,2.2,4520,1.2,4432,1.3
132,"2","6","10","3","7","他の交際費",4172,1.1,4296,1.3,4428,1.0,4237,1.1,2105,0.6
133,"2","5","10","4","0","仕送り金",3048,0.8,1613,0.5,3104,0.7,7303,1.9,-,-
134,"2","3","0","0","0","土地家屋購入",-,-,-,-,-,-,-,-,-,-
135,"2","3","0","0","0","（再掲）教育関係費",26252,7.1,686,0.2,49510,11.6,52387,13.3,29724,8.7
136,"2","3","0","0","0","（再掲）教養娯楽関係費",51164,13.8,42811,12.9,73325,17.2,45067,11.5,37246,10.9
137,"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",9869,2.7,8151,2.5,12697,3.0,11823,3.0,4432,1.3
138,"2","3","0","0","0","（再掲）経常消費支出",259144,69.9,251183,75.6,273696,64.0,257575,65.5,259670,75.9
139,"2","3","0","0","0","（再掲）情報通信関係費",14366,3.9,13322,4.0,14193,3.3,15592,4.0,18537,5.4
140,"2","3","0","0","0","（再掲）消費支出（除く住居等）　1）",336438,90.7,298757,90.0,383698,89.8,362335,92.2,326866,95.5
