1,東京都生計分析調査　令和 5年 6月,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第７表　世帯主年齢階層別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―　,,,,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　2：生計支出）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
19,2,5,1,2,0,魚介類,5924,1.9,2762,1.2,3401,1.2,4699,1.7,5309,1.6,5111,1.4,5451,1.4,6719,1.6,7188,2.7,6942,2.9
20,2,6,1,2,1,生鮮魚介,3385,1.1,1703,0.7,1854,0.7,2916,1.0,2897,0.9,2866,0.8,3011,0.8,3961,0.9,4116,1.6,3764,1.6
21,2,6,1,2,2,塩干魚介,1059,0.3,397,0.2,807,0.3,816,0.3,1039,0.3,927,0.2,972,0.2,1071,0.3,1281,0.5,1323,0.6
22,2,6,1,2,3,魚肉練製品,576,0.2,197,0.1,215,0.1,364,0.1,452,0.1,645,0.2,594,0.1,504,0.1,740,0.3,752,0.3
23,2,6,1,2,4,他の魚介加工品,903,0.3,465,0.2,526,0.2,603,0.2,921,0.3,673,0.2,874,0.2,1184,0.3,1052,0.4,1104,0.5
24,2,5,1,3,0,肉類,8801,2.8,6621,2.8,8629,3.1,8653,3.1,10656,3.3,9619,2.5,9130,2.3,11053,2.6,7663,2.9,6559,2.7
25,2,6,1,3,1,生鮮肉,7190,2.3,5487,2.3,7114,2.6,7163,2.6,8903,2.7,7984,2.1,7651,1.9,9055,2.1,6073,2.3,5231,2.2
26,2,6,1,3,2,加工肉,1611,0.5,1135,0.5,1515,0.5,1491,0.5,1752,0.5,1635,0.4,1479,0.4,1997,0.5,1591,0.6,1328,0.6
27,2,5,1,4,0,乳卵類,4702,1.5,2487,1.0,4986,1.8,4641,1.7,4818,1.5,5391,1.4,4328,1.1,4833,1.1,4806,1.8,4797,2.0
28,2,6,1,4,1,牛乳,1391,0.4,606,0.3,1523,0.6,1654,0.6,1210,0.4,1533,0.4,1230,0.3,1388,0.3,1487,0.6,1477,0.6
29,2,6,1,4,2,乳製品,2208,0.7,1420,0.6,2557,0.9,2058,0.7,2248,0.7,2644,0.7,2003,0.5,2273,0.5,2200,0.8,2253,0.9
30,2,6,1,4,3,卵,1104,0.3,461,0.2,906,0.3,930,0.3,1360,0.4,1214,0.3,1095,0.3,1173,0.3,1118,0.4,1066,0.4
31,2,5,1,5,0,野菜・海藻,10908,3.5,5839,2.5,7287,2.6,7126,2.6,9719,3.0,11531,3.0,9968,2.5,13088,3.1,12566,4.7,12693,5.3
32,2,6,1,5,1,生鮮野菜,7636,2.4,4264,1.8,5162,1.9,5196,1.9,6845,2.1,7750,2.0,7041,1.8,9296,2.2,8752,3.3,8970,3.7
33,2,6,1,5,2,乾物・海藻,783,0.2,395,0.2,511,0.2,487,0.2,765,0.2,910,0.2,719,0.2,967,0.2,861,0.3,773,0.3
34,2,6,1,5,3,大豆加工品,1232,0.4,720,0.3,857,0.3,795,0.3,1137,0.3,1462,0.4,1069,0.3,1351,0.3,1401,0.5,1308,0.5
35,2,6,1,5,4,他の野菜・海藻加工品,1257,0.4,460,0.2,757,0.3,647,0.2,972,0.3,1409,0.4,1138,0.3,1475,0.3,1552,0.6,1642,0.7
36,2,5,1,6,0,果物,3674,1.2,1909,0.8,3523,1.3,2667,1.0,2577,0.8,3540,0.9,2878,0.7,4140,1.0,4569,1.7,5317,2.2
37,2,6,1,6,1,生鮮果物,3351,1.1,1727,0.7,3293,1.2,2473,0.9,2334,0.7,3221,0.9,2534,0.6,3637,0.9,4221,1.6,4989,2.1
38,2,6,1,6,2,果物加工品,323,0.1,183,0.1,231,0.1,193,0.1,242,0.1,319,0.1,345,0.1,503,0.1,348,0.1,328,0.1
39,2,5,1,7,0,油脂・調味料,4117,1.3,3013,1.3,4190,1.5,3419,1.2,4546,1.4,4408,1.2,3753,0.9,5009,1.2,4034,1.5,4025,1.7
40,2,6,1,7,1,油脂,486,0.2,463,0.2,431,0.2,341,0.1,586,0.2,416,0.1,501,0.1,746,0.2,440,0.2,442,0.2
41,2,6,1,7,2,調味料,3630,1.2,2550,1.1,3759,1.4,3078,1.1,3960,1.2,3992,1.1,3252,0.8,4263,1.0,3594,1.4,3583,1.5
42,2,5,1,8,0,菓子類,7574,2.4,5444,2.3,8079,2.9,9091,3.3,8971,2.7,8979,2.4,7343,1.8,9011,2.1,6391,2.4,5738,2.4
43,2,5,1,9,0,調理食品,13064,4.1,7684,3.2,10552,3.8,13321,4.8,13502,4.1,14688,3.9,12323,3.1,15277,3.6,13060,4.9,12145,5.1
44,2,6,1,9,1,主食的調理食品,5671,1.8,4038,1.7,4060,1.5,5886,2.1,5941,1.8,7106,1.9,5365,1.3,6639,1.6,5394,2.0,5129,2.1
45,2,6,1,9,2,他の調理食品,7393,2.3,3646,1.5,6492,2.4,7435,2.7,7560,2.3,7582,2.0,6959,1.7,8638,2.0,7666,2.9,7015,2.9
46,2,5,1,10,0,飲料,6097,1.9,5137,2.2,6642,2.4,5964,2.1,6008,1.8,7989,2.1,6840,1.7,6556,1.5,5362,2.0,4507,1.9
47,2,6,1,10,1,茶類,1243,0.4,691,0.3,822,0.3,1345,0.5,1099,0.3,1829,0.5,1221,0.3,1456,0.3,1181,0.4,1016,0.4
48,2,6,1,10,2,コーヒー・ココア,1158,0.4,738,0.3,1015,0.4,1158,0.4,1433,0.4,1352,0.4,1298,0.3,1444,0.3,979,0.4,737,0.3
49,2,6,1,10,3,他の飲料,3696,1.2,3709,1.6,4805,1.7,3461,1.2,3476,1.1,4809,1.3,4321,1.1,3655,0.9,3202,1.2,2754,1.1
50,2,5,1,11,0,酒類,4277,1.4,2064,0.9,3501,1.3,3577,1.3,3862,1.2,4054,1.1,5079,1.3,6265,1.5,4229,1.6,2944,1.2
51,2,5,1,12,0,外食,16057,5.1,14651,6.2,16904,6.1,29234,10.5,17367,5.3,22171,5.9,22742,5.7,20546,4.8,8650,3.3,6737,2.8
52,2,6,1,12,1,一般外食,15464,4.9,14391,6.1,14430,5.2,26913,9.6,16196,4.9,21039,5.6,22432,5.6,20546,4.8,8650,3.3,6737,2.8
53,2,6,1,12,2,学校給食,593,0.2,260,0.1,2474,0.9,2321,0.8,1172,0.4,1133,0.3,310,0.1,-,-,-,-,-,-
54,2,4,2,0,0,住居,29384,9.3,43604,18.4,26079,9.5,14802,5.3,20709,6.3,20842,5.5,48339,12.1,56894,13.4,23232,8.8,17273,7.2
55,2,5,2,1,0,家賃地代,14169,4.5,42241,17.8,25374,9.2,14388,5.2,19541,6.0,16699,4.4,17065,4.3,6547,1.5,8054,3.0,5221,2.2
56,2,5,2,2,0,設備修繕・維持,15215,4.8,1363,0.6,705,0.3,414,0.1,1168,0.4,4142,1.1,31275,7.8,50346,11.8,15178,5.7,12052,5.0
57,2,6,2,2,1,設備材料,1882,0.6,1161,0.5,361,0.1,37,0.0,569,0.2,974,0.3,1454,0.4,724,0.2,3560,1.3,5905,2.5
58,2,6,2,2,2,工事その他のサービス,13333,4.2,202,0.1,344,0.1,377,0.1,599,0.2,3169,0.8,29821,7.5,49622,11.7,11618,4.4,6147,2.6
59,2,4,3,0,0,光熱・水道,19347,6.1,14580,6.2,17739,6.4,18724,6.7,17282,5.3,19190,5.1,21578,5.4,20960,4.9,19897,7.5,19362,8.1
60,2,5,3,1,0,電気代,8775,2.8,6672,2.8,7057,2.6,8116,2.9,7999,2.4,9356,2.5,9331,2.3,9485,2.2,9109,3.4,8982,3.7
61,2,5,3,2,0,ガス代,5466,1.7,5117,2.2,5429,2.0,5289,1.9,4425,1.4,4860,1.3,6524,1.6,5986,1.4,5602,2.1,5144,2.1
62,2,5,3,3,0,他の光熱,50,0.0,38,0.0,106,0.0,38,0.0,10,0.0,4,0.0,-,-,30,0.0,90,0.0,44,0.0
63,2,5,3,4,0,上下水道料,5057,1.6,2752,1.2,5146,1.9,5281,1.9,4848,1.5,4970,1.3,5723,1.4,5460,1.3,5096,1.9,5192,2.2
64,2,4,4,0,0,家具・家事用品,13375,4.2,6068,2.6,15439,5.6,7738,2.8,11473,3.5,15853,4.2,21658,5.4,20416,4.8,10864,4.1,9101,3.8
65,2,5,4,1,0,家庭用耐久財,4878,1.5,-,-,2924,1.1,807,0.3,3155,1.0,7017,1.9,13967,3.5,9392,2.2,2733,1.0,3001,1.3
66,2,6,4,1,1,家事用耐久財,2351,0.7,-,-,90,0.0,61,0.0,2064,0.6,4169,1.1,2321,0.6,8394,2.0,1373,0.5,1620,0.7
67,2,6,4,1,2,冷暖房用器具,2501,0.8,-,-,2833,1.0,551,0.2,1090,0.3,2768,0.7,11646,2.9,972,0.2,1360,0.5,1380,0.6
68,2,6,4,1,3,一般家具,25,0.0,-,-,-,-,195,0.1,-,-,80,0.0,-,-,25,0.0,-,-,-,-
69,2,5,4,2,0,室内装備・装飾品,551,0.2,392,0.2,1159,0.4,59,0.0,412,0.1,285,0.1,572,0.1,164,0.0,795,0.3,621,0.3
70,2,5,4,3,0,寝具類,840,0.3,324,0.1,1308,0.5,737,0.3,224,0.1,513,0.1,375,0.1,1872,0.4,1004,0.4,291,0.1
71,2,5,4,4,0,家事雑貨,2373,0.8,2242,0.9,4673,1.7,2177,0.8,2647,0.8,2427,0.6,2598,0.7,2827,0.7,1869,0.7,1194,0.5
72,2,5,4,5,0,家事用消耗品,3839,1.2,3085,1.3,5268,1.9,3633,1.3,3619,1.1,5298,1.4,3243,0.8,4608,1.1,3431,1.3,3006,1.3
73,2,5,4,6,0,家事サービス,894,0.3,24,0.0,107,0.0,325,0.1,1416,0.4,313,0.1,902,0.2,1552,0.4,1032,0.4,988,0.4
74,2,4,5,0,0,被服及び履物,11703,3.7,10859,4.6,12921,4.7,11241,4.0,14731,4.5,14156,3.7,12050,3.0,21858,5.1,7425,2.8,4662,1.9
75,2,5,5,1,0,和服,35,0.0,85,0.0,326,0.1,-,-,-,-,-,-,43,0.0,-,-,28,0.0,-,-
76,2,5,5,2,0,洋服,5011,1.6,5629,2.4,5852,2.1,5327,1.9,6091,1.9,7363,1.9,5257,1.3,11132,2.6,2145,0.8,792,0.3
77,2,6,5,2,1,男子用洋服,1564,0.5,3289,1.4,295,0.1,1162,0.4,1987,0.6,3164,0.8,2658,0.7,2454,0.6,474,0.2,115,0.0
78,2,6,5,2,2,婦人用洋服,3112,1.0,762,0.3,4260,1.5,2995,1.1,3401,1.0,4015,1.1,2545,0.6,8677,2.0,1671,0.6,676,0.3
79,2,6,5,2,3,子供用洋服,334,0.1,1578,0.7,1297,0.5,1170,0.4,703,0.2,184,0.0,55,0.0,-,-,-,-,-,-
80,2,5,5,3,0,シャツ・セーター類,2549,0.8,1168,0.5,2699,1.0,2542,0.9,3748,1.1,2559,0.7,2445,0.6,4424,1.0,1883,0.7,1285,0.5
81,2,6,5,3,1,男子用シャツ・セーター類,864,0.3,561,0.2,734,0.3,706,0.3,1493,0.5,607,0.2,747,0.2,1481,0.3,698,0.3,674,0.3
82,2,6,5,3,2,婦人用シャツ・セーター類,1529,0.5,288,0.1,926,0.3,1513,0.5,1829,0.6,1884,0.5,1609,0.4,2943,0.7,1185,0.4,612,0.3
83,2,6,5,3,3,子供用シャツ・セーター類,157,0.0,320,0.1,1038,0.4,324,0.1,426,0.1,68,0.0,89,0.0,-,-,-,-,-,-
84,2,5,5,4,0,下着類,1074,0.3,700,0.3,808,0.3,671,0.2,1060,0.3,732,0.2,856,0.2,3132,0.7,851,0.3,784,0.3
85,2,6,5,4,1,男子用下着類,251,0.1,110,0.0,133,0.0,156,0.1,244,0.1,105,0.0,291,0.1,371,0.1,300,0.1,298,0.1
86,2,6,5,4,2,婦人用下着類,729,0.2,356,0.2,265,0.1,352,0.1,591,0.2,479,0.1,491,0.1,2761,0.6,551,0.2,487,0.2
87,2,6,5,4,3,子供用下着類,94,0.0,234,0.1,411,0.1,163,0.1,226,0.1,148,0.0,73,0.0,-,-,-,-,-,-
88,2,5,5,5,0,生地・糸類,127,0.0,2,0.0,10,0.0,6,0.0,189,0.1,22,0.0,441,0.1,19,0.0,129,0.0,143,0.1
89,2,5,5,6,0,他の被服,600,0.2,244,0.1,1052,0.4,627,0.2,961,0.3,835,0.2,579,0.1,716,0.2,388,0.1,267,0.1
90,2,5,5,7,0,履物類,1432,0.5,2738,1.2,2047,0.7,1885,0.7,2208,0.7,1254,0.3,1349,0.3,1398,0.3,955,0.4,737,0.3
91,2,5,5,8,0,被服関連サービス,874,0.3,292,0.1,127,0.0,183,0.1,474,0.1,1392,0.4,1080,0.3,1037,0.2,1046,0.4,655,0.3
92,2,4,6,0,0,保健医療,16743,5.3,9265,3.9,9774,3.5,8639,3.1,11727,3.6,13348,3.5,31219,7.8,17034,4.0,18396,6.9,22926,9.6
93,2,5,6,1,0,医薬品,2950,0.9,1521,0.6,2307,0.8,1830,0.7,1425,0.4,2652,0.7,2130,0.5,4102,1.0,3887,1.5,4254,1.8
94,2,5,6,2,0,健康保持用摂取品,1569,0.5,37,0.0,179,0.1,693,0.2,332,0.1,1798,0.5,2156,0.5,707,0.2,2466,0.9,3693,1.5
95,2,5,6,3,0,保健医療用品・器具,2370,0.8,2003,0.8,4193,1.5,1905,0.7,2555,0.8,2906,0.8,2325,0.6,2839,0.7,1966,0.7,2103,0.9
96,2,5,6,4,0,保健医療サービス,9855,3.1,5704,2.4,3095,1.1,4210,1.5,7414,2.3,5992,1.6,24608,6.2,9386,2.2,10077,3.8,12876,5.4
97,2,4,7,0,0,交通・通信,34703,11.0,18251,7.7,25870,9.4,32349,11.6,31225,9.5,29474,7.8,67617,17.0,50105,11.8,27694,10.5,19606,8.2
98,2,5,7,1,0,交通,8703,2.8,4953,2.1,5971,2.2,4377,1.6,9082,2.8,7918,2.1,7624,1.9,15225,3.6,9005,3.4,5218,2.2
99,2,5,7,2,0,自動車等関係費,14518,4.6,5370,2.3,9255,3.4,18479,6.6,8749,2.7,5872,1.6,45765,11.5,22295,5.2,9065,3.4,6462,2.7
100,2,6,7,2,1,自動車等購入,3827,1.2,-,-,-,-,-,-,-,-,-,-,35246,8.8,-,-,-,-,-,-
101,2,6,7,2,2,自転車購入,491,0.2,-,-,3762,1.4,448,0.2,2339,0.7,-,-,-,-,-,-,-,-,-,-
102,2,6,7,2,3,自動車等維持,10199,3.2,5370,2.3,5493,2.0,18031,6.5,6411,2.0,5872,1.6,10520,2.6,22295,5.2,9065,3.4,6462,2.7
103,2,5,7,3,0,通信,11482,3.6,7928,3.3,10645,3.9,9493,3.4,13394,4.1,15684,4.1,14227,3.6,12586,3.0,9624,3.6,7926,3.3
104,2,4,8,0,0,教育,14824,4.7,8851,3.7,21414,7.8,15309,5.5,30116,9.2,64520,17.0,14328,3.6,1678,0.4,7,0.0,-,-
105,2,5,8,1,0,授業料等,11188,3.5,8304,3.5,6595,2.4,9559,3.4,21140,6.5,59016,15.6,8209,2.1,134,0.0,-,-,-,-
106,2,5,8,2,0,教科書・学習参考教材,72,0.0,-,-,199,0.1,5,0.0,336,0.1,135,0.0,43,0.0,-,-,7,0.0,-,-
107,2,5,8,3,0,補習教育,3564,1.1,547,0.2,14620,5.3,5745,2.1,8640,2.6,5369,1.4,6076,1.5,1544,0.4,-,-,-,-
108,2,4,9,0,0,教養娯楽,35437,11.2,25792,10.9,28415,10.3,44194,15.8,51133,15.6,41752,11.0,29061,7.3,62820,14.8,24082,9.1,18860,7.9
109,2,5,9,1,0,教養娯楽用耐久財,1936,0.6,285,0.1,730,0.3,3068,1.1,5185,1.6,1510,0.4,482,0.1,6800,1.6,354,0.1,288,0.1
110,2,5,9,2,0,教養娯楽用品,7726,2.4,9972,4.2,10299,3.7,12755,4.6,7527,2.3,8452,2.2,10334,2.6,9454,2.2,4904,1.9,2750,1.1
111,2,5,9,3,0,書籍・他の印刷物,3158,1.0,2226,0.9,1410,0.5,1848,0.7,2414,0.7,3347,0.9,2693,0.7,3312,0.8,3991,1.5,4171,1.7
112,2,5,9,4,0,教養娯楽サービス,22618,7.2,13309,5.6,15977,5.8,26523,9.5,36007,11.0,28443,7.5,15551,3.9,43256,10.2,14834,5.6,11650,4.9
113,2,6,9,4,1,宿泊料,2270,0.7,3989,1.7,2555,0.9,1650,0.6,1435,0.4,642,0.2,942,0.2,12776,3.0,469,0.2,428,0.2
114,2,6,9,4,2,パック旅行費,4818,1.5,752,0.3,992,0.4,6841,2.4,17112,5.2,9063,2.4,80,0.0,1197,0.3,2785,1.1,1693,0.7
115,2,6,9,4,3,月謝類,3732,1.2,1432,0.6,4372,1.6,9054,3.2,6176,1.9,3999,1.1,2689,0.7,5987,1.4,1864,0.7,1860,0.8
116,2,6,9,4,4,他の教養娯楽サービス,11798,3.7,7136,3.0,8058,2.9,8977,3.2,11284,3.4,14739,3.9,11841,3.0,23295,5.5,9716,3.7,7670,3.2
117,2,4,10,0,0,その他の消費支出,47871,15.2,37146,15.7,33579,12.2,27085,9.7,43489,13.3,53917,14.2,55515,13.9,64484,15.1,48015,18.1,49875,20.8
118,2,5,10,1,0,諸雑費,25788,8.2,25907,10.9,23343,8.5,20019,7.2,26741,8.2,27934,7.4,27718,7.0,38062,8.9,22526,8.5,24096,10.0
119,2,6,10,1,1,理美容サービス,3733,1.2,2919,1.2,2704,1.0,3189,1.1,2941,0.9,3867,1.0,2943,0.7,5568,1.3,4007,1.5,4621,1.9
120,2,6,10,1,2,理美容用品,5987,1.9,4483,1.9,7336,2.7,4714,1.7,11604,3.5,7338,1.9,4906,1.2,5931,1.4,4483,1.7,4219,1.8
121,2,6,10,1,3,身の回り用品,2779,0.9,8884,3.7,3204,1.2,662,0.2,2075,0.6,3730,1.0,1509,0.4,9491,2.2,901,0.3,397,0.2
122,2,6,10,1,4,たばこ,1204,0.4,635,0.3,776,0.3,1670,0.6,903,0.3,774,0.2,2877,0.7,1944,0.5,798,0.3,454,0.2
123,2,6,10,1,5,他の諸雑費,12085,3.8,8988,3.8,9324,3.4,9783,3.5,9217,2.8,12225,3.2,15483,3.9,15129,3.6,12339,4.7,14404,6.0
124,2,5,10,2,0,こづかい,5768,1.8,1637,0.7,685,0.2,920,0.3,9025,2.8,6994,1.8,5143,1.3,5325,1.3,6758,2.6,4325,1.8
125,2,5,10,3,0,交際費,14439,4.6,9601,4.1,9551,3.5,6146,2.2,7678,2.3,10128,2.7,20563,5.2,20946,4.9,17010,6.4,20391,8.5
126,2,6,10,3,0,食料,4944,1.6,1720,0.7,5216,1.9,1553,0.6,2394,0.7,2214,0.6,6189,1.6,5277,1.2,7029,2.7,9066,3.8
127,2,6,10,3,0,家具・家事用品,191,0.1,436,0.2,-,-,90,0.0,655,0.2,46,0.0,363,0.1,163,0.0,60,0.0,42,0.0
128,2,6,10,3,0,被服及び履物,262,0.1,-,-,-,-,-,-,257,0.1,630,0.2,387,0.1,175,0.0,264,0.1,276,0.1
129,2,6,10,3,0,教養娯楽,1214,0.4,246,0.1,125,0.0,3,0.0,394,0.1,1871,0.5,3055,0.8,182,0.0,1520,0.6,2685,1.1
130,2,6,10,3,0,他の物品サービス,241,0.1,307,0.1,232,0.1,239,0.1,102,0.0,228,0.1,446,0.1,236,0.1,223,0.1,156,0.1
131,2,6,10,3,6,贈与金,3939,1.2,1459,0.6,514,0.2,2281,0.8,1395,0.4,1323,0.3,6139,1.5,7121,1.7,5028,1.9,5515,2.3
132,2,6,10,3,7,他の交際費,3647,1.2,5434,2.3,3464,1.3,1980,0.7,2480,0.8,3817,1.0,3983,1.0,7792,1.8,2886,1.1,2651,1.1
133,2,5,10,4,0,仕送り金,1877,0.6,-,-,-,-,-,-,46,0.0,8861,2.3,2090,0.5,151,0.0,1720,0.6,1063,0.4
134,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
135,2,3,0,0,0,（再掲）教育関係費,16603,5.3,9558,4.0,24768,9.0,18265,6.5,32148,9.8,71057,18.8,16640,4.2,2109,0.5,341,0.1,207,0.1
136,2,3,0,0,0,（再掲）教養娯楽関係費,43080,13.6,28532,12.0,33235,12.1,47360,17.0,58272,17.8,48651,12.9,38232,9.6,73836,17.3,32565,12.3,25366,10.6
137,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,5816,1.8,1459,0.6,514,0.2,2281,0.8,1440,0.4,10183,2.7,8230,2.1,7272,1.7,6748,2.5,6578,2.7
138,2,3,0,0,0,（再掲）経常消費支出,223027,70.7,201447,85.0,211051,76.6,209716,75.1,230942,70.5,242680,64.1,241977,60.7,260477,61.2,206920,78.1,189337,78.9
139,2,3,0,0,0,（再掲）情報通信関係費,15823,5.0,11317,4.8,11489,4.2,12764,4.6,16840,5.1,16928,4.5,18721,4.7,20708,4.9,14800,5.6,12966,5.4
140,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,276621,87.6,191995,81.0,248999,90.4,262174,93.9,305584,93.2,347397,91.8,306668,77.0,361484,84.9,234895,88.7,216000,90.1
