1,"東京都生計分析調査　令和 5年10月","","","","","","","","",""
2,"","","主　　要　　指　　標　　　５　　―　勤労者世帯，勤め先収入７分位階層別　―","","","","","","",""
3,"","","公共的料金負担率　　　〔＝（公共的料金÷消費支出） ×１００〕","","","","","","",""
4,"年次・月次コード","年次・月次","都平均","第1階層","第2階層","第3階層","第4階層","第5階層","第6階層","第7階層"
5,"nen","平成28年平均",29.9,27.8,29.9,33.8,30.2,30.7,31.9,26.5
6,"nen","平成29年平均",28.7,28.9,27.9,27.8,27.7,31.4,29.4,27.8
7,"nen","平成30年平均",30.1,25.6,32.7,33.4,30.9,30.7,30.5,27.3
8,"nen","平成31年・令和元年平均",29.2,27.0,29.3,32.8,32.4,31.6,26.5,26.6
9,"nen","令和 2年平均",29.0,29.3,31.6,32.0,28.8,29.3,28.6,25.8
10,"nen","令和 3年平均",26.9,25.9,30.5,30.3,29.6,28.6,26.0,21.5
11,"nen","令和 4年平均",28.1,29.9,31.4,30.0,28.2,26.5,29.2,24.9
12,"tuki","令和 4年10月",30.7,35.0,33.7,28.8,30.2,26.5,25.1,34.1
13,"tuki","令和 4年11月",26.0,25.0,25.5,28.2,23.7,33.7,26.2,20.8
14,"tuki","令和 4年12月",24.6,25.9,28.5,27.9,23.5,25.7,22.6,21.0
15,"tuki","令和 5年 1月",26.7,32.2,25.2,27.9,30.0,26.8,27.8,21.1
16,"tuki","令和 5年 2月",32.1,33.6,35.4,34.6,30.2,38.4,28.8,25.6
17,"tuki","令和 5年 3月",28.9,30.8,33.8,28.7,27.7,25.1,31.5,26.7
18,"tuki","令和 5年 4月",36.2,29.9,30.9,33.2,45.4,31.2,37.7,38.2
19,"tuki","令和 5年 5月",30.3,27.2,31.5,32.5,31.0,27.8,25.0,34.8
20,"tuki","令和 5年 6月",27.2,24.7,29.6,26.5,25.9,25.4,28.9,28.6
21,"tuki","令和 5年 7月",26.7,27.1,26.5,24.7,21.3,23.6,22.0,37.0
22,"tuki","令和 5年 8月",23.1,20.2,29.7,22.1,25.4,19.9,22.4,23.7
23,"tuki","令和 5年 9月",26.9,24.8,22.9,25.4,35.2,20.3,30.6,27.6
24,"tuki","令和 5年10月",30.1,27.5,29.2,25.6,32.4,25.8,29.3,37.0
22,"tuki",",区道,北東,5.5,,,,ガス,水道,下水道,千川,,410 ,１中専,準防,60 ,200 ,,,,,,,,,,
〇,13116 ,28 ,豊島,0 ,7 ,豊島区,千川１丁目１５番１３,千川１－１７－１１,"498,000 ","483,000 ",3.1 ,254 ,,1,1.5,住宅,Ｗ,2F,,中規模一般住宅、アパート等が混在する住宅地域,区道,北,7,,,,ガス,水道,下水道,千川,,400 ,１低専,準防,60 ,150 ,,,,,*,13116,0 ,4 ,"490,000 ",1.6 
〇,13116 ,28 ,豊島,0 ,8 ,豊島区,池袋本町４丁目２１５番３,池袋本町４－８－１１,"415,000 ","403,000 ",3.0 ,146 ,,1,3,事務所兼住宅,Ｗ,3F,,小規模一般住宅、アパートの多い住宅地域,区道,北,4.3,,,,ガス,水道,下水道,北池袋,,380 ,１中専,準防,60 ,300 ,,,,,,,,,,
〇,13116 ,28 ,豊島,0 ,9 ,豊島区,雑司が谷３丁目５４３番３,雑司が谷３－２０－１０,"490,000 ","475,000 ",3.2 ,188 ,不整形,1,1.5,共同住宅,ＲＣ,3F,,中規模一般住宅、アパート等が混在する住宅地域,区道,北東,6,,,,ガス,水道,下水道,雑司が谷,,210 ,１中専,防火,60 ,300 ,,,,,,,,,,
〇,13116 ,28 ,豊島,0 ,10 ,豊島区,池袋３丁目１６３８番５,池袋３－９－２,"487,000 ","470,000 ",3.6 ,73 ,,1,2,住宅,Ｗ,3F,,一般住宅、マンション等が混在する住宅地域,区道,南,4.2,,,,ガス,水道,下水道,要町,,300 ,１中専,準防,60 ,300 ,,,,,,,,,,
〇,13116 ,28 ,豊島,0 ,11 ,豊島区,北大塚１丁目２６番３,北大塚１－２４－３,"549,000 ","532,000 ",3.2 ,138 ,,1,2,住宅,Ｗ,2F,,中規模一般住宅が多い閑静な住宅地域,区道,南東,5,,,,ガス,水道,下水道,大塚,,550 ,１中専,準防,60 ,300 ,,,,,*,13116,0 ,8 ,"542,000 ",1.3 
〇,13116 ,28 ,豊島,0 ,12 ,豊島区,高田１丁目１６番１２,高田１－３－１１,"427,000 ","414,000 ",3.1 ,115 ,台形,1,3,住宅兼共同住宅,ＲＣ,3F,1B,住宅、アパート、作業所等が混在する住宅地域,私道,南東,3.8,,,,ガス,水道,下水道,護国寺,,"1,300 ",１住居,準防,60 ,300 ,,,,,,,,,,
〇,13116 ,28 ,豊島,0 ,13 ,豊島区,駒込７丁目７９５番１１,駒込７－１４－１５,"404,000 ","392,000 ",3.1 ,80 ,,1,1.2,住宅,Ｗ,3F,,小規模住宅、アパート等の建ち並ぶ住宅地域,区道,東,4,,,,ガス,水道,下水道,駒込,,950 ,１中専,準防,60 ,300 ,,,,,,,,,,
〇,13116 ,28 ,豊島,0 ,14 ,豊島区,西巣鴨１丁目７７０番２２,西巣鴨１－３０－２,"437,000 ","423,000 ",3.3 ,112 ,,1,2,住宅,Ｗ,2F,1B,一般住宅のほかにアパート等が混在する住宅地域,区道,南西,5.2,,,,ガス,水道,下水道,大塚,,850 ,１中専,準防,60 ,300 ,,,,,,,,,,
〇,13116 ,28 ,豊島,0 ,15 ,豊島区,南長崎２丁目２０８０番１３,南長崎２－７－１０,"447,000 ","434,000 ",3.0 ,132 ,,1,1.5,住宅,Ｗ,2F,,一般住宅、共同住宅が混在する住宅地域,区道,北東,4.3,,,,ガス,水道,下水道,椎名町,,650 ,１中専,準防,60 ,200 ,,,,,,,,,,
〇,13116 ,28 ,豊島,0 ,16 ,豊島区,西池袋３丁目１３９０番２０,西池袋３－７－５,"521,000 ","505,000 ",3.2 ,198 ,,1,1.2,住宅,ＲＣ,3F,,一般住宅、アパート、寮等が混在する住宅地域,区道,南東,4.4,,,,ガス,水道,下水道,池袋,,700 ,１中専,準防,60 ,300 ,,,,,,,,,,
