1,東京都生計分析調査　令和 5年 5月,,,,,,,,,,,,,,,
2,,,,,,,第５表　世帯人員別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―　,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　2：生計支出）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
33,2,6,1,5,2,乾物・海藻,706,0.2,625,0.2,794,0.2,690,0.2,941,0.3
34,2,6,1,5,3,大豆加工品,1232,0.4,1162,0.4,1320,0.4,1199,0.3,1458,0.4
35,2,6,1,5,4,他の野菜・海藻加工品,1280,0.4,1287,0.5,1382,0.4,998,0.3,1871,0.5
36,2,5,1,6,0,果物,3483,1.1,3761,1.4,3498,1.1,3058,0.8,3111,0.9
37,2,6,1,6,1,生鮮果物,3104,1.0,3358,1.2,3058,0.9,2799,0.7,2716,0.8
38,2,6,1,6,2,果物加工品,379,0.1,403,0.1,440,0.1,259,0.1,395,0.1
39,2,5,1,7,0,油脂・調味料,4319,1.4,3736,1.4,4452,1.4,4600,1.2,6724,2.0
40,2,6,1,7,1,油脂,493,0.2,405,0.1,487,0.2,508,0.1,1081,0.3
41,2,6,1,7,2,調味料,3826,1.2,3331,1.2,3965,1.2,4092,1.1,5643,1.6
42,2,5,1,8,0,菓子類,8269,2.6,6661,2.5,8328,2.6,9920,2.6,12891,3.8
43,2,5,1,9,0,調理食品,14037,4.5,12547,4.6,14332,4.4,16012,4.3,15527,4.5
44,2,6,1,9,1,主食的調理食品,6244,2.0,5580,2.1,6107,1.9,7531,2.0,6536,1.9
45,2,6,1,9,2,他の調理食品,7793,2.5,6967,2.6,8225,2.5,8481,2.3,8991,2.6
46,2,5,1,10,0,飲料,6193,2.0,5639,2.1,7053,2.2,5949,1.6,7180,2.1
47,2,6,1,10,1,茶類,1448,0.5,1635,0.6,1511,0.5,1081,0.3,1271,0.4
48,2,6,1,10,2,コーヒー・ココア,1118,0.4,1070,0.4,1276,0.4,988,0.3,1257,0.4
49,2,6,1,10,3,他の飲料,3627,1.2,2934,1.1,4266,1.3,3881,1.0,4651,1.4
50,2,5,1,11,0,酒類,4234,1.3,4312,1.6,4460,1.4,4012,1.1,3541,1.0
51,2,5,1,12,0,外食,17467,5.6,15990,5.9,17063,5.3,20099,5.4,19438,5.7
52,2,6,1,12,1,一般外食,16813,5.3,15990,5.9,16558,5.1,18888,5.0,15689,4.6
53,2,6,1,12,2,学校給食,654,0.2,-,-,505,0.2,1211,0.3,3748,1.1
54,2,4,2,0,0,住居,23429,7.5,18724,6.9,25183,7.8,28810,7.7,27777,8.1
55,2,5,2,1,0,家賃地代,14273,4.5,12417,4.6,15514,4.8,13255,3.5,25700,7.5
56,2,5,2,2,0,設備修繕・維持,9156,2.9,6306,2.3,9668,3.0,15554,4.1,2077,0.6
57,2,6,2,2,1,設備材料,1876,0.6,2466,0.9,795,0.2,2450,0.7,335,0.1
58,2,6,2,2,2,工事その他のサービス,7280,2.3,3840,1.4,8873,2.7,13105,3.5,1742,0.5
59,2,4,3,0,0,光熱・水道,22891,7.3,20508,7.6,24755,7.7,24515,6.5,24999,7.3
60,2,5,3,1,0,電気代,10628,3.4,9668,3.6,11783,3.6,10644,2.8,12142,3.5
61,2,5,3,2,0,ガス代,6919,2.2,6130,2.3,7397,2.3,7609,2.0,7651,2.2
62,2,5,3,3,0,他の光熱,59,0.0,78,0.0,45,0.0,35,0.0,88,0.0
63,2,5,3,4,0,上下水道料,5285,1.7,4632,1.7,5531,1.7,6227,1.7,5119,1.5
64,2,4,4,0,0,家具・家事用品,12672,4.0,12076,4.5,12068,3.7,15172,4.0,9868,2.9
65,2,5,4,1,0,家庭用耐久財,4500,1.4,4270,1.6,3461,1.1,6625,1.8,2510,0.7
66,2,6,4,1,1,家事用耐久財,2109,0.7,1046,0.4,2057,0.6,4056,1.1,2259,0.7
67,2,6,4,1,2,冷暖房用器具,1143,0.4,1826,0.7,202,0.1,1220,0.3,251,0.1
68,2,6,4,1,3,一般家具,1248,0.4,1399,0.5,1202,0.4,1350,0.4,-,-
69,2,5,4,2,0,室内装備・装飾品,394,0.1,623,0.2,178,0.1,258,0.1,287,0.1
70,2,5,4,3,0,寝具類,583,0.2,724,0.3,439,0.1,633,0.2,50,0.0
71,2,5,4,4,0,家事雑貨,2245,0.7,2061,0.8,2444,0.8,2451,0.7,1855,0.5
72,2,5,4,5,0,家事用消耗品,3747,1.2,3203,1.2,3915,1.2,4410,1.2,4241,1.2
73,2,5,4,6,0,家事サービス,1203,0.4,1195,0.4,1630,0.5,796,0.2,926,0.3
74,2,4,5,0,0,被服及び履物,10726,3.4,9981,3.7,9212,2.8,13070,3.5,13633,4.0
75,2,5,5,1,0,和服,17,0.0,-,-,48,0.0,17,0.0,-,-
76,2,5,5,2,0,洋服,4007,1.3,3568,1.3,3696,1.1,4823,1.3,5311,1.5
77,2,6,5,2,1,男子用洋服,1623,0.5,1336,0.5,1792,0.6,1710,0.5,2547,0.7
78,2,6,5,2,2,婦人用洋服,1909,0.6,2215,0.8,1434,0.4,1923,0.5,1820,0.5
79,2,6,5,2,3,子供用洋服,475,0.2,16,0.0,470,0.1,1190,0.3,944,0.3
80,2,5,5,3,0,シャツ・セーター類,2375,0.8,2257,0.8,2018,0.6,2953,0.8,2559,0.7
81,2,6,5,3,1,男子用シャツ・セーター類,884,0.3,926,0.3,744,0.2,941,0.3,1003,0.3
82,2,6,5,3,2,婦人用シャツ・セーター類,1347,0.4,1332,0.5,1114,0.3,1674,0.4,1237,0.4
83,2,6,5,3,3,子供用シャツ・セーター類,143,0.0,-,-,160,0.0,338,0.1,319,0.1
84,2,5,5,4,0,下着類,1183,0.4,1241,0.5,924,0.3,1352,0.4,1280,0.4
85,2,6,5,4,1,男子用下着類,303,0.1,323,0.1,326,0.1,279,0.1,157,0.0
86,2,6,5,4,2,婦人用下着類,787,0.3,918,0.3,525,0.2,765,0.2,1123,0.3
87,2,6,5,4,3,子供用下着類,93,0.0,-,-,73,0.0,307,0.1,-,-
88,2,5,5,5,0,生地・糸類,152,0.0,190,0.1,74,0.0,171,0.0,155,0.0
89,2,5,5,6,0,他の被服,770,0.2,710,0.3,718,0.2,846,0.2,1119,0.3
90,2,5,5,7,0,履物類,1285,0.4,1159,0.4,847,0.3,1699,0.5,2513,0.7
91,2,5,5,8,0,被服関連サービス,938,0.3,854,0.3,886,0.3,1209,0.3,696,0.2
92,2,4,6,0,0,保健医療,14371,4.6,16281,6.0,13598,4.2,12318,3.3,12369,3.6
93,2,5,6,1,0,医薬品,2743,0.9,3050,1.1,2830,0.9,2385,0.6,1586,0.5
94,2,5,6,2,0,健康保持用摂取品,1179,0.4,1420,0.5,1396,0.4,716,0.2,320,0.1
95,2,5,6,3,0,保健医療用品・器具,2386,0.8,1682,0.6,3236,1.0,2208,0.6,4228,1.2
96,2,5,6,4,0,保健医療サービス,8062,2.6,10128,3.7,6137,1.9,7009,1.9,6236,1.8
97,2,4,7,0,0,交通・通信,33055,10.5,27939,10.3,33953,10.5,42548,11.3,28183,8.2
98,2,5,7,1,0,交通,9108,2.9,7281,2.7,10604,3.3,12487,3.3,2176,0.6
99,2,5,7,2,0,自動車等関係費,11362,3.6,9654,3.6,10847,3.4,15516,4.1,9562,2.8
100,2,6,7,2,1,自動車等購入,-,-,-,-,-,-,-,-,-,-
101,2,6,7,2,2,自転車購入,1218,0.4,324,0.1,1492,0.5,2835,0.8,-,-
102,2,6,7,2,3,自動車等維持,10145,3.2,9330,3.4,9355,2.9,12681,3.4,9562,2.8
103,2,5,7,3,0,通信,12584,4.0,11004,4.1,12502,3.9,14546,3.9,16444,4.8
104,2,4,8,0,0,教育,18983,6.0,315,0.1,18922,5.9,49025,13.1,33913,9.9
105,2,5,8,1,0,授業料等,15956,5.1,315,0.1,15791,4.9,43508,11.6,19751,5.7
106,2,5,8,2,0,教科書・学習参考教材,125,0.0,-,-,83,0.0,321,0.1,428,0.1
107,2,5,8,3,0,補習教育,2902,0.9,-,-,3047,0.9,5197,1.4,13734,4.0
108,2,4,9,0,0,教養娯楽,38343,12.2,33992,12.6,43084,13.3,41524,11.1,35402,10.3
109,2,5,9,1,0,教養娯楽用耐久財,3093,1.0,1690,0.6,6394,2.0,2269,0.6,1402,0.4
110,2,5,9,2,0,教養娯楽用品,9582,3.0,8909,3.3,9610,3.0,9984,2.7,12623,3.7
111,2,5,9,3,0,書籍・他の印刷物,3187,1.0,3502,1.3,3465,1.1,2345,0.6,2999,0.9
112,2,5,9,4,0,教養娯楽サービス,22481,7.2,19891,7.3,23615,7.3,26925,7.2,18378,5.3
113,2,6,9,4,1,宿泊料,3170,1.0,3034,1.1,3599,1.1,3518,0.9,865,0.3
114,2,6,9,4,2,パック旅行費,2845,0.9,2354,0.9,2297,0.7,5103,1.4,-,-
115,2,6,9,4,3,月謝類,3523,1.1,1593,0.6,4107,1.3,4943,1.3,8951,2.6
116,2,6,9,4,4,他の教養娯楽サービス,12943,4.1,12910,4.8,13612,4.2,13362,3.6,8562,2.5
117,2,4,10,0,0,その他の消費支出,43426,13.8,45442,16.8,42402,13.1,44059,11.7,31386,9.1
118,2,5,10,1,0,諸雑費,21809,6.9,18894,7.0,24456,7.6,24253,6.5,20990,6.1
119,2,6,10,1,1,理美容サービス,3929,1.3,3843,1.4,3575,1.1,4716,1.3,3058,0.9
120,2,6,10,1,2,理美容用品,4678,1.5,4314,1.6,5238,1.6,4645,1.2,4853,1.4
121,2,6,10,1,3,身の回り用品,1963,0.6,1975,0.7,1649,0.5,1854,0.5,3709,1.1
122,2,6,10,1,4,たばこ,1145,0.4,965,0.4,1491,0.5,1144,0.3,867,0.3
123,2,6,10,1,5,他の諸雑費,10095,3.2,7797,2.9,12504,3.9,11893,3.2,8502,2.5
124,2,5,10,2,0,こづかい,5004,1.6,5084,1.9,4769,1.5,5224,1.4,4647,1.4
125,2,5,10,3,0,交際費,14532,4.6,18363,6.8,12036,3.7,12734,3.4,5749,1.7
126,2,6,10,3,0,食料,4997,1.6,7669,2.8,2903,0.9,2789,0.7,4144,1.2
127,2,6,10,3,0,家具・家事用品,166,0.1,236,0.1,160,0.0,72,0.0,70,0.0
128,2,6,10,3,0,被服及び履物,705,0.2,674,0.2,707,0.2,815,0.2,491,0.1
129,2,6,10,3,0,教養娯楽,686,0.2,606,0.2,999,0.3,564,0.2,318,0.1
130,2,6,10,3,0,他の物品サービス,557,0.2,515,0.2,253,0.1,1127,0.3,-,-
131,2,6,10,3,6,贈与金,3853,1.2,5245,1.9,2426,0.8,3943,1.1,97,0.0
132,2,6,10,3,7,他の交際費,3568,1.1,3418,1.3,4588,1.4,3424,0.9,630,0.2
133,2,5,10,4,0,仕送り金,2080,0.7,3101,1.1,1141,0.4,1849,0.5,-,-
134,2,3,0,0,0,土地家屋購入,2179,-,5077,-,-,-,-,-,-,-
135,2,3,0,0,0,（再掲）教育関係費,21623,6.9,2445,0.9,21922,6.8,51189,13.6,40371,11.7
136,2,3,0,0,0,（再掲）教養娯楽関係費,44280,14.1,39016,14.4,49363,15.3,50095,13.3,36006,10.5
137,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,5933,1.9,8346,3.1,3567,1.1,5792,1.5,97,0.0
138,2,3,0,0,0,（再掲）経常消費支出,234815,74.7,215699,79.7,241505,74.7,253575,67.6,266463,77.5
139,2,3,0,0,0,（再掲）情報通信関係費,16318,5.2,14846,5.5,16830,5.2,17459,4.7,19940,5.8
140,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,284909,90.7,243645,90.0,294486,91.1,340645,90.8,315867,91.9
