1,東京都生計分析調査　令和 5年 6月,,,,,,,,,,,,,,,
2,,,,,,,第１３表　住居所有形態別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　2：生計支出）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
6,0,0,0,0,0,世帯数分布,10000,-,8295,-,1172,-,337,-,195,-
7,0,0,0,0,0,調査世帯数,617,-,511,-,71,-,25,-,10,-
8,0,0,0,0,0,世帯人員,2.96,-,2.95,-,2.99,-,2.68,-,3.61,-
9,0,0,0,0,0,有業人員,1.40,-,1.41,-,1.46,-,0.84,-,1.78,-
10,0,0,0,0,0,世帯主平均年齢,59.6,-,61.1,-,49.4,-,64.8,-,49.3,-
11,2,2,0,0,0,生計支出,315648,-,316067,-,354195,-,220797,-,230168,-
12,2,3,0,0,0,消費支出,315648,100.0,316067,100.0,354195,100.0,220797,100.0,230168,100.0
13,2,4,1,0,0,食料,92262,29.2,94208,29.8,81117,22.9,82899,37.5,92670,40.3
14,2,5,1,1,0,穀類,7067,2.2,7248,2.3,6327,1.8,5941,2.7,5741,2.5
15,2,6,1,1,1,米類,1551,0.5,1618,0.5,1243,0.4,785,0.4,1853,0.8
16,2,6,1,1,2,パン,3235,1.0,3373,1.1,2598,0.7,2874,1.3,1793,0.8
17,2,6,1,1,3,麺類,1834,0.6,1811,0.6,2028,0.6,1786,0.8,1758,0.8
18,2,6,1,1,4,他の穀類,447,0.1,446,0.1,458,0.1,496,0.2,338,0.1
19,2,5,1,2,0,魚介類,5924,1.9,6034,1.9,4515,1.3,8221,3.7,5741,2.5
20,2,6,1,2,1,生鮮魚介,3385,1.1,3431,1.1,2424,0.7,5090,2.3,4278,1.9
21,2,6,1,2,2,塩干魚介,1059,0.3,1059,0.3,1003,0.3,1363,0.6,853,0.4
22,2,6,1,2,3,魚肉練製品,576,0.2,610,0.2,393,0.1,526,0.2,308,0.1
23,2,6,1,2,4,他の魚介加工品,903,0.3,933,0.3,696,0.2,1241,0.6,302,0.1
24,2,5,1,3,0,肉類,8801,2.8,8944,2.8,8195,2.3,6469,2.9,10393,4.5
25,2,6,1,3,1,生鮮肉,7190,2.3,7321,2.3,6689,1.9,4846,2.2,8698,3.8
26,2,6,1,3,2,加工肉,1611,0.5,1623,0.5,1506,0.4,1623,0.7,1696,0.7
27,2,5,1,4,0,乳卵類,4702,1.5,4854,1.5,3766,1.1,4043,1.8,5003,2.2
28,2,6,1,4,1,牛乳,1391,0.4,1428,0.5,1145,0.3,1596,0.7,934,0.4
29,2,6,1,4,2,乳製品,2208,0.7,2301,0.7,1706,0.5,1342,0.6,2731,1.2
30,2,6,1,4,3,卵,1104,0.3,1125,0.4,916,0.3,1105,0.5,1338,0.6
31,2,5,1,5,0,野菜・海藻,10908,3.5,11293,3.6,8150,2.3,10954,5.0,11012,4.8
32,2,6,1,5,1,生鮮野菜,7636,2.4,7898,2.5,5681,1.6,7270,3.3,8867,3.9
33,2,6,1,5,2,乾物・海藻,783,0.2,778,0.2,691,0.2,1156,0.5,905,0.4
34,2,6,1,5,3,大豆加工品,1232,0.4,1285,0.4,943,0.3,1156,0.5,816,0.4
35,2,6,1,5,4,他の野菜・海藻加工品,1257,0.4,1332,0.4,836,0.2,1372,0.6,424,0.2
36,2,5,1,6,0,果物,3674,1.2,3854,1.2,2395,0.7,4647,2.1,2010,0.9
37,2,6,1,6,1,生鮮果物,3351,1.1,3509,1.1,2123,0.6,4539,2.1,1953,0.8
38,2,6,1,6,2,果物加工品,323,0.1,345,0.1,273,0.1,109,0.0,56,0.0
39,2,5,1,7,0,油脂・調味料,4117,1.3,4244,1.3,3511,1.0,3909,1.8,2715,1.2
40,2,6,1,7,1,油脂,486,0.2,505,0.2,405,0.1,342,0.2,430,0.2
41,2,6,1,7,2,調味料,3630,1.2,3739,1.2,3106,0.9,3567,1.6,2285,1.0
42,2,5,1,8,0,菓子類,7574,2.4,7763,2.5,6829,1.9,6890,3.1,5214,2.3
43,2,5,1,9,0,調理食品,13064,4.1,13402,4.2,11639,3.3,13039,5.9,7294,3.2
44,2,6,1,9,1,主食的調理食品,5671,1.8,5716,1.8,5659,1.6,6150,2.8,3015,1.3
45,2,6,1,9,2,他の調理食品,7393,2.3,7687,2.4,5980,1.7,6889,3.1,4279,1.9
46,2,5,1,10,0,飲料,6097,1.9,6184,2.0,5472,1.5,6313,2.9,5796,2.5
47,2,6,1,10,1,茶類,1243,0.4,1260,0.4,1144,0.3,1390,0.6,877,0.4
48,2,6,1,10,2,コーヒー・ココア,1158,0.4,1154,0.4,1069,0.3,1240,0.6,1703,0.7
49,2,6,1,10,3,他の飲料,3696,1.2,3769,1.2,3260,0.9,3684,1.7,3216,1.4
50,2,5,1,11,0,酒類,4277,1.4,4149,1.3,4141,1.2,4150,1.9,10738,4.7
51,2,5,1,12,0,外食,16057,5.1,16238,5.1,16176,4.6,8323,3.8,21014,9.1
52,2,6,1,12,1,一般外食,15464,4.9,15729,5.0,14931,4.2,8323,3.8,19779,8.6
53,2,6,1,12,2,学校給食,593,0.2,510,0.2,1245,0.4,-,-,1235,0.5
54,2,4,2,0,0,住居,29384,9.3,18942,6.0,101063,28.5,37088,16.8,29247,12.7
55,2,5,2,1,0,家賃地代,14169,4.5,690,0.2,100566,28.4,36975,16.7,28636,12.4
56,2,5,2,2,0,設備修繕・維持,15215,4.8,18253,5.8,498,0.1,113,0.1,611,0.3
57,2,6,2,2,1,設備材料,1882,0.6,2254,0.7,87,0.0,63,0.0,-,-
58,2,6,2,2,2,工事その他のサービス,13333,4.2,15999,5.1,411,0.1,50,0.0,611,0.3
59,2,4,3,0,0,光熱・水道,19347,6.1,19859,6.3,18413,5.2,15136,6.9,10488,4.6
60,2,5,3,1,0,電気代,8775,2.8,9093,2.9,7896,2.2,6815,3.1,3920,1.7
61,2,5,3,2,0,ガス代,5466,1.7,5453,1.7,5756,1.6,5893,2.7,3523,1.5
62,2,5,3,3,0,他の光熱,50,0.0,58,0.0,17,0.0,-,-,-,-
63,2,5,3,4,0,上下水道料,5057,1.6,5255,1.7,4743,1.3,2428,1.1,3045,1.3
64,2,4,4,0,0,家具・家事用品,13375,4.2,14370,4.5,8049,2.3,8631,3.9,11245,4.9
65,2,5,4,1,0,家庭用耐久財,4878,1.5,5565,1.8,1064,0.3,-,-,6980,3.0
66,2,6,4,1,1,家事用耐久財,2351,0.7,2697,0.9,963,0.3,-,-,43,0.0
67,2,6,4,1,2,冷暖房用器具,2501,0.8,2838,0.9,101,0.0,-,-,6937,3.0
68,2,6,4,1,3,一般家具,25,0.0,30,0.0,-,-,-,-,-,-
69,2,5,4,2,0,室内装備・装飾品,551,0.2,549,0.2,292,0.1,1799,0.8,-,-
