1,"東京都生計分析調査　令和 5年","","","","","","","","","","","","","","","","","","","","","","","","",""
2,"","","","","","","第９表　職能形態別１世帯当たり年平均１か月間の用途別生計支出　―　全　世　帯　―　","","","","","","","","","","","","","","","","","","",""
3,"","","","","","","注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。","","","","","","","","","","","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","","","","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","経営職／実数（円）","経営職／構成比（％）","管理職／実数（円）","管理職／構成比（％）","専門職／実数（円）","専門職／構成比（％）","事務職／実数（円）","事務職／構成比（％）","技術職／実数（円）","技術職／構成比（％）","商工職／実数（円）","商工職／構成比（％）","技能・労務職／実数（円）","技能・労務職／構成比（％）","その他／実数（円）","その他／構成比（％）","（再掲）勤労者世帯のうち正規の職員・従業員／実数（円）","（再掲）勤労者世帯のうち正規の職員・従業員／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,595,-,166,-,768,-,2723,-,1032,-,661,-,1013,-,3043,-,4748,-
7,"0","0","0","0","0","調査世帯数",615,-,32,-,12,-,45,-,164,-,67,-,38,-,63,-,194,-,293,-
8,"0","0","0","0","0","世帯人員",2.95,-,2.88,-,3.07,-,3.37,-,3.25,-,3.25,-,3.03,-,3.23,-,2.36,-,3.35,-
9,"0","0","0","0","0","有業人員",1.40,-,1.82,-,1.76,-,1.95,-,1.78,-,1.76,-,1.94,-,1.71,-,0.48,-,1.77,-
10,"0","0","0","0","0","世帯主平均年齢",59.5,-,60.7,-,54.3,-,54.1,-,49.6,-,47.8,-,61.9,-,53.7,-,75.0,-,48.7,-
11,"2","2","0","0","0","生計支出",340041,-,454913,-,435614,-,439896,-,375768,-,381684,-,288773,-,287739,-,266549,-,371379,-
12,"2","3","0","0","0","消費支出",335174,100.0,454913,100.0,435614,100.0,439896,100.0,365225,100.0,366093,100.0,288773,100.0,287739,100.0,265902,100.0,367891,100.0
