1,東京都生計分析調査　令和 5年 2月,,,,,,,,,,,,,,,,,,,
2,,,,,,,第９表　世帯類型別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―　,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　2：生計支出）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
37,2,6,1,6,1,生鮮果物,3085,1.0,3662,1.3,2859,0.9,2396,1.3,674,0.4,2385,0.9,2767,0.8
38,2,6,1,6,2,果物加工品,386,0.1,441,0.2,366,0.1,208,0.1,170,0.1,417,0.2,371,0.1
39,2,5,1,7,0,油脂・調味料,3812,1.3,3270,1.2,4319,1.3,2675,1.5,2323,1.3,4028,1.5,4062,1.1
40,2,6,1,7,1,油脂,372,0.1,299,0.1,419,0.1,364,0.2,257,0.1,411,0.2,370,0.1
41,2,6,1,7,2,調味料,3440,1.2,2971,1.1,3900,1.2,2311,1.3,2066,1.1,3617,1.4,3692,1.0
42,2,5,1,8,0,菓子類,7701,2.6,6425,2.4,9020,2.7,4810,2.7,3677,2.0,7526,2.9,9418,2.6
43,2,5,1,9,0,調理食品,12821,4.3,11399,4.2,13913,4.2,8852,4.9,5484,3.0,16024,6.2,13908,3.8
44,2,6,1,9,1,主食的調理食品,6189,2.1,5337,2.0,6717,2.0,4171,2.3,2289,1.2,8672,3.3,6743,1.9
45,2,6,1,9,2,他の調理食品,6632,2.2,6062,2.2,7197,2.2,4680,2.6,3196,1.7,7352,2.8,7165,2.0
46,2,5,1,10,0,飲料,4809,1.6,4400,1.6,5304,1.6,3006,1.7,2083,1.1,5050,1.9,5732,1.6
47,2,6,1,10,1,茶類,1139,0.4,1079,0.4,1151,0.3,958,0.5,226,0.1,1536,0.6,1256,0.3
48,2,6,1,10,2,コーヒー・ココア,1182,0.4,1200,0.4,1297,0.4,566,0.3,883,0.5,852,0.3,1473,0.4
49,2,6,1,10,3,他の飲料,2487,0.8,2121,0.8,2856,0.9,1481,0.8,974,0.5,2663,1.0,3002,0.8
50,2,5,1,11,0,酒類,3263,1.1,4148,1.5,2874,0.9,1733,1.0,2227,1.2,2935,1.1,3376,0.9
51,2,5,1,12,0,外食,15072,5.1,13591,5.0,17775,5.3,8384,4.6,16129,8.7,9629,3.7,20829,5.7
52,2,6,1,12,1,一般外食,14294,4.8,13591,5.0,16258,4.9,8384,4.6,16129,8.7,9411,3.6,19445,5.4
53,2,6,1,12,2,学校給食,778,0.3,-,-,1517,0.5,-,-,-,-,218,0.1,1384,0.4
54,2,4,2,0,0,住居,24197,8.2,18987,7.0,29421,8.8,20466,11.3,14640,7.9,17102,6.6,29530,8.1
55,2,5,2,1,0,家賃地代,15631,5.3,15215,5.6,15977,4.8,19768,10.9,14609,7.9,11415,4.4,17465,4.8
56,2,5,2,2,0,設備修繕・維持,8567,2.9,3772,1.4,13444,4.0,697,0.4,31,0.0,5687,2.2,12065,3.3
57,2,6,2,2,1,設備材料,2572,0.9,908,0.3,4421,1.3,241,0.1,31,0.0,78,0.0,1666,0.5
58,2,6,2,2,2,工事その他のサービス,5995,2.0,2863,1.1,9023,2.7,456,0.3,-,-,5609,2.2,10399,2.9
59,2,4,3,0,0,光熱・水道,33282,11.2,32094,11.8,34643,10.4,27583,15.2,18163,9.8,34985,13.5,30165,8.3
60,2,5,3,1,0,電気代,16284,5.5,15791,5.8,16849,5.0,14548,8.0,10130,5.5,16395,6.3,15279,4.2
61,2,5,3,2,0,ガス代,10862,3.7,10760,4.0,11338,3.4,8376,4.6,4325,2.3,10312,4.0,9981,2.7
62,2,5,3,3,0,他の光熱,592,0.2,881,0.3,418,0.1,130,0.1,-,-,786,0.3,380,0.1
63,2,5,3,4,0,上下水道料,5544,1.9,4661,1.7,6038,1.8,4528,2.5,3708,2.0,7492,2.9,4525,1.2
64,2,4,4,0,0,家具・家事用品,8132,2.7,8473,3.1,8271,2.5,7545,4.2,7873,4.3,5949,2.3,8259,2.3
65,2,5,4,1,0,家庭用耐久財,1834,0.6,2690,1.0,1416,0.4,179,0.1,-,-,1971,0.8,886,0.2
66,2,6,4,1,1,家事用耐久財,786,0.3,663,0.2,802,0.2,179,0.1,-,-,1863,0.7,396,0.1
67,2,6,4,1,2,冷暖房用器具,514,0.2,1209,0.4,140,0.0,-,-,-,-,108,0.0,118,0.0
68,2,6,4,1,3,一般家具,534,0.2,818,0.3,474,0.1,-,-,-,-,-,-,371,0.1
69,2,5,4,2,0,室内装備・装飾品,308,0.1,386,0.1,196,0.1,1055,0.6,-,-,7,0.0,262,0.1
70,2,5,4,3,0,寝具類,306,0.1,284,0.1,390,0.1,81,0.0,370,0.2,29,0.0,321,0.1
71,2,5,4,4,0,家事雑貨,2066,0.7,1840,0.7,2334,0.7,2012,1.1,3094,1.7,1362,0.5,2830,0.8
72,2,5,4,5,0,家事用消耗品,2888,1.0,2523,0.9,3301,1.0,2364,1.3,2745,1.5,2301,0.9,3175,0.9
73,2,5,4,6,0,家事サービス,730,0.2,749,0.3,633,0.2,1852,1.0,1664,0.9,279,0.1,785,0.2
74,2,4,5,0,0,被服及び履物,8019,2.7,6093,2.2,10111,3.0,3806,2.1,6215,3.4,6901,2.7,12318,3.4
75,2,5,5,1,0,和服,134,0.0,-,-,266,0.1,-,-,-,-,-,-,334,0.1
76,2,5,5,2,0,洋服,3595,1.2,2797,1.0,4547,1.4,2123,1.2,4290,2.3,2274,0.9,5579,1.5
77,2,6,5,2,1,男子用洋服,1063,0.4,1124,0.4,1186,0.4,-,-,-,-,865,0.3,1653,0.5
78,2,6,5,2,2,婦人用洋服,2183,0.7,1673,0.6,2680,0.8,2123,1.2,4290,2.3,1302,0.5,3436,0.9
79,2,6,5,2,3,子供用洋服,350,0.1,-,-,680,0.2,-,-,-,-,108,0.0,489,0.1
80,2,5,5,3,0,シャツ・セーター類,1200,0.4,961,0.4,1471,0.4,648,0.4,678,0.4,1009,0.4,1874,0.5
81,2,6,5,3,1,男子用シャツ・セーター類,334,0.1,328,0.1,381,0.1,-,-,-,-,344,0.1,469,0.1
82,2,6,5,3,2,婦人用シャツ・セーター類,802,0.3,633,0.2,990,0.3,623,0.3,462,0.3,492,0.2,1300,0.4
83,2,6,5,3,3,子供用シャツ・セーター類,64,0.0,-,-,100,0.0,26,0.0,217,0.1,173,0.1,105,0.0
84,2,5,5,4,0,下着類,827,0.3,668,0.2,1047,0.3,218,0.1,-,-,640,0.2,1124,0.3
85,2,6,5,4,1,男子用下着類,244,0.1,334,0.1,204,0.1,85,0.0,-,-,211,0.1,248,0.1
86,2,6,5,4,2,婦人用下着類,539,0.2,334,0.1,760,0.2,133,0.1,-,-,398,0.2,820,0.2
87,2,6,5,4,3,子供用下着類,44,0.0,-,-,83,0.0,-,-,-,-,31,0.0,56,0.0
88,2,5,5,5,0,生地・糸類,119,0.0,190,0.1,73,0.0,36,0.0,-,-,160,0.1,151,0.0
89,2,5,5,6,0,他の被服,620,0.2,378,0.1,770,0.2,430,0.2,184,0.1,960,0.4,992,0.3
90,2,5,5,7,0,履物類,1140,0.4,572,0.2,1605,0.5,254,0.1,747,0.4,1555,0.6,1810,0.5
91,2,5,5,8,0,被服関連サービス,385,0.1,527,0.2,332,0.1,95,0.1,316,0.2,303,0.1,454,0.1
92,2,4,6,0,0,保健医療,16503,5.6,17731,6.5,15626,4.7,11062,6.1,3827,2.1,21555,8.3,16888,4.6
93,2,5,6,1,0,医薬品,3124,1.1,3707,1.4,2844,0.9,1788,1.0,1484,0.8,3391,1.3,2940,0.8
94,2,5,6,2,0,健康保持用摂取品,1200,0.4,1342,0.5,885,0.3,2520,1.4,333,0.2,1483,0.6,1269,0.3
95,2,5,6,3,0,保健医療用品・器具,3463,1.2,2051,0.8,4871,1.5,1570,0.9,2009,1.1,2429,0.9,4359,1.2
96,2,5,6,4,0,保健医療サービス,8715,2.9,10631,3.9,7027,2.1,5184,2.9,-,-,14251,5.5,8319,2.3
97,2,4,7,0,0,交通・通信,25971,8.8,24066,8.8,29500,8.8,13437,7.4,24053,13.0,22272,8.6,32854,9.0
98,2,5,7,1,0,交通,5639,1.9,5372,2.0,6494,1.9,3291,1.8,11477,6.2,3107,1.2,8921,2.5
99,2,5,7,2,0,自動車等関係費,10072,3.4,9624,3.5,11345,3.4,2668,1.5,3554,1.9,10202,3.9,11683,3.2
100,2,6,7,2,1,自動車等購入,931,0.3,-,-,1853,0.6,-,-,-,-,-,-,-,-
101,2,6,7,2,2,自転車購入,617,0.2,75,0.0,819,0.2,-,-,-,-,2527,1.0,1471,0.4
102,2,6,7,2,3,自動車等維持,8524,2.9,9550,3.5,8674,2.6,2668,1.5,3554,1.9,7675,3.0,10213,2.8
103,2,5,7,3,0,通信,10260,3.5,9070,3.3,11660,3.5,7478,4.1,9022,4.9,8962,3.4,12250,3.4
104,2,4,8,0,0,教育,16274,5.5,-,-,31960,9.6,1945,1.1,16413,8.9,1124,0.4,31536,8.7
105,2,5,8,1,0,授業料等,11474,3.9,-,-,22568,6.7,1945,1.1,16413,8.9,-,-,21612,6.0
106,2,5,8,2,0,教科書・学習参考教材,362,0.1,-,-,717,0.2,-,-,-,-,23,0.0,889,0.2
107,2,5,8,3,0,補習教育,4439,1.5,-,-,8675,2.6,-,-,-,-,1101,0.4,9035,2.5
108,2,4,9,0,0,教養娯楽,32481,10.9,32184,11.8,35281,10.5,18398,10.2,16013,8.7,27190,10.5,37152,10.2
109,2,5,9,1,0,教養娯楽用耐久財,1586,0.5,1520,0.6,2055,0.6,-,-,-,-,63,0.0,1604,0.4
110,2,5,9,2,0,教養娯楽用品,6813,2.3,5930,2.2,8079,2.4,3330,1.8,5390,2.9,5561,2.1,9376,2.6
111,2,5,9,3,0,書籍・他の印刷物,3302,1.1,3970,1.5,2905,0.9,2625,1.4,1730,0.9,3344,1.3,2969,0.8
112,2,5,9,4,0,教養娯楽サービス,20779,7.0,20763,7.6,22242,6.6,12443,6.9,8894,4.8,18221,7.0,23202,6.4
113,2,6,9,4,1,宿泊料,2555,0.9,1593,0.6,3617,1.1,1409,0.8,5465,3.0,984,0.4,3354,0.9
114,2,6,9,4,2,パック旅行費,3232,1.1,5809,2.1,1510,0.5,3664,2.0,-,-,1906,0.7,2762,0.8
115,2,6,9,4,3,月謝類,3467,1.2,2136,0.8,5111,1.5,63,0.0,-,-,1735,0.7,4409,1.2
116,2,6,9,4,4,他の教養娯楽サービス,11525,3.9,11225,4.1,12004,3.6,7307,4.0,3429,1.9,13596,5.2,12676,3.5
117,2,4,10,0,0,その他の消費支出,47170,15.9,54807,20.1,45793,13.7,19877,11.0,27922,15.1,43396,16.7,69065,19.0
118,2,5,10,1,0,諸雑費,29938,10.1,37213,13.7,27294,8.2,13808,7.6,20500,11.1,26619,10.2,46177,12.7
119,2,6,10,1,1,理美容サービス,3807,1.3,3688,1.4,3992,1.2,3098,1.7,1930,1.0,3765,1.4,4777,1.3
120,2,6,10,1,2,理美容用品,4751,1.6,4721,1.7,5162,1.5,3438,1.9,4786,2.6,3204,1.2,6107,1.7
121,2,6,10,1,3,身の回り用品,2415,0.8,728,0.3,4022,1.2,1314,0.7,8095,4.4,610,0.2,2996,0.8
122,2,6,10,1,4,たばこ,817,0.3,901,0.3,821,0.2,242,0.1,-,-,907,0.3,1070,0.3
123,2,6,10,1,5,他の諸雑費,18147,6.1,27176,10.0,13297,4.0,5716,3.2,5688,3.1,18132,7.0,31228,8.6
124,2,5,10,2,0,こづかい,5672,1.9,4123,1.5,7735,2.3,-,-,-,-,4188,1.6,7769,2.1
125,2,5,10,3,0,交際費,10635,3.6,12621,4.6,9552,2.9,6069,3.4,7422,4.0,12463,4.8,13209,3.6
126,2,6,10,3,0,食料,2511,0.8,3596,1.3,1751,0.5,2176,1.2,2863,1.5,2684,1.0,2541,0.7
127,2,6,10,3,0,家具・家事用品,174,0.1,211,0.1,188,0.1,-,-,-,-,49,0.0,322,0.1
128,2,6,10,3,0,被服及び履物,262,0.1,598,0.2,91,0.0,-,-,-,-,-,-,428,0.1
129,2,6,10,3,0,教養娯楽,429,0.1,367,0.1,297,0.1,414,0.2,537,0.3,1704,0.7,265,0.1
130,2,6,10,3,0,他の物品サービス,264,0.1,627,0.2,75,0.0,-,-,-,-,-,-,224,0.1
131,2,6,10,3,6,贈与金,2908,1.0,3328,1.2,2450,0.7,1277,0.7,3591,1.9,5558,2.1,4023,1.1
132,2,6,10,3,7,他の交際費,4088,1.4,3894,1.4,4701,1.4,2202,1.2,431,0.2,2468,0.9,5406,1.5
133,2,5,10,4,0,仕送り金,924,0.3,850,0.3,1211,0.4,-,-,-,-,127,0.0,1910,0.5
134,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-
135,2,3,0,0,0,（再掲）教育関係費,17878,6.0,243,0.1,34723,10.4,3387,1.9,27043,14.6,1576,0.6,34311,9.4
136,2,3,0,0,0,（再掲）教養娯楽関係費,36225,12.2,35233,12.9,39799,11.9,20265,11.2,14598,7.9,30739,11.8,42610,11.7
137,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,3833,1.3,4178,1.5,3661,1.1,1277,0.7,3591,1.9,5685,2.2,5933,1.6
138,2,3,0,0,0,（再掲）経常消費支出,225740,76.1,210570,77.4,246125,73.6,163175,90.1,154753,83.8,216527,83.3,254917,70.2
139,2,3,0,0,0,（再掲）情報通信関係費,15053,5.1,13285,4.9,16872,5.0,11913,6.6,11068,6.0,14068,5.4,17151,4.7
140,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,267682,90.2,248994,91.5,299569,89.6,159383,88.0,166513,90.1,237191,91.2,327762,90.2
