1,東京都生計分析調査　令和 5年 2月,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第７表　世帯主年齢階層別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―　,,,,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　2：生計支出）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
16,2,6,1,1,2,パン,3030,1.0,3278,1.1,2371,1.0,3535,1.2,3326,0.9,3394,1.0,3113,0.8,2901,1.1,2831,1.1,2490,1.2
17,2,6,1,1,3,麺類,1474,0.5,1276,0.4,1064,0.4,1498,0.5,1949,0.5,1607,0.5,1384,0.4,1631,0.6,1391,0.5,1256,0.6
18,2,6,1,1,4,他の穀類,464,0.2,530,0.2,334,0.1,631,0.2,532,0.1,391,0.1,624,0.2,283,0.1,442,0.2,395,0.2
19,2,5,1,2,0,魚介類,5563,1.9,2244,0.7,3966,1.6,4216,1.4,4490,1.2,4743,1.4,5167,1.4,6353,2.4,6808,2.6,7096,3.4
20,2,6,1,2,1,生鮮魚介,3079,1.0,1142,0.4,2264,0.9,2351,0.8,2463,0.7,2543,0.7,2544,0.7,3618,1.4,3855,1.5,3981,1.9
21,2,6,1,2,2,塩干魚介,1037,0.3,374,0.1,850,0.3,941,0.3,630,0.2,784,0.2,885,0.2,1162,0.4,1328,0.5,1504,0.7
22,2,6,1,2,3,魚肉練製品,601,0.2,281,0.1,229,0.1,370,0.1,579,0.2,554,0.2,797,0.2,600,0.2,697,0.3,651,0.3
23,2,6,1,2,4,他の魚介加工品,846,0.3,446,0.1,622,0.3,554,0.2,818,0.2,862,0.3,942,0.2,973,0.4,928,0.4,959,0.5
24,2,5,1,3,0,肉類,8125,2.7,5851,1.9,5914,2.4,9388,3.1,9489,2.6,9741,2.9,8417,2.2,10374,3.9,7124,2.8,6318,3.1
25,2,6,1,3,1,生鮮肉,6683,2.3,4895,1.6,4846,2.0,7820,2.6,8015,2.2,8135,2.4,6878,1.8,8675,3.2,5735,2.2,5068,2.4
26,2,6,1,3,2,加工肉,1442,0.5,956,0.3,1068,0.4,1568,0.5,1475,0.4,1606,0.5,1539,0.4,1699,0.6,1390,0.5,1251,0.6
27,2,5,1,4,0,乳卵類,4258,1.4,3454,1.1,3328,1.4,4866,1.6,4235,1.1,4824,1.4,4412,1.2,4438,1.7,4126,1.6,3947,1.9
28,2,6,1,4,1,牛乳,1269,0.4,1047,0.3,1061,0.4,1485,0.5,1227,0.3,1187,0.3,1323,0.3,1281,0.5,1294,0.5,1345,0.6
29,2,6,1,4,2,乳製品,2070,0.7,1717,0.6,1669,0.7,2383,0.8,1970,0.5,2497,0.7,2288,0.6,2222,0.8,1922,0.7,1736,0.8
30,2,6,1,4,3,卵,919,0.3,691,0.2,598,0.2,998,0.3,1038,0.3,1140,0.3,802,0.2,934,0.3,910,0.4,866,0.4
31,2,5,1,5,0,野菜・海藻,9227,3.1,5984,2.0,5799,2.4,8425,2.8,8215,2.2,9354,2.7,9341,2.5,10699,4.0,10062,3.9,10158,4.9
32,2,6,1,5,1,生鮮野菜,6392,2.2,4290,1.4,4221,1.7,6081,2.0,5810,1.6,6556,1.9,6392,1.7,7562,2.8,6821,2.7,6781,3.3
33,2,6,1,5,2,乾物・海藻,691,0.2,562,0.2,327,0.1,559,0.2,581,0.2,668,0.2,853,0.2,652,0.2,779,0.3,796,0.4
34,2,6,1,5,3,大豆加工品,1042,0.4,597,0.2,690,0.3,892,0.3,947,0.3,1024,0.3,1109,0.3,1052,0.4,1174,0.5,1118,0.5
35,2,6,1,5,4,他の野菜・海藻加工品,1102,0.4,535,0.2,561,0.2,895,0.3,876,0.2,1106,0.3,986,0.3,1433,0.5,1288,0.5,1464,0.7
36,2,5,1,6,0,果物,3471,1.2,1613,0.5,1906,0.8,2965,1.0,2651,0.7,2909,0.9,3264,0.9,3345,1.3,4402,1.7,5036,2.4
37,2,6,1,6,1,生鮮果物,3085,1.0,1458,0.5,1763,0.7,2630,0.9,2413,0.7,2423,0.7,2689,0.7,3024,1.1,3976,1.5,4580,2.2
38,2,6,1,6,2,果物加工品,386,0.1,155,0.1,143,0.1,335,0.1,238,0.1,486,0.1,575,0.2,321,0.1,426,0.2,456,0.2
39,2,5,1,7,0,油脂・調味料,3812,1.3,3287,1.1,2772,1.1,3906,1.3,4413,1.2,4628,1.4,4058,1.1,4816,1.8,3358,1.3,3125,1.5
40,2,6,1,7,1,油脂,372,0.1,387,0.1,233,0.1,367,0.1,349,0.1,358,0.1,460,0.1,450,0.2,359,0.1,346,0.2
41,2,6,1,7,2,調味料,3440,1.2,2900,1.0,2539,1.0,3539,1.2,4064,1.1,4270,1.3,3598,0.9,4365,1.6,2999,1.2,2779,1.3
42,2,5,1,8,0,菓子類,7701,2.6,7301,2.4,5959,2.4,10352,3.4,9740,2.6,9708,2.8,7997,2.1,7469,2.8,6413,2.5,5690,2.7
43,2,5,1,9,0,調理食品,12821,4.3,12471,4.1,9648,4.0,12768,4.2,13120,3.5,13731,4.0,15248,4.0,15048,5.6,11893,4.6,11050,5.3
44,2,6,1,9,1,主食的調理食品,6189,2.1,6644,2.2,4373,1.8,5798,1.9,7008,1.9,6726,2.0,6877,1.8,8030,3.0,5566,2.2,5454,2.6
45,2,6,1,9,2,他の調理食品,6632,2.2,5827,1.9,5275,2.2,6970,2.3,6113,1.7,7005,2.1,8372,2.2,7018,2.6,6328,2.5,5597,2.7
46,2,5,1,10,0,飲料,4809,1.6,4725,1.6,4489,1.8,5329,1.7,5958,1.6,5652,1.7,5891,1.5,4857,1.8,3973,1.5,3582,1.7
47,2,6,1,10,1,茶類,1139,0.4,1044,0.3,876,0.4,1014,0.3,1252,0.3,1341,0.4,1409,0.4,1227,0.5,1042,0.4,869,0.4
48,2,6,1,10,2,コーヒー・ココア,1182,0.4,1217,0.4,1700,0.7,1337,0.4,1619,0.4,1250,0.4,1217,0.3,1201,0.4,946,0.4,788,0.4
49,2,6,1,10,3,他の飲料,2487,0.8,2465,0.8,1913,0.8,2978,1.0,3087,0.8,3061,0.9,3265,0.9,2429,0.9,1986,0.8,1925,0.9
50,2,5,1,11,0,酒類,3263,1.1,734,0.2,1884,0.8,2970,1.0,1992,0.5,3847,1.1,3555,0.9,5058,1.9,3471,1.3,2875,1.4
51,2,5,1,12,0,外食,15072,5.1,21824,7.2,18975,7.8,23821,7.8,19626,5.3,20596,6.0,19383,5.1,13897,5.2,8686,3.4,6008,2.9
52,2,6,1,12,1,一般外食,14294,4.8,21338,7.1,16468,6.8,20345,6.7,17821,4.8,19636,5.8,18916,5.0,13897,5.2,8686,3.4,6008,2.9
53,2,6,1,12,2,学校給食,778,0.3,486,0.2,2507,1.0,3476,1.1,1805,0.5,960,0.3,467,0.1,-,-,-,-,-,-
54,2,4,2,0,0,住居,24197,8.2,69999,23.2,19659,8.1,13854,4.5,25921,7.0,20867,6.1,52513,13.8,14992,5.6,17004,6.6,12175,5.9
55,2,5,2,1,0,家賃地代,15631,5.3,69855,23.1,19352,7.9,13347,4.4,21686,5.9,17214,5.0,16780,4.4,6673,2.5,9464,3.7,7782,3.8
56,2,5,2,2,0,設備修繕・維持,8567,2.9,145,0.0,307,0.1,508,0.2,4236,1.1,3652,1.1,35733,9.4,8319,3.1,7540,2.9,4393,2.1
57,2,6,2,2,1,設備材料,2572,0.9,145,0.0,24,0.0,83,0.0,437,0.1,1838,0.5,30,0.0,4548,1.7,4607,1.8,449,0.2
58,2,6,2,2,2,工事その他のサービス,5995,2.0,-,-,283,0.1,425,0.1,3798,1.0,1814,0.5,35703,9.4,3771,1.4,2933,1.1,3943,1.9
59,2,4,3,0,0,光熱・水道,33282,11.2,26757,8.9,34090,14.0,29037,9.5,27420,7.4,32532,9.5,34451,9.1,31826,11.9,36279,14.1,36804,17.8
60,2,5,3,1,0,電気代,16284,5.5,14717,4.9,17528,7.2,13843,4.5,14006,3.8,15329,4.5,16585,4.4,15095,5.6,17721,6.9,17409,8.4
61,2,5,3,2,0,ガス代,10862,3.7,7341,2.4,11429,4.7,9789,3.2,8955,2.4,10671,3.1,11239,3.0,10299,3.9,11892,4.6,12702,6.1
62,2,5,3,3,0,他の光熱,592,0.2,226,0.1,40,0.0,12,0.0,242,0.1,837,0.2,261,0.1,770,0.3,884,0.3,1042,0.5
63,2,5,3,4,0,上下水道料,5544,1.9,4473,1.5,5092,2.1,5393,1.8,4216,1.1,5694,1.7,6366,1.7,5661,2.1,5783,2.2,5650,2.7
64,2,4,4,0,0,家具・家事用品,8132,2.7,6239,2.1,5813,2.4,6617,2.2,8654,2.3,7240,2.1,8869,2.3,8273,3.1,8843,3.4,8020,3.9
65,2,5,4,1,0,家庭用耐久財,1834,0.6,-,-,89,0.0,733,0.2,567,0.2,1084,0.3,884,0.2,1751,0.7,3241,1.3,1983,1.0
66,2,6,4,1,1,家事用耐久財,786,0.3,-,-,89,0.0,-,-,22,0.0,956,0.3,231,0.1,279,0.1,1499,0.6,738,0.4
67,2,6,4,1,2,冷暖房用器具,514,0.2,-,-,-,-,-,-,-,-,129,0.0,245,0.1,26,0.0,1134,0.4,82,0.0
68,2,6,4,1,3,一般家具,534,0.2,-,-,-,-,733,0.2,545,0.1,-,-,408,0.1,1447,0.5,608,0.2,1163,0.6
69,2,5,4,2,0,室内装備・装飾品,308,0.1,36,0.0,66,0.0,3,0.0,363,0.1,100,0.0,148,0.0,1082,0.4,354,0.1,387,0.2
70,2,5,4,3,0,寝具類,306,0.1,370,0.1,123,0.1,318,0.1,198,0.1,189,0.1,510,0.1,201,0.1,348,0.1,434,0.2
71,2,5,4,4,0,家事雑貨,2066,0.7,2431,0.8,1159,0.5,2745,0.9,2575,0.7,2148,0.6,4087,1.1,1576,0.6,1454,0.6,1265,0.6
72,2,5,4,5,0,家事用消耗品,2888,1.0,3351,1.1,4061,1.7,2711,0.9,2587,0.7,3537,1.0,3037,0.8,3413,1.3,2464,1.0,2308,1.1
73,2,5,4,6,0,家事サービス,730,0.2,50,0.0,314,0.1,108,0.0,2363,0.6,182,0.1,202,0.1,251,0.1,982,0.4,1642,0.8
74,2,4,5,0,0,被服及び履物,8019,2.7,5991,2.0,8635,3.5,11101,3.6,11999,3.2,12584,3.7,13301,3.5,5819,2.2,4484,1.7,3017,1.5
75,2,5,5,1,0,和服,134,0.0,-,-,-,-,-,-,1376,0.4,-,-,-,-,-,-,-,-,-,-
76,2,5,5,2,0,洋服,3595,1.2,3020,1.0,3205,1.3,4689,1.5,5223,1.4,7101,2.1,6427,1.7,2266,0.8,1717,0.7,1367,0.7
77,2,6,5,2,1,男子用洋服,1063,0.4,302,0.1,276,0.1,1098,0.4,1606,0.4,2387,0.7,2225,0.6,573,0.2,563,0.2,720,0.3
78,2,6,5,2,2,婦人用洋服,2183,0.7,2003,0.7,2266,0.9,1443,0.5,3228,0.9,4398,1.3,4025,1.1,1694,0.6,1122,0.4,647,0.3
79,2,6,5,2,3,子供用洋服,350,0.1,715,0.2,663,0.3,2148,0.7,389,0.1,315,0.1,177,0.0,-,-,32,0.0,-,-
80,2,5,5,3,0,シャツ・セーター類,1200,0.4,257,0.1,683,0.3,1518,0.5,1248,0.3,1784,0.5,2795,0.7,691,0.3,834,0.3,294,0.1
81,2,6,5,3,1,男子用シャツ・セーター類,334,0.1,150,0.0,-,-,311,0.1,445,0.1,587,0.2,706,0.2,379,0.1,205,0.1,32,0.0
82,2,6,5,3,2,婦人用シャツ・セーター類,802,0.3,108,0.0,501,0.2,983,0.3,705,0.2,1094,0.3,2020,0.5,312,0.1,612,0.2,261,0.1
83,2,6,5,3,3,子供用シャツ・セーター類,64,0.0,-,-,182,0.1,224,0.1,98,0.0,103,0.0,70,0.0,-,-,18,0.0,-,-
84,2,5,5,4,0,下着類,827,0.3,888,0.3,1598,0.7,1481,0.5,567,0.2,471,0.1,912,0.2,764,0.3,736,0.3,458,0.2
85,2,6,5,4,1,男子用下着類,244,0.1,273,0.1,673,0.3,55,0.0,188,0.1,235,0.1,76,0.0,369,0.1,252,0.1,124,0.1
86,2,6,5,4,2,婦人用下着類,539,0.2,593,0.2,768,0.3,1138,0.4,321,0.1,222,0.1,825,0.2,395,0.1,478,0.2,323,0.2
87,2,6,5,4,3,子供用下着類,44,0.0,22,0.0,157,0.1,287,0.1,58,0.0,14,0.0,11,0.0,-,-,5,0.0,10,0.0
88,2,5,5,5,0,生地・糸類,119,0.0,15,0.0,125,0.1,83,0.0,49,0.0,45,0.0,485,0.1,71,0.0,88,0.0,64,0.0
89,2,5,5,6,0,他の被服,620,0.2,638,0.2,717,0.3,1038,0.3,1397,0.4,1010,0.3,644,0.2,363,0.1,282,0.1,153,0.1
90,2,5,5,7,0,履物類,1140,0.4,793,0.3,2204,0.9,2031,0.7,1554,0.4,1948,0.6,1836,0.5,766,0.3,443,0.2,365,0.2
91,2,5,5,8,0,被服関連サービス,385,0.1,378,0.1,105,0.0,262,0.1,585,0.2,225,0.1,201,0.1,898,0.3,384,0.1,317,0.2
92,2,4,6,0,0,保健医療,16503,5.6,26255,8.7,13283,5.4,12007,3.9,16091,4.4,19764,5.8,18391,4.8,12202,4.6,16391,6.4,12900,6.2
93,2,5,6,1,0,医薬品,3124,1.1,1744,0.6,1874,0.8,2295,0.8,2311,0.6,3244,1.0,3270,0.9,4475,1.7,3444,1.3,3087,1.5
94,2,5,6,2,0,健康保持用摂取品,1200,0.4,141,0.0,515,0.2,459,0.2,108,0.0,1569,0.5,1236,0.3,753,0.3,1790,0.7,1546,0.7
95,2,5,6,3,0,保健医療用品・器具,3463,1.2,12560,4.2,5093,2.1,5162,1.7,4619,1.2,3575,1.0,2602,0.7,2224,0.8,2112,0.8,1935,0.9
96,2,5,6,4,0,保健医療サービス,8715,2.9,11810,3.9,5801,2.4,4091,1.3,9052,2.4,11376,3.3,11282,3.0,4750,1.8,9045,3.5,6331,3.1
97,2,4,7,0,0,交通・通信,25971,8.8,19429,6.4,19173,7.9,25537,8.4,36203,9.8,36945,10.8,32798,8.6,30620,11.5,19606,7.6,14990,7.2
98,2,5,7,1,0,交通,5639,1.9,5313,1.8,3810,1.6,4961,1.6,11488,3.1,8740,2.6,6415,1.7,7715,2.9,3222,1.3,2288,1.1
99,2,5,7,2,0,自動車等関係費,10072,3.4,3824,1.3,6688,2.7,11313,3.7,13907,3.8,16251,4.8,14383,3.8,9157,3.4,7473,2.9,6100,2.9
100,2,6,7,2,1,自動車等購入,931,0.3,-,-,-,-,-,-,-,-,8335,2.4,-,-,-,-,-,-,-,-
101,2,6,7,2,2,自転車購入,617,0.2,-,-,-,-,815,0.3,2738,0.7,-,-,2398,0.6,-,-,65,0.0,127,0.1
102,2,6,7,2,3,自動車等維持,8524,2.9,3824,1.3,6688,2.7,10498,3.4,11169,3.0,7916,2.3,11985,3.2,9157,3.4,7409,2.9,5973,2.9
103,2,5,7,3,0,通信,10260,3.5,10292,3.4,8675,3.6,9262,3.0,10808,2.9,11954,3.5,12000,3.2,13749,5.1,8910,3.5,6603,3.2
104,2,4,8,0,0,教育,16274,5.5,997,0.3,16807,6.9,43217,14.2,70553,19.1,21616,6.3,19938,5.2,-,-,849,0.3,8,0.0
105,2,5,8,1,0,授業料等,11474,3.9,817,0.3,12388,5.1,23923,7.9,56782,15.4,15235,4.5,14648,3.9,-,-,-,-,-,-
106,2,5,8,2,0,教科書・学習参考教材,362,0.1,-,-,-,-,248,0.1,265,0.1,11,0.0,31,0.0,-,-,749,0.3,8,0.0
107,2,5,8,3,0,補習教育,4439,1.5,180,0.1,4420,1.8,19046,6.3,13506,3.7,6370,1.9,5260,1.4,-,-,100,0.0,-,-
108,2,4,9,0,0,教養娯楽,32481,10.9,40273,13.3,28256,11.6,32292,10.6,39452,10.7,29661,8.7,50562,13.3,29766,11.1,27273,10.6,18777,9.1
109,2,5,9,1,0,教養娯楽用耐久財,1586,0.5,1295,0.4,26,0.0,45,0.0,3792,1.0,980,0.3,4952,1.3,2725,1.0,673,0.3,663,0.3
110,2,5,9,2,0,教養娯楽用品,6813,2.3,4987,1.7,14008,5.7,5232,1.7,9100,2.5,8062,2.4,11843,3.1,8048,3.0,3928,1.5,2369,1.1
111,2,5,9,3,0,書籍・他の印刷物,3302,1.1,2035,0.7,1390,0.6,2178,0.7,3065,0.8,2348,0.7,3184,0.8,3008,1.1,4319,1.7,4241,2.0
112,2,5,9,4,0,教養娯楽サービス,20779,7.0,31956,10.6,12832,5.3,24838,8.2,23494,6.4,18272,5.4,30582,8.0,15985,6.0,18352,7.1,11504,5.6
113,2,6,9,4,1,宿泊料,2555,0.9,5495,1.8,1525,0.6,1631,0.5,1229,0.3,2394,0.7,8516,2.2,4642,1.7,943,0.4,254,0.1
114,2,6,9,4,2,パック旅行費,3232,1.1,7881,2.6,-,-,1361,0.4,2229,0.6,753,0.2,4486,1.2,391,0.1,4699,1.8,2582,1.2
115,2,6,9,4,3,月謝類,3467,1.2,2540,0.8,4502,1.8,9585,3.1,5123,1.4,4599,1.3,2802,0.7,987,0.4,2220,0.9,2289,1.1
116,2,6,9,4,4,他の教養娯楽サービス,11525,3.9,16042,5.3,6805,2.8,12261,4.0,14913,4.0,10526,3.1,14778,3.9,9964,3.7,10490,4.1,6379,3.1
117,2,4,10,0,0,その他の消費支出,47170,15.9,30564,10.1,28805,11.8,34437,11.3,42210,11.4,62974,18.5,55726,14.7,41348,15.5,49830,19.4,29418,14.2
118,2,5,10,1,0,諸雑費,29938,10.1,24914,8.2,16350,6.7,24477,8.0,24022,6.5,38442,11.3,28523,7.5,20801,7.8,34730,13.5,13983,6.8
119,2,6,10,1,1,理美容サービス,3807,1.3,4756,1.6,3371,1.4,3393,1.1,6025,1.6,5128,1.5,4639,1.2,2527,0.9,3022,1.2,3137,1.5
120,2,6,10,1,2,理美容用品,4751,1.6,8072,2.7,4292,1.8,3301,1.1,4949,1.3,6859,2.0,6840,1.8,4436,1.7,3654,1.4,3845,1.9
121,2,6,10,1,3,身の回り用品,2415,0.8,916,0.3,590,0.2,3082,1.0,3669,1.0,10283,3.0,1695,0.4,1899,0.7,574,0.2,647,0.3
122,2,6,10,1,4,たばこ,817,0.3,535,0.2,782,0.3,364,0.1,1241,0.3,933,0.3,854,0.2,1505,0.6,660,0.3,486,0.2
123,2,6,10,1,5,他の諸雑費,18147,6.1,10635,3.5,7316,3.0,14336,4.7,8137,2.2,15239,4.5,14495,3.8,10433,3.9,26821,10.4,5867,2.8
124,2,5,10,2,0,こづかい,5672,1.9,-,-,2616,1.1,756,0.2,7100,1.9,13714,4.0,9439,2.5,4529,1.7,4425,1.7,4150,2.0
125,2,5,10,3,0,交際費,10635,3.6,5649,1.9,9838,4.0,9204,3.0,9463,2.6,9808,2.9,13303,3.5,15957,6.0,10266,4.0,11052,5.3
126,2,6,10,3,0,食料,2511,0.8,2501,0.8,2176,0.9,2168,0.7,2532,0.7,2151,0.6,1931,0.5,2490,0.9,2869,1.1,2616,1.3
127,2,6,10,3,0,家具・家事用品,174,0.1,-,-,15,0.0,264,0.1,29,0.0,197,0.1,1064,0.3,58,0.0,18,0.0,6,0.0
128,2,6,10,3,0,被服及び履物,262,0.1,157,0.1,-,-,-,-,319,0.1,106,0.0,576,0.2,384,0.1,282,0.1,74,0.0
129,2,6,10,3,0,教養娯楽,429,0.1,-,-,140,0.1,56,0.0,253,0.1,651,0.2,69,0.0,2022,0.8,332,0.1,446,0.2
130,2,6,10,3,0,他の物品サービス,264,0.1,54,0.0,223,0.1,670,0.2,207,0.1,163,0.0,120,0.0,-,-,345,0.1,429,0.2
131,2,6,10,3,6,贈与金,2908,1.0,247,0.1,502,0.2,931,0.3,1910,0.5,4041,1.2,4032,1.1,3286,1.2,3467,1.3,4253,2.1
132,2,6,10,3,7,他の交際費,4088,1.4,2690,0.9,6781,2.8,5114,1.7,4214,1.1,2500,0.7,5512,1.5,7716,2.9,2953,1.1,3228,1.6
133,2,5,10,4,0,仕送り金,924,0.3,-,-,-,-,-,-,1625,0.4,1011,0.3,4462,1.2,61,0.0,408,0.2,234,0.1
134,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
135,2,3,0,0,0,（再掲）教育関係費,17878,6.0,1833,0.6,21160,8.7,47958,15.7,73230,19.8,24090,7.1,22171,5.8,261,0.1,1180,0.5,205,0.1
136,2,3,0,0,0,（再掲）教養娯楽関係費,36225,12.2,43638,14.4,30196,12.4,35480,11.6,44146,11.9,34997,10.3,55459,14.6,39311,14.7,29262,11.4,20562,9.9
137,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,3833,1.3,247,0.1,502,0.2,931,0.3,3535,1.0,5052,1.5,8493,2.2,3347,1.3,3875,1.5,4487,2.2
138,2,3,0,0,0,（再掲）経常消費支出,225740,76.1,255074,84.5,207657,85.2,228709,75.1,246795,66.7,258604,75.9,258041,67.9,220746,82.5,203376,79.1,181630,87.8
139,2,3,0,0,0,（再掲）情報通信関係費,15053,5.1,11732,3.9,12109,5.0,15388,5.1,16923,4.6,16249,4.8,17681,4.7,17596,6.6,13777,5.4,10053,4.9
140,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,267682,90.2,231785,76.7,223593,91.7,289799,95.1,340344,92.0,306676,90.0,319103,84.0,249081,93.1,236232,91.9,190265,91.9
