"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2006120101,"赤坂",,126,38,164,1,,,,44,,,,,,
2006120102,"赤坂",,50,34,84,1,,,,26,,,,,,
2006120103,"赤坂",,46,33,79,1,,,,16,,,,,,
2006120104,"赤坂",,52,35,87,1,,,,8,,,,,,
2006120105,"赤坂",,43,36,79,2,,,,11,,,,,,
2006120106,"赤坂",,58,39,97,2,,,,11,,,,,,
2006120107,"赤坂",,85,41,126,1,,,,13,,,,,,
2006120108,"赤坂",,79,42,121,2,,,,20,,,,,,
2006120109,"赤坂",,68,41,109,4,,,,20,,,,,,
2006120110,"赤坂",,40,39,79,7,,,,22,,,,,,
2006120111,"赤坂",,58,45,103,6,,,,17,,,,,,
2006120112,"赤坂",,56,51,107,4,,,,25,,,,,,
2006120113,"赤坂",,60,56,116,2,,,,35,,,,,,
2006120114,"赤坂",,40,56,96,3,,,,27,,,,,,
2006120115,"赤坂",,20,51,71,5,,,,25,,,,,,
2006120116,"赤坂",,14,47,61,5,,,,20,,,,,,
2006120117,"赤坂",,4,38,42,9,,,,16,,,,,,
2006120118,"赤坂",,10,46,56,2,,,,13,,,,,,
2006120119,"赤坂",,12,46,58,2,,,,18,,,,,,
2006120120,"赤坂",,23,47,70,1,,,,18,,,,,,
2006120121,"赤坂",,13,45,58,3,,,,19,,,,,,
2006120122,"赤坂",,124,49,173,1,,,,34,,,,,,
2006120123,"赤坂",,158,53,211,1,,,,39,,,,,,
2006120124,"赤坂",,163,49,212,1,,,,41,,,,,,
2006120201,"赤坂",,169,52,221,1,,,,39,,,,,,
2006120202,"赤坂",,174,53,227,1,,,,47,,,,,,
2006120203,"赤坂",,140,45,185,1,,,,39,,,,,,
2006120204,"赤坂",,106,38,144,1,,,,42,,,,,,
2006120205,"赤坂",,102,37,139,1,,,,27,,,,,,
2006120206,"赤坂",,171,43,214,1,,,,37,,,,,,
2006120207,"赤坂",,269,56,325,1,,,,39,,,,,,
2006120208,"赤坂",,241,57,298,1,,,,43,,,,,,
2006120209,"赤坂",,135,46,181,2,,,,32,,,,,,
2006120210,"赤坂",,51,41,92,4,,,,28,,,,,,
2006120211,"赤坂",,45,49,94,3,,,,33,,,,,,
2006120212,"赤坂",,18,42,60,11,,,,26,,,,,,
2006120213,"赤坂",,6,31,37,20,,,,26,,,,,,
2006120214,"赤坂",,1,13,14,35,,,,26,,,,,,
2006120215,"赤坂",,1,14,15,35,,,,27,,,,,,
2006120216,"赤坂",,1,16,17,33,,,,19,,,,,,
2006120217,"赤坂",,1,21,22,28,,,,20,,,,,,
2006120218,"赤坂",,1,22,23,27,,,,29,,,,,,
2006120219,"赤坂",,1,23,24,25,,,,26,,,,,,
2006120220,"赤坂",,13,37,50,12,,,,31,,,,,,
2006120221,"赤坂",,20,40,60,8,,,,36,,,,,,
2006120222,"赤坂",,16,34,50,12,,,,21,,,,,,
2006120223,"赤坂",,9,18,27,23,,,,12,,,,,,
2006120224,"赤坂",,8,15,23,24,,,,1,,,,,,
2006120301,"赤坂",,4,10,14,27,,,,5,,,,,,
2006120302,"赤坂",,5,11,16,26,,,,3,,,,,,
2006120303,"赤坂",,7,12,19,25,,,,3,,,,,,
2006120304,"赤坂",,7,13,20,23,,,,10,,,,,,
2006120305,"赤坂",,5,11,16,24,,,,3,,,,,,
2006120306,"赤坂",,4,13,17,22,,,,3,,,,,,
2006120307,"赤坂",,6,14,20,21,,,,6,,,,,,
2006120308,"赤坂",,11,19,30,18,,,,1,,,,,,
2006120309,"赤坂",,11,17,28,18,,,,11,,,,,,
2006120310,"赤坂",,8,14,22,23,,,,7,,,,,,
2006120311,"赤坂",,6,13,19,25,,,,6,,,,,,
2006120312,"赤坂",,5,11,16,28,,,,8,,,,,,
2006120313,"赤坂",,6,13,19,29,,,,11,,,,,,
2006120314,"赤坂",,7,15,22,30,,,,17,,,,,,
2006120315,"赤坂",,6,23,29,24,,,,5,,,,,,
2006120316,"赤坂",,2,26,28,19,,,,11,,,,,,
2006120317,"赤坂",,1,31,32,15,,,,18,,,,,,
2006120318,"赤坂",,1,33,34,13,,,,19,,,,,,
2006120319,"赤坂",,0,35,35,11,,,,22,,,,,,
2006120320,"赤坂",,18,37,55,9,,,,14,,,,,,
2006120321,"赤坂",,18,36,54,8,,,,16,,,,,,
2006120322,"赤坂",,62,41,103,1,,,,37,,,,,,
