年齢別人口　令和元年１２月１日現在,,,,
年齢,男,女,合計,
0,459,412,871,
1,482,461,943,
2,584,508,"1,092",
3,538,541,"1,079",
4,570,578,"1,148",
5,573,592,"1,165",
6,606,594,"1,200",
7,597,534,"1,131",
8,606,574,"1,180",
9,620,650,"1,270",
小計,"5,635","5,444","11,079",
10,634,601,"1,235",
11,651,639,"1,290",
12,644,617,"1,261",
13,625,591,"1,216",
14,630,556,"1,186",
15,611,602,"1,213",
16,622,614,"1,236",
17,657,592,"1,249",
18,635,627,"1,262",
19,706,695,"1,401",
小計,"6,415","6,134","12,549",
20,762,689,"1,451",
21,779,772,"1,551",
22,823,748,"1,571",
23,814,815,"1,629",
24,813,758,"1,571",
25,735,750,"1,485",
26,727,720,"1,447",
27,703,676,"1,379",
28,674,601,"1,275",
29,691,624,"1,315",
小計,"7,521","7,153","14,674",
30,655,673,"1,328",
31,731,678,"1,409",
32,850,746,"1,596",
33,787,784,"1,571",
34,859,820,"1,679",
35,929,892,"1,821",
36,917,910,"1,827",
37,978,941,"1,919",
38,968,924,"1,892",
39,"1,050",920,"1,970",
小計,"8,724","8,288","17,012",
40,"1,062",969,"2,031",
41,"1,119","1,035","2,154",
42,"1,147","1,109","2,256",
43,"1,188","1,088","2,276",
44,"1,151","1,133","2,284",
45,"1,288","1,226","2,514",
46,"1,288","1,233","2,521",
47,"1,306","1,283","2,589",
48,"1,279","1,204","2,483",
49,"1,218","1,193","2,411",
小計,"12,046","11,473","23,519",
50,"1,185","1,139","2,324",
51,"1,240","1,166","2,406",
52,"1,178","1,070","2,248",
53,903,835,"1,738",
54,"1,093","1,048","2,141",
55,"1,010",981,"1,991",
56,944,912,"1,856",
57,900,851,"1,751",
58,826,851,"1,677",
59,796,777,"1,573",
小計,"10,075","9,630","19,705",
60,764,827,"1,591",
61,780,873,"1,653",
62,719,816,"1,535",
63,773,813,"1,586",
64,778,932,"1,710",
65,769,940,"1,709",
66,826,991,"1,817",
67,936,"1,062","1,998",
68,967,"1,130","2,097",
69,"1,015","1,237","2,252",
小計,"8,327","9,621","17,948",
70,"1,198","1,422","2,620",
71,"1,287","1,455","2,742",
72,"1,197","1,370","2,567",
73,782,938,"1,720",
74,807,902,"1,709",
75,895,"1,152","2,047",
76,916,"1,150","2,066",
77,945,"1,056","2,001",
78,813,983,"1,796",
79,750,914,"1,664",
小計,"9,590","11,342","20,932",
80,635,780,"1,415",
81,555,704,"1,259",
82,592,671,"1,263",
83,507,688,"1,195",
84,445,602,"1,047",
85,391,454,845,
86,322,498,820,
87,293,451,744,
88,207,352,559,
89,174,318,492,
小計,"4,121","5,518","9,639",
90,153,265,418,
91,92,252,344,
92,76,187,263,
93,52,161,213,
94,46,137,183,
95,28,106,134,
96,17,70,87,
97,12,50,62,
98,8,40,48,
99,4,32,36,
小計,488,"1,300","1,788",
100以上,7,48,55,
合計,"72,949","75,951","148,900",
,,,,
