町丁目別人口・世帯数　平成３１年４月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,433,530,963,494
関戸２丁目,"1,301","1,356","2,657","1,431"
関戸３丁目,691,729,"1,420",704
関戸４丁目,"1,009","1,121","2,130","1,196"
関戸５丁目,722,740,"1,462",729
関戸６丁目,458,442,900,408
,"4,614","4,918","9,532","4,962"
,,,,
連光寺１丁目,"1,861","1,886","3,747","1,607"
連光寺２丁目,"1,214","1,213","2,427",998
連光寺３丁目,877,863,"1,740",807
連光寺４丁目,284,267,551,263
連光寺５丁目,149,145,294,161
連光寺６丁目,422,343,765,372
,"4,807","4,717","9,524","4,208"
,,,,
貝取,625,556,"1,181",620
,625,556,"1,181",620
,,,,
乞田,"1,357","1,219","2,576","1,299"
,"1,357","1,219","2,576","1,299"
,,,,
和田,"4,677","4,488","9,165","4,057"
,"4,677","4,488","9,165","4,057"
,,,,
百草,436,432,868,418
,436,432,868,418
,,,,
落川,660,629,"1,289",581
,660,629,"1,289",581
,,,,
東寺方,877,802,"1,679",823
東寺方１丁目,542,581,"1,123",546
,"1,419","1,383","2,802","1,369"
,,,,
一ノ宮１丁目,"1,140",933,"2,073","1,350"
一ノ宮２丁目,760,741,"1,501",906
一ノ宮３丁目,427,460,887,506
一ノ宮４丁目,928,968,"1,896","1,004"
,"3,255","3,102","6,357","3,766"
,,,,
桜ヶ丘１丁目,935,"1,034","1,969",935
桜ヶ丘２丁目,621,725,"1,346",611
桜ヶ丘３丁目,592,635,"1,227",541
桜ヶ丘４丁目,734,819,"1,553",812
,"2,882","3,213","6,095","2,899"
,,,,
和田（百草団地）,629,700,"1,329",880
,629,700,"1,329",880
,,,,
聖ヶ丘１丁目,889,"1,017","1,906",867
聖ヶ丘２丁目,846,996,"1,842",847
聖ヶ丘３丁目,"1,074","1,077","2,151",937
聖ヶ丘４丁目,360,382,742,298
聖ヶ丘５丁目,55,45,100,32
,"3,224","3,517","6,741","2,981"
,,,,
馬引沢１丁目,918,873,"1,791",927
馬引沢２丁目,"1,258","1,134","2,392","1,246"
,"2,176","2,007","4,183","2,173"
,,,,
山王下１丁目,296,367,663,515
,296,367,663,515
,,,,
中沢１丁目,587,535,"1,122",617
中沢２丁目,908,"1,009","1,917",848
,"1,495","1,544","3,039","1,465"
,,,,
唐木田１丁目,"1,159","1,203","2,362","1,124"
唐木田２丁目,0,0,0,0
,"1,159","1,203","2,362","1,124"
,,,,
諏訪１丁目,"2,072","2,109","4,181","1,988"
諏訪２丁目,"1,766","1,971","3,737","1,653"
諏訪３丁目,549,545,"1,094",516
諏訪４丁目,858,"1,153","2,011","1,093"
諏訪５丁目,283,370,653,388
,"5,528","6,148","11,676","5,638"
,,,,
永山１丁目,968,"1,000","1,968","1,124"
永山２丁目,"1,578","1,578","3,156","1,541"
永山３丁目,"1,684","1,877","3,561","1,792"
永山４丁目,"1,423","1,579","3,002","1,843"
永山５丁目,972,"1,108","2,080",887
永山６丁目,610,615,"1,225",596
,"7,235","7,757","14,992","7,783"
,,,,
貝取１丁目,"1,030",954,"1,984",949
貝取２丁目,"1,631","1,784","3,415","1,485"
貝取３丁目,440,574,"1,014",457
貝取４丁目,526,555,"1,081",524
貝取５丁目,274,326,600,341
,"3,901","4,193","8,094","3,756"
,,,,
豊ヶ丘１丁目,"1,554","1,513","3,067","1,521"
豊ヶ丘２丁目,"1,455","1,494","2,949","1,321"
豊ヶ丘３丁目,760,887,"1,647",702
豊ヶ丘４丁目,327,364,691,397
豊ヶ丘５丁目,624,716,"1,340",655
豊ヶ丘６丁目,434,502,936,484
,"5,154","5,476","10,630","5,080"
,,,,
落合１丁目,"1,428","1,536","2,964","1,460"
落合２丁目,"1,152","1,092","2,244",882
落合３丁目,"1,469","1,552","3,021","1,475"
落合４丁目,"1,038","1,164","2,202","1,120"
落合５丁目,"1,079","1,115","2,194",922
落合６丁目,895,845,"1,740",790
,"7,061","7,304","14,365","6,649"
,,,,
鶴牧１丁目,"1,277","1,284","2,561","1,176"
鶴牧２丁目,879,797,"1,676",822
鶴牧３丁目,"2,089","2,212","4,301","1,562"
鶴牧４丁目,360,398,758,325
鶴牧５丁目,935,"1,057","1,992",856
鶴牧６丁目,841,908,"1,749",759
,"6,381","6,656","13,037","5,500"
,,,,
南野１丁目,2,0,2,2
南野２丁目,465,425,890,451
南野３丁目,469,460,929,397
,936,885,"1,821",850
,,,,
東寺方３丁目,144,224,368,202
,144,224,368,202
,,,,
和田３丁目,456,546,"1,002",577
,456,546,"1,002",577
,,,,
愛宕１丁目,302,330,632,364
愛宕２丁目,450,457,907,484
愛宕３丁目,330,468,798,483
愛宕４丁目,"1,259","1,404","2,663","1,368"
,"2,341","2,659","5,000","2,699"
,,,,
,"72,848","75,843","148,691","72,051"
