町丁目別人口・世帯数　平成３１年１月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,431,534,965,490
関戸２丁目,"1,292","1,337","2,629","1,407"
関戸３丁目,686,726,"1,412",701
関戸４丁目,"1,009","1,120","2,129","1,188"
関戸５丁目,728,739,"1,467",732
関戸６丁目,453,436,889,402
,"4,599","4,892","9,491","4,920"
,,,,
連光寺１丁目,"1,855","1,885","3,740","1,607"
連光寺２丁目,"1,225","1,222","2,447","1,001"
連光寺３丁目,862,854,"1,716",797
連光寺４丁目,290,268,558,266
連光寺５丁目,143,139,282,152
連光寺６丁目,428,351,779,376
,"4,803","4,719","9,522","4,199"
,,,,
貝取,628,563,"1,191",623
,628,563,"1,191",623
,,,,
乞田,"1,353","1,212","2,565","1,268"
,"1,353","1,212","2,565","1,268"
,,,,
和田,"4,674","4,467","9,141","4,045"
,"4,674","4,467","9,141","4,045"
,,,,
百草,432,427,859,418
,432,427,859,418
,,,,
落川,652,621,"1,273",572
,652,621,"1,273",572
,,,,
東寺方,869,791,"1,660",812
東寺方１丁目,521,548,"1,069",521
,"1,390","1,339","2,729","1,333"
,,,,
一ノ宮１丁目,"1,134",916,"2,050","1,330"
一ノ宮２丁目,757,743,"1,500",902
一ノ宮３丁目,429,457,886,503
一ノ宮４丁目,939,981,"1,920","1,019"
,"3,259","3,097","6,356","3,754"
,,,,
桜ヶ丘１丁目,950,"1,037","1,987",940
桜ヶ丘２丁目,621,720,"1,341",607
桜ヶ丘３丁目,600,642,"1,242",546
桜ヶ丘４丁目,736,825,"1,561",821
,"2,907","3,224","6,131","2,914"
,,,,
和田（百草団地）,637,709,"1,346",886
,637,709,"1,346",886
,,,,
聖ヶ丘１丁目,882,"1,011","1,893",860
聖ヶ丘２丁目,852,"1,006","1,858",850
聖ヶ丘３丁目,"1,077","1,079","2,156",932
聖ヶ丘４丁目,359,380,739,298
聖ヶ丘５丁目,55,45,100,32
,"3,225","3,521","6,746","2,972"
,,,,
馬引沢１丁目,908,851,"1,759",911
馬引沢２丁目,"1,253","1,127","2,380","1,225"
,"2,161","1,978","4,139","2,136"
,,,,
山王下１丁目,302,376,678,526
,302,376,678,526
,,,,
中沢１丁目,594,534,"1,128",617
中沢２丁目,909,"1,010","1,919",838
,"1,503","1,544","3,047","1,455"
,,,,
唐木田１丁目,"1,145","1,207","2,352","1,116"
唐木田２丁目,0,0,0,0
,"1,145","1,207","2,352","1,116"
,,,,
諏訪１丁目,"2,082","2,123","4,205","2,001"
諏訪２丁目,"1,782","1,982","3,764","1,653"
諏訪３丁目,555,545,"1,100",521
諏訪４丁目,870,"1,157","2,027","1,093"
諏訪５丁目,294,379,673,392
,"5,583","6,186","11,769","5,660"
,,,,
永山１丁目,948,991,"1,939","1,099"
永山２丁目,"1,595","1,584","3,179","1,554"
永山３丁目,"1,682","1,874","3,556","1,773"
永山４丁目,"1,445","1,585","3,030","1,859"
永山５丁目,973,"1,110","2,083",884
永山６丁目,597,606,"1,203",589
,"7,240","7,750","14,990","7,758"
,,,,
貝取１丁目,"1,016",951,"1,967",937
貝取２丁目,"1,645","1,796","3,441","1,486"
貝取３丁目,451,578,"1,029",462
貝取４丁目,532,558,"1,090",527
貝取５丁目,271,322,593,334
,"3,915","4,205","8,120","3,746"
,,,,
豊ヶ丘１丁目,"1,543","1,509","3,052","1,500"
豊ヶ丘２丁目,"1,459","1,489","2,948","1,317"
豊ヶ丘３丁目,768,891,"1,659",703
豊ヶ丘４丁目,332,370,702,401
豊ヶ丘５丁目,622,711,"1,333",649
豊ヶ丘６丁目,434,498,932,481
,"5,158","5,468","10,626","5,051"
,,,,
落合１丁目,"1,421","1,522","2,943","1,453"
落合２丁目,"1,162","1,102","2,264",889
落合３丁目,"1,487","1,565","3,052","1,487"
落合４丁目,"1,048","1,189","2,237","1,129"
落合５丁目,"1,090","1,118","2,208",918
落合６丁目,908,854,"1,762",803
,"7,116","7,350","14,466","6,679"
,,,,
鶴牧１丁目,"1,276","1,281","2,557","1,175"
鶴牧２丁目,873,796,"1,669",820
鶴牧３丁目,"2,067","2,197","4,264","1,554"
鶴牧４丁目,357,397,754,324
鶴牧５丁目,937,"1,048","1,985",850
鶴牧６丁目,843,910,"1,753",755
,"6,353","6,629","12,982","5,478"
,,,,
南野１丁目,2,0,2,1
南野２丁目,467,421,888,452
南野３丁目,460,456,916,393
,929,877,"1,806",846
,,,,
東寺方３丁目,145,228,373,204
,145,228,373,204
,,,,
和田３丁目,466,554,"1,020",585
,466,554,"1,020",585
,,,,
愛宕１丁目,301,332,633,365
愛宕２丁目,451,455,906,483
愛宕３丁目,335,478,813,488
愛宕４丁目,"1,265","1,410","2,675","1,371"
,"2,352","2,675","5,027","2,707"
,,,,
,"72,927","75,818","148,745","71,851"
