町丁目別人口・世帯数　令和元年１２月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,435,541,976,500
関戸２丁目,"1,307","1,367","2,674","1,449"
関戸３丁目,693,729,"1,422",714
関戸４丁目,"1,018","1,131","2,149","1,209"
関戸５丁目,713,736,"1,449",729
関戸６丁目,462,448,910,415
,"4,628","4,952","9,580","5,016"
,,,,
連光寺１丁目,"1,863","1,877","3,740","1,602"
連光寺２丁目,"1,212","1,214","2,426","1,016"
連光寺３丁目,903,883,"1,786",824
連光寺４丁目,281,263,544,260
連光寺５丁目,168,160,328,175
連光寺６丁目,425,340,765,381
,"4,852","4,737","9,589","4,258"
,,,,
貝取,628,555,"1,183",621
,628,555,"1,183",621
,,,,
乞田,"1,370","1,243","2,613","1,322"
,"1,370","1,243","2,613","1,322"
,,,,
和田,"4,752","4,535","9,287","4,126"
,"4,752","4,535","9,287","4,126"
,,,,
百草,454,453,907,437
,454,453,907,437
,,,,
落川,658,624,"1,282",580
,658,624,"1,282",580
,,,,
東寺方,871,804,"1,675",823
東寺方１丁目,540,606,"1,146",558
,"1,411","1,410","2,821","1,381"
,,,,
一ノ宮１丁目,"1,155",952,"2,107","1,375"
一ノ宮２丁目,753,737,"1,490",906
一ノ宮３丁目,419,452,871,493
一ノ宮４丁目,951,982,"1,933","1,025"
,"3,278","3,123","6,401","3,799"
,,,,
桜ヶ丘１丁目,952,"1,038","1,990",940
桜ヶ丘２丁目,606,721,"1,327",605
桜ヶ丘３丁目,577,614,"1,191",528
桜ヶ丘４丁目,749,828,"1,577",831
,"2,884","3,201","6,085","2,904"
,,,,
和田（百草団地）,615,688,"1,303",878
,615,688,"1,303",878
,,,,
聖ヶ丘１丁目,883,"1,028","1,911",872
聖ヶ丘２丁目,830,988,"1,818",845
聖ヶ丘３丁目,"1,061","1,076","2,137",945
聖ヶ丘４丁目,351,381,732,297
聖ヶ丘５丁目,57,48,105,33
,"3,182","3,521","6,703","2,992"
,,,,
馬引沢１丁目,924,876,"1,800",924
馬引沢２丁目,"1,257","1,140","2,397","1,271"
,"2,181","2,016","4,197","2,195"
,,,,
山王下１丁目,282,351,633,499
,282,351,633,499
,,,,
中沢１丁目,605,543,"1,148",645
中沢２丁目,915,992,"1,907",847
,"1,520","1,535","3,055","1,492"
,,,,
唐木田１丁目,"1,139","1,178","2,317","1,120"
唐木田２丁目,0,0,0,0
,"1,139","1,178","2,317","1,120"
,,,,
諏訪１丁目,"2,046","2,071","4,117","1,962"
諏訪２丁目,"1,793","1,984","3,777","1,666"
諏訪３丁目,548,545,"1,093",516
諏訪４丁目,763,995,"1,758",947
諏訪５丁目,255,335,590,355
,"5,405","5,930","11,335","5,446"
,,,,
永山１丁目,954,"1,011","1,965","1,122"
永山２丁目,"1,588","1,600","3,188","1,551"
永山３丁目,"1,877","2,108","3,985","2,000"
永山４丁目,"1,410","1,570","2,980","1,843"
永山５丁目,967,"1,093","2,060",880
永山６丁目,601,616,"1,217",595
,"7,397","7,998","15,395","7,991"
,,,,
貝取１丁目,"1,037",964,"2,001",960
貝取２丁目,"1,613","1,784","3,397","1,498"
貝取３丁目,419,559,978,445
貝取４丁目,536,568,"1,104",540
貝取５丁目,268,321,589,335
,"3,873","4,196","8,069","3,778"
,,,,
豊ヶ丘１丁目,"1,550","1,518","3,068","1,530"
豊ヶ丘２丁目,"1,457","1,485","2,942","1,327"
豊ヶ丘３丁目,749,877,"1,626",692
豊ヶ丘４丁目,325,356,681,395
豊ヶ丘５丁目,619,702,"1,321",654
豊ヶ丘６丁目,430,502,932,488
,"5,130","5,440","10,570","5,086"
,,,,
落合１丁目,"1,441","1,517","2,958","1,476"
落合２丁目,"1,149","1,102","2,251",886
落合３丁目,"1,468","1,560","3,028","1,488"
落合４丁目,"1,027","1,160","2,187","1,128"
落合５丁目,"1,071","1,106","2,177",926
落合６丁目,897,821,"1,718",799
,"7,053","7,266","14,319","6,703"
,,,,
鶴牧１丁目,"1,273","1,296","2,569","1,197"
鶴牧２丁目,878,809,"1,687",825
鶴牧３丁目,"2,110","2,230","4,340","1,577"
鶴牧４丁目,362,403,765,335
鶴牧５丁目,934,"1,055","1,989",860
鶴牧６丁目,846,923,"1,769",780
,"6,403","6,716","13,119","5,574"
,,,,
南野１丁目,1,0,1,1
南野２丁目,476,432,908,453
南野３丁目,468,465,933,401
,945,897,"1,842",855
,,,,
東寺方３丁目,143,216,359,198
,143,216,359,198
,,,,
和田３丁目,438,527,965,556
,438,527,965,556
,,,,
愛宕１丁目,302,330,632,362
愛宕２丁目,448,451,899,483
愛宕３丁目,325,463,788,484
愛宕４丁目,"1,253","1,399","2,652","1,361"
,"2,328","2,643","4,971","2,690"
,,,,
,"72,949","75,951","148,900","72,497"
