年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
35,7,4,13,17,8,14,17,17,16,12,8,4,17,11,15,15,20,7,5,5,4,1,6,6,14,7,11,16,62,47,4,5,10,21,16,11,11,9,16,17,13,6,8,7,19,20,9,6,7,7,5,5,7,12,3,3,11,8,14,6,6,6,3,8,0,0,16,21,32,26,4,4,6,7,12,12,24,9,32,20,36,40,5,3,10,8,0,0,10,14,29,23,17,12,17,8,8,4,7,6,0,0,14,11,15,17,4,6,1,4,3,0,17,20,13,14,3,7,2,3,5,7,9,2,30,28,12,20,13,20,7,11,11,11,12,6,16,26,12,17,24,30,2,1,10,16,10,11,8,4,8,4,2,0,5,3,4,2,6,5,1,5,15,15,944,883,"1,827"
36,3,9,18,11,12,8,10,14,13,11,7,9,25,17,4,7,15,12,4,5,4,2,6,3,9,6,21,15,52,51,4,4,8,6,13,11,11,8,18,18,13,15,4,9,7,8,15,13,12,7,7,2,14,6,4,7,10,17,12,11,13,20,4,5,0,0,21,15,30,34,2,1,8,5,7,12,10,22,20,26,35,41,6,5,11,10,0,0,20,13,31,21,28,23,10,16,4,11,6,9,0,0,13,10,13,18,4,3,2,4,3,5,21,19,20,21,4,10,2,3,3,6,4,6,35,39,10,18,15,6,8,11,12,8,5,6,23,17,21,9,31,33,3,3,8,9,12,13,9,5,7,9,1,1,4,6,0,3,7,3,1,3,11,15,933,933,"1,866"
37,3,8,18,16,11,9,17,22,12,13,5,7,13,21,12,12,16,12,4,2,1,1,9,5,7,14,20,11,47,63,3,6,8,5,8,12,11,9,20,10,21,9,9,10,16,8,11,10,8,4,3,6,9,10,5,4,21,13,7,9,12,10,5,6,0,2,22,18,29,28,6,2,8,4,8,14,18,13,27,24,39,47,5,5,7,9,2,3,15,10,17,27,19,20,22,7,9,9,7,9,0,0,13,14,25,15,1,0,7,3,1,2,29,29,8,16,6,8,1,2,4,4,3,7,26,27,18,26,13,19,8,11,9,5,7,14,25,21,9,12,33,22,2,2,10,14,3,8,13,5,7,6,0,1,5,3,5,4,3,3,0,4,14,14,940,929,"1,869"
38,8,4,25,19,11,7,13,8,10,13,15,6,24,27,10,12,14,6,5,0,1,2,10,3,12,5,23,15,71,56,10,7,13,2,13,15,15,11,19,16,11,9,10,10,17,9,10,12,4,11,4,5,11,11,5,3,17,10,8,12,13,16,3,7,2,3,15,16,30,18,3,2,9,6,13,20,11,23,26,21,45,48,5,6,4,6,3,2,15,21,24,25,16,19,12,13,10,11,7,2,0,0,13,15,18,17,4,4,6,5,5,3,20,20,16,9,6,9,5,4,6,8,3,6,33,22,26,25,27,14,8,11,8,10,13,12,25,23,11,7,23,22,5,3,10,14,7,7,9,9,6,6,0,3,2,3,5,1,4,6,5,2,13,7,"1,027",918,"1,945"
39,2,1,29,17,10,10,12,11,11,6,5,3,32,27,19,12,14,16,4,4,2,0,4,2,14,10,19,16,72,59,6,8,12,11,14,13,11,15,25,8,11,11,13,11,20,18,6,9,6,4,10,7,5,10,7,3,11,11,7,11,14,11,6,3,1,1,23,25,37,17,4,4,12,8,22,16,17,15,23,21,46,40,6,7,10,7,3,2,17,16,25,27,21,19,12,14,7,9,7,11,0,0,9,9,23,13,2,6,1,6,3,6,23,16,18,7,5,5,4,2,6,5,2,3,32,25,24,22,21,17,17,18,11,10,9,9,15,20,8,10,27,39,5,6,6,10,10,14,8,3,8,4,1,2,2,4,2,5,3,2,4,2,13,14,"1,048",931,"1,979"
40,8,4,26,23,5,16,22,9,16,18,4,10,34,34,16,12,13,10,5,3,1,2,7,7,10,9,21,20,72,63,8,6,8,7,9,10,10,8,15,16,12,7,4,7,18,9,20,6,8,9,9,7,10,2,7,8,14,9,11,12,12,9,7,6,1,0,22,13,29,23,4,3,12,5,16,23,11,16,21,28,41,36,4,3,9,8,2,4,12,13,23,27,29,26,20,9,12,6,10,9,0,0,12,13,20,17,7,4,5,6,1,2,30,23,20,14,9,7,3,2,9,6,4,5,31,22,30,27,24,25,12,8,9,12,12,28,21,20,12,13,38,43,7,9,14,7,11,12,8,5,9,5,1,2,0,3,1,1,2,2,1,1,16,16,"1,099",990,"2,089"
41,4,5,26,13,10,8,14,8,16,11,3,6,31,48,10,14,16,11,1,7,5,2,8,9,16,14,21,15,98,77,8,3,16,11,17,12,15,8,26,16,12,6,6,6,11,13,8,9,10,9,4,7,3,5,3,9,9,13,10,12,6,11,10,12,2,0,16,14,25,28,3,2,11,6,17,19,18,9,30,24,33,35,6,4,5,14,2,2,12,8,26,17,23,29,9,30,15,15,5,11,0,0,16,15,25,23,0,10,6,3,5,2,27,13,18,23,11,6,2,3,6,10,2,3,28,33,26,30,25,15,16,15,13,15,23,15,24,18,15,14,30,45,6,3,12,16,20,12,4,5,9,10,2,1,3,3,5,6,7,4,2,7,25,20,"1,124","1,075","2,199"
42,4,9,30,18,8,6,18,12,21,10,6,3,37,46,18,16,15,9,4,2,5,3,7,3,8,13,23,19,91,70,10,4,12,9,18,12,3,10,25,18,8,18,9,5,8,13,13,11,7,10,16,10,9,10,9,6,11,17,12,9,15,12,6,8,0,1,9,24,21,20,1,1,11,7,21,13,12,14,24,26,34,42,9,5,9,10,0,1,13,13,19,17,20,25,14,14,12,16,7,7,0,0,20,14,25,22,4,3,11,5,2,3,27,14,14,16,8,5,3,2,9,5,8,1,31,31,35,17,25,21,12,20,22,15,21,16,23,24,26,15,45,62,3,5,14,12,11,13,10,9,4,8,2,3,5,5,3,5,8,6,3,6,20,13,"1,176","1,073","2,249"
43,6,10,11,16,9,12,17,15,11,11,6,7,35,53,19,18,13,12,7,6,2,3,5,1,20,11,29,21,70,88,8,6,15,13,22,12,13,10,31,15,11,9,6,7,12,14,11,11,6,5,4,10,8,10,10,5,10,10,10,8,11,18,7,7,1,0,18,14,20,15,5,3,11,6,18,14,15,21,32,38,35,34,9,4,10,8,2,2,16,14,16,16,26,19,17,20,10,11,10,11,0,0,15,10,25,19,10,12,6,6,7,4,26,28,16,22,9,15,5,7,5,8,3,3,31,34,27,23,25,17,13,12,14,15,15,13,26,31,10,20,54,41,2,5,9,11,15,7,9,7,19,12,1,1,3,6,6,5,4,2,6,2,13,11,"1,155","1,113","2,268"
44,6,4,22,24,8,9,12,26,15,14,10,7,46,44,17,22,14,13,1,5,1,2,12,8,10,12,22,21,95,84,4,11,12,6,5,17,9,14,23,13,15,11,8,3,24,10,10,13,5,8,8,10,11,4,15,7,13,15,13,15,21,13,11,8,0,0,12,7,17,21,4,4,6,11,22,19,7,7,31,34,37,32,9,9,9,12,1,3,17,16,33,21,27,34,19,18,15,14,7,8,0,0,29,15,27,31,4,9,6,7,3,1,25,18,22,24,11,11,8,6,10,11,5,7,32,28,26,23,29,20,24,18,15,11,15,15,26,33,21,17,56,75,5,6,12,15,10,16,7,6,6,7,1,1,5,9,6,3,5,6,3,5,19,19,"1,244","1,216","2,460"
45,9,8,26,22,15,9,13,19,11,16,10,3,51,48,24,23,14,18,7,3,3,3,8,5,8,12,35,30,100,101,10,9,4,11,15,6,15,9,14,16,10,12,7,9,18,11,19,18,9,15,5,5,14,8,11,11,9,10,8,11,15,8,9,3,0,2,18,13,16,17,3,1,7,3,26,18,13,24,36,27,37,37,11,5,8,10,1,4,15,17,38,26,26,23,23,23,17,15,7,6,0,0,18,14,25,30,7,7,5,9,4,5,19,22,30,27,13,14,3,5,7,7,1,4,26,29,25,21,23,18,22,24,16,11,23,16,21,23,8,18,51,63,7,7,15,19,8,13,9,9,9,7,1,4,5,7,7,7,8,9,4,2,9,16,"1,257","1,230","2,487"
46,6,5,26,19,10,19,15,13,12,8,1,9,36,42,17,32,11,23,6,1,5,1,5,4,19,13,29,18,97,66,8,12,12,11,17,10,8,9,15,13,18,10,10,12,17,15,15,13,7,8,8,9,11,11,9,9,6,14,11,9,13,14,7,7,2,1,12,19,26,27,3,5,9,13,14,17,16,15,28,40,27,23,9,15,11,17,1,8,15,17,27,35,31,31,33,18,13,20,8,11,0,0,21,13,27,24,13,5,9,10,7,5,36,20,23,30,3,7,8,3,11,10,3,3,27,32,28,28,16,16,20,19,15,22,19,16,42,28,16,22,57,47,10,6,12,10,16,16,6,6,7,9,1,3,4,8,4,5,10,4,3,3,10,18,"1,256","1,239","2,495"
47,6,12,23,20,8,21,21,17,16,13,9,5,57,49,29,25,21,6,6,9,6,1,11,5,16,8,22,20,98,77,9,8,13,9,15,15,12,12,21,10,13,15,9,4,21,18,14,19,14,4,11,5,10,12,15,7,14,13,10,7,17,21,1,9,0,1,22,14,25,26,4,2,5,8,14,14,17,14,48,43,29,37,11,12,6,16,2,6,24,34,32,31,34,31,38,30,23,16,14,7,0,0,21,19,18,32,11,3,10,11,2,7,25,30,25,29,9,10,5,4,10,9,3,13,30,31,17,19,25,28,18,20,9,13,8,14,32,17,22,14,54,48,2,5,16,9,13,14,12,7,7,5,1,7,7,7,11,7,12,8,7,6,22,14,"1,380","1,278","2,658"
48,3,5,18,24,12,15,13,28,14,9,7,10,38,36,23,27,11,12,8,4,2,2,13,8,10,10,27,17,99,95,4,9,11,12,20,12,7,8,16,13,19,11,8,10,18,13,8,16,8,11,10,14,14,10,9,6,9,17,8,9,10,17,3,3,3,2,17,9,26,23,7,3,7,7,11,19,10,11,48,41,27,33,8,4,18,17,6,10,13,15,26,20,25,30,37,19,20,10,10,10,0,0,15,7,20,19,8,7,7,4,2,4,26,24,27,25,8,17,8,3,13,13,4,6,24,25,13,14,22,31,13,11,15,11,11,18,36,25,20,13,32,30,8,7,12,9,7,14,9,7,9,10,4,1,8,6,2,7,9,6,7,2,16,19,"1,214","1,171","2,385"
49,6,7,19,19,23,20,26,22,6,10,2,8,43,29,26,33,14,17,5,4,2,4,9,6,9,15,15,20,103,69,13,4,9,10,10,13,8,13,19,9,15,9,4,4,13,16,11,15,7,5,7,12,9,11,14,11,10,18,5,12,13,15,4,5,1,0,9,13,19,18,2,2,19,9,15,11,15,13,44,36,36,24,8,12,13,15,8,3,21,11,31,29,33,23,24,29,7,13,9,11,0,0,19,19,17,25,4,8,10,9,8,3,23,26,19,18,4,12,4,3,7,10,4,4,28,24,21,23,24,17,25,16,10,22,16,14,30,24,15,13,42,26,5,3,6,14,13,11,10,11,13,9,3,4,5,11,4,3,7,5,3,2,12,18,"1,204","1,144","2,348"
50,5,6,18,36,23,8,30,24,15,9,15,10,44,40,30,30,15,20,7,2,2,3,8,7,1,7,19,17,81,83,8,1,14,11,19,10,6,10,16,17,10,9,7,7,9,14,23,14,1,7,7,5,12,15,19,9,13,17,8,11,14,15,3,3,1,1,17,13,23,20,3,1,6,8,13,9,18,12,40,36,15,21,7,8,17,22,5,6,32,23,27,30,32,32,27,23,12,18,16,8,0,0,16,16,16,17,7,12,8,5,3,2,27,27,26,24,13,12,4,5,5,8,12,5,27,24,15,21,18,24,19,20,17,8,21,14,22,26,17,23,36,36,3,7,9,14,12,10,12,7,10,10,4,2,5,11,5,7,9,5,6,5,12,13,"1,229","1,188","2,417"
51,3,12,25,25,13,1,26,13,10,12,10,10,35,32,34,28,18,15,6,3,3,0,4,7,14,9,23,25,89,74,9,9,15,14,18,8,5,9,12,12,14,13,7,7,19,19,11,18,12,11,11,8,12,8,5,5,12,17,7,14,18,12,2,4,3,2,13,7,29,20,0,2,7,6,9,10,13,12,44,48,28,15,7,9,8,16,5,8,21,9,31,25,30,24,21,19,9,19,14,6,0,0,17,11,14,15,4,16,7,9,2,6,32,34,20,19,12,17,5,7,15,9,5,8,30,24,16,17,14,18,14,15,14,19,15,9,21,26,19,8,43,16,4,4,13,10,10,13,6,4,5,7,1,3,7,4,2,3,6,7,3,8,18,19,"1,188","1,096","2,284"
52,3,5,21,17,13,10,15,21,10,9,10,5,31,32,29,30,18,18,4,1,2,0,7,3,9,9,23,23,96,59,8,4,9,4,8,8,10,7,15,10,19,8,4,7,16,11,9,15,3,11,10,8,13,14,12,10,10,11,6,4,10,8,5,5,3,1,17,16,23,18,6,5,11,6,12,11,14,15,43,38,17,24,8,12,8,14,5,6,18,18,27,22,24,18,26,13,15,9,4,12,0,0,20,11,17,17,3,8,10,7,2,1,25,19,18,22,10,8,3,3,10,9,3,3,22,13,21,12,27,20,9,11,11,8,17,6,24,21,6,12,25,27,4,1,8,11,11,13,6,7,5,4,1,4,6,5,2,6,9,3,1,0,18,25,"1,093",962,"2,055"
53,2,7,22,17,12,8,15,15,12,13,11,5,33,22,29,21,15,16,5,2,3,0,7,7,9,7,24,19,63,74,6,3,12,5,9,6,9,2,13,8,12,6,3,8,11,17,7,14,5,7,16,2,12,13,6,8,9,19,9,10,6,22,3,2,0,0,9,11,20,13,6,2,11,12,15,9,11,16,36,39,9,17,7,5,12,10,5,11,25,16,15,20,23,18,14,20,16,10,9,1,0,0,14,14,15,20,2,6,2,11,1,3,25,23,14,11,7,10,3,2,6,7,5,4,16,17,12,10,21,19,14,18,10,9,9,9,19,17,19,15,26,21,2,5,11,11,16,12,3,2,4,4,0,3,5,7,7,5,6,7,2,4,16,24,965,945,"1,910"
54,12,5,23,26,6,11,22,23,8,10,8,14,26,24,25,32,11,12,7,8,4,2,4,2,10,8,22,22,73,59,6,4,11,12,8,11,4,6,14,12,7,15,6,3,17,14,11,16,5,3,7,11,13,7,5,3,16,16,5,7,9,11,3,3,0,0,13,13,15,18,6,3,18,14,16,13,16,18,53,36,16,16,11,13,8,20,3,3,19,17,29,26,25,25,21,13,18,14,9,6,0,0,15,8,16,28,4,6,4,4,2,2,23,20,25,19,7,7,4,2,8,5,7,8,23,21,15,16,16,14,11,11,10,17,13,4,18,17,15,14,21,22,3,5,3,11,13,18,5,6,11,7,4,5,9,6,6,2,5,2,3,11,16,21,"1,039","1,019","2,058"
55,9,8,20,25,9,9,21,14,6,8,12,7,24,21,18,18,16,12,3,1,1,1,3,4,6,7,28,26,101,49,6,7,8,10,5,8,5,11,13,15,12,6,2,1,11,16,13,14,11,9,7,7,12,10,8,12,14,17,10,9,10,9,3,2,0,0,13,15,20,11,2,2,14,12,14,17,17,21,42,41,17,17,9,12,11,9,2,2,23,20,30,22,17,16,15,20,12,12,8,5,0,0,24,19,13,12,3,4,5,2,3,3,25,20,17,11,5,9,3,3,5,5,5,8,23,24,15,6,11,17,13,11,9,12,17,8,16,16,16,15,15,24,2,3,7,11,12,13,4,7,4,6,1,1,5,3,5,1,4,5,2,7,15,19,997,932,"1,929"
56,9,7,21,15,10,11,13,11,12,9,4,7,32,22,21,23,16,9,7,8,1,1,4,4,13,14,24,24,58,57,6,4,7,10,9,10,8,7,21,11,4,10,0,4,16,20,12,14,12,4,5,11,9,9,5,7,7,13,10,12,13,7,2,3,0,1,14,11,19,12,6,6,15,14,13,15,17,13,31,40,22,16,10,5,9,10,3,6,19,12,24,13,13,19,19,10,11,13,5,8,0,0,12,17,16,25,5,8,6,8,6,1,15,16,14,21,7,7,4,4,4,5,6,1,23,21,13,15,13,7,12,7,16,11,7,9,14,11,14,14,20,15,3,2,5,7,11,16,9,6,6,5,0,3,1,5,2,4,5,3,2,3,22,18,934,897,"1,831"
57,7,10,23,20,7,9,13,12,8,8,6,5,13,17,24,11,18,15,1,3,1,3,4,2,9,5,20,18,56,44,3,3,6,2,10,4,7,4,13,13,8,10,9,3,10,10,11,7,12,7,3,11,11,7,6,4,14,17,6,15,13,12,2,3,0,0,9,8,18,12,4,3,7,10,11,17,14,19,30,35,18,19,9,7,9,5,3,4,18,18,14,12,22,19,20,22,14,11,3,8,0,0,12,11,19,20,1,3,8,7,2,2,24,20,18,10,9,9,5,4,3,9,4,7,19,14,15,11,15,15,11,14,11,15,6,5,9,19,16,12,17,23,3,4,8,11,17,16,2,5,3,5,1,4,3,7,2,1,5,5,1,5,21,24,867,860,"1,727"
58,9,5,18,17,10,5,16,13,8,6,7,5,20,15,16,16,9,8,0,2,1,1,3,3,7,5,16,20,57,57,4,8,5,6,11,5,6,3,15,13,12,8,7,6,9,12,11,11,6,10,7,3,8,9,7,7,15,14,10,9,15,10,1,3,0,0,16,9,9,9,3,3,9,12,12,6,15,15,33,19,15,15,3,5,7,9,3,6,20,17,16,22,18,16,12,17,3,7,9,12,0,0,16,10,16,15,3,4,8,7,3,2,17,21,14,18,9,12,1,1,5,5,5,6,14,24,9,11,13,18,12,3,9,9,9,8,14,18,11,6,16,19,2,3,7,15,9,13,3,3,5,2,0,2,5,3,4,5,6,7,3,5,20,28,817,817,"1,634"
59,10,3,15,11,10,6,7,12,4,6,5,6,15,15,18,14,12,13,4,2,3,0,0,2,8,11,28,17,48,41,2,6,7,9,7,6,5,4,13,9,3,5,5,2,13,10,14,10,9,10,5,6,11,7,5,4,11,19,7,6,10,15,1,0,1,0,7,9,14,11,2,3,9,6,9,16,20,12,27,22,12,23,7,9,3,8,2,4,14,11,21,28,17,17,18,23,5,7,7,7,0,0,13,12,20,20,3,5,5,5,5,2,19,12,17,10,7,12,2,0,6,7,5,3,18,14,12,8,13,15,4,9,13,16,4,12,13,20,14,8,24,22,4,0,5,6,12,14,3,7,6,6,2,3,3,4,1,2,5,4,1,3,9,21,778,785,"1,563"
60,4,8,11,14,9,8,11,20,3,12,6,10,13,19,17,14,9,9,4,5,1,3,4,2,5,10,17,8,33,35,0,2,7,5,8,6,7,4,13,5,9,4,0,3,10,13,13,15,13,10,12,10,7,7,9,7,15,14,7,14,18,17,0,2,1,0,14,11,9,7,4,1,6,6,11,19,13,13,29,24,15,13,7,11,8,6,5,5,15,18,12,11,13,19,13,15,8,13,8,7,0,0,11,9,23,29,1,1,7,3,1,4,17,18,20,16,11,14,7,3,9,2,4,7,14,18,12,11,13,18,11,15,16,20,9,9,10,20,8,8,23,19,3,4,10,9,11,15,7,5,4,5,1,1,0,10,3,5,8,4,1,4,17,21,778,841,"1,619"
61,4,9,16,14,11,5,15,15,11,3,4,4,16,16,12,16,5,14,4,5,1,3,5,2,8,3,19,13,45,44,6,4,4,3,8,3,5,5,9,8,4,8,4,4,10,8,15,13,9,17,9,7,8,12,5,10,15,13,7,10,8,16,1,4,1,1,6,6,7,11,1,2,5,7,13,14,14,14,20,20,20,16,2,4,9,15,4,3,11,10,10,16,18,18,19,21,9,11,6,5,0,0,10,12,17,21,6,2,6,10,0,1,15,17,16,30,8,18,4,6,6,8,3,3,16,16,15,10,15,15,4,10,16,24,6,6,18,12,11,4,16,19,0,3,14,10,14,17,2,7,6,4,1,4,2,7,1,6,3,12,2,4,19,29,750,852,"1,602"
62,2,7,14,16,5,4,10,15,11,11,6,4,19,18,7,4,6,5,1,5,1,1,4,5,9,7,17,7,42,35,4,4,2,10,7,7,4,4,11,4,3,4,3,3,9,13,14,17,17,11,5,4,6,9,5,3,9,21,7,6,8,12,3,7,0,1,10,3,9,12,1,2,7,8,9,11,10,20,20,10,21,16,7,7,6,12,1,4,17,11,15,9,18,21,24,30,13,13,10,7,0,0,10,14,17,40,0,11,2,8,5,6,13,18,13,26,16,22,5,2,4,8,2,7,14,13,12,11,21,14,6,12,18,15,7,10,8,10,10,3,17,16,2,4,9,12,18,14,5,4,4,3,1,1,6,5,5,5,6,6,4,8,20,16,749,824,"1,573"
63,5,12,10,12,11,9,14,12,9,8,7,5,10,14,10,15,7,10,2,1,3,1,3,2,6,4,12,8,47,38,4,1,5,5,2,9,5,5,4,10,7,7,3,0,14,10,4,9,4,8,10,3,9,11,10,10,7,9,4,23,25,15,4,2,0,0,7,9,10,5,3,2,12,5,16,15,19,23,17,16,23,15,1,4,11,9,5,3,11,13,12,14,18,26,10,14,10,11,4,7,0,0,11,13,25,33,4,13,7,6,4,6,17,11,19,20,10,14,3,4,4,11,2,7,14,16,10,9,18,18,7,11,10,26,8,7,14,16,6,8,9,26,6,9,9,21,16,9,6,6,6,7,1,2,6,6,7,3,5,8,6,5,23,26,759,856,"1,615"
64,4,5,10,10,6,7,8,10,5,2,4,8,13,13,12,11,5,11,5,3,0,0,4,3,1,6,12,16,44,35,5,4,7,3,9,6,6,4,9,9,5,6,6,3,7,5,14,14,9,11,2,9,8,8,6,5,19,19,9,19,13,16,1,9,1,0,7,6,11,9,4,2,7,7,12,8,8,18,15,22,10,29,7,5,1,14,2,6,13,8,20,23,13,26,24,14,19,12,9,6,0,0,14,18,30,44,4,9,5,8,1,4,14,17,21,22,17,31,5,2,8,7,7,11,15,10,8,17,17,23,14,23,12,21,8,15,11,12,9,5,17,22,3,8,12,22,15,19,6,6,4,5,5,4,6,6,4,8,4,4,4,5,22,25,773,938,"1,711"
65,7,7,10,11,4,9,15,14,6,7,8,5,21,18,11,22,9,7,3,6,1,1,5,4,4,3,16,14,37,42,5,4,6,3,5,19,11,7,11,12,2,3,1,3,7,6,18,12,6,10,8,7,8,12,6,16,12,14,16,14,13,27,4,11,1,1,10,7,2,5,1,2,4,3,11,14,23,20,21,21,21,22,5,4,11,12,8,4,12,13,17,11,18,24,20,25,17,15,6,8,0,0,16,10,32,54,3,6,6,8,1,3,14,10,18,23,14,21,4,6,8,12,5,2,11,19,13,15,15,25,16,12,17,15,5,12,11,8,4,9,13,18,5,3,9,15,9,13,8,4,3,7,2,6,3,5,5,6,7,6,3,11,20,17,804,942,"1,746"
66,8,5,15,14,5,13,21,17,9,10,5,4,21,21,13,10,9,11,4,1,6,3,5,7,2,6,18,10,35,43,4,8,8,8,11,10,3,3,13,9,3,6,2,8,11,8,8,11,9,14,8,9,4,9,14,14,12,12,9,27,17,25,3,3,0,1,4,8,9,11,4,2,6,8,10,6,23,27,21,24,20,25,6,9,14,16,3,2,10,8,17,16,27,28,19,26,10,11,14,4,0,0,13,14,30,47,8,8,5,11,5,8,21,12,21,24,18,20,6,8,4,11,6,12,15,17,10,15,14,31,12,26,18,38,7,11,14,8,9,7,14,18,4,5,16,25,16,20,3,6,7,8,2,2,4,2,4,2,9,7,4,6,17,28,868,"1,048","1,916"
67,5,11,18,11,4,5,12,6,9,10,7,4,13,12,11,12,12,16,4,4,2,1,6,4,6,5,10,11,26,40,3,8,7,6,13,21,6,2,6,10,11,5,1,4,9,12,16,16,9,11,6,9,9,8,15,12,11,22,20,24,21,24,6,3,0,0,10,4,9,4,3,1,5,8,10,17,17,22,22,15,26,23,4,7,13,14,3,6,14,12,21,24,29,20,19,29,10,17,12,11,0,0,14,15,38,37,9,13,8,8,3,5,17,22,34,35,30,27,5,5,12,6,7,13,18,21,9,9,18,29,22,31,19,29,10,10,12,15,10,14,19,28,6,7,18,20,16,16,2,1,10,8,3,1,6,12,7,6,11,8,2,5,27,27,963,"1,066","2,029"
68,11,15,5,24,12,6,8,12,3,8,5,6,23,20,18,11,6,7,2,6,1,1,5,3,8,8,8,10,43,44,4,3,10,6,15,22,1,3,10,8,8,6,2,5,11,13,14,13,13,14,6,11,4,12,22,12,20,26,22,35,19,18,6,11,0,1,3,8,12,10,1,2,9,5,20,17,20,23,24,27,29,30,4,8,10,16,5,4,12,11,15,31,24,29,26,21,15,25,2,9,0,0,14,14,40,35,5,13,11,11,3,6,23,21,27,31,18,28,8,6,17,12,8,4,20,21,13,14,24,40,28,31,24,22,10,21,14,9,4,4,17,26,3,9,15,27,15,21,3,8,5,4,3,4,9,12,0,7,9,13,3,12,21,23,990,"1,185","2,175"
69,7,8,14,15,5,10,15,25,11,13,7,8,19,20,13,11,20,9,2,5,1,4,3,9,2,3,12,14,32,41,4,8,6,6,15,18,4,3,12,10,6,6,6,9,5,10,17,10,8,15,6,8,10,7,15,19,9,24,23,22,29,27,10,12,0,0,6,7,5,4,0,3,7,12,15,12,36,18,20,22,22,35,9,6,18,28,2,14,14,16,19,26,31,35,32,41,9,22,5,10,0,0,7,20,42,58,14,20,13,15,4,13,23,29,25,30,29,23,7,3,9,11,9,18,16,18,9,8,34,50,26,32,25,25,15,22,7,16,7,4,23,35,6,13,25,21,11,20,6,4,10,9,4,3,11,18,6,4,15,14,7,11,25,24,"1,068","1,311","2,379"
70,10,7,16,16,8,3,14,31,14,14,3,7,23,26,17,24,6,11,7,2,2,3,7,4,8,4,15,10,50,44,7,6,6,6,9,12,2,4,14,18,10,9,9,2,7,7,15,20,18,20,19,17,11,24,13,20,21,22,31,33,26,26,17,17,2,0,4,6,8,8,5,2,9,10,12,11,25,28,19,37,26,32,8,14,27,20,5,8,17,19,26,26,23,39,33,40,21,26,11,15,0,0,20,17,41,46,8,14,15,16,6,3,21,24,29,41,23,23,8,7,7,9,17,14,14,22,14,11,40,45,33,45,35,38,11,13,8,17,9,9,33,34,10,12,30,44,24,15,5,2,6,9,5,4,15,8,9,9,11,12,8,8,41,29,"1,272","1,410","2,682"
71,5,9,20,15,7,12,13,15,9,8,6,2,26,22,18,19,13,14,5,6,6,6,6,2,5,6,11,11,39,41,6,2,3,11,21,18,6,8,12,12,5,15,7,5,10,13,18,17,17,19,10,10,11,16,13,16,17,26,40,51,32,39,13,13,0,1,9,4,4,8,3,2,6,7,8,13,26,17,21,27,34,30,8,10,22,40,9,15,13,10,22,24,37,42,35,49,24,45,9,13,0,0,21,18,53,63,14,19,12,17,11,11,19,24,44,47,30,32,5,11,15,23,14,9,15,17,7,14,49,51,35,45,31,34,11,17,12,10,9,5,30,35,13,11,28,49,24,16,5,8,12,7,6,5,6,22,5,6,7,22,13,15,23,22,"1,299","1,521","2,820"
72,8,7,13,18,2,14,18,19,5,5,2,10,20,21,14,9,10,12,2,2,0,2,7,11,4,5,4,10,40,44,4,5,10,13,11,14,6,3,20,6,5,8,3,2,11,6,8,18,11,12,12,12,14,16,18,27,16,24,30,25,17,22,12,6,1,0,3,7,4,7,2,10,7,4,12,12,22,9,25,22,14,28,3,4,12,27,7,6,4,9,23,17,22,50,32,29,23,37,14,9,0,0,17,14,48,38,14,9,10,17,4,8,16,15,31,40,12,17,8,8,9,15,13,8,15,15,8,7,37,36,28,45,31,34,19,10,4,6,3,6,38,31,15,12,20,33,13,8,4,3,6,9,6,9,20,11,8,11,12,10,12,18,19,29,"1,087","1,227","2,314"
