町丁目別人口・世帯数　令和元年７月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,432,532,964,492
関戸２丁目,"1,304","1,365","2,669","1,443"
関戸３丁目,697,736,"1,433",715
関戸４丁目,"1,019","1,140","2,159","1,213"
関戸５丁目,720,737,"1,457",728
関戸６丁目,463,448,911,412
,"4,635","4,958","9,593","5,003"
,,,,
連光寺１丁目,"1,867","1,878","3,745","1,608"
連光寺２丁目,"1,220","1,216","2,436","1,011"
連光寺３丁目,893,882,"1,775",821
連光寺４丁目,284,267,551,262
連光寺５丁目,155,147,302,167
連光寺６丁目,423,341,764,374
,"4,842","4,731","9,573","4,243"
,,,,
貝取,634,558,"1,192",623
,634,558,"1,192",623
,,,,
乞田,"1,386","1,237","2,623","1,323"
,"1,386","1,237","2,623","1,323"
,,,,
和田,"4,710","4,510","9,220","4,099"
,"4,710","4,510","9,220","4,099"
,,,,
百草,443,432,875,421
,443,432,875,421
,,,,
落川,659,626,"1,285",580
,659,626,"1,285",580
,,,,
東寺方,878,804,"1,682",825
東寺方１丁目,541,594,"1,135",555
,"1,419","1,398","2,817","1,380"
,,,,
一ノ宮１丁目,"1,151",942,"2,093","1,361"
一ノ宮２丁目,751,740,"1,491",901
一ノ宮３丁目,428,462,890,509
一ノ宮４丁目,945,991,"1,936","1,036"
,"3,275","3,135","6,410","3,807"
,,,,
桜ヶ丘１丁目,942,"1,034","1,976",934
桜ヶ丘２丁目,617,723,"1,340",611
桜ヶ丘３丁目,587,627,"1,214",535
桜ヶ丘４丁目,742,830,"1,572",831
,"2,888","3,214","6,102","2,911"
,,,,
和田(百草団地）,621,687,"1,308",873
,621,687,"1,308",873
,,,,
聖ヶ丘１丁目,883,"1,017","1,900",869
聖ヶ丘２丁目,838,997,"1,835",849
聖ヶ丘３丁目,"1,068","1,079","2,147",942
聖ヶ丘４丁目,357,383,740,298
聖ヶ丘５丁目,57,45,102,33
,"3,203","3,521","6,724","2,991"
,,,,
馬引沢１丁目,914,871,"1,785",927
馬引沢２丁目,"1,266","1,157","2,423","1,258"
,"2,180","2,028","4,208","2,185"
,,,,
山王下１丁目,286,363,649,511
,286,363,649,511
,,,,
中沢１丁目,603,541,"1,144",629
中沢２丁目,916,"1,007","1,923",850
,"1,519","1,548","3,067","1,479"
,,,,
唐木田１丁目,"1,148","1,189","2,337","1,119"
唐木田２丁目,0,0,0,0
,"1,148","1,189","2,337","1,119"
,,,,
諏訪１丁目,"2,052","2,081","4,133","1,970"
諏訪２丁目,"1,773","1,989","3,762","1,665"
諏訪３丁目,562,553,"1,115",530
諏訪４丁目,856,"1,142","1,998","1,086"
諏訪５丁目,278,364,642,382
,"5,521","6,129","11,650","5,633"
,,,,
永山１丁目,965,"1,008","1,973","1,132"
永山２丁目,"1,576","1,584","3,160","1,539"
永山３丁目,"1,701","1,881","3,582","1,801"
永山４丁目,"1,423","1,575","2,998","1,838"
永山５丁目,968,"1,104","2,072",882
永山６丁目,599,609,"1,208",588
,"7,232","7,761","14,993","7,780"
,,,,
貝取１丁目,"1,037",959,"1,996",958
貝取２丁目,"1,616","1,779","3,395","1,484"
貝取３丁目,426,562,988,448
貝取４丁目,523,562,"1,085",528
貝取５丁目,273,321,594,337
,"3,875","4,183","8,058","3,755"
,,,,
豊ヶ丘１丁目,"1,560","1,505","3,065","1,529"
豊ヶ丘２丁目,"1,456","1,500","2,956","1,327"
豊ヶ丘３丁目,751,886,"1,637",697
豊ヶ丘４丁目,328,357,685,395
豊ヶ丘５丁目,624,708,"1,332",655
豊ヶ丘６丁目,439,504,943,488
,"5,158","5,460","10,618","5,091"
,,,,
落合１丁目,"1,429","1,536","2,965","1,472"
落合２丁目,"1,155","1,099","2,254",887
落合３丁目,"1,474","1,550","3,024","1,477"
落合４丁目,"1,029","1,164","2,193","1,124"
落合５丁目,"1,073","1,108","2,181",921
落合６丁目,903,836,"1,739",798
,"7,063","7,293","14,356","6,679"
,,,,
鶴牧１丁目,"1,277","1,289","2,566","1,186"
鶴牧２丁目,882,811,"1,693",826
鶴牧３丁目,"2,109","2,231","4,340","1,577"
鶴牧４丁目,359,398,757,325
鶴牧５丁目,926,"1,052","1,978",854
鶴牧６丁目,850,921,"1,771",778
,"6,403","6,702","13,105","5,546"
,,,,
南野１丁目,2,0,2,2
南野２丁目,466,431,897,453
南野３丁目,473,463,936,401
,941,894,"1,835",856
,,,,
東寺方３丁目,144,221,365,200
,144,221,365,200
,,,,
和田３丁目,451,538,989,567
,451,538,989,567
,,,,
愛宕１丁目,303,330,633,362
愛宕２丁目,450,458,908,485
愛宕３丁目,328,466,794,484
愛宕４丁目,"1,259","1,408","2,667","1,365"
,"2,340","2,662","5,002","2,696"
,,,,
,"72,976","75,978","148,954","72,351"
