町丁目別人口・世帯数　平成３１年３月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,434,532,966,493
関戸２丁目,"1,288","1,345","2,633","1,409"
関戸３丁目,685,729,"1,414",703
関戸４丁目,"1,004","1,114","2,118","1,187"
関戸５丁目,720,742,"1,462",726
関戸６丁目,452,438,890,400
,"4,583","4,900","9,483","4,918"
,,,,
連光寺１丁目,"1,853","1,886","3,739","1,600"
連光寺２丁目,"1,223","1,221","2,444","1,003"
連光寺３丁目,871,862,"1,733",803
連光寺４丁目,287,268,555,265
連光寺５丁目,150,145,295,160
連光寺６丁目,427,350,777,377
,"4,811","4,732","9,543","4,208"
,,,,
貝取,631,556,"1,187",620
,631,556,"1,187",620
,,,,
乞田,"1,344","1,191","2,535","1,257"
,"1,344","1,191","2,535","1,257"
,,,,
和田,"4,681","4,481","9,162","4,053"
,"4,681","4,481","9,162","4,053"
,,,,
百草,433,431,864,417
,433,431,864,417
,,,,
落川,654,619,"1,273",575
,654,619,"1,273",575
,,,,
東寺方,871,796,"1,667",815
東寺方１丁目,526,554,"1,080",525
,"1,397","1,350","2,747","1,340"
,,,,
一ノ宮１丁目,"1,136",914,"2,050","1,334"
一ノ宮２丁目,753,732,"1,485",891
一ノ宮３丁目,429,456,885,500
一ノ宮４丁目,925,962,"1,887",990
,"3,243","3,064","6,307","3,715"
,,,,
桜ヶ丘１丁目,936,"1,035","1,971",935
桜ヶ丘２丁目,621,720,"1,341",607
桜ヶ丘３丁目,596,640,"1,236",541
桜ヶ丘４丁目,729,823,"1,552",809
,"2,882","3,218","6,100","2,892"
,,,,
和田（百草団地）,625,699,"1,324",878
,625,699,"1,324",878
,,,,
聖ヶ丘１丁目,881,"1,009","1,890",860
聖ヶ丘２丁目,849,"1,003","1,852",849
聖ヶ丘３丁目,"1,070","1,073","2,143",932
聖ヶ丘４丁目,358,378,736,296
聖ヶ丘５丁目,55,45,100,32
,"3,213","3,508","6,721","2,969"
,,,,
馬引沢１丁目,915,857,"1,772",911
馬引沢２丁目,"1,238","1,128","2,366","1,217"
,"2,153","1,985","4,138","2,128"
,,,,
山王下１丁目,302,373,675,524
,302,373,675,524
,,,,
中沢１丁目,590,534,"1,124",618
中沢２丁目,907,"1,004","1,911",839
,"1,497","1,538","3,035","1,457"
,,,,
唐木田１丁目,"1,163","1,204","2,367","1,122"
唐木田２丁目,0,0,0,0
,"1,163","1,204","2,367","1,122"
,,,,
諏訪１丁目,"2,081","2,112","4,193","1,993"
諏訪２丁目,"1,784","1,989","3,773","1,657"
諏訪３丁目,551,546,"1,097",517
諏訪４丁目,864,"1,154","2,018","1,094"
諏訪５丁目,290,376,666,392
,"5,570","6,177","11,747","5,653"
,,,,
永山１丁目,954,996,"1,950","1,108"
永山２丁目,"1,591","1,580","3,171","1,546"
永山３丁目,"1,682","1,870","3,552","1,780"
永山４丁目,"1,434","1,573","3,007","1,846"
永山５丁目,976,"1,112","2,088",886
永山６丁目,612,614,"1,226",598
,"7,249","7,745","14,994","7,764"
,,,,
貝取１丁目,"1,021",951,"1,972",945
貝取２丁目,"1,640","1,791","3,431","1,483"
貝取３丁目,444,572,"1,016",457
貝取４丁目,528,556,"1,084",524
貝取５丁目,271,321,592,335
,"3,904","4,191","8,095","3,744"
,,,,
豊ヶ丘１丁目,"1,545","1,502","3,047","1,507"
豊ヶ丘２丁目,"1,456","1,489","2,945","1,318"
豊ヶ丘３丁目,763,890,"1,653",704
豊ヶ丘４丁目,328,369,697,400
豊ヶ丘５丁目,627,712,"1,339",655
豊ヶ丘６丁目,433,501,934,480
,"5,152","5,463","10,615","5,064"
,,,,
落合１丁目,"1,428","1,529","2,957","1,454"
落合２丁目,"1,158","1,097","2,255",887
落合３丁目,"1,478","1,557","3,035","1,479"
落合４丁目,"1,042","1,186","2,228","1,125"
落合５丁目,"1,079","1,113","2,192",917
落合６丁目,905,849,"1,754",799
,"7,090","7,331","14,421","6,661"
,,,,
鶴牧１丁目,"1,284","1,291","2,575","1,184"
鶴牧２丁目,871,795,"1,666",819
鶴牧３丁目,"2,075","2,202","4,277","1,558"
鶴牧４丁目,357,400,757,324
鶴牧５丁目,935,"1,050","1,985",851
鶴牧６丁目,839,899,"1,738",748
,"6,361","6,637","12,998","5,484"
,,,,
南野１丁目,2,0,2,1
南野２丁目,467,415,882,445
南野３丁目,464,459,923,392
,933,874,"1,807",838
,,,,
東寺方３丁目,144,226,370,203
,144,226,370,203
,,,,
和田３丁目,463,548,"1,011",579
,463,548,"1,011",579
,,,,
愛宕１丁目,303,332,635,364
愛宕２丁目,450,455,905,484
愛宕３丁目,333,475,808,486
愛宕４丁目,"1,258","1,401","2,659","1,358"
,"2,344","2,663","5,007","2,692"
,,,,
,"72,822","75,704","148,526","71,755"
