町丁目別人口・世帯数　令和元年１０月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,437,540,977,499
関戸２丁目,"1,308","1,369","2,677","1,453"
関戸３丁目,685,728,"1,413",705
関戸４丁目,"1,021","1,128","2,149","1,209"
関戸５丁目,709,732,"1,441",720
関戸６丁目,463,451,914,415
,"4,623","4,948","9,571","5,001"
,,,,
連光寺１丁目,"1,862","1,871","3,733","1,599"
連光寺２丁目,"1,214","1,215","2,429","1,013"
連光寺３丁目,896,887,"1,783",824
連光寺４丁目,285,266,551,265
連光寺５丁目,159,151,310,168
連光寺６丁目,422,343,765,378
,"4,838","4,733","9,571","4,247"
,,,,
貝取,628,555,"1,183",619
,628,555,"1,183",619
,,,,
乞田,"1,380","1,237","2,617","1,321"
,"1,380","1,237","2,617","1,321"
,,,,
和田,"4,721","4,528","9,249","4,105"
,"4,721","4,528","9,249","4,105"
,,,,
百草,448,446,894,429
,448,446,894,429
,,,,
落川,651,625,"1,276",575
,651,625,"1,276",575
,,,,
東寺方,875,804,"1,679",824
東寺方１丁目,541,598,"1,139",554
,"1,416","1,402","2,818","1,378"
,,,,
一ノ宮１丁目,"1,143",943,"2,086","1,363"
一ノ宮２丁目,752,742,"1,494",914
一ノ宮３丁目,427,461,888,505
一ノ宮４丁目,944,976,"1,920","1,019"
,"3,266","3,122","6,388","3,801"
,,,,
桜ヶ丘１丁目,944,"1,032","1,976",935
桜ヶ丘２丁目,610,717,"1,327",602
桜ヶ丘３丁目,581,614,"1,195",530
桜ヶ丘４丁目,746,829,"1,575",834
,"2,881","3,192","6,073","2,901"
,,,,
和田（百草団地）,624,687,"1,311",883
,624,687,"1,311",883
,,,,
聖ヶ丘１丁目,882,"1,023","1,905",872
聖ヶ丘２丁目,833,993,"1,826",848
聖ヶ丘３丁目,"1,060","1,075","2,135",940
聖ヶ丘４丁目,352,379,731,296
聖ヶ丘５丁目,57,48,105,33
,"3,184","3,518","6,702","2,989"
,,,,
馬引沢１丁目,926,871,"1,797",924
馬引沢２丁目,"1,249","1,154","2,403","1,261"
,"2,175","2,025","4,200","2,185"
,,,,
山王下１丁目,282,356,638,503
,282,356,638,503
,,,,
中沢１丁目,610,540,"1,150",645
中沢２丁目,917,993,"1,910",845
,"1,527","1,533","3,060","1,490"
,,,,
唐木田１丁目,"1,146","1,181","2,327","1,120"
唐木田２丁目,0,0,0,0
,"1,146","1,181","2,327","1,120"
,,,,
諏訪１丁目,"2,040","2,072","4,112","1,963"
諏訪２丁目,"1,781","1,987","3,768","1,665"
諏訪３丁目,548,551,"1,099",516
諏訪４丁目,844,"1,116","1,960","1,071"
諏訪５丁目,273,363,636,381
,"5,486","6,089","11,575","5,596"
,,,,
永山１丁目,950,"1,004","1,954","1,120"
永山２丁目,"1,581","1,593","3,174","1,543"
永山３丁目,"1,786","1,981","3,767","1,867"
永山４丁目,"1,412","1,563","2,975","1,835"
永山５丁目,969,"1,097","2,066",879
永山６丁目,601,613,"1,214",591
,"7,299","7,851","15,150","7,835"
,,,,
貝取１丁目,"1,033",959,"1,992",953
貝取２丁目,"1,624","1,790","3,414","1,498"
貝取３丁目,423,563,986,449
貝取４丁目,528,566,"1,094",534
貝取５丁目,272,323,595,337
,"3,880","4,201","8,081","3,771"
,,,,
豊ヶ丘１丁目,"1,564","1,510","3,074","1,532"
豊ヶ丘２丁目,"1,454","1,490","2,944","1,324"
豊ヶ丘３丁目,754,880,"1,634",694
豊ヶ丘４丁目,328,358,686,397
豊ヶ丘５丁目,618,704,"1,322",654
豊ヶ丘６丁目,439,506,945,494
,"5,157","5,448","10,605","5,095"
,,,,
落合１丁目,"1,435","1,519","2,954","1,474"
落合２丁目,"1,150","1,098","2,248",885
落合３丁目,"1,469","1,551","3,020","1,482"
落合４丁目,"1,024","1,161","2,185","1,124"
落合５丁目,"1,075","1,107","2,182",924
落合６丁目,898,827,"1,725",800
,"7,051","7,263","14,314","6,689"
,,,,
鶴牧１丁目,"1,264","1,300","2,564","1,185"
鶴牧２丁目,872,807,"1,679",812
鶴牧３丁目,"2,108","2,232","4,340","1,577"
鶴牧４丁目,362,404,766,336
鶴牧５丁目,938,"1,058","1,996",861
鶴牧６丁目,848,923,"1,771",780
,"6,392","6,724","13,116","5,551"
,,,,
南野１丁目,1,0,1,1
南野２丁目,465,426,891,448
南野３丁目,470,460,930,404
,936,886,"1,822",853
,,,,
東寺方３丁目,145,216,361,198
,145,216,361,198
,,,,
和田３丁目,445,534,979,561
,445,534,979,561
,,,,
愛宕１丁目,303,331,634,362
愛宕２丁目,447,453,900,481
愛宕３丁目,325,464,789,484
愛宕４丁目,"1,252","1,409","2,661","1,362"
,"2,327","2,657","4,984","2,689"
,,,,
,"72,908","75,957","148,865","72,385"
