町丁目別人口・世帯数　令和元年９月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,436,538,974,499
関戸２丁目,"1,309","1,365","2,674","1,450"
関戸３丁目,690,729,"1,419",709
関戸４丁目,"1,020","1,130","2,150","1,210"
関戸５丁目,713,731,"1,444",718
関戸６丁目,463,451,914,416
,"4,631","4,944","9,575","5,002"
,,,,
連光寺１丁目,"1,869","1,879","3,748","1,607"
連光寺２丁目,"1,214","1,216","2,430","1,014"
連光寺３丁目,893,890,"1,783",821
連光寺４丁目,285,266,551,264
連光寺５丁目,161,151,312,171
連光寺６丁目,422,338,760,374
,"4,844","4,740","9,584","4,251"
,,,,
貝取,629,559,"1,188",620
,629,559,"1,188",620
,,,,
乞田,"1,378","1,231","2,609","1,320"
,"1,378","1,231","2,609","1,320"
,,,,
和田,"4,718","4,517","9,235","4,100"
,"4,718","4,517","9,235","4,100"
,,,,
百草,446,441,887,427
,446,441,887,427
,,,,
落川,653,624,"1,277",576
,653,624,"1,277",576
,,,,
東寺方,881,804,"1,685",828
東寺方１丁目,542,595,"1,137",554
,"1,423","1,399","2,822","1,382"
,,,,
一ノ宮１丁目,"1,140",946,"2,086","1,354"
一ノ宮２丁目,748,740,"1,488",904
一ノ宮３丁目,427,460,887,502
一ノ宮４丁目,935,973,"1,908","1,002"
,"3,250","3,119","6,369","3,762"
,,,,
桜ヶ丘１丁目,947,"1,037","1,984",940
桜ヶ丘２丁目,610,716,"1,326",603
桜ヶ丘３丁目,586,622,"1,208",535
桜ヶ丘４丁目,738,822,"1,560",815
,"2,881","3,197","6,078","2,893"
,,,,
和田(百草団地）,625,694,"1,319",884
,625,694,"1,319",884
,,,,
聖ヶ丘１丁目,887,"1,023","1,910",871
聖ヶ丘２丁目,834,995,"1,829",849
聖ヶ丘３丁目,"1,064","1,075","2,139",940
聖ヶ丘４丁目,353,380,733,297
聖ヶ丘５丁目,57,48,105,33
,"3,195","3,521","6,716","2,990"
,,,,
馬引沢１丁目,915,868,"1,783",923
馬引沢２丁目,"1,244","1,143","2,387","1,244"
,"2,159","2,011","4,170","2,167"
,,,,
山王下１丁目,283,354,637,501
,283,354,637,501
,,,,
中沢１丁目,603,538,"1,141",637
中沢２丁目,919,996,"1,915",848
,"1,522","1,534","3,056","1,485"
,,,,
唐木田１丁目,"1,145","1,190","2,335","1,121"
唐木田２丁目,0,0,0,0
,"1,145","1,190","2,335","1,121"
,,,,
諏訪１丁目,"2,037","2,067","4,104","1,950"
諏訪２丁目,"1,779","1,992","3,771","1,667"
諏訪３丁目,545,550,"1,095",513
諏訪４丁目,848,"1,127","1,975","1,076"
諏訪５丁目,275,362,637,380
,"5,484","6,098","11,582","5,586"
,,,,
永山１丁目,955,"1,003","1,958","1,120"
永山２丁目,"1,574","1,591","3,165","1,538"
永山３丁目,"1,791","1,985","3,776","1,873"
永山４丁目,"1,414","1,562","2,976","1,830"
永山５丁目,966,"1,098","2,064",879
永山６丁目,602,609,"1,211",590
,"7,302","7,848","15,150","7,830"
,,,,
貝取１丁目,"1,032",958,"1,990",953
貝取２丁目,"1,624","1,783","3,407","1,494"
貝取３丁目,419,557,976,446
貝取４丁目,529,568,"1,097",534
貝取５丁目,273,326,599,340
,"3,877","4,192","8,069","3,767"
,,,,
豊ヶ丘１丁目,"1,561","1,512","3,073","1,528"
豊ヶ丘２丁目,"1,454","1,489","2,943","1,322"
豊ヶ丘３丁目,750,879,"1,629",693
豊ヶ丘４丁目,330,359,689,399
豊ヶ丘５丁目,618,709,"1,327",654
豊ヶ丘６丁目,435,503,938,488
,"5,148","5,451","10,599","5,084"
,,,,
落合１丁目,"1,432","1,524","2,956","1,473"
落合２丁目,"1,151","1,093","2,244",883
落合３丁目,"1,472","1,550","3,022","1,483"
落合４丁目,"1,025","1,158","2,183","1,123"
落合５丁目,"1,077","1,108","2,185",925
落合６丁目,893,826,"1,719",795
,"7,050","7,259","14,309","6,682"
,,,,
鶴牧１丁目,"1,275","1,299","2,574","1,189"
鶴牧２丁目,871,808,"1,679",813
鶴牧３丁目,"2,109","2,234","4,343","1,577"
鶴牧４丁目,362,401,763,334
鶴牧５丁目,929,"1,055","1,984",856
鶴牧６丁目,855,927,"1,782",781
,"6,401","6,724","13,125","5,550"
,,,,
南野１丁目,1,0,1,1
南野２丁目,466,426,892,448
南野３丁目,468,461,929,402
,935,887,"1,822",851
,,,,
東寺方３丁目,144,219,363,201
,144,219,363,201
,,,,
和田３丁目,448,537,985,564
,448,537,985,564
,,,,
愛宕１丁目,303,329,632,360
愛宕２丁目,450,455,905,483
愛宕３丁目,325,465,790,484
愛宕４丁目,"1,264","1,411","2,675","1,373"
,"2,342","2,660","5,002","2,700"
,,,,
,"72,913","75,950","148,863","72,296"
