年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
35,4,3,22,15,8,10,20,18,14,10,6,4,13,13,17,16,19,8,3,6,3,2,8,4,12,7,16,18,59,60,6,3,8,17,18,9,9,4,14,16,14,10,9,7,18,17,8,4,9,10,3,5,8,10,2,3,12,8,10,8,10,7,4,9,0,1,16,28,31,23,6,2,8,4,12,10,19,10,27,15,36,37,6,5,8,5,0,0,11,15,25,21,23,20,12,11,5,7,5,4,0,0,17,12,16,15,3,4,1,3,4,0,17,22,18,14,3,6,4,3,4,6,8,2,27,28,14,20,9,18,6,8,10,11,9,12,17,28,12,11,30,29,2,1,11,18,13,10,9,5,7,5,1,1,3,4,3,1,5,3,1,4,14,20,934,883,"1,817"
36,6,10,15,15,10,12,12,14,14,15,7,6,26,13,8,9,13,11,4,4,3,2,6,4,8,6,18,14,66,38,4,4,8,6,10,10,15,13,17,17,10,9,4,8,11,12,11,13,7,5,9,2,12,5,4,5,11,15,13,10,9,15,3,7,0,1,24,12,25,35,1,3,8,10,9,11,16,22,26,32,29,39,6,3,11,10,0,0,15,14,31,23,31,23,15,9,8,9,6,10,0,0,9,11,16,16,2,4,3,3,2,2,19,23,11,20,6,9,2,2,2,6,6,6,28,35,11,18,18,14,9,12,12,9,8,6,24,20,18,14,29,30,2,2,11,13,11,15,6,5,7,9,2,1,5,6,1,3,6,4,1,3,11,12,933,928,"1,861"
37,4,6,18,13,12,7,17,18,8,8,7,10,16,20,9,9,18,14,4,3,2,0,4,7,9,13,20,12,49,73,4,6,6,8,9,13,9,9,22,11,22,10,6,9,11,10,14,12,10,4,4,5,13,12,6,5,17,12,9,9,14,13,4,3,0,2,21,19,31,28,5,1,5,6,8,14,17,16,24,23,47,46,7,6,10,9,2,2,20,8,22,26,28,24,18,14,7,9,9,8,0,0,16,11,21,17,5,1,4,5,2,5,27,20,15,18,5,8,1,3,5,2,2,5,32,27,18,27,11,16,8,10,10,4,7,11,21,16,11,10,28,25,2,2,8,10,6,8,11,5,6,3,0,0,5,1,4,4,3,2,0,3,16,14,968,918,"1,886"
38,6,5,26,20,11,8,10,11,11,13,10,7,21,28,14,10,13,8,7,0,1,3,12,2,11,7,17,12,66,52,10,8,14,2,12,13,10,12,14,15,15,10,10,10,21,10,9,11,6,10,3,4,10,10,5,3,16,14,9,12,11,15,4,7,2,2,16,14,28,21,2,2,10,5,10,16,13,20,30,24,39,49,3,7,3,6,2,2,15,19,17,24,16,17,13,8,13,12,8,5,0,0,14,15,19,15,5,4,7,5,3,3,26,26,16,9,7,11,2,4,3,7,5,8,33,23,21,23,24,10,10,10,9,10,11,9,21,23,7,7,27,26,4,3,8,18,6,9,9,9,9,7,0,2,3,6,4,2,5,7,1,3,11,8,985,927,"1,912"
39,4,2,25,12,9,9,13,9,10,11,10,3,33,28,12,12,12,14,2,3,2,1,5,2,14,9,27,16,66,64,7,6,14,10,14,15,12,15,26,9,12,9,13,10,17,15,9,12,5,7,10,9,7,9,6,4,14,13,7,9,16,9,5,6,1,2,26,24,35,18,4,2,11,7,20,19,17,14,26,18,46,41,9,4,10,9,3,2,15,21,33,29,23,27,13,16,5,7,5,9,0,0,9,10,26,16,2,6,3,5,4,4,21,20,15,6,6,4,6,2,9,3,2,5,28,25,22,20,20,17,8,18,12,9,9,12,20,20,10,10,23,36,6,5,8,13,6,13,7,3,6,4,1,3,1,1,4,3,2,2,5,2,16,13,"1,057",941,"1,998"
40,6,3,32,25,5,15,21,7,15,10,4,8,26,31,22,13,9,9,6,2,0,0,7,9,11,9,20,18,71,64,7,8,9,8,9,12,11,7,18,17,10,10,5,9,18,11,19,7,8,8,9,7,8,5,6,3,13,6,11,12,9,12,5,5,1,0,18,16,28,17,3,5,12,5,18,20,11,16,23,29,47,35,3,2,10,5,3,4,12,10,20,27,29,24,18,10,12,8,11,11,0,0,8,16,16,16,6,3,3,5,2,4,26,22,19,12,8,5,3,3,8,7,3,5,37,28,35,27,28,26,22,11,9,9,14,19,16,20,9,11,35,45,6,10,15,5,12,11,12,4,8,6,1,2,1,5,1,3,3,1,4,1,13,16,"1,092",972,"2,064"
41,6,6,26,17,10,12,16,9,16,18,5,7,35,40,8,15,17,6,2,5,6,4,8,7,15,14,18,16,92,69,6,3,10,8,15,11,15,11,23,14,11,3,7,7,13,15,6,7,10,9,2,5,5,2,5,13,11,14,10,13,8,11,10,5,2,0,18,14,22,26,5,1,13,7,15,20,14,10,27,25,36,34,4,3,5,14,2,2,10,9,29,22,31,37,7,27,18,11,6,11,0,0,17,15,26,25,2,9,4,5,4,1,28,17,21,23,9,7,0,2,4,10,2,3,23,29,22,27,23,15,10,12,8,17,18,21,25,23,13,13,33,44,7,6,11,12,18,12,2,3,10,8,1,1,2,4,4,3,7,4,2,6,20,15,"1,087","1,061","2,148"
42,4,8,25,18,11,3,13,11,19,11,5,3,34,50,18,17,16,11,3,3,3,3,9,4,9,15,23,18,94,69,14,6,12,12,18,9,5,8,21,18,11,17,8,5,10,10,16,11,7,11,10,12,6,11,5,6,8,13,13,7,12,14,7,15,0,1,11,22,24,19,1,1,10,8,22,13,16,15,24,24,26,44,10,8,5,10,0,2,15,17,19,13,21,30,15,14,9,15,5,8,0,0,19,15,22,18,4,6,9,5,2,5,24,13,13,18,9,4,5,1,8,6,7,0,34,30,31,26,21,24,15,18,23,15,16,14,23,22,24,16,41,49,4,5,12,16,15,16,8,12,6,8,3,2,4,5,3,7,4,6,3,3,23,19,"1,137","1,097","2,234"
43,3,6,16,20,6,11,18,17,11,11,7,5,35,46,20,13,13,13,6,6,4,4,3,2,14,8,27,23,73,84,9,5,17,13,21,14,9,8,27,15,9,12,6,6,10,14,9,11,8,6,10,10,13,9,14,5,10,15,9,9,13,14,9,7,1,0,17,14,21,17,5,2,13,4,19,14,12,19,27,28,37,36,8,4,11,9,2,1,16,9,15,20,26,20,18,20,12,13,10,10,0,0,16,8,26,26,8,11,9,6,5,2,29,25,16,20,9,12,4,8,6,7,5,3,30,32,32,23,30,19,12,12,19,18,24,14,27,33,18,17,57,48,1,3,14,9,14,6,11,5,18,13,0,2,2,6,6,6,7,4,5,6,12,11,"1,201","1,097","2,298"
44,7,7,23,19,5,9,14,20,18,10,9,8,41,46,20,25,15,11,2,7,1,1,11,7,13,12,25,17,97,85,3,10,10,6,9,17,11,14,31,13,11,12,9,3,19,12,10,11,3,6,7,8,10,6,10,6,16,12,14,12,22,14,4,8,0,0,9,8,13,20,3,4,4,8,27,18,11,8,30,39,36,35,9,6,7,8,0,4,17,20,31,17,29,35,17,18,12,15,9,7,0,0,25,16,30,25,4,4,8,7,2,3,29,23,19,21,9,13,4,7,11,9,4,4,32,24,24,17,29,9,21,21,11,13,12,13,25,27,20,21,48,71,5,5,11,16,10,10,6,9,5,7,1,1,5,7,7,3,5,5,4,4,16,16,"1,206","1,155","2,361"
45,10,6,23,24,14,8,11,21,12,17,10,5,58,50,19,24,9,15,6,4,2,2,10,5,9,13,31,26,83,98,10,6,8,7,12,7,15,8,13,17,12,11,7,8,20,8,18,18,9,15,5,5,13,7,14,9,8,15,9,14,12,9,12,1,0,2,21,15,21,18,5,2,8,7,16,20,9,17,38,27,40,36,10,5,11,11,2,4,13,14,32,25,31,21,24,18,13,14,7,7,0,0,21,13,20,27,8,10,6,7,6,2,19,21,25,30,13,14,7,5,6,14,3,4,30,31,25,24,21,24,27,22,18,9,22,15,23,25,8,17,49,63,8,8,13,21,6,16,11,8,9,5,1,4,5,6,5,7,7,8,3,2,12,12,"1,242","1,220","2,462"
46,8,6,25,17,11,19,15,13,14,9,3,7,41,44,19,28,15,24,6,1,4,3,6,5,16,11,30,23,104,75,5,14,10,13,17,9,9,12,12,14,16,11,9,8,18,17,16,14,8,7,9,11,13,10,13,11,7,10,7,9,13,14,9,8,2,1,11,17,23,26,3,5,9,11,21,16,15,17,28,33,32,25,7,15,9,16,0,5,20,17,35,35,27,30,26,24,19,18,9,9,0,0,17,12,32,30,8,5,5,13,6,7,32,16,29,23,5,7,7,2,8,9,2,4,23,30,25,25,20,18,18,19,14,22,19,13,39,30,15,20,68,44,9,7,14,8,14,16,7,6,9,11,0,2,6,11,6,3,11,5,5,4,10,23,"1,287","1,242","2,529"
47,5,14,24,19,8,18,20,17,15,9,4,6,42,50,29,24,21,10,7,8,6,1,9,6,15,12,23,21,90,65,12,12,13,12,12,13,10,8,20,10,15,10,6,8,21,15,14,14,13,5,9,3,8,9,10,7,14,15,10,8,19,18,2,9,0,1,21,13,23,24,5,1,9,8,15,16,19,15,43,46,29,37,12,10,8,17,1,6,17,33,30,33,38,33,44,28,20,14,12,9,0,0,26,16,17,31,12,3,14,10,3,5,26,30,24,35,10,9,7,5,15,10,4,10,35,29,19,19,21,20,18,18,11,14,10,20,33,18,20,18,50,54,3,5,16,10,17,16,10,7,6,5,2,6,5,6,5,8,8,6,2,4,17,16,"1,338","1,263","2,601"
48,4,4,19,25,12,17,18,27,10,13,9,6,48,38,22,30,10,12,8,2,4,2,13,5,15,7,31,15,103,91,5,8,12,9,21,14,9,11,19,11,16,14,12,11,20,13,9,20,8,11,8,14,14,14,13,6,10,12,9,6,10,20,2,4,2,2,18,13,26,26,6,2,5,3,12,20,11,12,42,42,28,32,9,5,15,14,5,10,14,16,25,24,28,39,30,23,19,15,10,8,0,0,10,8,22,20,9,7,7,3,2,6,29,26,25,23,7,16,7,2,8,12,4,8,26,29,17,18,24,34,12,17,16,12,10,17,35,26,18,12,38,36,7,6,14,11,5,13,10,6,8,9,3,3,6,5,7,7,10,9,11,3,17,19,"1,252","1,221","2,473"
49,8,7,23,19,16,18,22,26,12,8,5,11,46,35,26,38,15,16,3,7,1,3,11,9,7,13,15,23,94,78,11,7,6,9,14,15,5,11,16,12,17,8,4,3,13,20,11,15,6,5,11,12,12,7,11,9,9,22,6,12,11,14,5,5,2,0,9,12,17,15,2,5,16,14,13,12,15,13,50,29,29,27,7,11,12,18,7,4,18,14,33,25,32,23,28,26,9,13,9,13,0,0,17,20,18,29,5,7,11,8,3,4,21,26,23,21,6,14,3,4,12,7,4,4,30,25,21,18,21,22,28,13,10,21,19,16,32,22,19,17,32,23,4,4,7,10,13,11,10,8,14,9,4,4,8,13,4,5,9,3,2,2,14,18,"1,204","1,179","2,383"
50,4,8,16,40,25,15,29,18,7,7,13,9,40,28,26,27,13,18,8,2,3,3,9,2,3,8,18,16,88,82,5,1,15,11,19,8,8,12,20,14,11,12,7,8,8,9,23,16,3,6,6,8,11,13,21,13,13,18,8,14,16,16,2,2,0,1,12,11,20,22,2,0,10,8,17,8,14,12,40,42,23,20,7,9,14,16,6,5,28,17,22,34,27,23,27,22,11,16,16,9,0,0,21,13,13,12,9,9,10,7,8,1,25,28,23,20,12,10,5,3,2,10,10,5,21,22,17,24,21,18,17,17,16,8,18,12,24,28,18,21,46,36,5,5,7,14,13,12,6,11,10,7,4,1,5,10,5,4,8,3,6,5,13,12,"1,212","1,127","2,339"
51,1,12,18,24,17,1,22,21,15,13,12,12,36,39,34,25,16,18,7,3,3,1,3,8,13,9,21,23,93,80,11,8,13,17,16,10,4,9,11,16,16,10,5,6,15,20,13,13,7,10,13,5,10,11,9,5,11,17,9,13,15,12,3,4,3,1,17,11,33,17,1,2,8,6,8,11,19,9,45,51,25,18,7,7,15,20,6,7,26,14,32,23,34,31,26,20,11,18,15,6,0,0,16,17,16,20,1,18,6,11,0,5,35,28,24,22,12,16,4,9,14,7,6,5,32,25,15,17,16,19,16,19,15,17,12,8,21,29,16,11,35,22,5,4,13,11,11,12,12,4,5,9,1,4,5,5,3,6,8,10,1,7,18,19,"1,217","1,163","2,380"
52,5,6,25,20,13,7,24,18,9,8,8,5,34,31,36,27,21,20,4,1,1,0,7,6,10,12,27,24,91,64,9,4,10,4,12,7,9,7,16,10,18,13,8,7,17,13,8,18,7,10,6,11,16,15,10,9,11,12,5,5,13,9,5,5,4,2,14,11,25,20,6,4,11,6,8,10,11,20,46,37,16,22,9,15,9,15,6,8,19,19,28,24,27,20,21,14,15,10,6,10,0,0,20,9,18,18,6,10,7,7,4,3,26,23,16,24,11,10,3,3,11,11,3,6,21,19,19,15,22,24,9,10,10,11,21,7,25,17,11,7,34,26,4,3,9,11,13,15,4,6,5,6,0,4,7,5,2,6,9,4,3,2,11,24,"1,140","1,021","2,161"
53,3,5,20,13,10,8,13,16,12,13,7,4,21,22,27,26,16,12,7,1,3,0,7,6,9,5,17,20,72,65,7,4,14,4,7,7,10,3,13,6,15,4,3,7,12,16,7,15,4,9,16,2,9,12,9,6,10,15,9,10,8,20,3,2,0,0,17,11,20,11,6,5,10,9,12,7,12,13,30,37,13,16,6,5,8,9,2,10,21,11,21,22,18,21,17,17,14,13,8,4,0,0,14,11,16,15,1,6,7,9,1,3,22,21,15,12,5,10,3,1,8,7,6,3,20,13,13,11,23,17,12,15,10,7,10,7,15,18,13,18,21,18,0,4,13,14,10,10,3,2,4,4,1,3,6,7,5,4,6,6,1,2,22,19,941,876,"1,817"
54,11,8,19,27,10,11,24,22,9,10,11,10,36,25,24,28,16,16,5,5,5,2,3,2,7,8,26,21,71,60,6,4,12,11,8,10,6,7,10,12,5,15,4,5,20,12,9,16,7,3,9,8,13,10,2,7,18,17,4,5,7,12,2,3,0,0,9,15,18,22,2,3,17,13,19,16,15,17,46,43,16,15,10,12,12,17,6,4,23,19,21,26,27,23,21,13,17,10,11,5,0,0,12,14,17,25,4,5,3,5,1,1,24,25,28,17,7,8,5,3,7,7,6,9,20,23,15,13,14,16,15,14,10,12,13,8,20,20,20,12,25,22,5,6,3,7,15,18,6,5,7,6,4,3,9,6,6,3,6,3,2,11,15,27,"1,053","1,039","2,092"
55,5,6,23,23,6,4,13,15,6,7,10,12,25,23,21,20,13,11,5,5,1,1,1,4,9,8,31,21,91,56,7,7,6,11,4,7,5,5,14,13,9,9,4,2,12,19,15,15,8,8,8,7,13,8,9,11,12,19,11,10,9,9,3,3,0,0,13,13,20,12,6,1,17,15,15,14,17,22,52,39,13,20,12,13,10,12,2,2,21,19,34,19,17,18,17,22,16,14,8,5,0,0,23,15,11,19,3,5,2,4,2,4,27,17,15,11,5,9,3,2,6,4,4,7,24,22,16,9,19,13,11,9,11,17,11,9,18,15,19,15,15,26,2,4,5,14,15,12,4,7,7,8,1,3,6,3,7,1,3,3,2,4,17,19,"1,013",949,"1,962"
56,13,8,24,18,10,13,21,15,11,11,9,6,33,19,16,23,15,8,5,7,1,1,6,2,9,13,23,32,63,51,6,4,9,10,10,10,8,11,18,11,8,9,0,3,12,20,13,12,13,7,6,10,9,11,7,8,7,11,10,10,13,6,3,3,0,1,13,12,17,12,3,6,15,13,13,15,15,13,29,37,24,17,7,6,10,12,2,6,19,13,22,17,17,14,15,11,11,15,4,8,0,0,16,15,15,18,6,8,9,7,6,1,17,17,13,20,6,8,5,5,4,3,6,4,20,22,14,12,13,12,11,9,12,12,13,7,12,11,11,13,22,14,2,2,5,7,8,17,7,6,8,4,1,2,0,4,2,3,5,4,4,8,18,18,938,904,"1,842"
57,7,8,23,18,10,11,10,6,9,8,5,5,15,21,26,13,19,14,4,4,1,3,5,4,13,8,21,15,61,50,4,3,5,3,6,5,6,3,16,12,8,10,9,2,16,12,9,10,11,6,3,12,11,7,6,3,12,18,6,16,11,10,1,2,0,0,11,9,18,9,7,3,6,10,11,16,17,22,29,37,12,17,11,6,7,4,3,5,19,15,18,10,22,24,21,18,14,9,2,7,0,0,9,14,22,24,1,3,7,6,3,2,23,17,17,11,10,7,3,3,3,10,4,6,20,15,15,13,13,10,13,12,13,12,4,8,14,17,17,17,14,21,4,3,7,9,20,15,3,7,3,6,0,4,4,7,2,1,5,4,2,3,22,23,894,853,"1,747"
58,6,6,16,16,10,6,15,17,7,6,8,6,17,14,16,16,10,9,0,1,0,1,3,2,6,4,14,23,60,51,4,7,7,5,14,5,6,3,17,15,11,9,6,7,9,14,8,10,8,10,6,4,8,11,9,7,15,18,9,7,19,14,2,4,0,0,14,8,10,13,3,4,10,9,13,10,14,14,29,23,20,19,3,5,7,11,4,4,16,16,15,19,14,16,12,18,5,8,10,11,0,0,16,12,16,16,2,4,9,5,4,2,19,23,18,18,10,8,3,2,6,6,6,7,16,20,9,10,11,19,13,7,6,11,10,8,9,15,12,5,15,21,2,3,10,18,6,16,4,3,1,1,1,3,4,4,3,3,6,3,3,5,19,25,814,839,"1,653"
59,13,4,16,13,8,6,7,11,4,8,4,4,18,12,17,16,11,15,4,2,2,0,1,2,5,8,22,16,44,48,0,7,5,9,8,6,6,4,14,10,5,6,4,3,11,7,14,9,8,6,4,5,14,6,3,5,12,14,9,9,9,10,1,0,1,0,7,9,12,11,1,3,12,9,9,11,17,12,33,20,12,15,8,8,3,5,1,6,18,15,19,23,18,17,20,24,2,8,6,9,0,0,17,8,20,21,4,6,6,7,4,2,16,15,15,10,6,17,2,0,6,8,4,2,15,17,11,8,18,14,6,7,17,14,5,9,17,22,14,6,23,24,4,1,5,6,14,15,2,4,10,6,2,3,4,4,2,4,6,8,1,3,17,25,795,782,"1,577"
60,6,11,11,13,9,4,12,17,4,9,6,12,13,21,18,13,11,10,3,6,3,2,2,3,8,13,23,9,38,37,2,2,8,5,9,9,7,6,12,5,8,3,2,2,8,14,16,18,15,9,12,9,6,8,11,4,13,17,7,15,17,20,0,2,0,0,10,12,10,11,3,1,5,9,9,21,17,14,31,25,14,20,6,11,7,9,6,3,11,17,13,17,14,12,13,15,8,10,5,10,0,0,10,11,21,29,1,0,3,4,2,1,19,13,18,14,6,10,4,2,5,0,4,6,18,16,9,11,12,16,10,12,14,20,5,11,7,23,7,8,23,19,2,3,8,9,12,13,6,6,4,4,0,1,0,8,1,3,8,4,1,5,13,21,755,848,"1,603"
61,1,8,12,13,11,9,11,18,9,4,5,4,16,20,15,15,6,12,3,5,0,3,6,1,7,4,19,13,41,43,6,4,5,3,8,3,6,4,7,7,5,9,2,5,8,9,14,11,8,19,9,8,7,11,4,11,17,13,6,9,12,16,1,2,2,1,13,4,9,10,1,2,6,5,15,8,17,14,19,19,20,15,2,6,9,11,3,5,16,10,13,15,20,18,19,20,11,12,7,5,0,0,12,12,18,20,5,1,10,9,0,4,14,18,20,29,14,20,6,5,10,8,5,5,11,17,18,12,16,19,5,11,12,22,8,7,14,15,10,5,20,18,1,3,14,9,11,14,4,7,6,4,2,3,1,8,3,6,4,7,0,4,18,27,781,845,"1,626"
62,4,4,16,16,8,4,12,15,9,11,4,4,18,14,7,7,1,7,2,2,2,2,3,5,5,7,19,10,43,38,3,3,1,9,5,4,4,4,14,4,3,4,4,3,10,9,12,16,15,11,5,4,8,6,6,5,11,17,7,6,6,13,1,8,0,1,10,5,9,14,1,2,7,10,7,17,10,20,20,16,23,16,7,6,8,14,2,3,14,11,11,10,18,26,23,26,12,12,11,4,0,0,9,16,19,36,1,10,3,9,4,5,12,21,16,28,13,21,5,5,4,5,2,3,15,14,12,9,15,14,4,12,20,17,7,7,15,8,10,3,16,15,1,5,10,8,15,13,4,5,3,5,1,1,6,3,4,8,3,12,5,7,18,16,733,826,"1,559"
63,5,13,13,14,7,9,14,15,12,8,6,2,11,13,9,13,9,8,2,3,3,0,4,3,10,2,11,6,50,36,4,2,5,7,4,9,4,4,5,8,6,5,3,0,14,12,7,13,6,9,9,3,7,11,11,11,7,14,4,15,18,13,5,3,0,0,3,8,7,5,2,2,8,5,15,13,16,20,19,11,19,14,3,5,7,8,4,4,11,13,13,9,16,24,13,23,10,11,3,8,0,0,10,14,21,32,3,14,6,5,3,6,17,12,16,20,14,12,3,2,3,15,2,6,18,16,8,11,20,20,7,11,12,20,9,8,12,14,9,6,9,24,5,7,9,21,20,13,5,3,6,3,1,3,7,7,5,3,8,8,6,5,18,26,746,834,"1,580"
64,4,8,9,9,8,7,11,8,6,3,6,8,10,17,12,12,8,13,3,2,0,1,5,1,3,8,13,15,39,33,5,2,7,3,8,9,6,3,8,11,4,6,3,3,8,5,11,13,9,8,5,8,7,8,6,5,16,15,8,22,20,15,2,3,1,0,10,5,10,6,3,1,10,5,15,11,11,16,15,23,12,27,7,4,5,8,3,6,13,10,18,27,15,23,25,14,17,11,10,6,0,0,14,13,25,44,4,10,4,3,3,6,16,11,22,24,15,31,5,4,9,7,5,14,15,9,9,16,14,18,15,22,15,27,6,14,10,17,7,7,17,23,4,10,13,26,15,17,6,9,6,9,4,2,5,5,6,6,4,4,4,3,29,21,796,919,"1,715"
65,4,4,8,15,6,7,14,16,3,8,6,7,18,8,11,17,7,6,4,6,2,1,5,6,3,3,13,13,43,44,6,4,4,3,5,14,5,9,11,9,2,2,4,2,6,6,16,10,4,14,7,7,7,14,6,12,11,15,14,15,11,27,3,15,1,1,8,9,5,7,2,3,4,5,11,12,22,22,22,16,20,21,3,4,6,18,4,3,13,14,19,13,14,27,18,24,17,14,7,8,0,0,16,14,31,52,3,9,5,13,1,3,16,13,12,23,14,23,4,3,5,11,7,4,11,17,11,16,20,26,14,15,10,13,6,12,13,4,6,6,14,20,3,1,7,14,10,12,8,4,2,6,2,6,4,8,5,3,6,2,4,9,19,20,754,942,"1,696"
66,10,5,14,11,3,14,18,14,11,8,6,5,28,24,13,12,10,11,3,3,3,3,5,6,2,7,20,10,35,40,3,7,7,7,10,12,9,2,9,13,3,6,2,7,10,8,13,12,11,10,8,10,7,10,12,16,12,13,9,26,20,25,3,4,0,1,5,6,7,7,3,1,8,7,8,8,19,27,16,25,21,29,7,8,12,13,7,2,8,9,17,14,26,25,18,23,11,15,10,6,0,0,12,11,36,42,6,4,4,8,4,7,17,13,24,21,14,21,6,8,7,11,5,8,14,16,12,12,12,30,15,22,22,35,8,12,9,13,8,5,12,19,7,6,16,21,12,21,4,6,5,7,3,4,3,1,4,6,9,10,4,9,17,27,863,"1,023","1,886"
67,6,14,22,13,6,3,14,11,10,9,5,3,11,16,13,12,10,14,6,2,5,1,4,5,5,3,12,13,28,46,4,11,8,8,12,16,4,3,11,10,10,6,1,6,12,11,14,11,7,13,5,7,9,8,13,9,12,19,14,21,16,20,2,4,0,0,7,6,6,9,5,0,4,6,11,14,17,24,22,20,25,21,3,7,15,16,2,4,13,10,17,24,30,26,19,25,9,16,13,9,0,0,15,19,36,40,11,14,8,10,4,4,17,19,33,33,34,24,5,5,10,7,6,13,16,18,9,12,16,32,15,23,16,33,7,10,15,13,10,15,19,25,3,5,19,21,21,14,3,1,11,9,3,0,7,11,7,4,6,4,2,6,22,26,935,"1,055","1,990"
68,8,14,5,15,9,8,9,12,2,10,8,6,23,17,12,11,8,9,1,8,1,1,6,4,7,9,8,5,36,39,2,3,11,4,15,28,2,3,7,5,9,6,1,3,8,10,12,15,9,15,6,11,3,8,17,15,20,29,30,36,21,21,10,7,0,1,5,8,15,6,0,1,8,7,15,17,22,23,22,25,24,24,3,9,14,15,4,5,12,9,15,29,27,23,22,23,17,19,5,9,0,0,15,9,39,38,5,14,7,10,2,6,21,16,26,28,15,24,6,8,13,11,9,6,15,22,12,11,25,36,26,39,24,22,11,20,16,9,6,5,17,29,5,11,11,24,15,22,3,5,6,6,2,5,6,11,2,8,13,13,2,9,27,21,958,"1,138","2,096"
69,10,6,11,18,8,10,13,22,10,13,7,8,21,25,14,11,18,8,2,4,1,3,4,8,4,4,9,14,39,42,5,6,7,6,14,13,2,4,9,13,7,5,5,9,9,12,20,15,12,14,7,9,10,12,20,17,8,25,15,23,24,19,8,13,0,0,8,9,6,5,1,2,9,9,16,12,31,16,20,22,24,37,10,5,13,22,3,9,11,17,24,30,30,32,34,39,9,29,5,9,0,0,7,22,39,48,9,16,17,12,5,11,25,35,24,32,29,32,8,1,13,11,8,16,19,19,10,11,37,45,26,30,24,20,14,21,9,16,5,5,23,29,5,9,23,27,8,22,5,8,10,7,3,1,10,15,4,3,10,15,4,10,20,26,"1,060","1,290","2,350"
70,11,8,18,19,6,7,17,27,13,13,4,6,19,24,18,24,8,8,5,2,0,3,3,4,7,4,13,13,39,48,6,8,6,8,11,15,3,2,18,13,6,8,9,4,6,8,14,11,14,18,12,14,8,16,15,22,21,21,32,30,32,33,17,14,2,0,2,4,6,8,4,2,7,10,16,14,29,30,26,36,26,31,8,13,27,21,5,11,18,19,20,24,24,45,31,41,16,19,10,14,0,0,16,18,42,52,10,16,14,19,5,7,19,23,27,42,25,20,6,7,10,7,12,13,16,22,12,8,31,49,33,44,36,42,14,15,8,17,7,11,30,37,12,13,28,37,21,15,5,1,6,10,6,5,13,12,9,9,15,10,10,10,42,29,"1,228","1,417","2,645"
71,2,10,20,17,9,10,13,18,11,10,4,4,25,19,17,21,10,16,6,6,5,7,8,3,5,6,13,14,40,45,8,2,4,10,15,16,7,8,12,17,7,16,6,5,8,9,18,23,18,23,14,13,11,21,13,14,16,23,38,46,28,36,11,14,0,1,10,5,5,8,3,4,6,10,9,10,24,14,18,22,36,26,9,7,18,39,7,14,17,9,29,18,25,31,32,49,23,42,10,11,0,0,23,20,55,59,11,19,14,14,13,8,18,24,41,41,24,28,8,10,11,20,19,14,13,19,12,14,50,51,36,49,24,38,12,12,10,10,10,5,35,28,12,11,27,45,26,17,4,9,12,8,6,5,9,22,6,6,9,20,12,15,21,24,"1,286","1,487","2,773"
72,9,8,11,17,3,14,13,18,3,5,5,8,20,25,13,9,12,14,4,2,3,0,7,8,6,5,6,9,36,38,4,5,6,13,19,15,4,5,17,6,8,10,5,2,13,11,8,15,11,11,14,11,15,17,15,24,19,27,36,29,22,23,15,10,1,0,3,8,4,8,3,7,7,3,10,16,24,14,24,27,16,33,3,7,16,29,8,11,6,11,17,20,27,55,38,33,22,40,12,11,0,0,21,17,48,42,16,11,9,16,4,10,19,19,32,42,21,25,7,7,11,20,14,5,17,14,7,10,41,40,31,45,37,30,16,14,9,8,6,4,35,36,14,15,28,37,17,10,5,2,5,8,7,9,14,10,9,10,12,14,10,15,23,27,"1,168","1,319","2,487"
