年齢別人口　平成３１年４月１日現在,,,,
年齢,男,女,合計,
0,457,400,857,
1,541,494,"1,035",
2,541,549,"1,090",
3,547,538,"1,085",
4,585,589,"1,174",
5,598,605,"1,203",
6,574,547,"1,121",
7,616,565,"1,181",
8,592,611,"1,203",
9,655,629,"1,284",
小計,"5,706","5,527","11,233",
10,648,615,"1,263",
11,636,623,"1,259",
12,644,623,"1,267",
13,610,550,"1,160",
14,610,567,"1,177",
15,633,639,"1,272",
16,629,568,"1,197",
17,627,607,"1,234",
18,636,622,"1,258",
19,745,654,"1,399",
小計,"6,418","6,068","12,486",
20,756,749,"1,505",
21,811,747,"1,558",
22,819,838,"1,657",
23,809,759,"1,568",
24,776,789,"1,565",
25,751,694,"1,445",
26,714,688,"1,402",
27,684,652,"1,336",
28,680,631,"1,311",
29,657,645,"1,302",
小計,"7,457","7,192","14,649",
30,709,666,"1,375",
31,774,723,"1,497",
32,811,740,"1,551",
33,795,786,"1,581",
34,902,856,"1,758",
35,963,893,"1,856",
36,923,951,"1,874",
37,929,941,"1,870",
38,"1,058",923,"1,981",
39,"1,078",926,"2,004",
小計,"8,942","8,405","17,347",
40,"1,078","1,014","2,092",
41,"1,171","1,090","2,261",
42,"1,182","1,040","2,222",
43,"1,121","1,144","2,265",
44,"1,266","1,224","2,490",
45,"1,274","1,196","2,470",
46,"1,272","1,281","2,553",
47,"1,356","1,241","2,597",
48,"1,193","1,151","2,344",
49,"1,181","1,172","2,353",
小計,"12,094","11,553","23,647",
50,"1,240","1,172","2,412",
51,"1,184","1,060","2,244",
52,"1,011",941,"1,952",
53,"1,042",959,"2,001",
54,"1,041","1,038","2,079",
55,946,896,"1,842",
56,912,902,"1,814",
57,876,844,"1,720",
58,799,796,"1,595",
59,774,802,"1,576",
小計,"9,825","9,410","19,235",
60,743,837,"1,580",
61,775,826,"1,601",
62,732,830,"1,562",
63,771,915,"1,686",
64,774,934,"1,708",
65,816,956,"1,772",
66,870,"1,058","1,928",
67,977,"1,071","2,048",
68,"1,012","1,208","2,220",
69,"1,145","1,354","2,499",
小計,"8,615","9,989","18,604",
70,"1,250","1,451","2,701",
71,"1,300","1,494","2,794",
72,975,"1,091","2,066",
73,720,851,"1,571",
74,890,"1,009","1,899",
75,927,"1,232","2,159",
76,941,"1,068","2,009",
77,889,"1,011","1,900",
78,792,995,"1,787",
79,681,811,"1,492",
小計,"9,365","11,013","20,378",
80,578,727,"1,305",
81,614,702,"1,316",
82,541,682,"1,223",
83,490,682,"1,172",
84,435,501,936,
85,375,511,886,
86,328,478,806,
87,244,421,665,
88,203,355,558,
89,164,282,446,
小計,"3,972","5,341","9,313",
90,130,282,412,
91,85,230,315,
92,74,195,269,
93,50,153,203,
94,39,139,178,
95,31,100,131,
96,17,63,80,
97,8,61,69,
98,9,48,57,
99,6,25,31,
小計,449,"1,296","1,745",
100以上,5,49,54,
合計,"72,848","75,843","148,691",
,,,,
