町丁目別人口・世帯数　令和元年８月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,431,529,960,492
関戸２丁目,"1,312","1,364","2,676","1,447"
関戸３丁目,690,731,"1,421",709
関戸４丁目,"1,019","1,131","2,150","1,209"
関戸５丁目,714,735,"1,449",720
関戸６丁目,466,450,916,416
,"4,632","4,940","9,572","4,993"
,,,,
連光寺１丁目,"1,866","1,880","3,746","1,605"
連光寺２丁目,"1,218","1,215","2,433","1,016"
連光寺３丁目,895,885,"1,780",823
連光寺４丁目,284,267,551,263
連光寺５丁目,159,151,310,169
連光寺６丁目,424,340,764,375
,"4,846","4,738","9,584","4,251"
,,,,
貝取,631,559,"1,190",621
,631,559,"1,190",621
,,,,
乞田,"1,378","1,235","2,613","1,321"
,"1,378","1,235","2,613","1,321"
,,,,
和田,"4,726","4,521","9,247","4,110"
,"4,726","4,521","9,247","4,110"
,,,,
百草,445,439,884,425
,445,439,884,425
,,,,
落川,657,623,"1,280",577
,657,623,"1,280",577
,,,,
東寺方,879,805,"1,684",827
東寺方１丁目,542,593,"1,135",554
,"1,421","1,398","2,819","1,381"
,,,,
一ノ宮１丁目,"1,149",946,"2,095","1,359"
一ノ宮２丁目,744,742,"1,486",900
一ノ宮３丁目,428,462,890,506
一ノ宮４丁目,940,989,"1,929","1,023"
,"3,261","3,139","6,400","3,788"
,,,,
桜ヶ丘１丁目,944,"1,033","1,977",934
桜ヶ丘２丁目,615,724,"1,339",608
桜ヶ丘３丁目,588,625,"1,213",536
桜ヶ丘４丁目,743,832,"1,575",830
,"2,890","3,214","6,104","2,908"
,,,,
和田（百草団地）,622,687,"1,309",875
,622,687,"1,309",875
,,,,
聖ヶ丘１丁目,887,"1,022","1,909",871
聖ヶ丘２丁目,836,997,"1,833",850
聖ヶ丘３丁目,"1,064","1,077","2,141",941
聖ヶ丘４丁目,355,382,737,297
聖ヶ丘５丁目,57,45,102,33
,"3,199","3,523","6,722","2,992"
,,,,
馬引沢１丁目,913,870,"1,783",924
馬引沢２丁目,"1,250","1,140","2,390","1,243"
,"2,163","2,010","4,173","2,167"
,,,,
山王下１丁目,289,360,649,511
,289,360,649,511
,,,,
中沢１丁目,603,541,"1,144",634
中沢２丁目,919,"1,002","1,921",848
,"1,522","1,543","3,065","1,482"
,,,,
唐木田１丁目,"1,143","1,184","2,327","1,116"
唐木田２丁目,0,0,0,0
,"1,143","1,184","2,327","1,116"
,,,,
諏訪１丁目,"2,041","2,067","4,108","1,956"
諏訪２丁目,"1,773","1,990","3,763","1,665"
諏訪３丁目,555,553,"1,108",521
諏訪４丁目,852,"1,131","1,983","1,079"
諏訪５丁目,277,362,639,381
,"5,498","6,103","11,601","5,602"
,,,,
永山１丁目,960,"1,007","1,967","1,123"
永山２丁目,"1,580","1,590","3,170","1,541"
永山３丁目,"1,763","1,941","3,704","1,848"
永山４丁目,"1,419","1,568","2,987","1,834"
永山５丁目,967,"1,104","2,071",881
永山６丁目,601,611,"1,212",590
,"7,290","7,821","15,111","7,817"
,,,,
貝取１丁目,"1,033",958,"1,991",950
貝取２丁目,"1,616","1,781","3,397","1,486"
貝取３丁目,422,559,981,448
貝取４丁目,529,566,"1,095",533
貝取５丁目,271,323,594,338
,"3,871","4,187","8,058","3,755"
,,,,
豊ヶ丘１丁目,"1,561","1,510","3,071","1,531"
豊ヶ丘２丁目,"1,454","1,494","2,948","1,326"
豊ヶ丘３丁目,752,885,"1,637",698
豊ヶ丘４丁目,329,360,689,399
豊ヶ丘５丁目,618,708,"1,326",653
豊ヶ丘６丁目,437,504,941,489
,"5,151","5,461","10,612","5,096"
,,,,
落合１丁目,"1,430","1,530","2,960","1,474"
落合２丁目,"1,153","1,096","2,249",883
落合３丁目,"1,476","1,553","3,029","1,486"
落合４丁目,"1,028","1,163","2,191","1,124"
落合５丁目,"1,078","1,110","2,188",925
落合６丁目,900,829,"1,729",797
,"7,065","7,281","14,346","6,689"
,,,,
鶴牧１丁目,"1,275","1,294","2,569","1,188"
鶴牧２丁目,874,803,"1,677",815
鶴牧３丁目,"2,110","2,234","4,344","1,578"
鶴牧４丁目,360,400,760,329
鶴牧５丁目,931,"1,056","1,987",858
鶴牧６丁目,854,920,"1,774",781
,"6,404","6,707","13,111","5,549"
,,,,
南野１丁目,2,0,2,2
南野２丁目,467,430,897,454
南野３丁目,471,460,931,399
,940,890,"1,830",855
,,,,
東寺方３丁目,145,219,364,201
,145,219,364,201
,,,,
和田３丁目,448,538,986,567
,448,538,986,567
,,,,
愛宕１丁目,304,329,633,362
愛宕２丁目,448,455,903,482
愛宕３丁目,327,467,794,487
愛宕４丁目,"1,260","1,413","2,673","1,369"
,"2,339","2,664","5,003","2,700"
,,,,
,"72,976","75,984","148,960","72,349"
