町丁目別人口・世帯数　令和元年６月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,430,530,960,491
関戸２丁目,"1,306","1,372","2,678","1,448"
関戸３丁目,699,735,"1,434",715
関戸４丁目,"1,018","1,133","2,151","1,212"
関戸５丁目,719,736,"1,455",725
関戸６丁目,461,445,906,408
,"4,633","4,951","9,584","4,999"
,,,,
連光寺１丁目,"1,867","1,881","3,748","1,612"
連光寺２丁目,"1,221","1,214","2,435","1,010"
連光寺３丁目,892,880,"1,772",817
連光寺４丁目,283,267,550,261
連光寺５丁目,152,145,297,164
連光寺６丁目,425,340,765,375
,"4,840","4,727","9,567","4,239"
,,,,
貝取,634,561,"1,195",628
,634,561,"1,195",628
,,,,
乞田,"1,373","1,230","2,603","1,313"
,"1,373","1,230","2,603","1,313"
,,,,
和田,"4,704","4,509","9,213","4,089"
,"4,704","4,509","9,213","4,089"
,,,,
百草,443,433,876,420
,443,433,876,420
,,,,
落川,658,624,"1,282",578
,658,624,"1,282",578
,,,,
東寺方,881,805,"1,686",828
東寺方１丁目,546,603,"1,149",563
,"1,427","1,408","2,835","1,391"
,,,,
一ノ宮１丁目,"1,156",939,"2,095","1,364"
一ノ宮２丁目,758,740,"1,498",905
一ノ宮３丁目,425,458,883,505
一ノ宮４丁目,948,990,"1,938","1,042"
,"3,287","3,127","6,414","3,816"
,,,,
桜ヶ丘１丁目,944,"1,038","1,982",935
桜ヶ丘２丁目,619,723,"1,342",610
桜ヶ丘３丁目,589,629,"1,218",537
桜ヶ丘４丁目,740,831,"1,571",832
,"2,892","3,221","6,113","2,914"
,,,,
和田(百草団地）,623,693,"1,316",874
,623,693,"1,316",874
,,,,
聖ヶ丘１丁目,886,"1,016","1,902",871
聖ヶ丘２丁目,842,996,"1,838",851
聖ヶ丘３丁目,"1,070","1,079","2,149",944
聖ヶ丘４丁目,359,382,741,298
聖ヶ丘５丁目,55,45,100,32
,"3,212","3,518","6,730","2,996"
,,,,
馬引沢１丁目,918,877,"1,795",932
馬引沢２丁目,"1,265","1,159","2,424","1,262"
,"2,183","2,036","4,219","2,194"
,,,,
山王下１丁目,291,361,652,513
,291,361,652,513
,,,,
中沢１丁目,594,541,"1,135",622
中沢２丁目,913,"1,007","1,920",848
,"1,507","1,548","3,055","1,470"
,,,,
唐木田１丁目,"1,150","1,188","2,338","1,117"
唐木田２丁目,0,0,0,0
,"1,150","1,188","2,338","1,117"
,,,,
諏訪１丁目,"2,068","2,094","4,162","1,983"
諏訪２丁目,"1,774","1,991","3,765","1,667"
諏訪３丁目,565,549,"1,114",530
諏訪４丁目,857,"1,146","2,003","1,091"
諏訪５丁目,280,367,647,384
,"5,544","6,147","11,691","5,655"
,,,,
永山１丁目,962,"1,000","1,962","1,124"
永山２丁目,"1,580","1,588","3,168","1,540"
永山３丁目,"1,691","1,883","3,574","1,792"
永山４丁目,"1,422","1,574","2,996","1,838"
永山５丁目,971,"1,106","2,077",886
永山６丁目,607,614,"1,221",595
,"7,233","7,765","14,998","7,775"
,,,,
貝取１丁目,"1,037",962,"1,999",960
貝取２丁目,"1,623","1,780","3,403","1,485"
貝取３丁目,430,563,993,452
貝取４丁目,524,560,"1,084",527
貝取５丁目,274,322,596,338
,"3,888","4,187","8,075","3,762"
,,,,
豊ヶ丘１丁目,"1,558","1,510","3,068","1,528"
豊ヶ丘２丁目,"1,458","1,503","2,961","1,331"
豊ヶ丘３丁目,753,883,"1,636",696
豊ヶ丘４丁目,329,361,690,398
豊ヶ丘５丁目,626,705,"1,331",654
豊ヶ丘６丁目,434,501,935,485
,"5,158","5,463","10,621","5,092"
,,,,
落合１丁目,"1,421","1,536","2,957","1,467"
落合２丁目,"1,153","1,097","2,250",887
落合３丁目,"1,476","1,551","3,027","1,478"
落合４丁目,"1,032","1,165","2,197","1,126"
落合５丁目,"1,076","1,110","2,186",922
落合６丁目,904,837,"1,741",801
,"7,062","7,296","14,358","6,681"
,,,,
鶴牧１丁目,"1,275","1,293","2,568","1,185"
鶴牧２丁目,882,810,"1,692",827
鶴牧３丁目,"2,108","2,227","4,335","1,574"
鶴牧４丁目,360,398,758,325
鶴牧５丁目,929,"1,053","1,982",855
鶴牧６丁目,853,920,"1,773",777
,"6,407","6,701","13,108","5,543"
,,,,
南野１丁目,2,0,2,2
南野２丁目,464,429,893,453
南野３丁目,471,463,934,401
,937,892,"1,829",856
,,,,
東寺方３丁目,143,222,365,201
,143,222,365,201
,,,,
和田３丁目,453,542,995,572
,453,542,995,572
,,,,
愛宕１丁目,301,330,631,360
愛宕２丁目,448,456,904,482
愛宕３丁目,329,465,794,483
愛宕４丁目,"1,259","1,403","2,662","1,365"
,"2,337","2,654","4,991","2,690"
,,,,
,"73,019","76,004","149,023","72,378"
