市区町村コード,地域コード,都道府県名,市町村名,調査年月日,地区名称,総人口,男,女,男0-4,女0-4,男5-9,女5-9,男10-14,女10-14,男15-19,女15-19,男20-24,女20-24,男25-29,女25-29,男30-34,女30-34,男35-39,女35-39,男40-44,女40-44,男45-49,女45-49,男50-54,女50-54,男55-59,女55-59,男60-64,女60-64,男65-69,女65-69,男70-74,女70-74,男75-79,女75-79,男80-84,女80-84,男85,女85,世帯数,備考
132241,11,東京都,多摩市,2018-12-31,関戸１丁目,965,431,534,11,13,16,12,13,15,21,17,15,24,12,19,29,23,27,26,34,31,28,39,24,37,42,34,19,41,43,47,29,31,24,36,16,36,28,53,490,
132241,12,東京都,多摩市,2018-12-31,関戸２丁目,2629,1292,1337,55,37,41,42,39,48,44,54,103,111,83,87,102,90,103,81,112,94,105,117,112,108,90,84,61,65,66,80,64,69,44,67,33,44,35,59,1407,
132241,13,東京都,多摩市,2018-12-31,関戸３丁目,1412,686,726,22,16,20,22,46,30,40,46,46,49,37,36,35,42,52,47,44,50,75,85,56,34,49,41,40,36,31,40,32,45,30,37,16,31,15,39,701,
132241,14,東京都,多摩市,2018-12-31,関戸４丁目,2129,1009,1120,38,31,24,29,32,33,40,25,51,54,52,55,75,75,67,66,81,72,100,104,95,88,69,64,60,74,70,82,58,86,45,67,25,61,27,54,1188,
132241,15,東京都,多摩市,2018-12-31,関戸５丁目,1467,728,739,28,36,26,40,41,33,34,31,37,34,53,37,55,49,62,61,79,63,60,55,51,51,34,41,42,35,47,53,35,34,24,25,11,25,9,36,732,
132241,16,東京都,多摩市,2018-12-31,関戸６丁目,889,453,436,17,16,19,21,17,22,26,18,28,27,24,21,38,30,36,30,30,31,34,39,50,42,33,30,27,25,29,28,17,26,13,12,9,9,6,9,402,
132241,21,東京都,多摩市,2018-12-31,連光寺１丁目,3740,1855,1885,55,52,138,113,153,140,113,90,65,84,55,56,62,60,107,113,203,229,214,197,166,145,96,87,71,79,103,104,82,86,74,95,55,62,43,93,1607,
132241,22,東京都,多摩市,2018-12-31,連光寺２丁目,2447,1225,1222,47,31,61,52,61,75,94,84,90,69,58,52,60,53,65,53,78,91,126,144,137,129,93,81,58,68,70,70,63,57,34,59,19,27,11,27,1001,
132241,23,東京都,多摩市,2018-12-31,連光寺３丁目,1716,862,854,27,29,27,32,37,32,47,56,60,45,41,43,53,35,69,52,69,49,66,78,81,77,67,55,35,51,54,49,45,58,35,46,26,30,23,37,797,
132241,24,東京都,多摩市,2018-12-31,連光寺４丁目,558,290,268,11,4,6,10,17,9,18,9,8,9,6,9,14,13,22,15,20,21,33,22,27,15,20,15,15,21,16,19,18,16,15,26,15,16,9,19,266,
132241,25,東京都,多摩市,2018-12-31,連光寺５丁目,282,143,139,4,3,4,8,5,5,5,1,11,4,1,13,12,4,7,4,13,10,17,12,15,3,6,7,7,7,11,12,12,12,6,11,2,10,5,13,152,
132241,26,東京都,多摩市,2018-12-31,連光寺６丁目,779,428,351,10,15,20,17,17,11,23,22,26,15,28,18,26,22,33,21,45,26,44,29,26,24,16,14,22,16,23,29,37,26,18,16,7,13,7,17,376,
132241,30,東京都,多摩市,2018-12-31,貝取,1191,628,563,31,31,27,18,31,18,27,23,38,24,57,53,59,44,51,42,65,63,58,55,44,42,41,45,29,26,25,25,22,20,13,18,8,7,2,9,623,
132241,40,東京都,多摩市,2018-12-31,乞田,2565,1353,1212,55,46,58,42,62,49,63,49,106,104,112,87,81,78,95,79,124,97,125,105,120,109,107,99,75,58,64,59,40,50,26,40,27,34,13,27,1268,
