年齢別人口　平成３１年１月１日現在,,,,
年齢,男,女,合計,
0,465,419,884,
1,540,505,"1,045",
2,555,521,"1,076",
3,563,562,"1,125",
4,577,588,"1,165",
5,598,599,"1,197",
6,584,540,"1,124",
7,601,576,"1,177",
8,631,631,"1,262",
9,625,594,"1,219",
小計,"5,739","5,535","11,274",
10,650,636,"1,286",
11,636,606,"1,242",
12,627,610,"1,237",
13,625,560,"1,185",
14,612,584,"1,196",
15,612,614,"1,226",
16,649,583,"1,232",
17,627,609,"1,236",
18,619,605,"1,224",
19,738,653,"1,391",
小計,"6,395","6,060","12,455",
20,717,715,"1,432",
21,841,750,"1,591",
22,848,804,"1,652",
23,821,784,"1,605",
24,765,762,"1,527",
25,748,758,"1,506",
26,699,675,"1,374",
27,693,616,"1,309",
28,698,639,"1,337",
29,649,656,"1,305",
小計,"7,479","7,159","14,638",
30,718,667,"1,385",
31,824,737,"1,561",
32,769,757,"1,526",
33,849,809,"1,658",
34,919,878,"1,797",
35,951,891,"1,842",
36,926,948,"1,874",
37,969,912,"1,881",
38,"1,035",920,"1,955",
39,"1,064",944,"2,008",
小計,"9,024","8,463","17,487",
40,"1,100","1,026","2,126",
41,"1,189","1,088","2,277",
42,"1,165","1,076","2,241",
43,"1,159","1,146","2,305",
44,"1,280","1,214","2,494",
45,"1,300","1,223","2,523",
46,"1,282","1,306","2,588",
47,"1,299","1,188","2,487",
48,"1,216","1,183","2,399",
49,"1,189","1,149","2,338",
小計,"12,179","11,599","23,778",
50,"1,239","1,171","2,410",
51,"1,202","1,088","2,290",
52,892,841,"1,733",
53,"1,093","1,025","2,118",
54,"1,016",983,"1,999",
55,955,921,"1,876",
56,914,887,"1,801",
57,825,842,"1,667",
58,819,777,"1,596",
59,758,816,"1,574",
小計,"9,713","9,351","19,064",
60,762,881,"1,643",
61,745,832,"1,577",
62,764,809,"1,573",
63,781,936,"1,717",
64,769,933,"1,702",
65,840,992,"1,832",
66,909,"1,077","1,986",
67,985,"1,113","2,098",
68,"1,004","1,227","2,231",
69,"1,236","1,446","2,682",
小計,"8,795","10,246","19,041",
70,"1,283","1,460","2,743",
71,"1,256","1,405","2,661",
72,840,965,"1,805",
73,796,910,"1,706",
74,912,"1,112","2,024",
75,937,"1,187","2,124",
76,954,"1,047","2,001",
77,843,"1,013","1,856",
78,772,959,"1,731",
79,686,796,"1,482",
小計,"9,279","10,854","20,133",
80,566,721,"1,287",
81,619,710,"1,329",
82,546,682,"1,228",
83,476,646,"1,122",
84,420,475,895,
85,362,542,904,
86,312,471,783,
87,237,376,613,
88,200,343,543,
89,174,287,461,
小計,"3,912","5,253","9,165",
90,100,277,377,
91,88,225,313,
92,64,189,253,
93,57,155,212,
94,33,127,160,
95,26,93,119,
96,15,66,81,
97,10,50,60,
98,9,49,58,
99,4,23,27,
小計,406,"1,254","1,660",
100以上,6,44,50,
合計,"72,927","75,818","148,745",
,,,,
