年齢別人口　令和元年７月１日現在,,,,
年齢,男,女,合計,
0,453,404,857,
1,533,488,"1,021",
2,557,539,"1,096",
3,540,531,"1,071",
4,585,592,"1,177",
5,582,607,"1,189",
6,604,585,"1,189",
7,609,549,"1,158",
8,612,600,"1,212",
9,612,609,"1,221",
小計,"5,687","5,504","11,191",
10,679,642,"1,321",
11,626,609,"1,235",
12,633,628,"1,261",
13,617,561,"1,178",
14,605,554,"1,159",
15,651,631,"1,282",
16,620,594,"1,214",
17,640,604,"1,244",
18,693,662,"1,355",
19,702,647,"1,349",
小計,"6,466","6,132","12,598",
20,729,725,"1,454",
21,835,764,"1,599",
22,825,828,"1,653",
23,807,780,"1,587",
24,814,778,"1,592",
25,717,704,"1,421",
26,732,734,"1,466",
27,680,623,"1,303",
28,690,631,"1,321",
29,690,625,"1,315",
小計,"7,519","7,192","14,711",
30,682,697,"1,379",
31,728,681,"1,409",
32,849,744,"1,593",
33,787,799,"1,586",
34,891,849,"1,740",
35,944,883,"1,827",
36,933,933,"1,866",
37,940,929,"1,869",
38,"1,027",918,"1,945",
39,"1,048",931,"1,979",
小計,"8,829","8,364","17,193",
40,"1,099",990,"2,089",
41,"1,124","1,075","2,199",
42,"1,176","1,073","2,249",
43,"1,155","1,113","2,268",
44,"1,244","1,216","2,460",
45,"1,257","1,230","2,487",
46,"1,256","1,239","2,495",
47,"1,380","1,278","2,658",
48,"1,214","1,171","2,385",
49,"1,204","1,144","2,348",
小計,"12,109","11,529","23,638",
50,"1,229","1,188","2,417",
51,"1,188","1,096","2,284",
52,"1,093",962,"2,055",
53,965,945,"1,910",
54,"1,039","1,019","2,058",
55,997,932,"1,929",
56,934,897,"1,831",
57,867,860,"1,727",
58,817,817,"1,634",
59,778,785,"1,563",
小計,"9,907","9,501","19,408",
60,778,841,"1,619",
61,750,852,"1,602",
62,749,824,"1,573",
63,759,856,"1,615",
64,773,938,"1,711",
65,804,942,"1,746",
66,868,"1,048","1,916",
67,963,"1,066","2,029",
68,990,"1,185","2,175",
69,"1,068","1,311","2,379",
小計,"8,502","9,863","18,365",
70,"1,272","1,410","2,682",
71,"1,299","1,521","2,820",
72,"1,087","1,227","2,314",
73,685,833,"1,518",
74,854,951,"1,805",
75,952,"1,258","2,210",
76,908,"1,061","1,969",
77,916,"1,037","1,953",
78,800,990,"1,790",
79,703,852,"1,555",
小計,"9,476","11,140","20,616",
80,587,728,"1,315",
81,611,724,"1,335",
82,551,668,"1,219",
83,498,704,"1,202",
84,423,542,965,
85,389,478,867,
86,325,481,806,
87,257,434,691,
88,211,365,576,
89,164,303,467,
小計,"4,016","5,427","9,443",
90,144,258,402,
91,85,246,331,
92,67,185,252,
93,57,160,217,
94,41,140,181,
95,26,88,114,
96,20,74,94,
97,7,52,59,
98,8,50,58,
99,5,26,31,
小計,460,"1,279","1,739",
100以上,5,47,52,
合計,"72,976","75,978","148,954",
,,,,
