地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13108,1310800000,江東区,,,江東区,1,1000,民営,360215,237085,122253,4251,3283,968,1255,285,970,15498,11798,3700,339211,221719,116615,329213,216868,111468,227809,172081,54853,101404,44787,56615,9998,4851,5147,10668,7897,2771,23183,15634,7549,372730,244822,127031
4,13108,1310800000,江東区,,,江東区,2,1100,個人,12394,5915,6479,4251,3283,968,1255,285,970,-,-,-,6888,2347,4541,6267,2138,4129,3241,1266,1975,3026,872,2154,621,209,412,26,10,16,68,48,20,12436,5953,6483
4,13108,1310800000,江東区,,,江東区,3,1210,会社,323072,219003,103192,-,-,-,-,-,-,14601,11126,3475,308471,207877,99717,299959,203579,95503,209928,164209,44844,90031,39370,50659,8512,4298,4214,10563,7836,2727,22148,15045,7103,334657,226212,107568
4,13108,1310800000,江東区,,,江東区,3,1220,会社以外の法人,24536,12034,12502,-,-,-,-,-,-,881,657,224,23655,11377,12278,22795,11038,11757,14488,6504,7984,8307,4534,3773,860,339,521,78,50,28,955,535,420,25413,12519,12894
4,13108,1310800000,江東区,,,江東区,2,1300,法人でない団体,213,133,80,-,-,-,-,-,-,16,15,1,197,118,79,192,113,79,152,102,50,40,11,29,5,5,-,1,1,-,12,6,6,224,138,86
5,13108,1310802300,江東区,江東区有明,,江東区有明,1,1000,民営,18032,11324,6708,3,3,-,1,-,1,262,230,32,17766,11091,6675,17462,10904,6558,9415,7360,2055,8047,3544,4503,304,187,117,196,145,51,796,471,325,18632,11650,6982
5,13108,1310802300,江東区,江東区有明,,江東区有明,2,1100,個人,28,6,22,3,3,-,1,-,1,-,-,-,24,3,21,24,3,21,10,-,10,14,3,11,-,-,-,-,-,-,-,-,-,28,6,22
5,13108,1310802300,江東区,江東区有明,,江東区有明,3,1210,会社,16683,10581,6102,-,-,-,-,-,-,248,216,32,16435,10365,6070,16135,10180,5955,8584,6889,1695,7551,3291,4260,300,185,115,193,142,51,738,439,299,17228,10878,6350
5,13108,1310802300,江東区,江東区有明,,江東区有明,3,1220,会社以外の法人,1287,721,566,-,-,-,-,-,-,14,14,-,1273,707,566,1269,705,564,807,460,347,462,245,217,4,2,2,3,3,-,55,29,26,1339,747,592
5,13108,1310802300,江東区,江東区有明,,江東区有明,2,1300,法人でない団体,34,16,18,-,-,-,-,-,-,-,-,-,34,16,18,34,16,18,14,11,3,20,5,15,-,-,-,-,-,-,3,3,-,37,19,18
