地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13105,1310500000,文京区,,,文京区,1,1000,民営,216954,130672,86266,3614,2627,986,929,204,725,13544,10156,3388,198867,117685,81167,187627,112986,74626,129310,88338,40957,58317,24648,33669,11240,4699,6541,4057,2879,1178,8709,4777,3932,221606,132570,89020
4,13105,1310500000,文京区,,,文京区,2,1100,個人,10348,4778,5569,3614,2627,986,929,204,725,-,-,-,5805,1947,3858,5208,1740,3468,2681,984,1697,2527,756,1771,597,207,390,25,14,11,80,27,53,10403,4791,5611
4,13105,1310500000,文京区,,,文京区,3,1210,会社,157696,102114,55567,-,-,-,-,-,-,12131,8991,3140,145565,93123,52427,136348,89168,47165,97944,72068,25861,38404,17100,21304,9217,3955,5262,3652,2588,1064,7279,4283,2996,161323,103809,57499
4,13105,1310500000,文京区,,,文京区,3,1220,会社以外の法人,48575,23608,24967,-,-,-,-,-,-,1344,1109,235,47231,22499,24732,45828,21969,23859,28525,15206,13319,17303,6763,10540,1403,530,873,369,273,96,1331,455,876,49537,23790,25747
4,13105,1310500000,文京区,,,文京区,2,1300,法人でない団体,335,172,163,-,-,-,-,-,-,69,56,13,266,116,150,243,109,134,160,80,80,83,29,54,23,7,16,11,4,7,19,12,7,343,180,163
5,13105,1310501700,文京区,文京区大塚,,文京区大塚,1,1000,民営,12157,6637,5520,198,148,50,37,8,29,691,492,199,11231,5989,5242,11074,5914,5160,7492,4753,2739,3582,1161,2421,157,75,82,103,84,19,360,210,150,12414,6763,5651
5,13105,1310501700,文京区,文京区大塚,,文京区大塚,2,1100,個人,551,239,312,198,148,50,37,8,29,-,-,-,316,83,233,293,77,216,167,42,125,126,35,91,23,6,17,-,-,-,3,-,3,554,239,315
5,13105,1310501700,文京区,文京区大塚,,文京区大塚,3,1210,会社,7730,4884,2846,-,-,-,-,-,-,615,430,185,7115,4454,2661,7024,4397,2627,5437,3750,1687,1587,647,940,91,57,34,101,82,19,278,179,99,7907,4981,2926
5,13105,1310501700,文京区,文京区大塚,,文京区大塚,3,1220,会社以外の法人,3867,1507,2360,-,-,-,-,-,-,76,62,14,3791,1445,2346,3748,1433,2315,1879,954,925,1869,479,1390,43,12,31,2,2,-,77,29,48,3942,1534,2408
5,13105,1310501700,文京区,文京区大塚,,文京区大塚,2,1300,法人でない団体,9,7,2,-,-,-,-,-,-,-,-,-,9,7,2,9,7,2,9,7,2,-,-,-,-,-,-,-,-,-,2,2,-,11,9,2
6,13105,1310501701,文京区,文京区大塚,１丁目,文京区大塚１丁目,1,1000,民営,1337,767,570,17,13,4,1,-,1,58,45,13,1261,709,552,1233,687,546,788,464,324,445,223,222,28,22,6,3,3,-,125,97,28,1459,861,598
6,13105,1310501701,文京区,文京区大塚,１丁目,文京区大塚１丁目,2,1100,個人,72,36,36,17,13,4,1,-,1,-,-,-,54,23,31,48,17,31,22,2,20,26,15,11,6,6,-,-,-,-,-,-,-,72,36,36
6,13105,1310501701,文京区,文京区大塚,１丁目,文京区大塚１丁目,3,1210,会社,847,565,282,-,-,-,-,-,-,44,32,12,803,533,270,784,519,265,462,324,138,322,195,127,19,14,5,3,3,-,117,95,22,961,657,304
6,13105,1310501701,文京区,文京区大塚,１丁目,文京区大塚１丁目,3,1220,会社以外の法人,418,166,252,-,-,-,-,-,-,14,13,1,404,153,251,401,151,250,304,138,166,97,13,84,3,2,1,-,-,-,8,2,6,426,168,258
6,13105,1310501701,文京区,文京区大塚,１丁目,文京区大塚１丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13105,1310501702,文京区,文京区大塚,２丁目,文京区大塚２丁目,1,1000,民営,2541,976,1565,8,6,2,2,2,-,66,47,19,2465,921,1544,2457,920,1537,1271,651,620,1186,269,917,8,1,7,20,18,2,54,26,28,2575,984,1591
6,13105,1310501702,文京区,文京区大塚,２丁目,文京区大塚２丁目,2,1100,個人,21,10,11,8,6,2,2,2,-,-,-,-,11,2,9,9,2,7,6,1,5,3,1,2,2,-,2,-,-,-,-,-,-,21,10,11
6,13105,1310501702,文京区,文京区大塚,２丁目,文京区大塚２丁目,3,1210,会社,901,506,395,-,-,-,-,-,-,58,40,18,843,466,377,842,465,377,719,404,315,123,61,62,1,1,-,20,18,2,27,11,16,908,499,409
6,13105,1310501702,文京区,文京区大塚,２丁目,文京区大塚２丁目,3,1220,会社以外の法人,1619,460,1159,-,-,-,-,-,-,8,7,1,1611,453,1158,1606,453,1153,546,246,300,1060,207,853,5,-,5,-,-,-,27,15,12,1646,475,1171
6,13105,1310501702,文京区,文京区大塚,２丁目,文京区大塚２丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13105,1310501703,文京区,文京区大塚,３丁目,文京区大塚３丁目,1,1000,民営,4550,2839,1711,69,47,22,14,2,12,279,193,86,4188,2597,1591,4146,2581,1565,3241,2275,966,905,306,599,42,16,26,36,22,14,67,19,48,4581,2836,1745
6,13105,1310501703,文京区,文京区大塚,３丁目,文京区大塚３丁目,2,1100,個人,204,65,139,69,47,22,14,2,12,-,-,-,121,16,105,116,16,100,57,13,44,59,3,56,5,-,5,-,-,-,2,-,2,206,65,141
6,13105,1310501703,文京区,文京区大塚,３丁目,文京区大塚３丁目,3,1210,会社,3801,2471,1330,-,-,-,-,-,-,260,182,78,3541,2289,1252,3516,2275,1241,2855,2028,827,661,247,414,25,14,11,36,22,14,53,17,36,3818,2466,1352
6,13105,1310501703,文京区,文京区大塚,３丁目,文京区大塚３丁目,3,1220,会社以外の法人,536,296,240,-,-,-,-,-,-,19,11,8,517,285,232,505,283,222,320,227,93,185,56,129,12,2,10,-,-,-,12,2,10,548,298,250
6,13105,1310501703,文京区,文京区大塚,３丁目,文京区大塚３丁目,2,1300,法人でない団体,9,7,2,-,-,-,-,-,-,-,-,-,9,7,2,9,7,2,9,7,2,-,-,-,-,-,-,-,-,-,-,-,-,9,7,2
6,13105,1310501704,文京区,文京区大塚,４丁目,文京区大塚４丁目,1,1000,民営,1589,653,936,27,23,4,7,1,6,86,62,24,1469,567,902,1414,544,870,759,339,420,655,205,450,55,23,32,2,2,-,25,9,16,1612,660,952
6,13105,1310501704,文京区,文京区大塚,４丁目,文京区大塚４丁目,2,1100,個人,77,37,40,27,23,4,7,1,6,-,-,-,43,13,30,37,13,24,21,7,14,16,6,10,6,-,6,-,-,-,-,-,-,77,37,40
6,13105,1310501704,文京区,文京区大塚,４丁目,文京区大塚４丁目,3,1210,会社,527,250,277,-,-,-,-,-,-,63,43,20,464,207,257,432,189,243,225,139,86,207,50,157,32,18,14,-,-,-,6,5,1,533,255,278
6,13105,1310501704,文京区,文京区大塚,４丁目,文京区大塚４丁目,3,1220,会社以外の法人,985,366,619,-,-,-,-,-,-,23,19,4,962,347,615,945,342,603,513,193,320,432,149,283,17,5,12,2,2,-,18,3,15,1001,367,634
6,13105,1310501704,文京区,文京区大塚,４丁目,文京区大塚４丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,-
6,13105,1310501705,文京区,文京区大塚,５丁目,文京区大塚５丁目,1,1000,民営,1844,1221,623,51,38,13,9,2,7,153,113,40,1631,1068,563,1612,1058,554,1293,933,360,319,125,194,19,10,9,42,39,3,87,58,29,1889,1240,649
6,13105,1310501705,文京区,文京区大塚,５丁目,文京区大塚５丁目,2,1100,個人,114,54,60,51,38,13,9,2,7,-,-,-,54,14,40,50,14,36,38,12,26,12,2,10,4,-,4,-,-,-,1,-,1,115,54,61
6,13105,1310501705,文京区,文京区大塚,５丁目,文京区大塚５丁目,3,1210,会社,1442,957,485,-,-,-,-,-,-,142,102,40,1300,855,445,1291,848,443,1064,774,290,227,74,153,9,7,2,42,39,3,73,50,23,1473,968,505
6,13105,1310501705,文京区,文京区大塚,５丁目,文京区大塚５丁目,3,1220,会社以外の法人,288,210,78,-,-,-,-,-,-,11,11,-,277,199,78,271,196,75,191,147,44,80,49,31,6,3,3,-,-,-,12,7,5,300,217,83
6,13105,1310501705,文京区,文京区大塚,５丁目,文京区大塚５丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,-
6,13105,1310501706,文京区,文京区大塚,６丁目,文京区大塚６丁目,1,1000,民営,296,181,115,26,21,5,4,1,3,49,32,17,217,127,90,212,124,88,140,91,49,72,33,39,5,3,2,-,-,-,2,1,1,298,182,116
6,13105,1310501706,文京区,文京区大塚,６丁目,文京区大塚６丁目,2,1100,個人,63,37,26,26,21,5,4,1,3,-,-,-,33,15,18,33,15,18,23,7,16,10,8,2,-,-,-,-,-,-,-,-,-,63,37,26
