地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13303,1330300000,瑞穂町,,,瑞穂町,0,00,総数（資本金階級）,733,11920,3,16,3,16,-,-,730,11904,-,-,113,858,304,4369,-,-,1,8,30,1000,141,3648,1,7,43,184,10,30,18,269,11,589,4,33,10,131,-,-,44,778
4,13303,1330300000,瑞穂町,,,瑞穂町,1,01,資本金300万円未満,21,123,-,-,-,-,-,-,21,123,-,-,4,13,4,19,-,-,-,-,1,1,5,48,-,-,4,8,-,-,-,-,-,-,-,-,2,29,-,-,1,5
4,13303,1330300000,瑞穂町,,,瑞穂町,1,02,資本金300万～500万円未満,287,1771,2,8,2,8,-,-,285,1763,-,-,48,275,108,678,-,-,-,-,7,99,58,287,1,7,18,45,3,8,8,111,2,9,2,16,4,56,-,-,26,172
4,13303,1330300000,瑞穂町,,,瑞穂町,1,03,資本金500万～1000万円未満,109,604,-,-,-,-,-,-,109,604,-,-,19,102,47,301,-,-,-,-,3,15,20,97,-,-,6,17,3,12,4,23,1,3,-,-,2,16,-,-,4,18
4,13303,1330300000,瑞穂町,,,瑞穂町,1,04,資本金1000万～3000万円未満,229,4665,1,8,1,8,-,-,228,4657,-,-,29,309,109,1868,-,-,1,8,12,615,44,819,-,-,11,38,3,6,4,62,6,400,1,12,-,-,-,-,8,520
4,13303,1330300000,瑞穂町,,,瑞穂町,1,05,資本金3000万～5000万円未満,32,1173,-,-,-,-,-,-,32,1173,-,-,3,62,20,822,-,-,-,-,3,47,3,28,-,-,1,64,-,-,-,-,1,132,-,-,-,-,-,-,1,18
4,13303,1330300000,瑞穂町,,,瑞穂町,1,06,資本金5000万～1億円未満,15,1978,-,-,-,-,-,-,15,1978,-,-,2,29,6,374,-,-,-,-,2,132,2,1421,-,-,2,11,-,-,-,-,-,-,-,-,-,-,-,-,1,11
4,13303,1330300000,瑞穂町,,,瑞穂町,1,07,資本金1億～3億円未満,2,865,-,-,-,-,-,-,2,865,-,-,-,-,1,64,-,-,-,-,-,-,1,801,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,1330300000,瑞穂町,,,瑞穂町,1,08,資本金3億～10億円未満,1,205,-,-,-,-,-,-,1,205,-,-,-,-,1,205,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,1330300000,瑞穂町,,,瑞穂町,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,1330300000,瑞穂町,,,瑞穂町,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,1330300000,瑞穂町,,,瑞穂町,9,91,（再掲）資本金1000万円以下,601,5650,2,8,2,8,-,-,599,5642,-,-,97,607,249,2406,-,-,1,8,18,547,114,996,1,7,39,108,9,26,16,196,7,326,3,28,8,101,-,-,37,286
4,13303,1330300000,瑞穂町,,,瑞穂町,9,92,（再掲）資本金5000万円以下,683,8429,3,16,3,16,-,-,680,8413,-,-,105,790,289,3713,-,-,1,8,27,813,130,1279,1,7,41,175,9,26,16,196,10,544,3,28,8,101,-,-,40,733
4,13303,1330300000,瑞穂町,,,瑞穂町,9,93,（再掲）資本金1億円以下,694,10378,3,16,3,16,-,-,691,10362,-,-,105,790,295,4126,-,-,1,8,28,909,132,2700,1,7,42,183,9,26,16,196,10,544,3,28,8,101,-,-,41,744
4,13303,1330300000,瑞穂町,,,瑞穂町,9,94,（再掲）資本金3億円以下,695,11179,3,16,3,16,-,-,692,11163,-,-,105,790,295,4126,-,-,1,8,28,909,133,3501,1,7,42,183,9,26,16,196,10,544,3,28,8,101,-,-,41,744
5,13303,1330300200,瑞穂町,瑞穂町大字石畑,,瑞穂町大字石畑,0,00,総数（資本金階級）,48,338,-,-,-,-,-,-,48,338,-,-,8,93,18,128,-,-,-,-,1,3,6,24,-,-,9,23,1,2,-,-,1,3,1,12,1,38,-,-,2,12
5,13303,1330300200,瑞穂町,瑞穂町大字石畑,,瑞穂町大字石畑,1,01,資本金300万円未満,1,3,-,-,-,-,-,-,1,3,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13303,1330300200,瑞穂町,瑞穂町大字石畑,,瑞穂町大字石畑,1,02,資本金300万～500万円未満,22,134,-,-,-,-,-,-,22,134,-,-,2,14,9,57,-,-,-,-,-,-,4,12,-,-,5,11,1,2,-,-,-,-,-,-,1,38,-,-,-,-
5,13303,1330300200,瑞穂町,瑞穂町大字石畑,,瑞穂町大字石畑,1,03,資本金500万～1000万円未満,10,51,-,-,-,-,-,-,10,51,-,-,3,21,4,18,-,-,-,-,-,-,1,3,-,-,1,6,-,-,-,-,1,3,-,-,-,-,-,-,-,-
5,13303,1330300200,瑞穂町,瑞穂町大字石畑,,瑞穂町大字石畑,1,04,資本金1000万～3000万円未満,13,131,-,-,-,-,-,-,13,131,-,-,1,39,4,50,-,-,-,-,1,3,1,9,-,-,3,6,-,-,-,-,-,-,1,12,-,-,-,-,2,12
5,13303,1330300200,瑞穂町,瑞穂町大字石畑,,瑞穂町大字石畑,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13303,1330300200,瑞穂町,瑞穂町大字石畑,,瑞穂町大字石畑,1,06,資本金5000万～1億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13303,1330300200,瑞穂町,瑞穂町大字石畑,,瑞穂町大字石畑,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13303,1330300200,瑞穂町,瑞穂町大字石畑,,瑞穂町大字石畑,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13303,1330300200,瑞穂町,瑞穂町大字石畑,,瑞穂町大字石畑,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13303,1330300200,瑞穂町,瑞穂町大字石畑,,瑞穂町大字石畑,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13303,1330300200,瑞穂町,瑞穂町大字石畑,,瑞穂町大字石畑,9,91,（再掲）資本金1000万円以下,44,292,-,-,-,-,-,-,44,292,-,-,6,74,17,110,-,-,-,-,1,3,5,15,-,-,9,23,1,2,-,-,1,3,1,12,1,38,-,-,2,12
5,13303,1330300200,瑞穂町,瑞穂町大字石畑,,瑞穂町大字石畑,9,92,（再掲）資本金5000万円以下,46,319,-,-,-,-,-,-,46,319,-,-,6,74,18,128,-,-,-,-,1,3,6,24,-,-,9,23,1,2,-,-,1,3,1,12,1,38,-,-,2,12
5,13303,1330300200,瑞穂町,瑞穂町大字石畑,,瑞穂町大字石畑,9,93,（再掲）資本金1億円以下,46,319,-,-,-,-,-,-,46,319,-,-,6,74,18,128,-,-,-,-,1,3,6,24,-,-,9,23,1,2,-,-,1,3,1,12,1,38,-,-,2,12
5,13303,1330300200,瑞穂町,瑞穂町大字石畑,,瑞穂町大字石畑,9,94,（再掲）資本金3億円以下,46,319,-,-,-,-,-,-,46,319,-,-,6,74,18,128,-,-,-,-,1,3,6,24,-,-,9,23,1,2,-,-,1,3,1,12,1,38,-,-,2,12
5,13303,1330300700,瑞穂町,瑞穂町大字駒形富士山,,瑞穂町大字駒形富士山,0,00,総数（資本金階級）,26,203,1,4,1,4,-,-,25,199,-,-,10,56,4,91,-,-,-,-,2,14,5,22,-,-,-,-,-,-,1,7,-,-,1,1,1,4,-,-,1,4
5,13303,1330300700,瑞穂町,瑞穂町大字駒形富士山,,瑞穂町大字駒形富士山,1,01,資本金300万円未満,1,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13303,1330300700,瑞穂町,瑞穂町大字駒形富士山,,瑞穂町大字駒形富士山,1,02,資本金300万～500万円未満,18,84,1,4,1,4,-,-,17,80,-,-,8,43,2,7,-,-,-,-,-,-,3,14,-,-,-,-,-,-,1,7,-,-,1,1,1,4,-,-,1,4
5,13303,1330300700,瑞穂町,瑞穂町大字駒形富士山,,瑞穂町大字駒形富士山,1,03,資本金500万～1000万円未満,1,6,-,-,-,-,-,-,1,6,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13303,1330300700,瑞穂町,瑞穂町大字駒形富士山,,瑞穂町大字駒形富士山,1,04,資本金1000万～3000万円未満,4,33,-,-,-,-,-,-,4,33,-,-,2,13,-,-,-,-,-,-,1,13,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
