地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13111,1311100000,大田区,,,大田区,1,1000,民営,359410,225799,133581,9113,6791,2322,2112,437,1675,25934,18671,7263,322251,199900,122321,308541,192813,115698,215125,152950,62162,93416,39863,53536,13710,7087,6623,7097,5527,1570,15814,10959,4855,368127,231231,136866
4,13111,1311100000,大田区,,,大田区,2,1100,個人,25027,11770,13257,9113,6791,2322,2112,437,1675,-,-,-,13802,4542,9260,12566,4110,8456,6273,2331,3942,6293,1779,4514,1236,432,804,83,49,34,89,42,47,25033,11763,13270
4,13111,1311100000,大田区,,,大田区,3,1210,会社,306942,203527,103385,-,-,-,-,-,-,24615,17708,6907,282327,185819,96478,271686,180036,91620,191235,143853,47369,80451,36183,44251,10641,5783,4858,6927,5413,1514,14979,10560,4419,314994,208674,106290
4,13111,1311100000,大田区,,,大田区,3,1220,会社以外の法人,27235,10379,16856,-,-,-,-,-,-,1265,924,341,25970,9455,16515,24142,8588,15554,17512,6703,10809,6630,1885,4745,1828,867,961,87,65,22,725,341,384,27873,10655,17218
4,13111,1311100000,大田区,,,大田区,2,1300,法人でない団体,206,123,83,-,-,-,-,-,-,54,39,15,152,84,68,147,79,68,105,63,42,42,16,26,5,5,-,-,-,-,21,16,5,227,139,88
5,13111,1311101700,大田区,大田区池上,,大田区池上,1,1000,民営,10927,5966,4950,430,313,117,88,22,66,1054,757,297,9355,4874,4470,8693,4603,4079,5075,3118,1946,3618,1485,2133,662,271,391,72,49,23,129,81,48,10984,5998,4975
5,13111,1311101700,大田区,大田区池上,,大田区池上,2,1100,個人,1170,556,614,430,313,117,88,22,66,-,-,-,652,221,431,580,196,384,265,85,180,315,111,204,72,25,47,5,3,2,3,2,1,1168,555,613
5,13111,1311101700,大田区,大田区池上,,大田区池上,3,1210,会社,7490,4532,2947,-,-,-,-,-,-,945,673,272,6545,3859,2675,6193,3685,2497,3421,2509,901,2772,1176,1596,352,174,178,66,45,21,108,69,39,7532,4556,2965
5,13111,1311101700,大田区,大田区池上,,大田区池上,3,1220,会社以外の法人,2264,878,1386,-,-,-,-,-,-,108,84,24,2156,794,1362,1918,722,1196,1387,524,863,531,198,333,238,72,166,1,1,-,18,10,8,2281,887,1394
5,13111,1311101700,大田区,大田区池上,,大田区池上,2,1300,法人でない団体,3,-,3,-,-,-,-,-,-,1,-,1,2,-,2,2,-,2,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3
6,13111,1311101701,大田区,大田区池上,１丁目,大田区池上１丁目,1,1000,民営,622,359,263,17,15,2,3,-,3,103,76,27,499,268,231,456,249,207,340,207,133,116,42,74,43,19,24,-,-,-,3,2,1,625,361,264
6,13111,1311101701,大田区,大田区池上,１丁目,大田区池上１丁目,2,1100,個人,38,22,16,17,15,2,3,-,3,-,-,-,18,7,11,18,7,11,9,2,7,9,5,4,-,-,-,-,-,-,-,-,-,38,22,16
6,13111,1311101701,大田区,大田区池上,１丁目,大田区池上１丁目,3,1210,会社,315,176,139,-,-,-,-,-,-,69,46,23,246,130,116,220,115,105,146,89,57,74,26,48,26,15,11,-,-,-,3,2,1,318,178,140
6,13111,1311101701,大田区,大田区池上,１丁目,大田区池上１丁目,3,1220,会社以外の法人,269,161,108,-,-,-,-,-,-,34,30,4,235,131,104,218,127,91,185,116,69,33,11,22,17,4,13,-,-,-,-,-,-,269,161,108
6,13111,1311101701,大田区,大田区池上,１丁目,大田区池上１丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13111,1311101702,大田区,大田区池上,２丁目,大田区池上２丁目,1,1000,民営,1022,473,549,21,18,3,3,-,3,61,48,13,937,407,530,908,393,515,434,238,196,474,155,319,29,14,15,7,-,7,1,1,-,1016,474,542
6,13111,1311101702,大田区,大田区池上,２丁目,大田区池上２丁目,2,1100,個人,45,29,16,21,18,3,3,-,3,-,-,-,21,11,10,20,11,9,10,4,6,10,7,3,1,-,1,-,-,-,-,-,-,45,29,16
6,13111,1311101702,大田区,大田区池上,２丁目,大田区池上２丁目,3,1210,会社,612,314,298,-,-,-,-,-,-,52,39,13,560,275,285,544,266,278,205,153,52,339,113,226,16,9,7,7,-,7,-,-,-,605,314,291
6,13111,1311101702,大田区,大田区池上,２丁目,大田区池上２丁目,3,1220,会社以外の法人,365,130,235,-,-,-,-,-,-,9,9,-,356,121,235,344,116,228,219,81,138,125,35,90,12,5,7,-,-,-,1,1,-,366,131,235
6,13111,1311101702,大田区,大田区池上,２丁目,大田区池上２丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13111,1311101703,大田区,大田区池上,３丁目,大田区池上３丁目,1,1000,民営,1556,891,665,88,65,23,24,7,17,160,119,41,1284,700,584,1213,673,540,725,475,250,488,198,290,71,27,44,10,2,8,15,10,5,1561,899,662
6,13111,1311101703,大田区,大田区池上,３丁目,大田区池上３丁目,2,1100,個人,265,130,135,88,65,23,24,7,17,-,-,-,153,58,95,139,54,85,54,19,35,85,35,50,14,4,10,4,2,2,1,1,-,262,129,133
6,13111,1311101703,大田区,大田区池上,３丁目,大田区池上３丁目,3,1210,会社,1147,702,445,-,-,-,-,-,-,156,115,41,991,587,404,945,564,381,584,416,168,361,148,213,46,23,23,6,-,6,14,9,5,1155,711,444
6,13111,1311101703,大田区,大田区池上,３丁目,大田区池上３丁目,3,1220,会社以外の法人,144,59,85,-,-,-,-,-,-,4,4,-,140,55,85,129,55,74,87,40,47,42,15,27,11,-,11,-,-,-,-,-,-,144,59,85
6,13111,1311101703,大田区,大田区池上,３丁目,大田区池上３丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13111,1311101704,大田区,大田区池上,４丁目,大田区池上４丁目,1,1000,民営,1280,592,688,88,53,35,11,4,7,161,109,52,1020,426,594,879,396,483,516,274,242,363,122,241,141,30,111,-,-,-,20,5,15,1300,597,703
6,13111,1311101704,大田区,大田区池上,４丁目,大田区池上４丁目,2,1100,個人,248,103,145,88,53,35,11,4,7,-,-,-,149,46,103,125,34,91,68,19,49,57,15,42,24,12,12,-,-,-,1,-,1,249,103,146
6,13111,1311101704,大田区,大田区池上,４丁目,大田区池上４丁目,3,1210,会社,826,430,396,-,-,-,-,-,-,136,90,46,690,340,350,640,334,306,377,239,138,263,95,168,50,6,44,-,-,-,19,5,14,845,435,410
6,13111,1311101704,大田区,大田区池上,４丁目,大田区池上４丁目,3,1220,会社以外の法人,206,59,147,-,-,-,-,-,-,25,19,6,181,40,141,114,28,86,71,16,55,43,12,31,67,12,55,-,-,-,-,-,-,206,59,147
6,13111,1311101704,大田区,大田区池上,４丁目,大田区池上４丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13111,1311101705,大田区,大田区池上,５丁目,大田区池上５丁目,1,1000,民営,1275,949,326,45,36,9,14,4,10,147,116,31,1069,793,276,1023,756,267,791,666,125,232,90,142,46,37,9,-,-,-,1,1,-,1276,950,326
6,13111,1311101705,大田区,大田区池上,５丁目,大田区池上５丁目,2,1100,個人,109,62,47,45,36,9,14,4,10,-,-,-,50,22,28,42,16,26,20,7,13,22,9,13,8,6,2,-,-,-,-,-,-,109,62,47
