地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13104,1310400000,新宿区,,,新宿区,1,1000,民営,654483,383710,269446,7090,5275,1815,1421,365,1056,30478,23606,6872,615494,354464,259703,584404,339567,243561,376129,253082,121792,208275,86485,121769,31090,14897,16142,42499,21648,20851,24497,13639,10843,636481,375701,259438
4,13104,1310400000,新宿区,,,新宿区,2,1100,個人,23878,11925,11953,7090,5275,1815,1421,365,1056,-,-,-,15367,6285,9082,13720,5625,8095,7333,3255,4078,6387,2370,4017,1647,660,987,75,41,34,190,87,103,23993,11971,12022
4,13104,1310400000,新宿区,,,新宿区,3,1210,会社,558012,334509,222400,-,-,-,-,-,-,27763,21398,6365,530249,313111,216035,505278,300924,203302,327051,228875,97145,178227,72049,106157,24971,12187,12733,41547,20949,20598,22467,12741,9711,538932,326301,211513
4,13104,1310400000,新宿区,,,新宿区,3,1220,会社以外の法人,71914,36927,34763,-,-,-,-,-,-,2659,2169,490,69255,34758,34273,64802,32717,31861,41353,20725,20404,23449,11992,11457,4453,2041,2412,872,656,216,1747,748,999,72789,37019,35546
4,13104,1310400000,新宿区,,,新宿区,2,1300,法人でない団体,679,349,330,-,-,-,-,-,-,56,39,17,623,310,313,604,301,303,392,227,165,212,74,138,19,9,10,5,2,3,93,63,30,767,410,357
5,13104,1310401200,新宿区,新宿区愛住町,,新宿区愛住町,1,1000,民営,1000,619,381,16,11,5,7,3,4,141,104,37,836,501,335,821,493,328,585,398,187,236,95,141,15,8,7,8,4,4,19,13,6,1011,628,383
5,13104,1310401200,新宿区,新宿区愛住町,,新宿区愛住町,2,1100,個人,92,54,38,16,11,5,7,3,4,-,-,-,69,40,29,66,40,26,27,21,6,39,19,20,3,-,3,-,-,-,-,-,-,92,54,38
5,13104,1310401200,新宿区,新宿区愛住町,,新宿区愛住町,3,1210,会社,830,520,310,-,-,-,-,-,-,127,93,34,703,427,276,691,419,272,496,343,153,195,76,119,12,8,4,8,4,4,19,13,6,841,529,312
5,13104,1310401200,新宿区,新宿区愛住町,,新宿区愛住町,3,1220,会社以外の法人,78,45,33,-,-,-,-,-,-,14,11,3,64,34,30,64,34,30,62,34,28,2,-,2,-,-,-,-,-,-,-,-,-,78,45,33
5,13104,1310401200,新宿区,新宿区愛住町,,新宿区愛住町,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13104,1310406000,新宿区,新宿区赤城下町,,新宿区赤城下町,1,1000,民営,265,164,101,18,11,7,3,-,3,43,29,14,201,124,77,179,110,69,118,76,42,61,34,27,22,14,8,-,-,-,1,1,-,266,165,101
5,13104,1310406000,新宿区,新宿区赤城下町,,新宿区赤城下町,2,1100,個人,30,13,17,18,11,7,3,-,3,-,-,-,9,2,7,9,2,7,6,1,5,3,1,2,-,-,-,-,-,-,-,-,-,30,13,17
5,13104,1310406000,新宿区,新宿区赤城下町,,新宿区赤城下町,3,1210,会社,214,137,77,-,-,-,-,-,-,41,28,13,173,109,64,151,95,56,105,71,34,46,24,22,22,14,8,-,-,-,1,1,-,215,138,77
5,13104,1310406000,新宿区,新宿区赤城下町,,新宿区赤城下町,3,1220,会社以外の法人,21,14,7,-,-,-,-,-,-,2,1,1,19,13,6,19,13,6,7,4,3,12,9,3,-,-,-,-,-,-,-,-,-,21,14,7
5,13104,1310406000,新宿区,新宿区赤城下町,,新宿区赤城下町,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13104,1310403700,新宿区,新宿区赤城元町,,新宿区赤城元町,1,1000,民営,93,51,42,21,14,7,5,1,4,10,4,6,57,32,25,46,30,16,21,14,7,25,16,9,11,2,9,-,-,-,2,1,1,95,52,43
5,13104,1310403700,新宿区,新宿区赤城元町,,新宿区赤城元町,2,1100,個人,51,29,22,21,14,7,5,1,4,-,-,-,25,14,11,24,14,10,8,6,2,16,8,8,1,-,1,-,-,-,-,-,-,51,29,22
5,13104,1310403700,新宿区,新宿区赤城元町,,新宿区赤城元町,3,1210,会社,26,17,9,-,-,-,-,-,-,8,3,5,18,14,4,18,14,4,10,7,3,8,7,1,-,-,-,-,-,-,-,-,-,26,17,9
5,13104,1310403700,新宿区,新宿区赤城元町,,新宿区赤城元町,3,1220,会社以外の法人,16,5,11,-,-,-,-,-,-,2,1,1,14,4,10,4,2,2,3,1,2,1,1,-,10,2,8,-,-,-,2,1,1,18,6,12
5,13104,1310403700,新宿区,新宿区赤城元町,,新宿区赤城元町,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13104,1310403300,新宿区,新宿区揚場町,,新宿区揚場町,1,1000,民営,4420,2813,1607,19,19,-,2,2,-,178,149,29,4221,2643,1578,4118,2577,1541,3022,2114,908,1096,463,633,103,66,37,171,80,91,132,69,63,4381,2802,1579
5,13104,1310403300,新宿区,新宿区揚場町,,新宿区揚場町,2,1100,個人,119,70,49,19,19,-,2,2,-,-,-,-,98,49,49,98,49,49,37,15,22,61,34,27,-,-,-,-,-,-,-,-,-,119,70,49
5,13104,1310403300,新宿区,新宿区揚場町,,新宿区揚場町,3,1210,会社,4243,2725,1518,-,-,-,-,-,-,175,147,28,4068,2578,1490,3965,2512,1453,2936,2085,851,1029,427,602,103,66,37,171,80,91,132,69,63,4204,2714,1490
5,13104,1310403300,新宿区,新宿区揚場町,,新宿区揚場町,3,1220,会社以外の法人,58,18,40,-,-,-,-,-,-,3,2,1,55,16,39,55,16,39,49,14,35,6,2,4,-,-,-,-,-,-,-,-,-,58,18,40
5,13104,1310403300,新宿区,新宿区揚場町,,新宿区揚場町,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13104,1310401000,新宿区,新宿区荒木町,,新宿区荒木町,1,1000,民営,2999,1855,1144,122,77,45,21,5,16,292,229,63,2564,1544,1020,2513,1534,979,1836,1263,573,677,271,406,51,10,41,131,39,92,108,72,36,2976,1888,1088
5,13104,1310401000,新宿区,新宿区荒木町,,新宿区荒木町,2,1100,個人,307,143,164,122,77,45,21,5,16,-,-,-,164,61,103,152,59,93,75,32,43,77,27,50,12,2,10,1,-,1,-,-,-,306,143,163
5,13104,1310401000,新宿区,新宿区荒木町,,新宿区荒木町,3,1210,会社,2555,1604,951,-,-,-,-,-,-,286,224,62,2269,1380,889,2232,1372,860,1641,1130,511,591,242,349,37,8,29,130,39,91,107,71,36,2532,1636,896
5,13104,1310401000,新宿区,新宿区荒木町,,新宿区荒木町,3,1220,会社以外の法人,135,107,28,-,-,-,-,-,-,6,5,1,129,102,27,127,102,25,118,100,18,9,2,7,2,-,2,-,-,-,1,1,-,136,108,28
5,13104,1310401000,新宿区,新宿区荒木町,,新宿区荒木町,2,1300,法人でない団体,2,1,1,-,-,-,-,-,-,-,-,-,2,1,1,2,1,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1
5,13104,1310402300,新宿区,新宿区市谷加賀町,,新宿区市谷加賀町,1,1000,民営,7320,5833,1487,8,7,1,3,-,3,53,45,8,7256,5781,1475,7253,5781,1472,7127,5698,1429,126,83,43,3,-,3,1,1,-,28,17,11,7347,5849,1498
5,13104,1310402300,新宿区,新宿区市谷加賀町,,新宿区市谷加賀町,2,1100,個人,18,7,11,8,7,1,3,-,3,-,-,-,7,-,7,7,-,7,3,-,3,4,-,4,-,-,-,-,-,-,-,-,-,18,7,11
