地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13120,1312000000,練馬区,,,練馬区,1,1000,民営,176247,92776,83408,7373,5477,1896,1567,346,1221,15210,10487,4723,152097,76466,75568,141069,71871,69135,72722,46719,25981,68347,25152,43154,11028,4595,6433,1322,675,647,1865,1037,827,176790,93138,83588
4,13120,1312000000,練馬区,,,練馬区,2,1100,個人,21806,9933,11873,7373,5477,1896,1567,346,1221,-,-,-,12866,4110,8756,11269,3593,7676,5042,1806,3236,6227,1787,4440,1597,517,1080,64,27,37,83,42,41,21825,9948,11877
4,13120,1312000000,練馬区,,,練馬区,3,1210,会社,129837,73916,55858,-,-,-,-,-,-,14112,9767,4345,115725,64149,51513,107332,60441,46828,54471,39770,14679,52861,20671,32149,8393,3708,4685,1199,603,596,1408,843,564,130046,74156,55826
4,13120,1312000000,練馬区,,,練馬区,3,1220,会社以外の法人,24414,8850,15564,-,-,-,-,-,-,1075,704,371,23339,8146,15193,22325,7781,14544,13127,5111,8016,9198,2670,6528,1014,365,649,58,44,14,374,152,222,24730,8958,15772
4,13120,1312000000,練馬区,,,練馬区,2,1300,法人でない団体,190,77,113,-,-,-,-,-,-,23,16,7,167,61,106,143,56,87,82,32,50,61,24,37,24,5,19,1,1,-,-,-,-,189,76,113
5,13120,1312000100,練馬区,練馬区旭丘,,練馬区旭丘,1,1000,民営,3413,1754,1659,136,98,38,35,6,29,214,141,73,3028,1509,1519,2858,1441,1417,1403,706,697,1455,735,720,170,68,102,2,1,1,14,4,10,3425,1757,1668
5,13120,1312000100,練馬区,練馬区旭丘,,練馬区旭丘,2,1100,個人,366,178,188,136,98,38,35,6,29,-,-,-,195,74,121,170,64,106,72,22,50,98,42,56,25,10,15,-,-,-,-,-,-,366,178,188
5,13120,1312000100,練馬区,練馬区旭丘,,練馬区旭丘,3,1210,会社,1741,893,848,-,-,-,-,-,-,202,131,71,1539,762,777,1398,708,690,653,434,219,745,274,471,141,54,87,2,1,1,5,3,2,1744,895,849
5,13120,1312000100,練馬区,練馬区旭丘,,練馬区旭丘,3,1220,会社以外の法人,1306,683,623,-,-,-,-,-,-,12,10,2,1294,673,621,1290,669,621,678,250,428,612,419,193,4,4,-,-,-,-,9,1,8,1315,684,631
5,13120,1312000100,練馬区,練馬区旭丘,,練馬区旭丘,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
