地域階層,地域コード,地域名,産業分類階層,大分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／売上（収入）金額（百万円）,従業者規模別／1～4人／事業所数（事業所）,従業者規模別／1～4人／従業者数（人）,従業者規模別／1～4人／売上（収入）金額（百万円）,従業者規模別／5～9人／事業所数（事業所）,従業者規模別／5～9人／従業者数（人）,従業者規模別／5～9人／売上（収入）金額（百万円）,従業者規模別／10～19人／事業所数（事業所）,従業者規模別／10～19人／従業者数（人）,従業者規模別／10～19人／売上（収入）金額（百万円）,従業者規模別／20～29人／事業所数（事業所）,従業者規模別／20～29人／従業者数（人）,従業者規模別／20～29人／売上（収入）金額（百万円）,従業者規模別／30～49人／事業所数（事業所）,従業者規模別／30～49人／従業者数（人）,従業者規模別／30～49人／売上（収入）金額（百万円）,従業者規模別／50人以上／事業所数（事業所）,従業者規模別／50人以上／従業者数（人）,従業者規模別／50人以上／売上（収入）金額（百万円）,従業者規模別／出向・派遣従業員のみ／事業所数（事業所）,従業者規模別／出向・派遣従業員のみ／従業者数（人）,従業者規模別／出向・派遣従業員のみ／売上（収入）金額（百万円）
4,13104,新宿区,1,L,学術研究，専門・技術サービス業,2537,27743,719436,1503,3395,42038,535,3447,48406,255,3400,79972,71,1686,86437,70,2633,65581,95,13182,395798,8,-,1202
4,13104,新宿区,1,M,宿泊業，飲食サービス業,3377,46298,275896,1377,3241,20407,707,4661,30821,638,8887,55268,327,7723,41084,216,7999,41198,103,13787,86549,9,-,569
4,13104,新宿区,1,N,生活関連サービス業，娯楽業,1313,15716,459297,746,1640,18849,224,1473,51954,168,2224,42471,68,1594,34180,47,1770,56876,47,7015,248333,13,-,6632
4,13104,新宿区,1,O,教育，学習支援業,498,9175,…,182,382,…,116,797,…,93,1320,…,32,759,…,31,1186,…,41,4731,…,3,-,…
4,13104,新宿区,2,O1,教育，学習支援業（学校教育）,35,1395,…,1,2,…,8,55,…,7,101,…,4,92,…,4,144,…,11,1001,…,-,-,…
4,13104,新宿区,2,O2,教育，学習支援業（その他の教育，学習支援業）,463,7780,166192,181,380,3866,108,742,7456,86,1219,12332,28,667,13298,27,1042,9913,30,3730,118338,3,-,989
4,13104,新宿区,1,P,医療，福祉,1231,26121,697874,473,1168,28239,386,2515,36675,204,2715,52028,56,1314,10343,48,1801,x,63,16608,441670,1,-,x
4,13104,新宿区,1,Q,複合サービス事業,9,28,…,7,17,…,2,11,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13104,新宿区,2,Q1,複合サービス事業（郵便局）,2,9,…,1,3,…,1,6,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13104,新宿区,2,Q2,複合サービス事業（協同組合）,7,19,x,6,14,133,1,5,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,1,R,サービス業（他に分類されないもの）,1651,88509,…,612,1473,…,311,2016,…,204,2779,…,100,2345,…,105,4032,…,293,75864,…,26,-,…
4,13104,新宿区,2,R1,サービス業（政治・経済・文化団体，宗教）,415,3143,…,258,626,…,90,575,…,30,406,…,12,288,…,10,368,…,8,880,…,7,-,…
4,13104,新宿区,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,1236,85366,919829,354,847,13420,221,1441,28371,174,2373,36331,88,2057,29348,95,3664,71245,285,74984,722202,19,-,18912
4,13105,文京区,1,A～B,農林漁業（Ａ～Ｂ）,3,8,136,3,8,136,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,1,D,建設業,307,1910,…,184,467,…,75,481,…,36,449,…,6,153,…,3,118,…,3,242,…,-,-,…
4,13105,文京区,1,E,製造業,986,13437,221992,527,1251,18916,226,1478,25775,125,1647,32428,39,955,39086,33,1266,24729,36,6840,81057,-,-,-
4,13105,文京区,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13105,文京区,1,G,情報通信業,598,12330,…,231,526,…,138,909,…,99,1334,…,42,1027,…,36,1386,…,48,7148,…,4,-,…
4,13105,文京区,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,318,3625,…,144,327,…,82,544,…,50,657,…,20,486,…,10,386,…,10,1225,…,2,-,…
4,13105,文京区,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,280,8705,144555,87,199,2464,56,365,4735,49,677,7546,22,541,4692,26,1000,11122,38,5923,x,2,-,x
4,13105,文京区,1,H,運輸業，郵便業,53,352,…,34,57,…,11,70,…,4,61,…,1,28,…,2,79,…,1,57,…,-,-,…
4,13105,文京区,1,I,卸売業，小売業,2587,32159,2399625,1372,3140,108244,518,3392,205323,355,4815,321690,135,3163,350072,99,3809,292128,100,13840,1110816,8,-,11352
4,13105,文京区,1,J,金融業，保険業,54,402,…,40,78,…,5,35,…,4,61,…,1,22,…,2,79,…,1,127,…,1,-,…
4,13105,文京区,1,K,不動産業，物品賃貸業,1254,4295,135635,1084,2000,22189,121,748,17426,25,316,15503,7,171,2702,5,203,11232,6,857,66547,6,-,37
4,13105,文京区,1,L,学術研究，専門・技術サービス業,938,8412,313863,603,1328,x,185,1194,14362,79,1055,18184,21,511,6589,23,879,18533,25,3445,185687,2,-,x
4,13105,文京区,1,M,宿泊業，飲食サービス業,1142,10285,83633,650,1537,8787,222,1464,7788,147,1925,10550,61,1451,23844,31,1143,5388,28,2765,27236,3,-,41
4,13105,文京区,1,N,生活関連サービス業，娯楽業,516,5726,228696,402,810,4555,63,395,3605,31,439,6528,3,73,x,10,390,27172,6,3619,186467,1,-,x
4,13105,文京区,1,O,教育，学習支援業,278,5921,…,155,278,…,48,323,…,38,534,…,11,264,…,13,472,…,13,4050,…,-,-,…
4,13105,文京区,2,O1,教育，学習支援業（学校教育）,19,672,…,1,2,…,4,28,…,5,69,…,1,28,…,1,34,…,7,511,…,-,-,…
4,13105,文京区,2,O2,教育，学習支援業（その他の教育，学習支援業）,259,5249,10476,154,276,1197,44,295,1362,33,465,1787,10,236,909,12,438,3469,6,3539,1752,-,-,-
4,13105,文京区,1,P,医療，福祉,699,16909,314703,322,787,9070,205,1367,22481,103,1369,8545,29,694,33044,19,737,6292,21,11955,235271,-,-,-
4,13105,文京区,1,Q,複合サービス事業,4,8,…,3,8,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,1,-,…
4,13105,文京区,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13105,文京区,2,Q2,複合サービス事業（協同組合）,4,8,412,3,8,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,x
4,13105,文京区,1,R,サービス業（他に分類されないもの）,757,19559,…,364,855,…,156,1005,…,85,1128,…,38,907,…,39,1423,…,66,14241,…,9,-,…
4,13105,文京区,2,R1,サービス業（政治・経済・文化団体，宗教）,339,1849,…,217,530,…,76,481,…,26,334,…,8,185,…,5,179,…,1,140,…,6,-,…
4,13105,文京区,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,418,17710,188723,147,325,14126,80,524,14159,59,794,17874,30,722,20547,34,1244,13572,65,14101,108425,3,-,20
4,13106,台東区,1,A～B,農林漁業（Ａ～Ｂ）,1,2,x,1,2,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,台東区,1,C,鉱業，採石業，砂利採取業,2,3,x,2,3,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,台東区,1,D,建設業,613,3824,…,360,832,…,153,973,…,69,911,…,16,365,…,8,311,…,6,432,…,1,-,…
4,13106,台東区,1,E,製造業,2376,15138,331389,1642,3563,37652,415,2685,59939,197,2660,71263,58,1340,45300,36,1310,41662,28,3580,75574,-,-,-
4,13106,台東区,1,F,電気・ガス・熱供給・水道業,1,2,…,1,2,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13106,台東区,1,G,情報通信業,449,9619,…,152,348,…,95,641,…,74,1021,…,47,1142,…,38,1428,…,42,5039,…,1,-,…
4,13106,台東区,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,92,698,…,51,118,…,25,160,…,8,100,…,4,86,…,2,78,…,2,156,…,-,-,…
4,13106,台東区,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,357,8921,111440,101,230,4319,70,481,6920,66,921,10736,43,1056,9477,36,1350,x,40,4883,65034,1,-,x
4,13106,台東区,1,H,運輸業，郵便業,72,534,…,39,57,…,21,145,…,7,99,…,3,72,…,-,-,…,2,161,…,-,-,…
4,13106,台東区,1,I,卸売業，小売業,6849,67052,4714536,3711,8813,265677,1601,10560,536783,891,12139,798439,259,6194,409301,193,7262,460632,174,22084,2240884,20,-,2819
4,13106,台東区,1,J,金融業，保険業,91,443,…,56,128,…,23,140,…,9,113,…,1,21,…,1,41,…,-,-,…,1,-,…
4,13106,台東区,1,K,不動産業，物品賃貸業,1619,6017,250939,1394,2602,32569,155,939,18321,38,523,44318,11,270,16878,7,277,53650,9,1406,84589,5,-,614
4,13106,台東区,1,L,学術研究，専門・技術サービス業,967,9605,123178,597,1417,13008,210,1351,16914,75,991,16904,28,653,11192,24,956,12282,30,4237,52857,3,-,21
4,13106,台東区,1,M,宿泊業，飲食サービス業,2729,20148,128703,1599,3669,25651,569,3708,22662,314,4225,28854,132,3159,21174,75,2777,15306,37,2610,14539,3,-,517
4,13106,台東区,1,N,生活関連サービス業，娯楽業,799,4972,113938,571,1181,9091,128,853,11282,53,754,11181,13,304,5174,20,736,5609,12,1144,x,2,-,x
4,13106,台東区,1,O,教育，学習支援業,167,2580,…,84,156,…,29,189,…,28,386,…,9,208,…,6,224,…,11,1417,…,-,-,…
4,13106,台東区,2,O1,教育，学習支援業（学校教育）,10,482,…,-,-,…,1,6,…,2,26,…,3,73,…,1,37,…,3,340,…,-,-,…
4,13106,台東区,2,O2,教育，学習支援業（その他の教育，学習支援業）,157,2098,22981,84,156,911,28,183,1568,26,360,2479,6,135,1540,5,187,2108,8,1077,14375,-,-,-
4,13106,台東区,1,P,医療，福祉,734,7069,203850,362,872,19855,219,1473,10568,80,1107,53155,33,751,5939,17,618,x,22,2248,81924,1,-,x
4,13106,台東区,1,Q,複合サービス事業,15,40,…,14,27,…,-,-,…,1,13,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13106,台東区,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13106,台東区,2,Q2,複合サービス事業（協同組合）,15,40,x,14,27,349,-,-,-,1,13,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,台東区,1,R,サービス業（他に分類されないもの）,1001,15577,…,607,1472,…,172,1114,…,96,1264,…,33,758,…,28,1087,…,54,9882,…,11,-,…
4,13106,台東区,2,R1,サービス業（政治・経済・文化団体，宗教）,496,1797,…,382,942,…,78,478,…,25,331,…,2,46,…,-,-,…,-,-,…,9,-,…
4,13106,台東区,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,505,13780,218215,225,530,6566,94,636,9893,71,933,18173,31,712,x,28,1087,18689,54,9882,148133,2,-,x
4,13107,墨田区,1,A～B,農林漁業（Ａ～Ｂ）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13107,墨田区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13107,墨田区,1,D,建設業,665,3941,…,398,966,…,163,1050,…,75,954,…,18,439,…,7,253,…,3,279,…,1,-,…
4,13107,墨田区,1,E,製造業,2821,20447,416674,1853,4186,38039,563,3658,52361,236,3168,58244,80,1852,39908,38,1440,23115,45,6143,200679,6,-,4328
4,13107,墨田区,1,F,電気・ガス・熱供給・水道業,1,10,…,-,-,…,-,-,…,1,10,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13107,墨田区,1,G,情報通信業,147,3958,…,65,145,…,29,196,…,15,202,…,9,220,…,11,422,…,16,2773,…,2,-,…
4,13107,墨田区,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,27,121,…,17,36,…,6,38,…,4,47,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13107,墨田区,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,120,3837,83733,48,109,9337,23,158,2027,11,155,x,9,220,2176,11,422,11895,16,2773,56454,2,-,x
4,13107,墨田区,1,H,運輸業，郵便業,137,1456,…,75,113,…,33,221,…,15,216,…,7,167,…,1,30,…,6,709,…,-,-,…
4,13107,墨田区,1,I,卸売業，小売業,3596,34104,2896631,2027,4695,122669,740,4821,216128,481,6505,303333,148,3524,199325,93,3563,229164,92,10996,1816102,15,-,9910
4,13107,墨田区,1,J,金融業，保険業,55,221,…,38,79,…,9,58,…,2,30,…,1,21,…,1,33,…,-,-,…,4,-,…
4,13107,墨田区,1,K,不動産業，物品賃貸業,960,5219,129753,812,1543,14403,84,550,15950,32,443,27636,7,155,1378,8,280,10010,9,2248,59727,8,-,647
4,13107,墨田区,1,L,学術研究，専門・技術サービス業,472,3517,100219,314,714,5507,92,571,55801,29,386,5661,15,356,11184,12,427,9052,7,1063,12988,3,-,27
4,13107,墨田区,1,M,宿泊業，飲食サービス業,1557,14143,81428,936,2117,9949,294,1884,10086,162,2154,13314,78,1844,14255,59,2230,11845,26,3914,x,2,-,x
4,13107,墨田区,1,N,生活関連サービス業，娯楽業,741,5088,167782,569,1127,5149,87,562,5918,42,545,33607,17,397,4272,10,374,x,14,2083,103328,2,-,x
4,13107,墨田区,1,O,教育，学習支援業,180,1449,…,112,224,…,28,182,…,23,332,…,5,113,…,8,275,…,4,323,…,-,-,…
4,13107,墨田区,2,O1,教育，学習支援業（学校教育）,8,271,…,1,4,…,1,9,…,3,41,…,-,-,…,1,38,…,2,179,…,-,-,…
4,13107,墨田区,2,O2,教育，学習支援業（その他の教育，学習支援業）,172,1178,6889,111,220,1051,27,173,532,20,291,850,5,113,x,7,237,2255,2,144,x,-,-,-
4,13107,墨田区,1,P,医療，福祉,755,10401,149835,326,818,12748,208,1336,26210,111,1484,41776,36,852,4191,38,1406,24324,33,4505,40538,3,-,47
4,13107,墨田区,1,Q,複合サービス事業,14,28,…,10,15,…,2,13,…,-,-,…,-,-,…,-,-,…,-,-,…,2,-,…
4,13107,墨田区,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13107,墨田区,2,Q2,複合サービス事業（協同組合）,14,28,629,10,15,94,2,13,x,-,-,-,-,-,-,-,-,-,-,-,-,2,-,x
4,13107,墨田区,1,R,サービス業（他に分類されないもの）,543,7469,…,287,664,…,103,661,…,70,935,…,24,540,…,18,730,…,34,3939,…,7,-,…
4,13107,墨田区,2,R1,サービス業（政治・経済・文化団体，宗教）,132,430,…,99,212,…,26,157,…,5,61,…,-,-,…,-,-,…,-,-,…,2,-,…
4,13107,墨田区,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,411,7039,72060,188,452,6563,77,504,6015,65,874,12222,24,540,5703,18,730,4936,34,3939,35864,5,-,757
4,13108,江東区,1,A～B,農林漁業（Ａ～Ｂ）,10,143,3064,3,10,x,5,35,670,-,-,-,-,-,-,1,40,x,1,58,x,-,-,-
4,13108,江東区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13108,江東区,1,D,建設業,666,4545,…,352,880,…,184,1207,…,96,1290,…,14,324,…,15,534,…,5,310,…,-,-,…
4,13108,江東区,1,E,製造業,1716,24463,439522,1007,2329,52995,332,2136,49780,182,2481,68603,72,1673,57919,52,1965,44360,68,13879,151658,3,-,14207
4,13108,江東区,1,F,電気・ガス・熱供給・水道業,1,2,…,1,2,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13108,江東区,1,G,情報通信業,257,41661,…,82,177,…,26,182,…,29,397,…,16,378,…,21,793,…,82,39734,…,1,-,…
4,13108,江東区,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,38,618,…,19,35,…,9,62,…,3,35,…,2,46,…,1,36,…,4,404,…,-,-,…
4,13108,江東区,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,219,41043,1644134,63,142,1687,17,120,15967,26,362,x,14,332,13156,20,757,13124,78,39330,1593408,1,-,x
4,13108,江東区,1,H,運輸業，郵便業,293,4597,…,150,238,…,41,268,…,50,728,…,23,570,…,13,492,…,16,2301,…,-,-,…
4,13108,江東区,1,I,卸売業，小売業,3545,55594,3898054,1704,4091,117605,748,4888,236605,536,7347,482935,223,5240,381872,151,5697,463205,163,28331,2212185,20,-,3647
4,13108,江東区,1,J,金融業，保険業,74,510,…,50,107,…,13,85,…,7,99,…,1,27,…,2,72,…,1,120,…,-,-,…
4,13108,江東区,1,K,不動産業，物品賃貸業,949,5243,280009,695,1327,23651,142,922,125034,53,718,34881,16,400,13141,9,338,27563,16,1538,53936,18,-,1802
4,13108,江東区,1,L,学術研究，専門・技術サービス業,462,9275,595922,246,546,4025,101,679,7407,46,595,53004,16,387,8638,16,586,16321,33,6482,506375,4,-,152
4,13108,江東区,1,M,宿泊業，飲食サービス業,1608,17502,98725,792,1919,12185,338,2194,13595,250,3439,19286,128,3072,14922,65,2395,11118,31,4483,27521,4,-,97
4,13108,江東区,1,N,生活関連サービス業，娯楽業,797,6475,149353,563,1154,6599,115,723,6224,49,661,23131,24,562,21233,18,679,16059,17,2696,75949,11,-,159
4,13108,江東区,1,O,教育，学習支援業,219,2173,…,90,198,…,57,361,…,49,685,…,9,212,…,7,270,…,5,447,…,2,-,…
4,13108,江東区,2,O1,教育，学習支援業（学校教育）,8,252,…,-,-,…,2,12,…,4,59,…,-,-,…,-,-,…,2,181,…,-,-,…
4,13108,江東区,2,O2,教育，学習支援業（その他の教育，学習支援業）,211,1921,10260,90,198,1149,55,349,1407,45,626,2178,9,212,x,7,270,2967,3,266,1693,2,-,x
4,13108,江東区,1,P,医療，福祉,902,14155,135710,306,807,7723,273,1818,15572,183,2406,42221,56,1360,8265,40,1461,9355,44,6303,52574,-,-,-
4,13108,江東区,1,Q,複合サービス事業,5,8,…,5,8,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13108,江東区,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13108,江東区,2,Q2,複合サービス事業（協同組合）,5,8,139,5,8,139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13108,江東区,1,R,サービス業（他に分類されないもの）,879,32179,…,342,791,…,156,1025,…,136,1804,…,49,1177,…,63,2259,…,125,25123,…,8,-,…
4,13108,江東区,2,R1,サービス業（政治・経済・文化団体，宗教）,120,860,…,78,207,…,27,171,…,8,100,…,-,-,…,2,63,…,3,319,…,2,-,…
4,13108,江東区,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,759,31319,488809,264,584,39900,129,854,10414,128,1704,24327,49,1177,75631,61,2196,69608,122,24804,268038,6,-,890
4,13109,品川区,1,A～B,農林漁業（Ａ～Ｂ）,6,24,x,4,10,x,2,14,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13109,品川区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13109,品川区,1,D,建設業,669,4805,…,370,899,…,168,1100,…,92,1235,…,13,311,…,17,623,…,9,637,…,-,-,…
4,13109,品川区,1,E,製造業,1423,21678,290073,824,1882,19800,279,1829,33427,165,2267,54357,60,1423,37746,36,1378,44779,54,12899,98951,5,-,1012
4,13109,品川区,1,F,電気・ガス・熱供給・水道業,4,42,…,-,-,…,2,11,…,-,-,…,-,-,…,1,31,…,-,-,…,1,-,…
4,13109,品川区,1,G,情報通信業,598,60041,…,157,367,…,107,704,…,96,1388,…,43,992,…,57,2195,…,136,54395,…,2,-,…
4,13109,品川区,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,99,1925,…,49,127,…,18,121,…,16,230,…,4,98,…,5,209,…,7,1140,…,-,-,…
4,13109,品川区,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,499,58116,1675114,108,240,3660,89,583,11120,80,1158,20254,39,894,x,52,1986,26481,129,53255,1591783,2,-,x
4,13109,品川区,1,H,運輸業，郵便業,191,1711,…,125,173,…,27,180,…,14,200,…,12,280,…,5,208,…,6,670,…,2,-,…
4,13109,品川区,1,I,卸売業，小売業,3882,71219,10379130,1931,4516,146815,791,5128,285757,560,7733,682652,182,4346,324482,160,6071,1084336,249,43425,7845348,9,-,9740
4,13109,品川区,1,J,金融業，保険業,101,1375,…,58,133,…,17,108,…,11,145,…,3,67,…,3,95,…,5,827,…,4,-,…
4,13109,品川区,1,K,不動産業，物品賃貸業,1954,9025,504318,1601,2946,38961,209,1290,60792,78,1049,49483,19,433,21061,12,463,47280,17,2844,267011,18,-,19729
4,13109,品川区,1,L,学術研究，専門・技術サービス業,871,20029,445494,534,1196,11966,168,1092,18034,73,974,22639,26,640,25122,19,720,12676,47,15407,355036,4,-,21
4,13109,品川区,1,M,宿泊業，飲食サービス業,2329,20120,156024,1268,2767,16661,500,3289,20501,323,4314,24928,114,2697,11635,69,2532,11824,49,4521,70300,6,-,175
4,13109,品川区,1,N,生活関連サービス業，娯楽業,1078,13994,461609,753,1510,16384,181,1120,12970,65,891,28660,29,668,16399,18,723,17434,21,9082,368776,11,-,987
4,13109,品川区,1,O,教育，学習支援業,306,4163,…,160,310,…,51,345,…,49,638,…,17,401,…,16,568,…,11,1901,…,2,-,…
4,13109,品川区,2,O1,教育，学習支援業（学校教育）,22,1442,…,-,-,…,3,20,…,8,95,…,4,101,…,2,67,…,5,1159,…,-,-,…
4,13109,品川区,2,O2,教育，学習支援業（その他の教育，学習支援業）,284,2721,22566,160,310,2174,48,325,1863,41,543,2610,13,300,1649,14,501,933,6,742,x,2,-,x
4,13109,品川区,1,P,医療，福祉,1137,14630,248910,477,1111,26155,338,2221,37827,200,2581,16860,45,1072,41078,33,1270,59124,36,6375,55200,8,-,12667
4,13109,品川区,1,Q,複合サービス事業,7,26,…,5,10,…,1,5,…,1,11,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13109,品川区,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13109,品川区,2,Q2,複合サービス事業（協同組合）,7,26,326,5,10,x,1,5,x,1,11,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13109,品川区,1,R,サービス業（他に分類されないもの）,945,28238,…,428,935,…,169,1111,…,135,1824,…,57,1369,…,52,1951,…,96,21048,…,8,-,…
4,13109,品川区,2,R1,サービス業（政治・経済・文化団体，宗教）,224,1055,…,155,337,…,45,290,…,12,150,…,5,117,…,2,84,…,1,77,…,4,-,…
4,13109,品川区,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,721,27183,310257,273,598,15152,124,821,14579,123,1674,31877,52,1252,49967,50,1867,14423,95,20971,184179,4,-,80
4,13110,目黒区,1,A～B,農林漁業（Ａ～Ｂ）,4,32,x,1,2,x,1,7,x,2,23,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,C,鉱業，採石業，砂利採取業,1,2,x,1,2,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,D,建設業,344,1872,…,210,507,…,84,530,…,42,539,…,3,66,…,3,103,…,2,127,…,-,-,…
4,13110,目黒区,1,E,製造業,453,4967,85223,258,585,9688,88,565,7281,52,721,x,23,531,15297,16,607,8458,15,1958,33072,1,-,x
4,13110,目黒区,1,F,電気・ガス・熱供給・水道業,1,1,…,1,1,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
