地域階層,地域コード,地域名,産業分類階層,大分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／売上（収入）金額（百万円）,従業者規模別／1～4人／事業所数（事業所）,従業者規模別／1～4人／従業者数（人）,従業者規模別／1～4人／売上（収入）金額（百万円）,従業者規模別／5～9人／事業所数（事業所）,従業者規模別／5～9人／従業者数（人）,従業者規模別／5～9人／売上（収入）金額（百万円）,従業者規模別／10～19人／事業所数（事業所）,従業者規模別／10～19人／従業者数（人）,従業者規模別／10～19人／売上（収入）金額（百万円）,従業者規模別／20～29人／事業所数（事業所）,従業者規模別／20～29人／従業者数（人）,従業者規模別／20～29人／売上（収入）金額（百万円）,従業者規模別／30～49人／事業所数（事業所）,従業者規模別／30～49人／従業者数（人）,従業者規模別／30～49人／売上（収入）金額（百万円）,従業者規模別／50人以上／事業所数（事業所）,従業者規模別／50人以上／従業者数（人）,従業者規模別／50人以上／売上（収入）金額（百万円）,従業者規模別／出向・派遣従業員のみ／事業所数（事業所）,従業者規模別／出向・派遣従業員のみ／従業者数（人）,従業者規模別／出向・派遣従業員のみ／売上（収入）金額（百万円）
4,13116,豊島区,1,N,生活関連サービス業，娯楽業,1069,8925,201825,680,1470,9927,173,1135,18449,96,1339,29716,51,1208,29327,31,1191,35918,26,2582,77165,12,-,1324
4,13116,豊島区,1,O,教育，学習支援業,394,5612,…,198,400,…,67,454,…,57,764,…,24,552,…,23,845,…,23,2597,…,2,-,…
4,13116,豊島区,2,O1,教育，学習支援業（学校教育）,26,1019,…,1,3,…,4,29,…,6,78,…,1,23,…,6,218,…,8,668,…,-,-,…
4,13116,豊島区,2,O2,教育，学習支援業（その他の教育，学習支援業）,368,4593,24862,197,397,2827,63,425,3614,51,686,4768,23,529,3670,17,627,2973,15,1929,x,2,-,x
4,13116,豊島区,1,P,医療，福祉,1042,11645,141594,478,1126,10610,292,1968,15930,153,2039,24637,38,906,43638,47,1842,11720,31,3764,32953,3,-,2106
4,13116,豊島区,1,Q,複合サービス事業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13116,豊島区,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13116,豊島区,2,Q2,複合サービス事業（協同組合）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,R,サービス業（他に分類されないもの）,820,22905,…,338,774,…,159,1038,…,111,1503,…,47,1124,…,56,2142,…,98,16324,…,11,-,…
4,13116,豊島区,2,R1,サービス業（政治・経済・文化団体，宗教）,200,1597,…,131,263,…,32,208,…,16,198,…,7,168,…,3,99,…,3,661,…,8,-,…
4,13116,豊島区,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,620,21308,210486,207,511,6666,127,830,10503,95,1305,18260,40,956,12234,53,2043,43037,95,15663,119728,3,-,58
4,13117,北区,1,A～B,農林漁業（Ａ～Ｂ）,2,16,x,-,-,-,1,5,x,1,11,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,D,建設業,708,4234,…,417,991,…,187,1254,…,80,1043,…,12,285,…,8,299,…,4,362,…,-,-,…
4,13117,北区,1,E,製造業,904,10990,270109,534,1237,12280,175,1159,70939,93,1239,28607,38,933,23012,25,953,12418,39,5469,122854,-,-,-
4,13117,北区,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13117,北区,1,G,情報通信業,101,1639,…,58,121,…,19,130,…,8,117,…,4,99,…,5,190,…,7,982,…,-,-,…
4,13117,北区,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,36,148,…,27,57,…,6,44,…,2,21,…,1,26,…,-,-,…,-,-,…,-,-,…
4,13117,北区,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,65,1491,12309,31,64,524,13,86,766,6,96,2642,3,73,905,5,190,2602,7,982,4871,-,-,-
4,13117,北区,1,H,運輸業，郵便業,224,3109,…,172,223,…,22,145,…,11,172,…,7,158,…,2,61,…,10,2350,…,-,-,…
4,13117,北区,1,I,卸売業，小売業,2616,22318,857085,1620,3535,116943,478,3071,143630,286,3966,164992,113,2661,117589,61,2239,140368,49,6846,159048,9,-,14514
4,13117,北区,1,J,金融業，保険業,53,167,…,43,92,…,8,52,…,2,23,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13117,北区,1,K,不動産業，物品賃貸業,1175,3284,46248,1038,1918,16587,100,609,11166,26,329,13452,2,52,x,4,149,4038,2,227,x,3,-,13
4,13117,北区,1,L,学術研究，専門・技術サービス業,441,3690,42723,298,632,x,86,530,4913,29,350,4516,6,140,661,6,237,8513,15,1801,18869,1,-,x
4,13117,北区,1,M,宿泊業，飲食サービス業,1490,10541,46204,954,2057,9724,258,1676,6545,146,1986,10107,59,1391,7163,52,1930,7587,18,1501,4898,3,-,180
4,13117,北区,1,N,生活関連サービス業，娯楽業,846,3689,53966,675,1346,6449,103,659,4898,42,599,6825,13,307,15860,7,253,x,4,525,5223,2,-,x
4,13117,北区,1,O,教育，学習支援業,226,1932,…,123,230,…,43,292,…,31,432,…,17,407,…,10,366,…,2,205,…,-,-,…
4,13117,北区,2,O1,教育，学習支援業（学校教育）,22,570,…,2,5,…,2,17,…,7,100,…,7,170,…,2,73,…,2,205,…,-,-,…
4,13117,北区,2,O2,教育，学習支援業（その他の教育，学習支援業）,204,1362,7026,121,225,1104,41,275,1377,24,332,987,10,237,2505,8,293,1053,-,-,-,-,-,-
4,13117,北区,1,P,医療，福祉,841,12456,88720,369,889,5464,239,1544,11295,111,1509,x,40,947,4879,41,1586,9207,40,5981,48800,1,-,x
4,13117,北区,1,Q,複合サービス事業,1,2,…,1,2,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13117,北区,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13117,北区,2,Q2,複合サービス事業（協同組合）,1,2,x,1,2,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,R,サービス業（他に分類されないもの）,403,5093,…,255,543,…,71,452,…,35,470,…,15,354,…,10,365,…,17,2909,…,-,-,…
4,13117,北区,2,R1,サービス業（政治・経済・文化団体，宗教）,140,419,…,115,231,…,20,115,…,5,73,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13117,北区,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,263,4674,26614,140,312,3120,51,337,3166,30,397,4410,15,354,1882,10,365,1478,17,2909,12558,-,-,-
4,13118,荒川区,1,A～B,農林漁業（Ａ～Ｂ）,1,5,x,-,-,-,1,5,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,D,建設業,450,2305,…,286,675,…,113,714,…,39,530,…,7,171,…,4,158,…,1,57,…,-,-,…
4,13118,荒川区,1,E,製造業,1597,9637,133633,1074,2349,20257,313,1984,26145,133,1739,28545,35,836,16866,25,902,14035,15,1827,x,2,-,x
4,13118,荒川区,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13118,荒川区,1,G,情報通信業,60,1313,…,26,57,…,14,93,…,6,83,…,4,89,…,2,69,…,8,922,…,-,-,…
4,13118,荒川区,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,16,207,…,8,13,…,3,17,…,1,11,…,2,42,…,-,-,…,2,124,…,-,-,…
4,13118,荒川区,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,44,1106,12311,18,44,950,11,76,x,5,72,1499,2,47,x,2,69,x,6,798,8404,-,-,-
4,13118,荒川区,1,H,運輸業，郵便業,98,1378,…,65,89,…,12,86,…,8,102,…,3,67,…,5,171,…,5,863,…,-,-,…
4,13118,荒川区,1,I,卸売業，小売業,1992,14254,513997,1332,2914,47920,330,2115,56632,191,2585,90691,62,1442,49565,43,1567,x,32,3631,191155,2,-,x
4,13118,荒川区,1,J,金融業，保険業,24,187,…,21,46,…,1,8,…,1,16,…,-,-,…,-,-,…,1,117,…,-,-,…
4,13118,荒川区,1,K,不動産業，物品賃貸業,511,2001,25146,440,808,x,40,249,3070,15,197,9076,5,112,1669,2,63,x,3,572,3649,6,-,x
4,13118,荒川区,1,L,学術研究，専門・技術サービス業,220,1850,20432,133,308,2671,51,328,4080,21,259,2334,5,116,4033,3,113,x,6,726,6254,1,-,x
4,13118,荒川区,1,M,宿泊業，飲食サービス業,930,5819,26856,605,1321,6232,172,1097,5702,89,1155,5655,34,820,3135,20,704,2674,10,722,3458,-,-,-
4,13118,荒川区,1,N,生活関連サービス業，娯楽業,530,2692,30372,422,819,3774,56,339,5893,23,321,10282,14,344,5999,8,319,3851,3,550,494,4,-,80
4,13118,荒川区,1,O,教育，学習支援業,113,887,…,67,133,…,16,105,…,13,192,…,8,201,…,5,193,…,1,63,…,3,-,…
4,13118,荒川区,2,O1,教育，学習支援業（学校教育）,3,68,…,-,-,…,1,9,…,1,19,…,-,-,…,1,40,…,-,-,…,-,-,…
4,13118,荒川区,2,O2,教育，学習支援業（その他の教育，学習支援業）,110,819,3849,67,133,568,15,96,290,12,173,839,8,201,1476,4,153,413,1,63,x,3,-,x
4,13118,荒川区,1,P,医療，福祉,548,8100,56615,202,463,3131,174,1166,7519,96,1279,7596,31,688,x,18,701,3911,25,3803,30935,2,-,x
4,13118,荒川区,1,Q,複合サービス事業,2,4,…,2,4,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13118,荒川区,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13118,荒川区,2,Q2,複合サービス事業（協同組合）,2,4,x,2,4,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,R,サービス業（他に分類されないもの）,272,3979,…,144,326,…,53,344,…,39,520,…,9,216,…,13,506,…,12,2067,…,2,-,…
4,13118,荒川区,2,R1,サービス業（政治・経済・文化団体，宗教）,73,304,…,50,119,…,19,116,…,2,36,…,-,-,…,1,33,…,-,-,…,1,-,…
4,13118,荒川区,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,199,3675,69379,94,207,2687,34,228,2267,37,484,x,9,216,4982,12,473,4182,12,2067,46640,1,-,x
4,13119,板橋区,1,A～B,農林漁業（Ａ～Ｂ）,4,19,184,1,3,x,3,16,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,C,鉱業，採石業，砂利採取業,1,7,x,-,-,-,1,7,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,D,建設業,1040,6374,…,604,1493,…,272,1799,…,119,1578,…,24,548,…,18,695,…,3,261,…,-,-,…
4,13119,板橋区,1,E,製造業,1593,20496,415571,830,1940,18912,357,2358,27557,200,2735,56000,76,1827,41159,62,2370,53252,68,9266,218690,-,-,-
4,13119,板橋区,1,F,電気・ガス・熱供給・水道業,1,13,…,-,-,…,-,-,…,1,13,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13119,板橋区,1,G,情報通信業,119,1572,…,76,144,…,18,120,…,13,168,…,6,146,…,1,33,…,5,961,…,-,-,…
4,13119,板橋区,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,46,468,…,31,62,…,6,42,…,4,50,…,3,69,…,-,-,…,2,245,…,-,-,…
4,13119,板橋区,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,73,1104,10377,45,82,x,12,78,931,9,118,x,3,77,715,1,33,x,3,716,5233,-,-,-
4,13119,板橋区,1,H,運輸業，郵便業,383,5726,…,278,344,…,26,182,…,27,349,…,15,336,…,12,476,…,25,4039,…,-,-,…
4,13119,板橋区,1,I,卸売業，小売業,3354,32824,1215533,1977,4445,109846,602,3963,179385,430,5796,221672,156,3661,122820,85,3242,181620,96,11717,399596,8,-,594
4,13119,板橋区,1,J,金融業，保険業,79,318,…,61,136,…,13,86,…,4,46,…,-,-,…,-,-,…,1,50,…,-,-,…
4,13119,板橋区,1,K,不動産業，物品賃貸業,1253,4085,61698,1046,2039,22996,140,877,17509,43,561,13498,11,258,4365,4,128,1593,4,222,1730,5,-,6
4,13119,板橋区,1,L,学術研究，専門・技術サービス業,546,2648,27515,393,840,6024,102,631,6056,29,402,5084,11,264,1981,7,272,4734,4,239,3636,-,-,-
4,13119,板橋区,1,M,宿泊業，飲食サービス業,1797,12268,54004,1105,2398,11818,351,2326,10850,185,2406,10578,79,1824,9024,55,2081,7505,19,1233,4207,3,-,22
4,13119,板橋区,1,N,生活関連サービス業，娯楽業,1214,6014,125944,942,1920,7747,153,976,9553,65,894,27129,20,461,x,18,650,36897,15,1113,26524,1,-,x
4,13119,板橋区,1,O,教育，学習支援業,382,2825,…,230,450,…,59,401,…,51,698,…,32,753,…,6,240,…,4,283,…,-,-,…
4,13119,板橋区,2,O1,教育，学習支援業（学校教育）,31,679,…,3,7,…,2,14,…,14,206,…,8,187,…,1,38,…,3,227,…,-,-,…
4,13119,板橋区,2,O2,教育，学習支援業（その他の教育，学習支援業）,351,2146,6432,227,443,1723,57,387,1059,37,492,1601,24,566,x,5,202,544,1,56,x,-,-,-
4,13119,板橋区,1,P,医療，福祉,1358,36843,417937,501,1202,8456,402,2723,16689,245,3336,22728,67,1606,8320,68,2578,14205,75,25398,347539,-,-,-
4,13119,板橋区,1,Q,複合サービス事業,4,15,…,2,2,…,2,13,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13119,板橋区,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13119,板橋区,2,Q2,複合サービス事業（協同組合）,4,15,2468,2,2,x,2,13,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,R,サービス業（他に分類されないもの）,587,8029,…,314,703,…,112,724,…,75,1038,…,31,733,…,26,1018,…,28,3813,…,1,-,…
4,13119,板橋区,2,R1,サービス業（政治・経済・文化団体，宗教）,110,421,…,85,192,…,16,102,…,6,80,…,2,47,…,-,-,…,-,-,…,1,-,…
4,13119,板橋区,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,477,7608,59501,229,511,4207,96,622,7196,69,958,7539,29,686,6176,26,1018,9936,28,3813,24445,-,-,-
4,13120,練馬区,1,A～B,農林漁業（Ａ～Ｂ）,14,90,1215,6,17,98,4,28,145,4,45,973,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,1,D,建設業,1675,9571,…,1017,2471,…,415,2705,…,175,2267,…,41,952,…,23,896,…,4,280,…,-,-,…
4,13120,練馬区,1,E,製造業,658,4992,100065,411,909,8208,111,734,8566,83,1106,20215,23,564,9021,18,667,6821,12,1012,47234,-,-,-
4,13120,練馬区,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13120,練馬区,1,G,情報通信業,260,1963,…,181,348,…,34,211,…,25,345,…,10,239,…,3,113,…,6,707,…,1,-,…
4,13120,練馬区,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,123,1043,…,79,144,…,12,78,…,18,258,…,7,168,…,2,82,…,4,313,…,1,-,…
4,13120,練馬区,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,137,920,7510,102,204,1451,22,133,2905,7,87,802,3,71,425,1,31,x,2,394,x,-,-,-
4,13120,練馬区,1,H,運輸業，郵便業,504,4119,…,421,560,…,20,142,…,25,353,…,13,329,…,10,366,…,15,2369,…,-,-,…
4,13120,練馬区,1,I,卸売業，小売業,3742,30774,912547,2150,4762,83186,744,4833,166882,508,7106,226663,188,4413,93392,74,2731,87484,71,6929,254105,7,-,834
4,13120,練馬区,1,J,金融業，保険業,89,289,…,76,174,…,9,54,…,3,32,…,1,29,…,-,-,…,-,-,…,-,-,…
4,13120,練馬区,1,K,不動産業，物品賃貸業,1614,5383,190857,1348,2683,36624,191,1162,29091,56,755,30212,8,185,5450,4,149,11311,3,449,78050,4,-,119
4,13120,練馬区,1,L,学術研究，専門・技術サービス業,736,3092,32151,573,1146,8270,108,662,5555,40,516,5508,7,165,2318,3,125,x,4,478,5948,1,-,x
4,13120,練馬区,1,M,宿泊業，飲食サービス業,1713,12998,60565,1030,2230,11369,322,2060,10590,199,2672,15822,66,1575,6243,68,2536,x,27,1925,7463,1,-,x
4,13120,練馬区,1,N,生活関連サービス業，娯楽業,1470,6818,84009,1173,2369,11144,181,1142,8018,64,867,23378,21,490,14477,13,507,8107,13,1443,18741,5,-,145
4,13120,練馬区,1,O,教育，学習支援業,600,4702,…,373,669,…,90,588,…,50,673,…,48,1119,…,33,1175,…,6,478,…,-,-,…
4,13120,練馬区,2,O1,教育，学習支援業（学校教育）,33,834,…,1,1,…,2,17,…,8,116,…,13,299,…,7,227,…,2,174,…,-,-,…
4,13120,練馬区,2,O2,教育，学習支援業（その他の教育，学習支援業）,567,3868,14993,372,668,2591,88,571,2165,42,557,1921,35,820,2726,26,948,2990,4,304,2600,-,-,-
4,13120,練馬区,1,P,医療，福祉,1789,24792,158420,689,1570,10671,507,3376,21723,297,4000,22700,119,2852,13707,102,3837,18251,75,9157,71368,-,-,-
4,13120,練馬区,1,Q,複合サービス事業,2,21,…,-,-,…,1,9,…,1,12,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13120,練馬区,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13120,練馬区,2,Q2,複合サービス事業（協同組合）,2,21,x,-,-,-,1,9,x,1,12,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,1,R,サービス業（他に分類されないもの）,585,6999,…,339,766,…,122,833,…,46,607,…,28,667,…,31,1189,…,19,2937,…,-,-,…
4,13120,練馬区,2,R1,サービス業（政治・経済・文化団体，宗教）,149,619,…,106,222,…,36,243,…,4,56,…,1,22,…,2,76,…,-,-,…,-,-,…
4,13120,練馬区,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,436,6380,47044,233,544,5288,86,590,5561,42,551,5429,27,645,9199,29,1113,11769,19,2937,9798,-,-,-
4,13121,足立区,1,A～B,農林漁業（Ａ～Ｂ）,9,156,1068,5,9,87,1,9,x,1,14,x,-,-,-,-,-,-,2,124,x,-,-,-
4,13121,足立区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13121,足立区,1,D,建設業,1925,11709,…,1101,2630,…,498,3213,…,232,2957,…,60,1435,…,27,1002,…,7,472,…,-,-,…
4,13121,足立区,1,E,製造業,2824,19029,275201,1819,4109,44078,546,3555,x,275,3672,63371,95,2279,35951,56,2082,34319,32,3332,58235,1,-,x
4,13121,足立区,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13121,足立区,1,G,情報通信業,88,596,…,61,111,…,16,117,…,5,59,…,2,51,…,1,37,…,2,221,…,1,-,…
4,13121,足立区,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,24,83,…,16,31,…,6,41,…,1,11,…,-,-,…,-,-,…,-,-,…,1,-,…
4,13121,足立区,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,64,513,29606,45,80,859,10,76,1053,4,48,570,2,51,x,1,37,x,2,221,x,-,-,-
4,13121,足立区,1,H,運輸業，郵便業,936,8063,…,731,978,…,51,342,…,78,1124,…,33,808,…,19,691,…,24,4120,…,-,-,…
4,13121,足立区,1,I,卸売業，小売業,5101,39778,1370828,3138,7011,120750,929,6083,194317,608,8235,295514,206,4762,148758,117,4333,259179,91,9354,350375,12,-,1935
4,13121,足立区,1,J,金融業，保険業,92,301,…,71,157,…,19,119,…,2,25,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13121,足立区,1,K,不動産業，物品賃貸業,1690,6272,115836,1419,2789,29281,172,1020,21515,56,761,15257,15,345,4178,12,449,31423,8,908,10856,8,-,3325
4,13121,足立区,1,L,学術研究，専門・技術サービス業,540,2776,28893,384,871,8130,104,648,5275,32,408,6546,8,200,2158,6,216,1505,6,433,5279,-,-,-
4,13121,足立区,1,M,宿泊業，飲食サービス業,2329,16087,67888,1524,3301,14016,379,2470,11718,209,2890,12755,111,2664,11274,81,2982,x,24,1780,6294,1,-,x
4,13121,足立区,1,N,生活関連サービス業，娯楽業,1599,6681,127732,1309,2499,9585,153,969,18090,71,975,16691,25,592,26036,20,751,29980,14,895,26995,7,-,356
4,13121,足立区,1,O,教育，学習支援業,395,3544,…,223,412,…,53,364,…,64,897,…,33,768,…,14,482,…,6,621,…,2,-,…
4,13121,足立区,2,O1,教育，学習支援業（学校教育）,48,989,…,-,-,…,7,53,…,25,348,…,9,209,…,5,168,…,2,211,…,-,-,…
4,13121,足立区,2,O2,教育，学習支援業（その他の教育，学習支援業）,347,2555,9237,223,412,1789,46,311,1365,39,549,1893,24,559,x,9,314,836,4,410,1276,2,-,x
4,13121,足立区,1,P,医療，福祉,1438,26808,170710,499,1247,7702,417,2741,19510,248,3366,20504,91,2174,12501,78,2902,16852,105,14378,93641,-,-,-
4,13121,足立区,1,Q,複合サービス事業,12,125,…,2,4,…,1,5,…,7,116,…,-,-,…,-,-,…,-,-,…,2,-,…
4,13121,足立区,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13121,足立区,2,Q2,複合サービス事業（協同組合）,12,125,3552,2,4,x,1,5,x,7,116,3226,-,-,-,-,-,-,-,-,-,2,-,x
4,13121,足立区,1,R,サービス業（他に分類されないもの）,923,10925,…,512,1216,…,186,1214,…,105,1419,…,35,833,…,37,1388,…,47,4855,…,1,-,…
4,13121,足立区,2,R1,サービス業（政治・経済・文化団体，宗教）,178,645,…,141,322,…,30,195,…,3,39,…,2,42,…,1,47,…,-,-,…,1,-,…
4,13121,足立区,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,745,10280,96721,371,894,7516,156,1019,9472,102,1380,13949,33,791,9603,36,1341,13930,47,4855,42251,-,-,-
4,13122,葛飾区,1,A～B,農林漁業（Ａ～Ｂ）,7,40,444,3,9,x,3,21,218,1,10,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13122,葛飾区,1,C,鉱業，採石業，砂利採取業,1,3,x,1,3,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13122,葛飾区,1,D,建設業,1013,5720,…,628,1550,…,240,1525,…,107,1401,…,20,478,…,13,457,…,4,309,…,1,-,…
4,13122,葛飾区,1,E,製造業,2605,15191,268333,1782,3977,30968,465,2997,33527,235,3186,x,61,1465,25393,47,1738,40777,14,1828,88828,1,-,x
4,13122,葛飾区,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13122,葛飾区,1,G,情報通信業,68,234,…,51,90,…,13,88,…,2,35,…,1,21,…,-,-,…,-,-,…,1,-,…
4,13122,葛飾区,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,23,63,…,18,29,…,5,34,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13122,葛飾区,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,45,171,1254,33,61,544,8,54,350,2,35,x,1,21,x,-,-,-,-,-,-,1,-,x
4,13122,葛飾区,1,H,運輸業，郵便業,335,4928,…,255,336,…,24,163,…,18,245,…,6,146,…,9,333,…,23,3705,…,-,-,…
4,13122,葛飾区,1,I,卸売業，小売業,3432,23866,640239,2206,4863,78214,624,4075,136201,398,5319,184355,113,2623,65554,45,1671,x,44,5315,119585,2,-,x
4,13122,葛飾区,1,J,金融業，保険業,60,174,…,50,105,…,9,59,…,1,10,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13122,葛飾区,1,K,不動産業，物品賃貸業,1374,3620,55896,1210,2177,17480,120,723,15358,24,328,10282,9,189,6428,2,71,x,2,132,x,7,-,3
4,13122,葛飾区,1,L,学術研究，専門・技術サービス業,431,2084,14657,310,673,4658,88,546,4768,26,335,3013,3,67,382,1,35,x,3,428,x,-,-,-
4,13122,葛飾区,1,M,宿泊業，飲食サービス業,1753,10484,47197,1180,2532,10277,298,1947,11238,157,2156,11144,67,1572,6603,39,1419,5217,12,858,2717,-,-,-
4,13122,葛飾区,1,N,生活関連サービス業，娯楽業,1159,4777,93720,964,1880,8397,90,560,6607,60,844,19593,17,428,15809,18,662,29230,7,403,14009,3,-,75
4,13122,葛飾区,1,O,教育，学習支援業,285,1838,…,196,363,…,31,203,…,31,442,…,15,356,…,7,248,…,4,226,…,1,-,…
4,13122,葛飾区,2,O1,教育，学習支援業（学校教育）,21,453,…,-,-,…,1,8,…,9,122,…,7,171,…,4,152,…,-,-,…,-,-,…
4,13122,葛飾区,2,O2,教育，学習支援業（その他の教育，学習支援業）,264,1385,5576,196,363,1355,30,195,679,22,320,1058,8,185,504,3,96,326,4,226,x,1,-,x
4,13122,葛飾区,1,P,医療，福祉,1066,16495,128887,374,943,5865,317,2085,15420,196,2593,16958,61,1484,8361,65,2427,12424,53,6963,69859,-,-,-
4,13122,葛飾区,1,Q,複合サービス事業,7,146,…,1,2,…,-,-,…,5,81,…,-,-,…,-,-,…,1,63,…,-,-,…
4,13122,葛飾区,2,Q1,複合サービス事業（郵便局）,1,13,…,-,-,…,-,-,…,1,13,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13122,葛飾区,2,Q2,複合サービス事業（協同組合）,6,133,2336,1,2,x,-,-,-,4,68,x,-,-,-,-,-,-,1,63,x,-,-,-
4,13122,葛飾区,1,R,サービス業（他に分類されないもの）,503,4847,…,284,646,…,108,666,…,54,701,…,24,576,…,14,508,…,17,1750,…,2,-,…
4,13122,葛飾区,2,R1,サービス業（政治・経済・文化団体，宗教）,151,510,…,120,288,…,23,137,…,4,42,…,2,43,…,-,-,…,-,-,…,2,-,…
4,13122,葛飾区,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,352,4337,39368,164,358,2673,85,529,5210,50,659,7219,22,533,8883,14,508,5802,17,1750,9582,-,-,-
4,13123,江戸川区,1,A～B,農林漁業（Ａ～Ｂ）,10,328,2338,2,8,x,2,16,x,5,76,677,-,-,-,-,-,-,1,228,x,-,-,-
4,13123,江戸川区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,1,D,建設業,1497,9954,…,825,2001,…,405,2660,…,187,2459,…,44,1003,…,24,908,…,12,923,…,-,-,…
4,13123,江戸川区,1,E,製造業,2236,15426,252436,1376,3171,26676,496,3214,40810,234,3073,47189,66,1556,40723,42,1593,32585,22,2819,64452,-,-,-
