地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13113,1311300000,渋谷区,,,渋谷区,1,1000,民営,496273,282769,209284,4246,3169,1077,766,192,574,26060,19761,6265,465201,259647,201368,440908,247758,188964,298900,189088,105843,142008,58670,83121,24293,11889,12404,21236,13605,7631,23036,11638,11199,498073,280802,212852
4,13113,1311300000,渋谷区,,,渋谷区,2,1100,個人,14889,7173,7716,4246,3169,1077,766,192,574,-,-,-,9877,3812,6065,9134,3562,5572,4993,2072,2921,4141,1490,2651,743,250,493,43,23,20,121,53,68,14967,7203,7764
4,13113,1311300000,渋谷区,,,渋谷区,3,1210,会社,441775,255060,182558,-,-,-,-,-,-,24392,18481,5878,417383,236579,176680,394946,225433,165389,267945,173128,90910,127001,52305,74479,22437,11146,11291,21019,13458,7561,21632,11075,10358,442388,252677,185355
4,13113,1311300000,渋谷区,,,渋谷区,3,1220,会社以外の法人,39238,20319,18856,-,-,-,-,-,-,1624,1252,371,37614,19067,18485,36570,18622,17886,25793,13778,11953,10777,4844,5933,1044,445,599,169,119,50,1260,499,761,40329,20699,19567
4,13113,1311300000,渋谷区,,,渋谷区,2,1300,法人でない団体,371,217,154,-,-,-,-,-,-,44,28,16,327,189,138,258,141,117,169,110,59,89,31,58,69,48,21,5,5,-,23,11,12,389,223,166
5,13113,1311302100,渋谷区,渋谷区上原,,渋谷区上原,1,1000,民営,2955,1709,1246,100,73,27,30,6,24,280,206,74,2545,1424,1121,2415,1326,1089,1664,1113,551,751,213,538,130,98,32,32,22,10,81,15,66,3004,1702,1302
5,13113,1311302100,渋谷区,渋谷区上原,,渋谷区上原,2,1100,個人,336,140,196,100,73,27,30,6,24,-,-,-,206,61,145,199,61,138,92,36,56,107,25,82,7,-,7,1,-,1,-,-,-,335,140,195
5,13113,1311302100,渋谷区,渋谷区上原,,渋谷区上原,3,1210,会社,2068,1276,792,-,-,-,-,-,-,237,165,72,1831,1111,720,1712,1017,695,1162,858,304,550,159,391,119,94,25,22,14,8,6,6,-,2052,1268,784
5,13113,1311302100,渋谷区,渋谷区上原,,渋谷区上原,3,1220,会社以外の法人,548,291,257,-,-,-,-,-,-,43,41,2,505,250,255,501,246,255,410,219,191,91,27,64,4,4,-,9,8,1,75,9,66,614,292,322
5,13113,1311302100,渋谷区,渋谷区上原,,渋谷区上原,2,1300,法人でない団体,3,2,1,-,-,-,-,-,-,-,-,-,3,2,1,3,2,1,-,-,-,3,2,1,-,-,-,-,-,-,-,-,-,3,2,1
6,13113,1311302101,渋谷区,渋谷区上原,１丁目,渋谷区上原１丁目,1,1000,民営,1426,938,488,59,37,22,19,5,14,137,102,35,1211,794,417,1169,771,398,869,676,193,300,95,205,42,23,19,4,2,2,-,-,-,1422,936,486
6,13113,1311302101,渋谷区,渋谷区上原,１丁目,渋谷区上原１丁目,2,1100,個人,233,90,143,59,37,22,19,5,14,-,-,-,155,48,107,148,48,100,61,27,34,87,21,66,7,-,7,1,-,1,-,-,-,232,90,142
6,13113,1311302101,渋谷区,渋谷区上原,１丁目,渋谷区上原１丁目,3,1210,会社,1167,837,330,-,-,-,-,-,-,131,97,34,1036,740,296,1003,719,284,795,646,149,208,73,135,33,21,12,3,2,1,-,-,-,1164,835,329
6,13113,1311302101,渋谷区,渋谷区上原,１丁目,渋谷区上原１丁目,3,1220,会社以外の法人,26,11,15,-,-,-,-,-,-,6,5,1,20,6,14,18,4,14,13,3,10,5,1,4,2,2,-,-,-,-,-,-,-,26,11,15
6,13113,1311302101,渋谷区,渋谷区上原,１丁目,渋谷区上原１丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13113,1311302102,渋谷区,渋谷区上原,２丁目,渋谷区上原２丁目,1,1000,民営,511,280,231,22,21,1,7,1,6,42,25,17,440,233,207,360,161,199,195,87,108,165,74,91,80,72,8,-,-,-,7,1,6,518,281,237
6,13113,1311302102,渋谷区,渋谷区上原,２丁目,渋谷区上原２丁目,2,1100,個人,60,29,31,22,21,1,7,1,6,-,-,-,31,7,24,31,7,24,17,5,12,14,2,12,-,-,-,-,-,-,-,-,-,60,29,31
6,13113,1311302102,渋谷区,渋谷区上原,２丁目,渋谷区上原２丁目,3,1210,会社,337,214,123,-,-,-,-,-,-,42,25,17,295,189,106,215,117,98,109,60,49,106,57,49,80,72,8,-,-,-,-,-,-,337,214,123
6,13113,1311302102,渋谷区,渋谷区上原,２丁目,渋谷区上原２丁目,3,1220,会社以外の法人,114,37,77,-,-,-,-,-,-,-,-,-,114,37,77,114,37,77,69,22,47,45,15,30,-,-,-,-,-,-,7,1,6,121,38,83
6,13113,1311302102,渋谷区,渋谷区上原,２丁目,渋谷区上原２丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
