地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13112,1311200000,世田谷区,,,世田谷区,1,1000,民営,266249,141549,124627,8614,6247,2367,1854,421,1433,20356,13864,6489,235425,121017,114338,221784,114995,106719,117637,74177,43405,104147,40818,63314,13641,6022,7619,1941,1312,629,6797,3104,3693,271105,143341,127691
4,13112,1311200000,世田谷区,,,世田谷区,2,1100,個人,26395,12069,14326,8614,6247,2367,1854,421,1433,-,-,-,15927,5401,10526,14462,4850,9612,6359,2353,4006,8103,2497,5606,1465,551,914,67,31,36,93,34,59,26421,12072,14349
4,13112,1311200000,世田谷区,,,世田谷区,3,1210,会社,198223,111948,86202,-,-,-,-,-,-,18788,12805,5980,179435,99143,80222,169130,94406,74654,87574,61329,26190,81556,33077,48464,10305,4737,5568,1765,1226,539,5951,2785,3166,202409,113507,88829
4,13112,1311200000,世田谷区,,,世田谷区,3,1220,会社以外の法人,41400,17429,23971,-,-,-,-,-,-,1535,1037,498,39865,16392,23473,38019,15660,22359,23590,10424,13166,14429,5236,9193,1846,732,1114,109,55,54,749,283,466,42040,17657,24383
4,13112,1311200000,世田谷区,,,世田谷区,2,1300,法人でない団体,231,103,128,-,-,-,-,-,-,33,22,11,198,81,117,173,79,94,114,71,43,59,8,51,25,2,23,-,-,-,4,2,2,235,105,130
5,13112,1311202400,世田谷区,世田谷区赤堤,,世田谷区赤堤,1,1000,民営,3118,1414,1704,189,128,61,40,7,33,386,240,146,2503,1039,1464,2304,964,1340,1121,554,567,1183,410,773,199,75,124,12,5,7,24,13,11,3130,1422,1708
5,13112,1311202400,世田谷区,世田谷区赤堤,,世田谷区赤堤,2,1100,個人,577,239,338,189,128,61,40,7,33,-,-,-,348,104,244,336,100,236,161,55,106,175,45,130,12,4,8,1,1,-,-,-,-,576,238,338
5,13112,1311202400,世田谷区,世田谷区赤堤,,世田谷区赤堤,3,1210,会社,2240,1103,1137,-,-,-,-,-,-,359,222,137,1881,881,1000,1704,811,893,811,465,346,893,346,547,177,70,107,11,4,7,22,13,9,2251,1112,1139
5,13112,1311202400,世田谷区,世田谷区赤堤,,世田谷区赤堤,3,1220,会社以外の法人,290,71,219,-,-,-,-,-,-,25,17,8,265,54,211,255,53,202,142,34,108,113,19,94,10,1,9,-,-,-,2,-,2,292,71,221
5,13112,1311202400,世田谷区,世田谷区赤堤,,世田谷区赤堤,2,1300,法人でない団体,11,1,10,-,-,-,-,-,-,2,1,1,9,-,9,9,-,9,7,-,7,2,-,2,-,-,-,-,-,-,-,-,-,11,1,10
