地域階層,地域コード,地域名,産業分類階層,大分類,産業分類名,企業等／総数／企業数（企業）,企業等／総数／事業所数（事業所）,企業等／総数／企業従業者数（人）,企業等／総数／売上（収入）金額（百万円）,個人経営／企業数（企業）,個人経営／事業所数（事業所）,個人経営／企業従業者数（人）,個人経営／売上（収入）金額（百万円）,法人／会社企業／総数／企業数（企業）,法人／会社企業／総数／事業所数（事業所）,法人／会社企業／総数／企業従業者数（人）,法人／会社企業／総数／売上（収入）金額（百万円）,法人／会社企業／資本金階級／300万円未満／企業数（企業）,法人／会社企業／資本金階級／300万円未満／事業所数（事業所）,法人／会社企業／資本金階級／300万円未満／企業従業者数（人）,法人／会社企業／資本金階級／300万円未満／売上（収入）金額（百万円）,法人／会社企業／資本金階級／300万～500万円未満／企業数（企業）,法人／会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,法人／会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,法人／会社企業／資本金階級／300万～500万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／500万～1000万円未満／企業数（企業）,法人／会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,法人／会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,法人／会社企業／資本金階級／500万～1000万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,法人／会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,法人／会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,法人／会社企業／資本金階級／1000万～3000万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,法人／会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,法人／会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,法人／会社企業／資本金階級／3000万～5000万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／5000万～1億円未満／企業数（企業）,法人／会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,法人／会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,法人／会社企業／資本金階級／5000万～1億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／1億円～3億円未満／企業数（企業）,法人／会社企業／資本金階級／1億円～3億円未満／事業所数（事業所）,法人／会社企業／資本金階級／1億円～3億円未満／企業従業者数（人）,法人／会社企業／資本金階級／1億円～3億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／3億円～10億円未満／企業数（企業）,法人／会社企業／資本金階級／3億円～10億円未満／事業所数（事業所）,法人／会社企業／資本金階級／3億円～10億円未満／企業従業者数（人）,法人／会社企業／資本金階級／3億円～10億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／10億円～50億円未満／企業数（企業）,法人／会社企業／資本金階級／10億円～50億円未満／事業所数（事業所）,法人／会社企業／資本金階級／10億円～50億円未満／企業従業者数（人）,法人／会社企業／資本金階級／10億円～50億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／50億円以上／企業数（企業）,法人／会社企業／資本金階級／50億円以上／事業所数（事業所）,法人／会社企業／資本金階級／50億円以上／企業従業者数（人）,法人／会社企業／資本金階級／50億円以上／売上（収入）（百万円）,法人／会社以外の法人／企業数（企業）,法人／会社以外の法人／事業所数（事業所）,法人／会社以外の法人／企業従業者数（人）,法人／会社以外の法人／売上（収入）金額（百万円）
4,13113,渋谷区,1,R,サービス業（他に分類されないもの）,893,3310,111817,1480387,22,22,45,228,549,2680,105848,1362012,28,29,91,1704,71,74,1097,6357,36,43,678,4577,285,703,16784,142942,42,112,4368,31955,47,395,18416,213477,19,279,14184,119455,11,299,20575,314066,1,13,1402,x,3,727,28216,510112,322,608,5924,118147
4,13114,中野区,0,A-R,全産業（Ｓ公務を除く）,7770,10831,115633,4034099,3695,3720,9755,x,3749,6323,93232,x,212,229,1156,9825,1349,1495,7033,60146,302,347,1868,24415,1458,2039,20248,426734,158,488,7732,165047,117,442,9449,346448,40,470,16483,595248,22,244,7294,271357,7,76,4420,191520,11,419,17225,1788973,326,788,12646,103699
4,13114,中野区,0,A-B,農林漁業（Ａ～Ｂ）,2,3,10,x,-,-,-,-,2,3,10,x,-,-,-,-,2,3,10,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,A,農業，林業,2,3,10,x,-,-,-,-,2,3,10,x,-,-,-,-,2,3,10,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,C,鉱業，採石業，砂利採取業,1,1,2,x,-,-,-,-,1,1,2,x,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,D,建設業,638,839,6333,182305,110,110,245,1258,528,729,6088,181047,19,19,124,1712,157,157,678,8316,46,48,292,4151,245,251,2139,54063,36,115,1269,41084,15,32,541,14465,3,100,1033,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,E,製造業,373,731,19054,1467241,84,84,166,548,289,647,18888,1466693,10,10,37,335,85,91,352,3060,13,17,117,1264,121,167,2028,x,19,42,1179,23267,18,87,1860,54796,7,58,1350,44698,4,18,1759,52040,1,26,566,x,6,126,9634,1240018,-,-,-,-
4,13114,中野区,1,F,電気・ガス・熱供給・水道業,1,26,173,x,-,-,-,-,1,26,173,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,26,173,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,G,情報通信業,241,305,7448,123209,8,8,14,98,231,295,7428,x,22,23,116,616,57,57,329,2274,13,13,92,1252,95,105,1226,14802,13,19,670,8694,14,23,1134,21423,8,29,2040,33387,3,12,958,22037,1,8,640,x,1,2,202,x,2,2,6,x
4,13114,中野区,1,H,運輸業，郵便業,110,142,3495,28387,55,55,69,x,53,85,3412,x,1,1,5,x,13,13,122,x,5,5,40,x,27,43,1299,7823,5,16,866,3161,2,7,1080,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,14,x
4,13114,中野区,1,I,卸売業，小売業,1593,2226,20867,1115804,671,675,1777,x,917,1545,19018,1101790,47,50,197,3068,328,427,1983,23726,78,102,458,9478,367,604,4636,172113,34,88,922,62160,25,108,1332,184415,5,52,5159,341560,8,72,2428,155168,2,19,1807,x,-,-,-,-,5,6,72,x
4,13114,中野区,1,J,金融業，保険業,51,173,4301,92666,4,4,8,x,46,98,3272,84004,3,3,7,31,21,21,89,x,3,3,7,53,10,15,59,467,3,3,7,54,2,4,46,x,2,36,1778,x,1,1,66,x,1,12,1213,x,-,-,-,-,1,71,1021,x
4,13114,中野区,1,K,不動産業，物品賃貸業,1207,1625,11528,547952,563,566,890,4900,640,1055,10629,542606,29,29,67,566,253,255,695,4947,49,49,120,1746,247,280,1308,25687,25,50,324,8011,22,60,541,13515,5,6,135,7465,3,26,235,5918,1,9,122,x,1,286,7066,x,4,4,9,447
4,13114,中野区,1,L,学術研究，専門・技術サービス業,556,593,3656,129610,214,215,591,x,321,352,2849,122203,28,28,111,1056,122,124,453,3365,28,31,94,920,122,134,1011,9723,3,4,46,507,4,4,101,1732,4,12,478,7405,2,4,154,x,1,2,72,x,3,5,323,x,21,26,216,x
4,13114,中野区,1,M,宿泊業，飲食サービス業,973,1315,8587,47671,768,773,2173,7151,205,542,6414,40520,18,25,168,1047,107,126,834,6141,20,25,225,x,36,137,1510,14276,5,58,922,4566,2,11,160,x,1,33,775,x,1,111,1694,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,N,生活関連サービス業，娯楽業,742,842,3451,37006,536,541,1164,3396,202,297,2232,33465,11,14,82,550,102,110,458,3265,19,26,152,2506,55,99,790,9938,6,27,621,7467,3,15,103,9631,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,55,145
4,13114,中野区,1,O,教育，学習支援業,218,406,6484,50688,133,136,416,994,53,199,3673,21584,5,5,26,x,22,24,162,384,2,2,26,x,19,26,348,7767,3,25,385,1336,1,52,1440,x,1,65,1286,x,-,-,-,-,-,-,-,-,-,-,-,-,32,71,2395,28110
4,13114,中野区,1,P,医療，福祉,711,882,9958,67121,509,513,2170,13970,77,130,1601,5414,12,15,140,380,32,38,465,945,10,10,144,453,18,23,332,1547,2,5,92,x,-,-,-,-,2,38,427,x,-,-,-,-,-,-,-,-,-,-,-,-,125,239,6187,47737
4,13114,中野区,1,Q,複合サービス事業,1,1,4,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,x
4,13114,中野区,1,R,サービス業（他に分類されないもの）,352,721,10282,143170,40,40,72,223,183,319,7543,130124,7,7,76,303,48,49,403,1917,16,16,101,682,95,154,3560,79669,3,10,256,3265,9,39,1111,21983,2,41,2022,x,-,-,-,-,-,-,-,-,-,-,-,-,129,362,2667,12823
4,13115,杉並区,0,A-R,全産業（Ｓ公務を除く）,12005,17108,140013,2361235,5883,5932,15795,82270,5641,9665,81195,1777898,433,471,2307,19376,1990,2207,11280,117336,604,687,3874,45271,2038,2741,26652,405356,189,335,4568,120924,181,590,9095,404584,43,640,9133,208540,10,100,2017,51996,10,602,8690,261183,4,1146,2821,137623,481,1511,43023,501066
4,13115,杉並区,0,A-B,農林漁業（Ａ～Ｂ）,9,10,60,x,-,-,-,-,8,9,57,x,1,1,1,x,3,3,12,x,-,-,-,-,3,4,17,99,1,1,27,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,x
4,13115,杉並区,1,A,農業，林業,9,10,60,x,-,-,-,-,8,9,57,x,1,1,1,x,3,3,12,x,-,-,-,-,3,4,17,99,1,1,27,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,x
4,13115,杉並区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,1,D,建設業,870,1076,8265,289373,151,151,330,1734,719,925,7935,287639,20,20,72,872,187,190,810,11906,72,74,469,6204,355,395,3286,79366,35,41,452,18403,31,85,1156,89858,6,11,249,14894,1,64,816,x,2,27,326,x,1,9,273,x,-,-,-,-
4,13115,杉並区,1,E,製造業,410,634,6868,188360,75,75,149,605,335,559,6719,187755,12,12,52,481,94,99,401,3864,28,32,112,2153,148,217,2020,32933,21,40,847,21069,19,52,1096,28453,6,58,1082,60838,1,3,161,x,1,41,927,x,-,-,-,-,-,-,-,-
4,13115,杉並区,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,1,G,情報通信業,335,503,7293,127847,8,8,17,x,323,491,7209,126631,34,36,144,2181,97,104,575,4652,35,38,356,4738,124,153,2045,26893,11,28,413,17970,10,100,1381,28678,6,19,1270,21279,1,6,669,x,1,3,345,x,-,-,-,-,4,4,67,x
4,13115,杉並区,1,H,運輸業，郵便業,187,252,5002,38728,113,113,136,x,72,137,4854,x,2,2,16,x,14,15,179,x,5,5,32,240,34,69,2629,21151,5,13,560,x,11,32,1411,x,1,1,27,x,-,-,-,-,-,-,-,-,-,-,-,-,2,2,12,x
4,13115,杉並区,1,I,卸売業，小売業,2560,5117,27825,934663,1112,1128,2958,19526,1442,3979,24531,859923,96,113,729,7901,559,654,3346,61467,149,173,810,14101,504,732,4577,147257,47,92,891,31879,42,190,2078,210111,6,351,2453,83839,3,4,196,14066,3,503,6760,169365,2,1136,2449,x,6,10,336,55214
4,13115,杉並区,1,J,金融業，保険業,80,123,724,x,12,12,22,x,67,90,570,x,8,8,17,x,20,20,62,839,6,6,31,413,18,21,71,3785,4,4,16,591,5,6,16,450,-,-,-,-,1,20,170,x,1,1,83,x,1,1,99,x,1,21,132,x
4,13115,杉並区,1,K,不動産業，物品賃貸業,1884,2004,5597,89134,823,825,1321,x,1059,1177,4273,81277,55,56,142,1157,353,360,917,8774,120,122,417,4546,429,455,1954,33830,37,42,243,7086,40,45,292,15744,6,78,259,7784,1,1,5,x,-,-,-,-,-,-,-,-,2,2,3,x
4,13115,杉並区,1,L,学術研究，専門・技術サービス業,791,866,3984,39324,332,335,929,6440,444,514,2805,30971,65,65,169,1222,174,180,564,4036,36,42,170,1601,142,168,963,10071,7,19,172,2564,6,22,667,8768,3,7,78,1023,2,2,-,x,-,-,-,-,-,-,-,-,15,17,250,1913
4,13115,杉並区,1,M,宿泊業，飲食サービス業,1738,1911,8332,38124,1340,1345,3703,13901,395,563,4624,24119,51,62,393,2192,174,202,1417,6703,69,88,602,4477,67,150,1560,7991,4,21,303,860,5,8,102,929,1,1,12,x,-,-,-,-,-,-,-,-,-,-,-,-,3,3,5,104
4,13115,杉並区,1,N,生活関連サービス業，娯楽業,1062,1295,5576,56142,753,762,1609,x,304,522,3678,48873,33,38,175,1843,135,157,805,4429,35,54,365,5015,66,115,920,11104,6,12,248,11056,6,33,371,5593,2,68,482,x,-,-,-,-,1,25,243,x,-,-,-,-,5,11,289,x
4,13115,杉並区,1,O,教育，学習支援業,407,512,6358,45873,266,274,831,1840,101,157,1744,7575,17,18,143,308,43,56,595,1939,12,12,135,369,24,44,538,2865,1,1,47,x,-,-,-,-,2,24,277,x,-,-,-,-,-,-,-,-,-,-,-,-,40,81,3783,36458
4,13115,杉並区,1,P,医療，福祉,1152,1825,40270,414589,833,839,3664,24090,130,191,2126,7222,23,23,172,471,47,71,898,2952,21,25,309,901,26,50,482,1848,1,5,51,x,2,5,80,x,1,3,68,x,-,-,-,-,-,-,-,-,-,-,-,-,189,795,34480,383278
4,13115,杉並区,1,Q,複合サービス事業,2,2,3,x,1,1,1,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,x
4,13115,杉並区,1,R,サービス業（他に分類されないもの）,518,978,13856,80774,64,64,125,359,242,351,10070,63342,16,17,82,601,90,96,699,4969,16,16,66,515,98,168,5590,26163,9,16,298,3066,4,12,445,5542,3,19,2876,10506,-,-,-,-,1,2,6,x,-,-,-,-,212,563,3661,17073
4,13116,豊島区,0,A-R,全産業（Ｓ公務を除く）,10721,19328,289219,x,3807,3833,11633,69729,6336,14023,248259,x,391,505,2855,22737,1732,1871,10251,111141,583,697,5658,86127,2675,4064,51139,928664,326,1007,19737,405344,276,1589,32255,798901,121,1007,25097,742106,36,920,21767,627347,25,610,26464,631118,17,1599,52416,3391084,578,1472,29327,x
4,13116,豊島区,0,A-B,農林漁業（Ａ～Ｂ）,2,2,5,x,-,-,-,-,2,2,5,x,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,x,-,-,-,-,1,1,4,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,A,農業，林業,1,1,1,x,-,-,-,-,1,1,1,x,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,B,漁業,1,1,4,x,-,-,-,-,1,1,4,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,D,建設業,664,873,8817,281930,70,70,175,899,594,803,8642,281030,29,30,149,1995,152,157,701,8203,44,45,224,3784,304,344,3289,73364,31,53,857,36808,17,40,845,35341,6,28,516,19258,4,52,1391,54668,1,48,645,x,-,-,-,-,-,-,-,-
4,13116,豊島区,1,E,製造業,665,1214,25867,990699,79,81,158,x,585,1132,25691,990048,25,26,127,2280,153,162,641,5873,32,35,145,1408,259,356,3824,77976,29,63,1618,33283,37,163,4575,89306,26,134,3223,108647,6,25,1006,63081,5,64,2315,99084,5,96,8200,508976,1,1,18,x
4,13116,豊島区,1,F,電気・ガス・熱供給・水道業,4,5,26,x,-,-,-,-,4,5,26,x,-,-,-,-,1,1,1,x,-,-,-,-,1,1,1,x,-,-,-,-,-,-,-,-,2,3,24,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,G,情報通信業,675,925,25628,424717,12,13,37,x,659,908,25530,423843,47,47,241,2035,101,101,705,8137,66,69,682,7140,304,341,6825,84147,50,65,2330,30213,51,104,3243,95739,18,145,9185,141465,2,3,98,x,5,18,2139,52700,-,-,-,-,4,4,61,x
4,13116,豊島区,1,H,運輸業，郵便業,99,224,5100,83926,48,48,54,x,47,172,5013,83463,1,1,4,x,6,6,49,x,1,1,6,x,36,81,2600,x,-,-,-,-,1,4,402,x,1,21,407,x,1,58,1545,x,-,-,-,-,-,-,-,-,4,4,33,x
4,13116,豊島区,1,I,卸売業，小売業,2157,4149,54366,2721010,673,677,2082,15702,1471,3457,52188,2699596,72,78,444,5445,401,432,2121,37209,138,162,1221,45037,639,1028,8234,408008,75,296,2757,126495,66,349,6901,375803,29,236,3715,356853,5,179,2262,278078,2,38,1622,x,4,619,22742,932114,13,15,96,5711
4,13116,豊島区,1,J,金融業，保険業,123,399,8731,2325317,10,10,20,106,105,287,5823,1551188,10,10,60,219,34,35,158,1517,6,6,29,x,33,45,292,4481,6,7,96,714,4,6,42,x,3,7,160,4265,2,9,225,x,2,13,527,x,3,147,4224,1525055,8,102,2888,774023
4,13116,豊島区,1,K,不動産業，物品賃貸業,1237,1502,7830,298467,329,329,586,4353,898,1163,7199,293841,48,50,159,1164,242,249,927,9143,87,90,252,3681,407,456,2194,55131,52,70,458,48319,27,110,945,21614,13,20,455,10656,3,99,1578,110081,1,1,39,x,2,2,149,x,10,10,45,274
4,13116,豊島区,1,L,学術研究，専門・技術サービス業,1275,2356,26372,536322,557,558,1935,15681,654,1594,20423,471480,52,52,237,2055,205,208,759,7505,47,50,271,2344,276,349,3165,41487,26,66,883,19269,18,44,1042,45794,5,84,924,12436,2,28,565,x,3,50,853,16146,2,645,11680,x,64,204,4014,49161
4,13116,豊島区,1,M,宿泊業，飲食サービス業,1261,2704,50155,446952,801,803,2404,x,459,1900,47746,x,44,56,615,3843,189,236,1829,11182,60,90,1469,12681,106,261,4830,30484,11,145,4491,52304,17,388,7111,49635,3,148,1989,4186,3,210,5897,14484,2,253,13982,x,1,90,5421,x,1,1,5,x
4,13116,豊島区,1,N,生活関連サービス業，娯楽業,818,1400,12220,252395,510,519,1278,x,302,870,10825,246283,22,98,447,2307,98,113,752,14179,40,69,552,4105,91,234,2923,42464,12,90,2014,29920,15,113,1268,34815,6,15,349,19672,3,93,1879,24686,1,31,592,x,-,-,-,-,6,11,117,x
4,13116,豊島区,1,O,教育，学習支援業,311,944,23989,197322,139,140,469,774,113,648,12837,69336,16,29,201,697,38,44,374,1635,12,15,118,874,30,237,3640,29506,3,11,123,1203,4,83,423,9187,2,4,479,x,1,148,4110,x,2,72,3335,x,-,-,-,-,59,156,10683,127212
4,13116,豊島区,1,P,医療，福祉,858,1223,14233,139413,563,568,2405,17552,107,231,3345,15211,16,19,115,413,43,52,484,1938,17,32,284,1796,24,38,501,1845,3,15,342,1915,1,67,1290,x,-,-,-,-,2,7,327,x,-,-,-,-,-,-,-,-,188,424,8483,106650
4,13116,豊島区,1,Q,複合サービス事業,1,5,12,x,-,-,-,-,1,5,12,x,-,-,-,-,1,5,12,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,R,サービス業（他に分類されないもの）,571,1403,25868,215802,16,17,30,x,335,846,22954,185366,9,9,56,x,68,70,738,4133,33,33,405,3063,164,292,8820,57109,28,126,3768,24901,17,117,4164,31632,7,162,3671,48628,2,9,884,x,1,22,415,x,-,-,-,-,220,540,2884,x
4,13117,北区,0,A-R,全産業（Ｓ公務を除く）,8433,12400,167853,3484698,4079,4108,10273,49933,3988,7596,142999,3281198,226,235,1163,10734,1456,1569,7646,68397,396,468,3233,39645,1517,2615,32791,542520,141,291,4744,101367,105,484,12257,443343,35,782,36133,979012,14,414,14465,276739,11,618,26365,612190,7,40,3721,204342,366,696,14581,153567
4,13117,北区,0,A-B,農林漁業（Ａ～Ｂ）,2,2,16,x,-,-,-,-,2,2,16,x,-,-,-,-,-,-,-,-,2,2,16,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,A,農業，林業,2,2,16,x,-,-,-,-,2,2,16,x,-,-,-,-,-,-,-,-,2,2,16,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,D,建設業,758,892,7794,220683,127,127,268,x,629,763,7517,x,21,21,78,909,211,214,950,10545,55,55,236,3083,280,310,2576,56332,32,43,754,22429,17,63,997,37373,5,33,700,27076,1,4,85,x,-,-,-,-,1,14,1127,x,2,2,9,x
4,13117,北区,1,E,製造業,862,1227,22780,687033,200,200,411,1237,662,1027,22369,685796,11,11,35,304,211,228,986,8893,53,58,296,2788,291,373,4669,91301,30,71,1163,16262,31,92,5044,203394,9,35,2491,43125,4,43,1530,67479,7,88,3899,172155,2,15,2171,x,-,-,-,-
4,13117,北区,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,G,情報通信業,97,127,2111,40179,4,4,10,x,92,122,2076,x,12,12,33,218,23,24,59,371,12,14,47,360,36,43,730,8501,1,1,64,x,3,17,859,23750,1,1,125,x,2,8,147,x,-,-,-,-,-,-,-,-,1,1,25,x
4,13117,北区,1,H,運輸業，郵便業,252,361,8860,130802,157,157,185,747,95,204,8675,130054,2,2,8,x,21,22,142,1095,12,12,296,x,47,69,2975,19621,5,20,1016,8572,3,27,555,32545,4,23,2098,26173,1,29,1585,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,I,卸売業，小売業,1953,3528,65311,1875961,862,879,2453,15209,1081,2639,62802,1851292,65,67,359,6414,406,441,2353,29286,102,123,825,13693,421,717,5036,222248,28,58,700,39203,28,162,2172,122919,7,612,29453,868952,2,83,5100,x,2,356,16634,x,-,-,-,-,10,10,56,9460
4,13117,北区,1,J,金融業，保険業,60,197,3334,x,14,14,30,197,44,47,234,x,3,3,10,x,19,19,62,424,5,6,14,394,13,14,63,578,1,1,13,x,1,2,21,x,-,-,-,-,1,1,1,x,-,-,-,-,1,1,50,x,2,136,3070,x
4,13117,北区,1,K,不動産業，物品賃貸業,1033,1064,2706,89162,546,546,842,x,483,514,1850,x,30,30,72,369,162,164,446,3459,65,68,218,2564,182,190,648,9482,24,27,131,1848,11,11,44,1571,2,13,95,x,-,-,-,-,1,1,8,x,1,5,181,x,4,4,14,79
4,13117,北区,1,L,学術研究，専門・技術サービス業,407,477,2720,29904,190,190,587,3774,200,261,1913,21959,22,23,89,729,84,86,281,2028,7,7,57,729,74,89,954,9678,3,9,98,1378,3,7,276,4042,2,33,87,x,1,1,4,x,-,-,-,-,1,3,63,x,17,26,220,4171
4,13117,北区,1,M,宿泊業，飲食サービス業,1104,2168,28041,168965,858,858,2206,7635,245,1308,25835,x,21,21,134,694,128,139,853,4376,38,45,307,1954,31,608,12156,100537,4,6,56,663,1,53,407,x,2,19,290,x,1,225,5596,x,1,173,5824,x,1,2,129,x,1,2,-,x
4,13117,北区,1,N,生活関連サービス業，娯楽業,739,839,3639,46244,552,557,1154,x,185,280,2482,42931,14,16,131,451,81,98,478,3276,20,31,267,10384,53,67,552,11046,8,39,522,7996,3,4,93,4325,1,1,14,x,1,20,417,x,-,-,-,-,-,-,-,-,2,2,3,x
4,13117,北区,1,O,教育，学習支援業,189,262,5040,27215,112,114,382,957,42,59,502,3484,4,5,13,80,15,16,84,379,5,15,174,214,15,20,214,2731,1,1,9,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,89,4156,22775
4,13117,北区,1,P,医療，福祉,644,827,9807,64122,423,427,1674,10493,80,133,1640,5877,11,13,127,253,37,56,644,2024,10,22,348,1203,18,35,393,1825,-,-,-,-,1,4,85,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,141,267,6493,47752
4,13117,北区,1,Q,複合サービス事業,1,1,2,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,x
4,13117,北区,1,R,サービス業（他に分類されないもの）,332,428,5692,x,34,35,71,x,148,237,5088,27626,10,11,74,253,58,62,308,2241,10,10,132,561,56,80,1825,8641,4,15,218,2116,3,42,1704,8397,2,12,780,x,-,-,-,-,-,-,-,-,-,-,-,-,150,156,533,4686
4,13118,荒川区,0,A-R,全産業（Ｓ公務を除く）,6357,9074,86200,2537300,2958,2976,7192,x,3165,5726,73412,x,144,147,647,8933,1124,1205,5426,53592,339,394,1897,24662,1245,1615,14189,259415,116,368,5442,155729,90,354,8430,238696,32,593,11743,154036,7,54,1463,x,3,31,882,x,4,903,22942,1464881,234,372,5596,44107
4,13118,荒川区,0,A-B,農林漁業（Ａ～Ｂ）,1,1,5,x,-,-,-,-,1,1,5,x,-,-,-,-,1,1,5,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
