地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13206,1320600000,府中市,,,府中市,0,00,総数（資本金階級）,2745,64794,13,249,12,245,1,4,2732,64545,-,-,579,4860,253,11337,-,-,105,5395,52,4608,654,19424,28,154,366,1839,143,1222,167,4818,141,2342,40,661,59,1303,-,-,145,6582
4,13206,1320600000,府中市,,,府中市,1,01,資本金300万円未満,151,1085,-,-,-,-,-,-,151,1085,-,-,17,57,3,6,-,-,7,39,2,256,35,293,2,2,15,30,12,26,13,116,16,65,9,50,11,88,-,-,9,57
4,13206,1320600000,府中市,,,府中市,1,02,資本金300万～500万円未満,1122,7699,3,98,3,98,-,-,1119,7601,-,-,256,1285,74,425,-,-,35,155,12,140,317,2664,14,66,163,478,56,227,66,762,51,591,12,74,20,214,-,-,43,520
4,13206,1320600000,府中市,,,府中市,1,03,資本金500万～1000万円未満,264,2409,1,14,1,14,-,-,263,2395,-,-,61,401,18,93,-,-,10,25,6,624,47,250,5,42,42,129,12,81,26,300,18,197,3,31,6,94,-,-,9,128
4,13206,1320600000,府中市,,,府中市,1,04,資本金1000万～3000万円未満,852,13806,7,101,6,97,1,4,845,13705,-,-,194,1931,90,1691,-,-,33,704,23,1033,179,2188,4,30,122,517,50,447,29,656,35,792,10,423,11,402,-,-,65,2891
4,13206,1320600000,府中市,,,府中市,1,05,資本金3000万～5000万円未満,96,5481,1,32,1,32,-,-,95,5449,-,-,18,312,23,1268,-,-,3,21,1,48,18,1537,1,1,10,109,4,199,2,717,4,90,1,51,3,410,-,-,7,686
4,13206,1320600000,府中市,,,府中市,1,06,資本金5000万～1億円未満,68,8983,1,4,1,4,-,-,67,8979,-,-,12,345,17,2186,-,-,3,296,4,1064,14,1489,1,11,7,59,1,10,3,1856,-,-,-,-,-,-,-,-,5,1663
4,13206,1320600000,府中市,,,府中市,1,07,資本金1億～3億円未満,31,7578,-,-,-,-,-,-,31,7578,-,-,2,72,12,2906,-,-,6,2180,1,738,3,775,-,-,1,470,3,221,2,42,1,174,-,-,-,-,-,-,-,-
4,13206,1320600000,府中市,,,府中市,1,08,資本金3億～10億円未満,8,2525,-,-,-,-,-,-,8,2525,-,-,1,358,4,1585,-,-,-,-,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,572
4,13206,1320600000,府中市,,,府中市,1,09,資本金10億～50億円未満,8,13195,-,-,-,-,-,-,8,13195,-,-,-,-,2,900,-,-,2,1811,1,628,2,9855,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
