地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13122,1312200000,葛飾区,,,葛飾区,0,00,総数（資本金階級）,7022,82236,6,45,6,45,-,-,7016,82191,1,41,1072,8421,1854,21583,-,-,91,427,171,9967,1693,21175,54,181,714,3000,255,1200,331,3686,279,2913,50,611,156,3628,1,13,294,5345
4,13122,1312200000,葛飾区,,,葛飾区,1,01,資本金300万円未満,343,1860,-,-,-,-,-,-,343,1860,-,-,42,204,35,129,-,-,12,23,9,48,85,508,3,9,25,60,34,64,30,271,16,103,6,49,30,276,-,-,16,116
4,13122,1312200000,葛飾区,,,葛飾区,1,02,資本金300万～500万円未満,2914,15625,2,16,2,16,-,-,2912,15609,-,-,447,2117,774,3595,-,-,38,118,30,542,697,3824,23,75,291,888,122,507,156,1204,129,865,12,64,58,822,-,-,135,988
4,13122,1312200000,葛飾区,,,葛飾区,1,03,資本金500万～1000万円未満,837,6024,1,4,1,4,-,-,836,6020,1,41,136,889,222,1168,-,-,11,85,20,546,198,1179,6,24,91,310,22,91,39,250,27,389,8,36,28,751,-,-,27,261
4,13122,1312200000,葛飾区,,,葛飾区,1,04,資本金1000万～3000万円未満,2239,33504,2,15,2,15,-,-,2237,33489,-,-,354,3489,659,8874,-,-,24,142,77,4471,558,9134,17,64,249,991,60,388,54,1180,59,773,13,294,18,1207,1,13,94,2469
4,13122,1312200000,葛飾区,,,葛飾区,1,05,資本金3000万～5000万円未満,213,7264,-,-,-,-,-,-,213,7264,-,-,42,885,66,2686,-,-,2,14,13,1716,41,909,3,5,23,94,4,89,2,147,4,149,2,39,4,387,-,-,7,144
4,13122,1312200000,葛飾区,,,葛飾区,1,06,資本金5000万～1億円未満,110,7786,-,-,-,-,-,-,110,7786,-,-,12,271,37,2040,-,-,-,-,7,1465,28,2281,1,2,12,349,1,7,1,34,2,120,2,78,1,24,-,-,6,1115
4,13122,1312200000,葛飾区,,,葛飾区,1,07,資本金1億～3億円未満,33,2421,-,-,-,-,-,-,33,2421,-,-,-,-,9,709,-,-,1,9,3,563,9,798,1,2,4,218,-,-,-,-,4,105,-,-,1,9,-,-,1,8
4,13122,1312200000,葛飾区,,,葛飾区,1,08,資本金3億～10億円未満,3,2163,-,-,-,-,-,-,3,2163,-,-,-,-,1,89,-,-,-,-,-,-,1,2032,-,-,-,-,-,-,-,-,1,42,-,-,-,-,-,-,-,-
4,13122,1312200000,葛飾区,,,葛飾区,1,09,資本金10億～50億円未満,5,1166,-,-,-,-,-,-,5,1166,-,-,1,156,2,797,-,-,-,-,1,197,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
