地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,産業分類階層,大分類,中分類,産業分類名称,総数（経営組織）／事業所数／総数（従業者規模）（事業所）,総数（経営組織）／事業所数／従業者規模1～4人（事業所）,総数（経営組織）／事業所数／従業者規模5～9人（事業所）,総数（経営組織）／事業所数／従業者規模10～19人（事業所）,総数（経営組織）／事業所数／従業者規模20～29人（事業所）,総数（経営組織）／事業所数／従業者規模30～49人（事業所）,総数（経営組織）／事業所数／従業者規模50～99人（事業所）,総数（経営組織）／事業所数／従業者規模100～199人（事業所）,総数（経営組織）／事業所数／従業者規模200～299人（事業所）,総数（経営組織）／事業所数／従業者規模300人以上（事業所）,総数（経営組織）／事業所数／出向・派遣従業者のみ（事業所）,総数（経営組織）／従業者数（人）,総数（経営組織）／従業者数／男（人）,総数（経営組織）／従業者数／女（人）,民営／事業所数／総数（従業者規模）（事業所）,民営／事業所数／従業者規模1～4人（事業所）,民営／事業所数／従業者規模5～9人（事業所）,民営／事業所数／従業者規模10～19人（事業所）,民営／事業所数／従業者規模20～29人（事業所）,民営／事業所数／従業者規模30～49人（事業所）,民営／事業所数／従業者規模50～99人（事業所）,民営／事業所数／従業者規模100～199人（事業所）,民営／事業所数／従業者規模200～299人（事業所）,民営／事業所数／従業者規模300人以上（事業所）,民営／事業所数／出向・派遣従業者のみ（事業所）,民営／従業者数（人）,民営／従業者数／男（人）,民営／従業者数／女（人）,国、地方公共団体／事業所数／総数（従業者規模）（事業所）,国、地方公共団体／事業所数／従業者規模1～4人（事業所）,国、地方公共団体／事業所数／従業者規模5～9人（事業所）,国、地方公共団体／事業所数／従業者規模10～19人（事業所）,国、地方公共団体／事業所数／従業者規模20～29人（事業所）,国、地方公共団体／事業所数／従業者規模30～49人（事業所）,国、地方公共団体／事業所数／従業者規模50～99人（事業所）,国、地方公共団体／事業所数／従業者規模100～199人（事業所）,国、地方公共団体／事業所数／従業者規模200～299人（事業所）,国、地方公共団体／事業所数／従業者規模300人以上（事業所）,国、地方公共団体／事業所数／出向・派遣従業者のみ（事業所）,国、地方公共団体／従業者数（人）,国、地方公共団体／従業者数／男（人）,国、地方公共団体／従業者数／女（人）
4,13361,1336100000,大島町,,,大島町,0,A-S,00,全産業,641,439,124,48,13,7,8,2,-,-,-,3664,2026,1638,588,413,117,36,11,5,5,1,-,-,-,2938,1540,1398,53,26,7,12,2,2,3,1,-,-,-,726,486,240
4,13361,1336100000,大島町,,,大島町,9,A-R,00,全産業（Ｓ公務を除く）,614,420,122,46,12,6,7,1,-,-,-,3348,1779,1569,588,413,117,36,11,5,5,1,-,-,-,2938,1540,1398,26,7,5,10,1,1,2,-,-,-,-,410,239,171
4,13361,1336100000,大島町,,,大島町,1,A-B,00,農林漁業,2,1,1,-,-,-,-,-,-,-,-,9,7,2,2,1,1,-,-,-,-,-,-,-,-,9,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,1336100000,大島町,,,大島町,2,A,00,農業，林業,2,1,1,-,-,-,-,-,-,-,-,9,7,2,2,1,1,-,-,-,-,-,-,-,-,9,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,1336100000,大島町,,,大島町,3,A,01,農業,2,1,1,-,-,-,-,-,-,-,-,9,7,2,2,1,1,-,-,-,-,-,-,-,-,9,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,1336100000,大島町,,,大島町,3,A,02,林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,1336100000,大島町,,,大島町,2,B,00,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,1336100000,大島町,,,大島町,3,B,03,漁業（水産養殖業を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,1336100000,大島町,,,大島町,3,B,04,水産養殖業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,1336100000,大島町,,,大島町,1,C-S,00,非農林漁業,639,438,123,48,13,7,8,2,-,-,-,3655,2019,1636,586,412,116,36,11,5,5,1,-,-,-,2929,1533,1396,53,26,7,12,2,2,3,1,-,-,-,726,486,240
4,13361,1336100000,大島町,,,大島町,9,C-R,00,非農林漁業（Ｓ公務を除く）,612,419,121,46,12,6,7,1,-,-,-,3339,1772,1567,586,412,116,36,11,5,5,1,-,-,-,2929,1533,1396,26,7,5,10,1,1,2,-,-,-,-,410,239,171
4,13361,1336100000,大島町,,,大島町,2,C,00,鉱業，採石業，砂利採取業,1,1,-,-,-,-,-,-,-,-,-,1,1,-,1,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,1336100000,大島町,,,大島町,3,C,05,鉱業，採石業，砂利採取業,1,1,-,-,-,-,-,-,-,-,-,1,1,-,1,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,1336100000,大島町,,,大島町,2,D,00,建設業,72,35,19,14,2,1,1,-,-,-,-,519,437,82,72,35,19,14,2,1,1,-,-,-,-,519,437,82,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,1336100000,大島町,,,大島町,3,D,06,総合工事業,42,15,11,13,1,1,1,-,-,-,-,396,338,58,42,15,11,13,1,1,1,-,-,-,-,396,338,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,1336100000,大島町,,,大島町,3,D,07,職別工事業（設備工事業を除く）,11,8,2,1,-,-,-,-,-,-,-,38,32,6,11,8,2,1,-,-,-,-,-,-,-,38,32,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,1336100000,大島町,,,大島町,3,D,08,設備工事業,19,12,6,-,1,-,-,-,-,-,-,85,67,18,19,12,6,-,1,-,-,-,-,-,-,85,67,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,1336100000,大島町,,,大島町,2,E,00,製造業,28,14,12,1,-,1,-,-,-,-,-,157,80,77,28,14,12,1,-,1,-,-,-,-,-,157,80,77,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,1336100000,大島町,,,大島町,3,E,09,食料品製造業,17,9,8,-,-,-,-,-,-,-,-,68,38,30,17,9,8,-,-,-,-,-,-,-,-,68,38,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,1336100000,大島町,,,大島町,3,E,10,飲料・たばこ・飼料製造業,1,-,1,-,-,-,-,-,-,-,-,6,3,3,1,-,1,-,-,-,-,-,-,-,-,6,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
