地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,産業分類階層,大分類,中分類,産業分類名称,総数（経営組織）／事業所数／総数（従業者規模）（事業所）,総数（経営組織）／事業所数／従業者規模1～4人（事業所）,総数（経営組織）／事業所数／従業者規模5～9人（事業所）,総数（経営組織）／事業所数／従業者規模10～19人（事業所）,総数（経営組織）／事業所数／従業者規模20～29人（事業所）,総数（経営組織）／事業所数／従業者規模30～49人（事業所）,総数（経営組織）／事業所数／従業者規模50～99人（事業所）,総数（経営組織）／事業所数／従業者規模100～199人（事業所）,総数（経営組織）／事業所数／従業者規模200～299人（事業所）,総数（経営組織）／事業所数／従業者規模300人以上（事業所）,総数（経営組織）／事業所数／出向・派遣従業者のみ（事業所）,総数（経営組織）／従業者数（人）,総数（経営組織）／従業者数／男（人）,総数（経営組織）／従業者数／女（人）,民営／事業所数／総数（従業者規模）（事業所）,民営／事業所数／従業者規模1～4人（事業所）,民営／事業所数／従業者規模5～9人（事業所）,民営／事業所数／従業者規模10～19人（事業所）,民営／事業所数／従業者規模20～29人（事業所）,民営／事業所数／従業者規模30～49人（事業所）,民営／事業所数／従業者規模50～99人（事業所）,民営／事業所数／従業者規模100～199人（事業所）,民営／事業所数／従業者規模200～299人（事業所）,民営／事業所数／従業者規模300人以上（事業所）,民営／事業所数／出向・派遣従業者のみ（事業所）,民営／従業者数（人）,民営／従業者数／男（人）,民営／従業者数／女（人）,国、地方公共団体／事業所数／総数（従業者規模）（事業所）,国、地方公共団体／事業所数／従業者規模1～4人（事業所）,国、地方公共団体／事業所数／従業者規模5～9人（事業所）,国、地方公共団体／事業所数／従業者規模10～19人（事業所）,国、地方公共団体／事業所数／従業者規模20～29人（事業所）,国、地方公共団体／事業所数／従業者規模30～49人（事業所）,国、地方公共団体／事業所数／従業者規模50～99人（事業所）,国、地方公共団体／事業所数／従業者規模100～199人（事業所）,国、地方公共団体／事業所数／従業者規模200～299人（事業所）,国、地方公共団体／事業所数／従業者規模300人以上（事業所）,国、地方公共団体／事業所数／出向・派遣従業者のみ（事業所）,国、地方公共団体／従業者数（人）,国、地方公共団体／従業者数／男（人）,国、地方公共団体／従業者数／女（人）
4,13401,1340100000,八丈町,,,八丈町,0,A-S,00,全産業,626,424,111,60,14,7,7,1,-,-,2,3509,1995,1514,576,401,107,48,8,6,4,-,-,-,2,2785,1572,1213,50,23,4,12,6,1,3,1,-,-,-,724,423,301
4,13401,1340100000,八丈町,,,八丈町,9,A-R,00,全産業（Ｓ公務を除く）,606,410,110,59,13,6,6,-,-,-,2,3230,1790,1440,576,401,107,48,8,6,4,-,-,-,2,2785,1572,1213,30,9,3,11,5,-,2,-,-,-,-,445,218,227
4,13401,1340100000,八丈町,,,八丈町,1,A-B,00,農林漁業,1,1,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,2,2,-
4,13401,1340100000,八丈町,,,八丈町,2,A,00,農業，林業,1,1,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,2,2,-
4,13401,1340100000,八丈町,,,八丈町,3,A,01,農業,1,1,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,2,2,-
4,13401,1340100000,八丈町,,,八丈町,3,A,02,林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,2,B,00,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,B,03,漁業（水産養殖業を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,B,04,水産養殖業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,1,C-S,00,非農林漁業,625,423,111,60,14,7,7,1,-,-,2,3507,1993,1514,576,401,107,48,8,6,4,-,-,-,2,2785,1572,1213,49,22,4,12,6,1,3,1,-,-,-,722,421,301
4,13401,1340100000,八丈町,,,八丈町,9,C-R,00,非農林漁業（Ｓ公務を除く）,605,409,110,59,13,6,6,-,-,-,2,3228,1788,1440,576,401,107,48,8,6,4,-,-,-,2,2785,1572,1213,29,8,3,11,5,-,2,-,-,-,-,443,216,227
4,13401,1340100000,八丈町,,,八丈町,2,C,00,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,C,05,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,2,D,00,建設業,54,21,14,11,5,2,1,-,-,-,-,515,446,69,54,21,14,11,5,2,1,-,-,-,-,515,446,69,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,D,06,総合工事業,31,7,9,9,3,2,1,-,-,-,-,390,339,51,31,7,9,9,3,2,1,-,-,-,-,390,339,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,D,07,職別工事業（設備工事業を除く）,9,9,-,-,-,-,-,-,-,-,-,14,11,3,9,9,-,-,-,-,-,-,-,-,-,14,11,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,D,08,設備工事業,14,5,5,2,2,-,-,-,-,-,-,111,96,15,14,5,5,2,2,-,-,-,-,-,-,111,96,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,2,E,00,製造業,32,16,10,6,-,-,-,-,-,-,-,183,106,77,32,16,10,6,-,-,-,-,-,-,-,183,106,77,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,E,09,食料品製造業,20,11,7,2,-,-,-,-,-,-,-,95,47,48,20,11,7,2,-,-,-,-,-,-,-,95,47,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,E,10,飲料・たばこ・飼料製造業,5,1,3,1,-,-,-,-,-,-,-,38,29,9,5,1,3,1,-,-,-,-,-,-,-,38,29,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,E,11,繊維工業,3,2,-,1,-,-,-,-,-,-,-,18,6,12,3,2,-,1,-,-,-,-,-,-,-,18,6,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,E,12,木材・木製品製造業（家具を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,E,13,家具・装備品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,E,14,パルプ・紙・紙加工品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,E,15,印刷・同関連業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,E,16,化学工業,2,2,-,-,-,-,-,-,-,-,-,6,1,5,2,2,-,-,-,-,-,-,-,-,-,6,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,E,17,石油製品・石炭製品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,E,18,プラスチック製品製造業（別掲を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,E,19,ゴム製品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,E,20,なめし革・同製品・毛皮製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,E,21,窯業・土石製品製造業,2,-,-,2,-,-,-,-,-,-,-,26,23,3,2,-,-,2,-,-,-,-,-,-,-,26,23,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,E,22,鉄鋼業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,E,23,非鉄金属製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,1340100000,八丈町,,,八丈町,3,E,24,金属製品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
