地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13119,1311900000,板橋区,,,板橋区,1,1000,民営,202676,113096,89479,6396,4783,1613,1704,328,1376,14503,10325,4177,180073,97660,82313,171347,93336,77911,105187,68327,36760,66160,25009,41151,8726,4324,4402,1692,1388,304,3975,2213,1762,204959,113921,90937
4,13119,1311900000,板橋区,,,板橋区,2,1100,個人,18283,8462,9821,6396,4783,1613,1704,328,1376,-,-,-,10183,3351,6832,9202,2969,6233,4289,1560,2729,4913,1409,3504,981,382,599,54,16,38,86,53,33,18315,8499,9816
4,13119,1311900000,板橋区,,,板橋区,3,1210,会社,142507,89977,52429,-,-,-,-,-,-,13630,9720,3909,128877,80257,48520,122904,77092,45712,73272,56786,16386,49632,20306,29326,5973,3165,2808,1560,1319,241,3351,1954,1397,144298,90612,53585
4,13119,1311900000,板橋区,,,板橋区,3,1220,会社以外の法人,41738,14574,27164,-,-,-,-,-,-,867,599,268,40871,13975,26896,39102,13199,25903,27563,9936,17627,11539,3263,8276,1769,776,993,78,53,25,486,172,314,42146,14693,27453
4,13119,1311900000,板橋区,,,板橋区,2,1300,法人でない団体,148,83,65,-,-,-,-,-,-,6,6,-,142,77,65,139,76,63,63,45,18,76,31,45,3,1,2,-,-,-,52,34,18,200,117,83
5,13119,1311904400,板橋区,板橋区相生町,,板橋区相生町,1,1000,民営,844,452,392,18,14,4,3,1,2,47,36,11,776,401,375,771,397,374,294,192,102,477,205,272,5,4,1,-,-,-,2,2,-,846,454,392
5,13119,1311904400,板橋区,板橋区相生町,,板橋区相生町,2,1100,個人,82,22,60,18,14,4,3,1,2,-,-,-,61,7,54,61,7,54,13,3,10,48,4,44,-,-,-,-,-,-,-,-,-,82,22,60
5,13119,1311904400,板橋区,板橋区相生町,,板橋区相生町,3,1210,会社,686,406,280,-,-,-,-,-,-,45,34,11,641,372,269,636,368,268,237,184,53,399,184,215,5,4,1,-,-,-,2,2,-,688,408,280
5,13119,1311904400,板橋区,板橋区相生町,,板橋区相生町,3,1220,会社以外の法人,76,24,52,-,-,-,-,-,-,2,2,-,74,22,52,74,22,52,44,5,39,30,17,13,-,-,-,-,-,-,-,-,-,76,24,52
5,13119,1311904400,板橋区,板橋区相生町,,板橋区相生町,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13119,1311904600,板橋区,板橋区赤塚,,板橋区赤塚,1,1000,民営,4151,2096,2055,350,262,88,89,18,71,436,308,128,3276,1508,1768,3059,1433,1626,1536,947,589,1523,486,1037,217,75,142,9,7,2,10,3,7,4152,2092,2060
5,13119,1311904600,板橋区,板橋区赤塚,,板橋区赤塚,2,1100,個人,918,440,478,350,262,88,89,18,71,-,-,-,479,160,319,413,142,271,213,88,125,200,54,146,66,18,48,-,-,-,3,1,2,921,441,480
5,13119,1311904600,板橋区,板橋区赤塚,,板橋区赤塚,3,1210,会社,2780,1534,1246,-,-,-,-,-,-,397,286,111,2383,1248,1135,2234,1191,1043,1057,779,278,1177,412,765,149,57,92,9,7,2,6,2,4,2777,1529,1248
5,13119,1311904600,板橋区,板橋区赤塚,,板橋区赤塚,3,1220,会社以外の法人,453,122,331,-,-,-,-,-,-,39,22,17,414,100,314,412,100,312,266,80,186,146,20,126,2,-,2,-,-,-,1,-,1,454,122,332
5,13119,1311904600,板橋区,板橋区赤塚,,板橋区赤塚,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13119,1311904601,板橋区,板橋区赤塚,１丁目,板橋区赤塚１丁目,1,1000,民営,433,193,240,37,28,9,12,-,12,54,36,18,330,129,201,317,124,193,101,61,40,216,63,153,13,5,8,-,-,-,-,-,-,433,193,240
6,13119,1311904601,板橋区,板橋区赤塚,１丁目,板橋区赤塚１丁目,2,1100,個人,84,38,46,37,28,9,12,-,12,-,-,-,35,10,25,27,8,19,17,8,9,10,-,10,8,2,6,-,-,-,-,-,-,84,38,46
6,13119,1311904601,板橋区,板橋区赤塚,１丁目,板橋区赤塚１丁目,3,1210,会社,327,147,180,-,-,-,-,-,-,43,30,13,284,117,167,279,114,165,79,52,27,200,62,138,5,3,2,-,-,-,-,-,-,327,147,180
6,13119,1311904601,板橋区,板橋区赤塚,１丁目,板橋区赤塚１丁目,3,1220,会社以外の法人,22,8,14,-,-,-,-,-,-,11,6,5,11,2,9,11,2,9,5,1,4,6,1,5,-,-,-,-,-,-,-,-,-,22,8,14
6,13119,1311904601,板橋区,板橋区赤塚,１丁目,板橋区赤塚１丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13119,1311904602,板橋区,板橋区赤塚,２丁目,板橋区赤塚２丁目,1,1000,民営,1384,612,772,125,92,33,26,8,18,94,64,30,1139,448,691,1046,428,618,434,266,168,612,162,450,93,20,73,5,3,2,4,1,3,1383,610,773
6,13119,1311904602,板橋区,板橋区赤塚,２丁目,板橋区赤塚２丁目,2,1100,個人,374,162,212,125,92,33,26,8,18,-,-,-,223,62,161,191,56,135,90,34,56,101,22,79,32,6,26,-,-,-,3,1,2,377,163,214
6,13119,1311904602,板橋区,板橋区赤塚,２丁目,板橋区赤塚２丁目,3,1210,会社,919,434,485,-,-,-,-,-,-,84,58,26,835,376,459,774,362,412,284,222,62,490,140,350,61,14,47,5,3,2,-,-,-,914,431,483
6,13119,1311904602,板橋区,板橋区赤塚,２丁目,板橋区赤塚２丁目,3,1220,会社以外の法人,91,16,75,-,-,-,-,-,-,10,6,4,81,10,71,81,10,71,60,10,50,21,-,21,-,-,-,-,-,-,1,-,1,92,16,76
6,13119,1311904602,板橋区,板橋区赤塚,２丁目,板橋区赤塚２丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13119,1311904603,板橋区,板橋区赤塚,３丁目,板橋区赤塚３丁目,1,1000,民営,518,287,231,53,38,15,16,4,12,58,43,15,391,202,189,372,195,177,252,156,96,120,39,81,19,7,12,-,-,-,-,-,-,518,287,231
6,13119,1311904603,板橋区,板橋区赤塚,３丁目,板橋区赤塚３丁目,2,1100,個人,115,58,57,53,38,15,16,4,12,-,-,-,46,16,30,39,15,24,31,13,18,8,2,6,7,1,6,-,-,-,-,-,-,115,58,57
6,13119,1311904603,板橋区,板橋区赤塚,３丁目,板橋区赤塚３丁目,3,1210,会社,357,220,137,-,-,-,-,-,-,52,40,12,305,180,125,293,174,119,208,140,68,85,34,51,12,6,6,-,-,-,-,-,-,357,220,137
6,13119,1311904603,板橋区,板橋区赤塚,３丁目,板橋区赤塚３丁目,3,1220,会社以外の法人,46,9,37,-,-,-,-,-,-,6,3,3,40,6,34,40,6,34,13,3,10,27,3,24,-,-,-,-,-,-,-,-,-,46,9,37
6,13119,1311904603,板橋区,板橋区赤塚,３丁目,板橋区赤塚３丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13119,1311904604,板橋区,板橋区赤塚,４丁目,板橋区赤塚４丁目,1,1000,民営,412,258,154,25,17,8,5,-,5,77,54,23,305,187,118,305,187,118,168,130,38,137,57,80,-,-,-,1,1,-,1,1,-,412,258,154
6,13119,1311904604,板橋区,板橋区赤塚,４丁目,板橋区赤塚４丁目,2,1100,個人,64,31,33,25,17,8,5,-,5,-,-,-,34,14,20,34,14,20,12,4,8,22,10,12,-,-,-,-,-,-,-,-,-,64,31,33
6,13119,1311904604,板橋区,板橋区赤塚,４丁目,板橋区赤塚４丁目,3,1210,会社,337,226,111,-,-,-,-,-,-,75,53,22,262,173,89,262,173,89,155,126,29,107,47,60,-,-,-,1,1,-,1,1,-,337,226,111
6,13119,1311904604,板橋区,板橋区赤塚,４丁目,板橋区赤塚４丁目,3,1220,会社以外の法人,11,1,10,-,-,-,-,-,-,2,1,1,9,-,9,9,-,9,1,-,1,8,-,8,-,-,-,-,-,-,-,-,-,11,1,10
