地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13111,1311100000,大田区,,,大田区,0,00,総数（資本金階級）,13818,369281,13,102,13,102,-,-,13805,369179,-,-,1738,17760,3596,103882,3,11,286,9188,426,34527,3222,72816,135,3634,1634,7163,555,4485,809,49450,503,12059,126,1543,229,13294,-,-,543,39367
4,13111,1311100000,大田区,,,大田区,1,01,資本金300万円未満,755,4125,-,-,-,-,-,-,755,4125,-,-,51,166,87,571,-,-,27,68,5,23,195,1464,12,52,105,256,72,214,77,487,44,274,9,56,36,376,-,-,35,118
4,13111,1311100000,大田区,,,大田区,1,02,資本金300万～500万円未満,4755,23634,5,13,5,13,-,-,4750,23621,-,-,629,2857,1245,4743,-,-,73,262,76,987,1010,5262,50,137,579,1624,218,732,333,2633,209,1475,46,242,98,1196,-,-,184,1471
4,13111,1311100000,大田区,,,大田区,1,03,資本金500万～1000万円未満,1375,8904,1,7,1,7,-,-,1374,8897,-,-,212,1081,380,1849,-,-,22,126,39,792,301,2064,15,65,157,524,46,234,92,708,51,580,10,112,15,341,-,-,34,421
4,13111,1311100000,大田区,,,大田区,1,04,資本金1000万～3000万円未満,4996,78455,7,82,7,82,-,-,4989,78373,-,-,663,6359,1407,19893,1,7,106,1263,192,9652,1264,18913,39,1824,634,3247,167,1274,123,4342,113,2189,32,739,35,1403,-,-,213,7268
4,13111,1311100000,大田区,,,大田区,1,05,資本金3000万～5000万円未満,590,24831,-,-,-,-,-,-,590,24831,-,-,79,2002,175,8190,-,-,12,360,37,3953,137,4406,8,45,70,472,17,496,17,1697,11,1215,2,15,7,668,-,-,18,1312
4,13111,1311100000,大田区,,,大田区,1,06,資本金5000万～1億円未満,427,59966,-,-,-,-,-,-,427,59966,-,-,34,1870,136,8736,-,-,9,870,44,6456,98,8288,3,17,40,450,6,749,11,955,12,871,3,115,3,7416,-,-,28,23173
4,13111,1311100000,大田区,,,大田区,1,07,資本金1億～3億円未満,149,43875,-,-,-,-,-,-,149,43875,-,-,16,1409,53,9422,-,-,9,2292,11,5823,36,6207,2,6,6,129,4,499,4,15954,3,765,-,-,2,1297,-,-,3,72
4,13111,1311100000,大田区,,,大田区,1,08,資本金3億～10億円未満,67,25924,-,-,-,-,-,-,67,25924,-,-,5,1192,15,3491,1,2,4,1808,6,3303,28,5400,-,-,2,41,-,-,1,7946,2,474,-,-,-,-,-,-,3,2267
4,13111,1311100000,大田区,,,大田区,1,09,資本金10億～50億円未満,27,18528,-,-,-,-,-,-,27,18528,-,-,1,283,10,3458,1,2,2,1933,3,930,3,11362,1,78,1,76,3,40,1,361,-,-,-,-,-,-,-,-,1,5
