地域階層,地域コード,地域名,経営組織階層,経営組織コード,経営組織,産業分類階層,大分類,中分類,産業分類,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,総数／従業者数／うち常用雇用者／総数（人）,総数／従業者数／うち常用雇用者／男（人）,総数／従業者数／うち常用雇用者／女（人）,従業者規模1～4人／事業所数（事業所）,従業者規模1～4人／従業者数／総数（人）,従業者規模1～4人／従業者数／男（人）,従業者規模1～4人／従業者数／女（人）,従業者規模1～4人／従業者数／うち常用雇用者／総数（人）,従業者規模1～4人／従業者数／うち常用雇用者／男（人）,従業者規模1～4人／従業者数／うち常用雇用者／女（人）,従業者規模1人／事業所数（事業所）,従業者規模1人／従業者数／総数（人）,従業者規模1人／従業者数／男（人）,従業者規模1人／従業者数／女（人）,従業者規模1人／従業者数／うち常用雇用者／総数（人）,従業者規模1人／従業者数／うち常用雇用者／男（人）,従業者規模1人／従業者数／うち常用雇用者／女（人）,従業者規模2人／事業所数（事業所）,従業者規模2人／従業者数／総数（人）,従業者規模2人／従業者数／男（人）,従業者規模2人／従業者数／女（人）,従業者規模2人／従業者数／うち常用雇用者／総数（人）,従業者規模2人／従業者数／うち常用雇用者／男（人）,従業者規模2人／従業者数／うち常用雇用者／女（人）,従業者規模3人／事業所数（事業所）,従業者規模3人／従業者数／総数（人）,従業者規模3人／従業者数／男（人）,従業者規模3人／従業者数／女（人）,従業者規模3人／従業者数／うち常用雇用者／総数（人）,従業者規模3人／従業者数／うち常用雇用者／男（人）,従業者規模3人／従業者数／うち常用雇用者／女（人）,従業者規模4人／事業所数（事業所）,従業者規模4人／従業者数／総数（人）,従業者規模4人／従業者数／男（人）,従業者規模4人／従業者数／女（人）,従業者規模4人／従業者数／うち常用雇用者／総数（人）,従業者規模4人／従業者数／うち常用雇用者／男（人）,従業者規模4人／従業者数／うち常用雇用者／女（人）,従業者規模5～9人／事業所数（事業所）,従業者規模5～9人／従業者数／総数（人）,従業者規模5～9人／従業者数／男（人）,従業者規模5～9人／従業者数／女（人）,従業者規模5～9人／従業者数／うち常用雇用者／総数（人）,従業者規模5～9人／従業者数／うち常用雇用者／男（人）,従業者規模5～9人／従業者数／うち常用雇用者／女（人）,従業者規模10～19人／事業所数（事業所）,従業者規模10～19人／従業者数／総数（人）,従業者規模10～19人／従業者数／男（人）,従業者規模10～19人／従業者数／女（人）,従業者規模10～19人／従業者数／うち常用雇用者／総数（人）,従業者規模10～19人／従業者数／うち常用雇用者／男（人）,従業者規模10～19人／従業者数／うち常用雇用者／女（人）,従業者規模20～29人／事業所数（事業所）,従業者規模20～29人／従業者数／総数（人）,従業者規模20～29人／従業者数／男（人）,従業者規模20～29人／従業者数／女（人）,従業者規模20～29人／従業者数／うち常用雇用者／総数（人）,従業者規模20～29人／従業者数／うち常用雇用者／男（人）,従業者規模20～29人／従業者数／うち常用雇用者／女（人）,従業者規模30～49人／事業所数（事業所）,従業者規模30～49人／従業者数／総数（人）,従業者規模30～49人／従業者数／男（人）,従業者規模30～49人／従業者数／女（人）,従業者規模30～49人／従業者数／うち常用雇用者／総数（人）,従業者規模30～49人／従業者数／うち常用雇用者／男（人）,従業者規模30～49人／従業者数／うち常用雇用者／女（人）,従業者規模50～99人／事業所数（事業所）,従業者規模50～99人／従業者数／総数（人）,従業者規模50～99人／従業者数／男（人）,従業者規模50～99人／従業者数／女（人）,従業者規模50～99人／従業者数／うち常用雇用者／総数（人）,従業者規模50～99人／従業者数／うち常用雇用者／男（人）,従業者規模50～99人／従業者数／うち常用雇用者／女（人）,従業者規模100～199人／事業所数（事業所）,従業者規模100～199人／従業者数／総数（人）,従業者規模100～199人／従業者数／男（人）,従業者規模100～199人／従業者数／女（人）,従業者規模100～199人／従業者数／うち常用雇用者／総数（人）,従業者規模100～199人／従業者数／うち常用雇用者／男（人）,従業者規模100～199人／従業者数／うち常用雇用者／女（人）,従業者規模200～299人／事業所数（事業所）,従業者規模200～299人／従業者数／総数（人）,従業者規模200～299人／従業者数／男（人）,従業者規模200～299人／従業者数／女（人）,従業者規模200～299人／従業者数／うち常用雇用者／総数（人）,従業者規模200～299人／従業者数／うち常用雇用者／男（人）,従業者規模200～299人／従業者数／うち常用雇用者／女（人）,従業者規模300～499人／事業所数（事業所）,従業者規模300～499人／従業者数／総数（人）,従業者規模300～499人／従業者数／男（人）,従業者規模300～499人／従業者数／女（人）,従業者規模300～499人／従業者数／うち常用雇用者／総数（人）,従業者規模300～499人／従業者数／うち常用雇用者／男（人）,従業者規模300～499人／従業者数／うち常用雇用者／女（人）,従業者規模500～999人／事業所数（事業所）,従業者規模500～999人／従業者数／総数（人）,従業者規模500～999人／従業者数／男（人）,従業者規模500～999人／従業者数／女（人）,従業者規模500～999人／従業者数／うち常用雇用者／総数（人）,従業者規模500～999人／従業者数／うち常用雇用者／男（人）,従業者規模500～999人／従業者数／うち常用雇用者／女（人）,従業者規模1000人以上／事業所数（事業所）,従業者規模1000人以上／従業者数／総数（人）,従業者規模1000人以上／従業者数／男（人）,従業者規模1000人以上／従業者数／女（人）,従業者規模1000人以上／従業者数／うち常用雇用者／総数（人）,従業者規模1000人以上／従業者数／うち常用雇用者／男（人）,従業者規模1000人以上／従業者数／うち常用雇用者／女（人）,従業者規模出向・派遣従業者のみ／事業所数（事業所）
4,13112,世田谷区,0,0000,総数,0,C-R,00,非農林漁業（Ｃ～Ｒ）Ｓ公務を除く,28853,281758,147238,134447,237126,120652,116404,17062,36813,19362,17451,17710,7399,10311,5745,5745,3739,2006,1145,746,399,5416,10832,5637,5195,4171,1445,2726,3368,10104,5120,4984,5754,2420,3334,2533,10132,4866,5266,6640,2788,3852,5783,37672,18553,19094,29117,13326,15766,3165,42732,22586,20098,37096,19128,17923,1156,27422,14395,13027,24463,12645,11818,884,33506,15923,17583,30278,14278,16000,478,32110,16734,15376,29609,15387,14222,182,24275,14278,9997,23040,13726,9314,38,9073,5198,3875,8592,4994,3598,27,10065,6064,4001,9574,5942,3632,21,15036,8536,6500,14662,8285,6377,8,13054,5609,7445,12985,5542,7443,49
4,13112,世田谷区,0,0000,総数,1,C,00,鉱業，採石業，砂利採取業,1,1,-,1,1,-,1,1,1,-,1,1,-,1,1,1,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,2,C,05,鉱業，採石業，砂利採取業,1,1,-,1,1,-,1,1,1,-,1,1,-,1,1,1,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,1,D,00,建設業,1926,14712,11848,2864,11130,8978,2152,1064,2553,1862,691,1191,795,396,271,271,243,28,49,33,16,309,618,425,193,247,143,104,272,816,565,251,400,250,150,212,848,629,219,495,369,126,470,3057,2345,712,2122,1637,485,246,3217,2638,579,2512,2055,457,67,1594,1286,308,1360,1084,276,52,1918,1583,335,1676,1374,302,21,1389,1225,164,1291,1130,161,4,615,549,66,609,543,66,-,-,-,-,-,-,-,1,369,360,9,369,360,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13112,世田谷区,0,0000,総数,2,D,06,総合工事業,736,6106,4902,1204,4702,3771,931,375,941,675,266,446,298,148,85,85,78,7,14,9,5,101,202,138,64,85,46,39,102,306,205,101,144,89,55,87,348,254,94,203,154,49,208,1394,1080,314,1013,783,230,94,1267,1040,227,993,806,187,23,535,437,98,465,376,89,21,782,646,136,676,561,115,12,834,728,106,756,651,105,2,353,296,57,353,296,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13112,世田谷区,0,0000,総数,2,D,07,職別工事業（設備工事業を除く）,681,3786,3065,721,2530,2048,482,429,981,726,255,436,286,150,121,121,109,12,15,9,6,132,264,187,77,98,60,38,108,324,226,98,164,101,63,68,272,204,68,159,116,43,140,884,677,207,570,444,126,81,1012,848,164,771,646,125,21,502,428,74,413,350,63,8,286,270,16,227,213,14,2,121,116,5,113,109,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,2,D,08,設備工事業,509,4820,3881,939,3898,3159,739,260,631,461,170,309,211,98,65,65,56,9,20,15,5,76,152,100,52,64,37,27,62,186,134,52,92,60,32,57,228,171,57,133,99,34,122,779,588,191,539,410,129,71,938,750,188,748,603,145,23,557,421,136,482,358,124,23,850,667,183,773,600,173,7,434,381,53,422,370,52,2,262,253,9,256,247,9,-,-,-,-,-,-,-,1,369,360,9,369,360,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,1,E,00,製造業,872,6866,4390,2476,5342,3343,1999,515,1115,687,428,468,238,230,160,160,124,36,21,14,7,181,362,215,147,133,57,76,103,309,180,129,152,78,74,71,284,168,116,162,89,73,188,1212,760,452,815,492,323,95,1262,814,448,998,649,349,33,774,503,271,671,428,243,23,872,581,291,821,541,280,14,960,571,389,925,546,379,3,379,242,137,361,226,135,1,292,232,60,283,223,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,2,E,09,食料品製造業,85,1115,570,545,966,489,477,31,71,37,34,39,18,21,7,7,4,3,1,-,1,14,28,19,9,13,8,5,4,12,4,8,7,2,5,6,24,10,14,18,8,10,18,139,80,59,104,56,48,20,276,162,114,228,142,86,6,136,61,75,119,51,68,7,265,133,132,254,129,125,3,228,97,131,222,93,129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,2,E,10,飲料・たばこ・飼料製造業,6,29,16,13,16,7,9,3,7,4,3,4,2,2,1,1,1,-,-,-,-,1,2,1,1,1,1,-,-,-,-,-,-,-,-,1,4,2,2,3,1,2,3,22,12,10,12,5,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,2,E,11,繊維工業,75,463,188,275,328,119,209,52,113,57,56,44,21,23,16,16,6,10,1,-,1,19,38,21,17,13,5,8,9,27,13,14,13,6,7,8,32,17,15,17,10,7,15,93,38,55,54,18,36,6,74,19,55,55,12,43,1,24,4,20,23,3,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,159,70,89,152,65,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,2,E,12,木材・木製品製造業（家具を除く）,4,16,14,2,9,9,-,3,5,4,1,-,-,-,1,1,-,1,-,-,-,2,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11,10,1,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,2,E,13,家具・装備品製造業,34,142,110,32,93,72,21,25,58,45,13,33,23,10,5,5,4,1,-,-,-,9,18,13,5,10,6,4,9,27,22,5,16,12,4,2,8,6,2,7,5,2,5,29,23,6,16,14,2,3,34,24,10,27,21,6,1,21,18,3,17,14,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,2,E,14,パルプ・紙・紙加工品製造業,16,92,48,44,56,25,31,6,18,11,7,6,2,4,1,1,1,-,-,-,-,1,2,2,-,1,1,-,1,3,2,1,-,-,-,3,12,6,6,5,1,4,8,53,29,24,39,18,21,2,21,8,13,11,5,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,2,E,15,印刷・同関連業,100,684,452,232,541,350,191,70,141,91,50,55,29,26,23,23,21,2,1,1,-,28,56,26,30,19,5,14,14,42,28,14,20,11,9,5,20,16,4,15,12,3,17,112,79,33,84,60,24,5,66,42,24,56,34,22,2,50,36,14,39,30,9,4,143,101,42,138,96,42,1,71,22,49,69,21,48,1,101,81,20,100,80,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,2,E,16,化学工業,34,465,277,188,372,217,155,10,27,15,12,9,5,4,2,2,2,-,1,1,-,3,6,4,2,3,2,1,1,3,1,2,-,-,-,4,16,8,8,5,2,3,12,77,44,33,51,28,23,2,26,11,15,21,8,13,7,165,99,66,136,78,58,2,80,56,24,71,50,21,1,90,52,38,84,48,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,2,E,17,石油製品・石炭製品製造業,1,4,2,2,3,1,2,1,4,2,2,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,2,2,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,2,E,18,プラスチック製品製造業（別掲を除く）,33,185,128,57,117,78,39,18,37,22,15,17,8,9,4,4,4,-,-,-,-,10,20,12,8,9,5,4,3,9,4,5,6,2,4,1,4,2,2,2,1,1,9,57,28,29,36,14,22,5,62,52,10,38,31,7,1,29,26,3,26,25,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,2,E,19,ゴム製品製造業,9,46,27,19,30,15,15,5,12,8,4,6,3,3,-,-,-,-,-,-,-,4,8,5,3,3,1,2,-,-,-,-,-,-,-,1,4,3,1,3,2,1,3,15,7,8,10,4,6,1,19,12,7,14,8,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,2,E,20,なめし革・同製品・毛皮製造業,12,52,34,18,29,14,15,10,22,15,7,7,2,5,4,4,4,-,-,-,-,2,4,3,1,-,-,-,2,6,4,2,3,2,1,2,8,4,4,4,-,4,1,6,4,2,2,1,1,-,-,-,-,-,-,-,1,24,15,9,20,11,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
