地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,産業分類階層,大分類,中分類,産業分類名称,総数（経営組織）／事業所数／総数（従業者規模）（事業所）,総数（経営組織）／事業所数／従業者規模1～4人（事業所）,総数（経営組織）／事業所数／従業者規模5～9人（事業所）,総数（経営組織）／事業所数／従業者規模10～19人（事業所）,総数（経営組織）／事業所数／従業者規模20～29人（事業所）,総数（経営組織）／事業所数／従業者規模30～49人（事業所）,総数（経営組織）／事業所数／従業者規模50～99人（事業所）,総数（経営組織）／事業所数／従業者規模100～199人（事業所）,総数（経営組織）／事業所数／従業者規模200～299人（事業所）,総数（経営組織）／事業所数／従業者規模300人以上（事業所）,総数（経営組織）／事業所数／出向・派遣従業者のみ（事業所）,総数（経営組織）／従業者数（人）,総数（経営組織）／従業者数／男（人）,総数（経営組織）／従業者数／女（人）,民営／事業所数／総数（従業者規模）（事業所）,民営／事業所数／従業者規模1～4人（事業所）,民営／事業所数／従業者規模5～9人（事業所）,民営／事業所数／従業者規模10～19人（事業所）,民営／事業所数／従業者規模20～29人（事業所）,民営／事業所数／従業者規模30～49人（事業所）,民営／事業所数／従業者規模50～99人（事業所）,民営／事業所数／従業者規模100～199人（事業所）,民営／事業所数／従業者規模200～299人（事業所）,民営／事業所数／従業者規模300人以上（事業所）,民営／事業所数／出向・派遣従業者のみ（事業所）,民営／従業者数（人）,民営／従業者数／男（人）,民営／従業者数／女（人）,国、地方公共団体／事業所数／総数（従業者規模）（事業所）,国、地方公共団体／事業所数／従業者規模1～4人（事業所）,国、地方公共団体／事業所数／従業者規模5～9人（事業所）,国、地方公共団体／事業所数／従業者規模10～19人（事業所）,国、地方公共団体／事業所数／従業者規模20～29人（事業所）,国、地方公共団体／事業所数／従業者規模30～49人（事業所）,国、地方公共団体／事業所数／従業者規模50～99人（事業所）,国、地方公共団体／事業所数／従業者規模100～199人（事業所）,国、地方公共団体／事業所数／従業者規模200～299人（事業所）,国、地方公共団体／事業所数／従業者規模300人以上（事業所）,国、地方公共団体／事業所数／出向・派遣従業者のみ（事業所）,国、地方公共団体／従業者数（人）,国、地方公共団体／従業者数／男（人）,国、地方公共団体／従業者数／女（人）
4,13363,1336300000,新島村,,,新島村,0,A-S,00,全産業,280,180,66,23,8,1,2,-,-,-,-,1439,842,597,244,169,52,18,3,1,1,-,-,-,-,1095,635,460,36,11,14,5,5,-,1,-,-,-,-,344,207,137
4,13363,1336300000,新島村,,,新島村,9,A-R,00,全産業（Ｓ公務を除く）,270,175,64,21,8,1,1,-,-,-,-,1340,763,577,244,169,52,18,3,1,1,-,-,-,-,1095,635,460,26,6,12,3,5,-,-,-,-,-,-,245,128,117
4,13363,1336300000,新島村,,,新島村,1,A-B,00,農林漁業,1,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,1,1,-
4,13363,1336300000,新島村,,,新島村,2,A,00,農業，林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,A,01,農業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,A,02,林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,2,B,00,漁業,1,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,1,1,-
4,13363,1336300000,新島村,,,新島村,3,B,03,漁業（水産養殖業を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,B,04,水産養殖業,1,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,1,1,-
4,13363,1336300000,新島村,,,新島村,1,C-S,00,非農林漁業,279,179,66,23,8,1,2,-,-,-,-,1438,841,597,244,169,52,18,3,1,1,-,-,-,-,1095,635,460,35,10,14,5,5,-,1,-,-,-,-,343,206,137
4,13363,1336300000,新島村,,,新島村,9,C-R,00,非農林漁業（Ｓ公務を除く）,269,174,64,21,8,1,1,-,-,-,-,1339,762,577,244,169,52,18,3,1,1,-,-,-,-,1095,635,460,25,5,12,3,5,-,-,-,-,-,-,244,127,117
4,13363,1336300000,新島村,,,新島村,2,C,00,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,C,05,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,2,D,00,建設業,28,15,3,7,2,1,-,-,-,-,-,226,198,28,28,15,3,7,2,1,-,-,-,-,-,226,198,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,D,06,総合工事業,10,-,2,5,2,1,-,-,-,-,-,164,143,21,10,-,2,5,2,1,-,-,-,-,-,164,143,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,D,07,職別工事業（設備工事業を除く）,9,9,-,-,-,-,-,-,-,-,-,14,11,3,9,9,-,-,-,-,-,-,-,-,-,14,11,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,D,08,設備工事業,9,6,1,2,-,-,-,-,-,-,-,48,44,4,9,6,1,2,-,-,-,-,-,-,-,48,44,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,2,E,00,製造業,14,5,9,-,-,-,-,-,-,-,-,75,31,44,14,5,9,-,-,-,-,-,-,-,-,75,31,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,E,09,食料品製造業,8,1,7,-,-,-,-,-,-,-,-,52,13,39,8,1,7,-,-,-,-,-,-,-,-,52,13,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,E,10,飲料・たばこ・飼料製造業,1,-,1,-,-,-,-,-,-,-,-,5,1,4,1,-,1,-,-,-,-,-,-,-,-,5,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,E,11,繊維工業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,E,12,木材・木製品製造業（家具を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,E,13,家具・装備品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,E,14,パルプ・紙・紙加工品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,E,15,印刷・同関連業,1,1,-,-,-,-,-,-,-,-,-,1,1,-,1,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,E,16,化学工業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,E,17,石油製品・石炭製品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,E,18,プラスチック製品製造業（別掲を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,E,19,ゴム製品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,E,20,なめし革・同製品・毛皮製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,E,21,窯業・土石製品製造業,3,2,1,-,-,-,-,-,-,-,-,15,14,1,3,2,1,-,-,-,-,-,-,-,-,15,14,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,E,22,鉄鋼業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,E,23,非鉄金属製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,E,24,金属製品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,E,25,はん用機械器具製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,1336300000,新島村,,,新島村,3,E,26,生産用機械器具製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
