地域階層,地域コード,地域名,産業分類階層,大分類,分類名,資本金階級／総数／企業数（企業）,資本金階級／総数／企業従業者数（人）,資本金階級／300万円未満／企業数（企業）,資本金階級／300万円未満／企業従業者数（人）,資本金階級／300万～500万円未満／企業数（企業）,資本金階級／300万～500万円未満／企業従業者数（人）,資本金階級／500万～1000万円未満／企業数（企業）,資本金階級／500万～1000万円未満／企業従業者数（人）,資本金階級／1000万～3000万円未満／企業数（企業）,資本金階級／1000万～3000万円未満／企業従業者数（人）,資本金階級／3000万～5000万円未満／企業数（企業）,資本金階級／3000万～5000万円未満／企業従業者数（人）,資本金階級／5000万～１億円未満／企業数（企業）,資本金階級／5000万～１億円未満／企業従業者数（人）,資本金階級／１億～３億円未満／企業数（企業）,資本金階級／１億～３億円未満／企業従業者数（人）,資本金階級／３億～10億円未満／企業数（企業）,資本金階級／３億～10億円未満／企業従業者数（人）,資本金階級／10億～50億円未満／企業数（企業）,資本金階級／10億～50億円未満／企業従業者数（人）,資本金階級／50億円以上／企業数（企業）,資本金階級／50億円以上／企業従業者数（人）
4,13107,墨田区,0,A-R,全産業（Ｓ公務を除く）,7489,202479,306,1732,2434,12584,640,4356,3072,47990,280,13801,220,22209,101,17758,41,9035,20,24084,18,41867
4,13107,墨田区,0,A-B,農林漁業（Ａ～Ｂ）,2,400,-,-,-,-,-,-,-,-,-,-,1,386,-,-,-,-,-,-,-,-
4,13107,墨田区,1,A,農業，林業,2,400,-,-,-,-,-,-,-,-,-,-,1,386,-,-,-,-,-,-,-,-
4,13107,墨田区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13107,墨田区,0,C-R,非農林漁業（Ｃ～Ｒ）,7487,202079,306,1732,2434,12584,640,4356,3072,47990,280,13801,219,21823,101,17758,41,9035,20,24084,18,41867
4,13107,墨田区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13107,墨田区,1,D,建設業,705,10590,22,110,198,999,69,338,321,2540,28,660,29,1152,10,2063,3,730,1,319,1,1332
4,13107,墨田区,1,E,製造業,2319,46270,59,271,864,3996,194,1136,959,13236,84,3869,47,3498,26,4356,7,1442,5,1837,7,12055
4,13107,墨田区,1,F,電気・ガス・熱供給・水道業,2,19,-,-,-,-,-,-,-,-,-,-,-,-,1,9,1,10,-,-,-,-
4,13107,墨田区,1,G,情報通信業,162,7143,17,143,33,101,12,118,68,2120,11,397,5,363,4,507,6,1563,2,1818,-,-
4,13107,墨田区,1,H,運輸業，郵便業,142,26847,7,46,29,280,15,384,57,5081,6,637,13,4350,4,1664,1,1,4,9884,2,4352
4,13107,墨田区,1,I,卸売業，小売業,2182,32791,75,500,618,3194,158,936,1030,12208,97,3215,69,4713,29,4292,14,2223,2,138,-,-
4,13107,墨田区,1,J,金融業，保険業,61,16577,5,13,19,48,9,27,18,554,2,21,1,33,1,14,1,3,1,234,1,14558
4,13107,墨田区,1,K,不動産業，物品賃貸業,630,5450,32,58,165,422,60,202,283,1266,25,277,24,241,12,1963,2,368,2,264,2,209
4,13107,墨田区,1,L,学術研究，専門・技術サービス業,237,3577,14,31,85,454,17,124,91,1235,5,97,7,891,5,457,1,30,1,110,2,104
4,13107,墨田区,1,M,宿泊業，飲食サービス業,435,25554,20,130,205,1555,61,584,64,3679,9,2629,4,1233,2,764,2,988,1,5906,1,7477
4,13107,墨田区,1,N,生活関連サービス業，娯楽業,195,8972,19,117,81,447,16,130,37,756,2,22,3,175,4,657,2,1079,1,3574,1,1779
4,13107,墨田区,1,O,教育，学習支援業,44,415,5,11,16,58,3,21,13,114,-,-,-,-,-,-,-,-,-,-,-,-
4,13107,墨田区,1,P,医療，福祉,107,3682,18,160,48,495,12,175,13,1781,1,616,-,-,1,201,-,-,-,-,-,-
4,13107,墨田区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13107,墨田区,1,R,サービス業（他に分類されないもの）,266,14192,13,142,73,535,14,181,118,3420,10,1361,17,5174,2,811,1,598,-,-,1,1
4,13108,江東区,0,A-R,全産業（Ｓ公務を除く）,7711,435238,320,2081,2355,12600,632,4977,2850,43768,336,25922,324,40735,192,60544,112,39228,60,32617,46,158405
4,13108,江東区,0,A-B,農林漁業（Ａ～Ｂ）,13,862,-,-,2,11,-,-,3,30,-,-,-,-,3,359,3,442,-,-,-,-
4,13108,江東区,1,A,農業，林業,12,858,-,-,2,11,-,-,3,30,-,-,-,-,3,359,3,442,-,-,-,-
4,13108,江東区,1,B,漁業,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13108,江東区,0,C-R,非農林漁業（Ｃ～Ｒ）,7698,434376,320,2081,2353,12589,632,4977,2847,43738,336,25922,324,40735,189,60185,109,38786,60,32617,46,158405
4,13108,江東区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13108,江東区,1,D,建設業,928,21768,26,139,281,1386,89,529,372,3646,53,1436,36,1631,17,2507,14,3046,2,1346,2,4833
4,13108,江東区,1,E,製造業,1572,84026,28,82,540,2244,104,609,643,8581,75,3982,54,4678,32,8188,22,10618,16,8232,12,35567
4,13108,江東区,1,F,電気・ガス・熱供給・水道業,3,515,-,-,-,-,-,-,-,-,-,-,-,-,2,493,-,-,-,-,1,22
4,13108,江東区,1,G,情報通信業,284,76117,24,67,55,167,12,77,97,3537,12,2467,15,873,19,7371,13,9373,10,8458,7,43287
4,13108,江東区,1,H,運輸業，郵便業,425,51210,7,66,56,439,43,977,175,6123,21,1110,33,13091,27,13807,15,5338,4,2333,5,4130
4,13108,江東区,1,I,卸売業，小売業,1966,105783,83,608,547,2821,157,1015,776,8281,101,3924,103,14224,43,11803,19,3243,12,5033,8,53102
4,13108,江東区,1,J,金融業，保険業,91,17183,10,18,31,118,5,20,25,147,1,1,1,1,6,65,2,39,3,377,4,16352
4,13108,江東区,1,K,不動産業，物品賃貸業,679,8943,34,175,197,574,50,133,287,1519,26,583,33,537,12,2422,9,1145,5,1623,1,95
4,13108,江東区,1,L,学術研究，専門・技術サービス業,350,9430,28,92,116,419,20,151,126,1233,5,1017,9,1020,9,1744,2,15,4,2635,4,872
4,13108,江東区,1,M,宿泊業，飲食サービス業,485,11041,34,303,216,1812,74,697,69,1714,2,2743,6,1085,-,-,2,1330,-,-,-,-
4,13108,江東区,1,N,生活関連サービス業，娯楽業,282,9007,17,72,114,666,26,340,65,1618,10,1039,9,1182,5,2956,3,694,1,37,-,-
4,13108,江東区,1,O,教育，学習支援業,58,1033,4,6,22,210,6,46,12,259,1,86,-,-,1,12,-,-,-,-,-,-
4,13108,江東区,1,P,医療，福祉,120,3575,6,76,45,576,18,163,23,666,5,224,2,240,1,1222,-,-,1,16,-,-
4,13108,江東区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13108,江東区,1,R,サービス業（他に分類されないもの）,455,34745,19,377,133,1157,28,220,177,6414,24,7310,23,2173,15,7595,8,3945,2,2527,2,145
4,13109,品川区,0,A-R,全産業（Ｓ公務を除く）,8868,655390,391,2421,2423,13502,698,4831,3136,53517,429,22724,499,78022,290,87808,208,69607,108,84142,88,228152
4,13109,品川区,0,A-B,農林漁業（Ａ～Ｂ）,6,39,1,2,2,9,-,-,2,12,-,-,-,-,-,-,-,-,-,-,-,-
4,13109,品川区,1,A,農業，林業,5,35,1,2,2,9,-,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-
4,13109,品川区,1,B,漁業,1,4,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-
4,13109,品川区,0,C-R,非農林漁業（Ｃ～Ｒ）,8862,655351,390,2419,2421,13493,698,4831,3134,53505,429,22724,499,78022,290,87808,208,69607,108,84142,88,228152
4,13109,品川区,1,C,鉱業，採石業，砂利採取業,1,34,-,-,-,-,-,-,1,34,-,-,-,-,-,-,-,-,-,-,-,-
4,13109,品川区,1,D,建設業,843,25783,19,67,244,1063,63,437,355,3803,57,2123,43,4168,16,1897,10,3073,4,2343,3,6518
4,13109,品川区,1,E,製造業,1443,160457,30,239,428,1616,94,562,539,8534,74,3929,80,6184,48,7013,41,18418,28,25095,33,87632
4,13109,品川区,1,F,電気・ガス・熱供給・水道業,9,245,-,-,-,-,1,2,2,112,1,28,-,-,2,10,1,6,1,31,1,56
4,13109,品川区,1,G,情報通信業,612,76192,34,187,69,422,37,316,226,5176,50,2566,67,7053,49,7205,27,9846,17,8571,9,34102
4,13109,品川区,1,H,運輸業，郵便業,201,43177,4,58,24,417,15,176,79,2377,16,1921,19,4259,18,11036,12,4993,4,10000,1,7700
4,13109,品川区,1,I,卸売業，小売業,2163,127348,83,638,598,3208,158,1082,778,9781,103,3045,126,22248,72,7830,77,22078,29,27071,18,28620
4,13109,品川区,1,J,金融業，保険業,131,5805,12,66,31,130,5,20,34,212,4,190,11,379,10,959,6,1133,5,376,4,2170
4,13109,品川区,1,K,不動産業，物品賃貸業,1059,14386,45,131,298,923,93,301,439,2582,42,577,49,497,28,4759,9,1315,5,978,2,1314
4,13109,品川区,1,L,学術研究，専門・技術サービス業,626,27509,47,121,161,586,45,175,244,2716,28,1035,32,2611,11,1731,8,1277,6,1174,11,15640
4,13109,品川区,1,M,宿泊業，飲食サービス業,720,82088,46,328,272,2130,84,752,115,4408,14,1764,19,13169,10,29742,2,484,2,1545,2,25441
4,13109,品川区,1,N,生活関連サービス業，娯楽業,360,40197,33,328,128,1098,38,258,73,1620,9,731,15,4741,6,6860,4,555,3,4408,3,18784
4,13109,品川区,1,O,教育，学習支援業,100,2470,8,33,29,296,15,113,27,476,5,256,1,1,-,-,2,1130,-,-,-,-
4,13109,品川区,1,P,医療，福祉,123,7343,12,79,41,487,13,262,21,1112,1,181,6,3983,5,799,-,-,-,-,-,-
4,13109,品川区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13109,品川区,1,R,サービス業（他に分類されないもの）,471,42317,17,144,98,1117,37,375,201,10562,25,4378,31,8729,15,7967,9,5299,4,2550,1,175
4,13110,目黒区,0,A-R,全産業（Ｓ公務を除く）,5290,168726,318,2988,1674,8803,475,3927,1861,26577,208,13428,177,22307,83,47544,37,14414,19,11290,9,10229
4,13110,目黒区,0,A-B,農林漁業（Ａ～Ｂ）,6,49,-,-,2,22,-,-,4,27,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,A,農業，林業,6,49,-,-,2,22,-,-,4,27,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,0,C-R,非農林漁業（Ｃ～Ｒ）,5284,168677,318,2988,1672,8781,475,3927,1857,26550,208,13428,177,22307,83,47544,37,14414,19,11290,9,10229
4,13110,目黒区,1,C,鉱業，採石業，砂利採取業,1,13,-,-,-,-,-,-,1,13,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,D,建設業,392,4967,11,32,93,349,32,116,192,1552,25,774,19,683,5,965,-,-,-,-,1,411
4,13110,目黒区,1,E,製造業,486,15996,14,44,138,578,35,201,200,3671,31,2008,25,2621,11,1926,8,1836,2,543,2,1523
4,13110,目黒区,1,F,電気・ガス・熱供給・水道業,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,G,情報通信業,334,6362,28,88,73,436,31,255,132,1748,13,338,19,1040,11,677,2,215,3,1318,-,-
4,13110,目黒区,1,H,運輸業，郵便業,46,6067,1,29,9,134,5,51,23,1676,3,1496,2,167,-,-,-,-,2,2510,-,-
4,13110,目黒区,1,I,卸売業，小売業,1444,67407,72,1867,477,2521,108,1012,517,6557,53,6033,43,3910,22,34896,15,2349,6,4188,2,1799
4,13110,目黒区,1,J,金融業，保険業,49,620,1,2,18,51,4,8,20,101,1,1,1,1,1,-,2,16,-,-,1,440
4,13110,目黒区,1,K,不動産業，物品賃貸業,751,4177,42,103,234,667,67,211,306,1615,32,290,29,416,13,682,2,17,1,28,-,-
4,13110,目黒区,1,L,学術研究，専門・技術サービス業,465,7680,53,151,142,510,50,345,161,1220,10,244,10,461,4,660,2,26,3,1065,2,2826
4,13110,目黒区,1,M,宿泊業，飲食サービス業,494,19543,40,307,191,1558,63,717,81,2498,9,374,6,1913,4,2212,1,4774,-,-,1,3230
4,13110,目黒区,1,N,生活関連サービス業，娯楽業,379,10586,27,139,153,878,42,718,86,1184,11,176,7,3167,3,440,1,1697,1,1603,-,-
4,13110,目黒区,1,O,教育，学習支援業,122,2224,10,72,41,347,11,94,33,538,2,112,4,560,3,268,-,-,-,-,-,-
4,13110,目黒区,1,P,医療，福祉,109,8306,10,63,43,435,11,131,20,474,2,60,6,6769,1,194,-,-,-,-,-,-
4,13110,目黒区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,R,サービス業（他に分類されないもの）,211,14728,8,90,60,317,16,68,85,3703,16,1522,6,599,5,4624,4,3484,1,35,-,-
4,13111,大田区,0,A-R,全産業（Ｓ公務を除く）,13818,369281,755,4125,4755,23634,1375,8904,4996,78455,590,24831,427,59966,149,43875,67,25924,27,18528,20,70677
4,13111,大田区,0,A-B,農林漁業（Ａ～Ｂ）,13,102,-,-,5,13,1,7,7,82,-,-,-,-,-,-,-,-,-,-,-,-
4,13111,大田区,1,A,農業，林業,13,102,-,-,5,13,1,7,7,82,-,-,-,-,-,-,-,-,-,-,-,-
4,13111,大田区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13111,大田区,0,C-R,非農林漁業（Ｃ～Ｒ）,13805,369179,755,4125,4750,23621,1374,8897,4989,78373,590,24831,427,59966,149,43875,67,25924,27,18528,20,70677
4,13111,大田区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13111,大田区,1,D,建設業,1738,17760,51,166,629,2857,212,1081,663,6359,79,2002,34,1870,16,1409,5,1192,1,283,1,78
4,13111,大田区,1,E,製造業,3596,103882,87,571,1245,4743,380,1849,1407,19893,175,8190,136,8736,53,9422,15,3491,10,3458,8,42454
4,13111,大田区,1,F,電気・ガス・熱供給・水道業,3,11,-,-,-,-,-,-,1,7,-,-,-,-,-,-,1,2,1,2,-,-
4,13111,大田区,1,G,情報通信業,286,9188,27,68,73,262,22,126,106,1263,12,360,9,870,9,2292,4,1808,2,1933,-,-
4,13111,大田区,1,H,運輸業，郵便業,426,34527,5,23,76,987,39,792,192,9652,37,3953,44,6456,11,5823,6,3303,3,930,1,2279
4,13111,大田区,1,I,卸売業，小売業,3222,72816,195,1464,1010,5262,301,2064,1264,18913,137,4406,98,8288,36,6207,28,5400,3,11362,4,7646
4,13111,大田区,1,J,金融業，保険業,135,3634,12,52,50,137,15,65,39,1824,8,45,3,17,2,6,-,-,1,78,1,1384
4,13111,大田区,1,K,不動産業，物品賃貸業,1634,7163,105,256,579,1624,157,524,634,3247,70,472,40,450,6,129,2,41,1,76,1,139
4,13111,大田区,1,L,学術研究，専門・技術サービス業,555,4485,72,214,218,732,46,234,167,1274,17,496,6,749,4,499,-,-,3,40,-,-
4,13111,大田区,1,M,宿泊業，飲食サービス業,809,49450,77,487,333,2633,92,708,123,4342,17,1697,11,955,4,15954,1,7946,1,361,1,11267
4,13111,大田区,1,N,生活関連サービス業，娯楽業,503,12059,44,274,209,1475,51,580,113,2189,11,1215,12,871,3,765,2,474,-,-,2,3321
4,13111,大田区,1,O,教育，学習支援業,126,1543,9,56,46,242,10,112,32,739,2,15,3,115,-,-,-,-,-,-,-,-
4,13111,大田区,1,P,医療，福祉,229,13294,36,376,98,1196,15,341,35,1403,7,668,3,7416,2,1297,-,-,-,-,-,-
4,13111,大田区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13111,大田区,1,R,サービス業（他に分類されないもの）,543,39367,35,118,184,1471,34,421,213,7268,18,1312,28,23173,3,72,3,2267,1,5,1,2109
4,13112,世田谷区,0,A-R,全産業（Ｓ公務を除く）,11225,200505,715,4112,3697,20075,1017,6829,3890,50569,349,14312,259,25572,77,27295,35,17238,17,15381,6,3622
4,13112,世田谷区,0,A-B,農林漁業（Ａ～Ｂ）,51,297,4,15,13,65,9,44,14,115,2,17,3,14,-,-,-,-,-,-,-,-
4,13112,世田谷区,1,A,農業，林業,50,291,4,15,13,65,9,44,14,115,2,17,3,14,-,-,-,-,-,-,-,-
4,13112,世田谷区,1,B,漁業,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,C-R,非農林漁業（Ｃ～Ｒ）,11174,200208,711,4097,3684,20010,1008,6785,3876,50454,347,14295,256,25558,77,27295,35,17238,17,15381,6,3622
4,13112,世田谷区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,1,D,建設業,1470,15367,30,102,430,1832,148,681,648,5198,86,2179,46,1991,9,1029,4,1628,1,229,-,-
4,13112,世田谷区,1,E,製造業,685,15398,11,47,191,854,54,338,302,3883,38,1893,35,2905,5,991,3,305,3,973,1,2731
4,13112,世田谷区,1,F,電気・ガス・熱供給・水道業,2,14,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
4,13112,世田谷区,1,G,情報通信業,533,12045,65,183,149,503,49,231,174,2082,16,2647,13,671,9,606,7,3575,2,854,1,356
4,13112,世田谷区,1,H,運輸業，郵便業,153,6190,5,63,31,269,19,316,67,2864,6,471,9,1558,-,-,-,-,-,-,-,-
4,13112,世田谷区,1,I,卸売業，小売業,2929,53309,152,1457,1024,6285,250,1665,1047,11830,91,2906,57,11234,15,4410,13,6327,5,3257,3,522
4,13112,世田谷区,1,J,金融業，保険業,110,2501,10,12,36,97,11,41,35,177,1,1,4,2066,1,62,-,-,-,-,-,-
4,13112,世田谷区,1,K,不動産業，物品賃貸業,1639,17274,68,223,529,1489,134,498,674,3738,59,514,52,1217,14,102,3,75,4,8971,-,-
4,13112,世田谷区,1,L,学術研究，専門・技術サービス業,925,5324,117,270,322,1048,69,262,312,1929,10,165,10,156,4,188,-,-,1,941,1,13
4,13112,世田谷区,1,M,宿泊業，飲食サービス業,870,36219,69,559,330,2768,109,976,126,5405,9,2572,7,1522,6,18398,-,-,-,-,-,-
4,13112,世田谷区,1,N,生活関連サービス業，娯楽業,769,9571,62,311,307,1737,68,428,177,3928,8,129,7,910,5,321,1,15,-,-,-,-
4,13112,世田谷区,1,O,教育，学習支援業,249,4331,31,148,78,700,15,179,68,2467,4,16,2,21,1,179,-,-,-,-,-,-
4,13112,世田谷区,1,P,医療，福祉,320,6923,50,546,106,1410,38,724,52,1606,3,158,1,7,5,558,1,372,1,156,-,-
4,13112,世田谷区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,1,R,サービス業（他に分類されないもの）,520,15742,41,176,151,1018,44,446,194,5347,16,644,13,1300,2,451,3,4941,-,-,-,-
4,13113,渋谷区,0,A-R,全産業（Ｓ公務を除く）,13749,889016,733,5748,2816,19343,1114,10029,5299,108629,680,36184,721,102725,389,133707,205,80746,114,98170,65,247443
4,13113,渋谷区,0,A-B,農林漁業（Ａ～Ｂ）,4,32,-,-,-,-,1,1,1,11,-,-,-,-,-,-,-,-,-,-,-,-
4,13113,渋谷区,1,A,農業，林業,4,32,-,-,-,-,1,1,1,11,-,-,-,-,-,-,-,-,-,-,-,-
4,13113,渋谷区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13113,渋谷区,0,C-R,非農林漁業（Ｃ～Ｒ）,13745,888984,733,5748,2816,19343,1113,10028,5298,108618,680,36184,721,102725,389,133707,205,80746,114,98170,65,247443
4,13113,渋谷区,1,C,鉱業，採石業，砂利採取業,2,22,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,1,18,-,-
4,13113,渋谷区,1,D,建設業,574,26834,14,101,95,377,27,191,305,4058,51,1367,31,1757,8,2299,7,2975,5,3445,3,9662
4,13113,渋谷区,1,E,製造業,634,80460,24,153,119,637,47,344,267,5814,35,1619,34,5480,15,1558,19,6093,9,7223,15,50244
4,13113,渋谷区,1,F,電気・ガス・熱供給・水道業,7,274,-,-,-,-,-,-,1,1,1,171,1,23,1,67,3,12,-,-,-,-
4,13113,渋谷区,1,G,情報通信業,1994,71902,143,1175,336,2133,154,1186,851,15594,106,4372,121,10473,91,9939,60,13210,19,5071,10,7056
4,13113,渋谷区,1,H,運輸業，郵便業,62,89130,1,77,8,49,5,294,21,1359,3,1381,7,1339,3,245,-,-,2,2285,3,81838
4,13113,渋谷区,1,I,卸売業，小売業,3208,181278,126,1388,593,3949,265,2196,1223,26675,160,8075,205,26194,88,21160,47,22785,28,34534,13,20716
4,13113,渋谷区,1,J,金融業，保険業,176,28608,9,109,27,172,6,88,58,335,8,364,13,92,19,1506,13,2513,7,3304,4,19507
4,13113,渋谷区,1,K,不動産業，物品賃貸業,1654,35702,55,147,340,1271,122,485,735,4802,109,1623,101,1797,47,5013,10,1171,21,15562,2,2254
4,13113,渋谷区,1,L,学術研究，専門・技術サービス業,1826,30536,150,673,460,2067,163,891,760,6984,65,1225,54,3464,36,2653,19,2662,11,1978,5,3112
4,13113,渋谷区,1,M,宿泊業，飲食サービス業,1255,109730,74,1193,342,3396,136,1788,279,11028,33,2647,28,12807,18,39300,6,6196,2,9297,3,12419
4,13113,渋谷区,1,N,生活関連サービス業，娯楽業,1109,57532,75,440,292,2706,89,1194,315,7974,30,1273,45,11291,26,13792,3,970,6,6590,2,5787
4,13113,渋谷区,1,O,教育，学習支援業,327,14901,20,123,66,831,32,295,107,4119,16,3851,17,2066,5,912,4,925,-,-,-,-
4,13113,渋谷区,1,P,医療，福祉,170,30122,12,65,44,504,18,315,31,977,7,1817,8,4999,3,16384,2,438,-,-,1,2433
4,13113,渋谷区,1,Q,複合サービス事業,1,5,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13113,渋谷区,1,R,サービス業（他に分類されないもの）,746,131948,30,104,93,1246,49,761,344,18894,56,6399,56,20943,29,18879,12,20796,3,8863,4,32415
4,13114,中野区,0,A-R,全産業（Ｓ公務を除く）,5089,116752,263,1471,1767,9276,387,2389,1896,25377,188,9018,141,11753,51,17078,32,10833,9,4496,11,17225
4,13114,中野区,0,A-B,農林漁業（Ａ～Ｂ）,3,11,-,-,3,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,A,農業，林業,3,11,-,-,3,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,0,C-R,非農林漁業（Ｃ～Ｒ）,5086,116741,263,1471,1764,9265,387,2389,1896,25377,188,9018,141,11753,51,17078,32,10833,9,4496,11,17225
4,13114,中野区,1,C,鉱業，採石業，砂利採取業,1,2,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,D,建設業,664,7346,21,126,196,835,55,330,305,2680,43,1473,15,541,4,1040,-,-,-,-,-,-
4,13114,中野区,1,E,製造業,347,20297,11,38,102,409,14,118,149,2459,21,1281,20,1977,7,1350,5,1957,1,566,6,9634
4,13114,中野区,1,F,電気・ガス・熱供給・水道業,1,173,-,-,-,-,-,-,-,-,1,173,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,G,情報通信業,317,8751,28,133,75,369,22,132,132,1772,17,781,18,1401,10,2253,3,958,2,702,1,202
4,13114,中野区,1,H,運輸業，郵便業,72,5245,1,5,21,175,6,62,33,1492,6,962,2,1080,-,-,-,-,-,-,-,-
4,13114,中野区,1,I,卸売業，小売業,1235,24156,57,228,429,2557,104,627,469,6015,39,1047,31,1686,8,5266,13,3832,2,1807,-,-
4,13114,中野区,1,J,金融業，保険業,57,3328,4,19,22,92,4,8,14,70,4,9,2,46,2,1778,1,66,2,1227,-,-
4,13114,中野区,1,K,不動産業，物品賃貸業,848,11632,33,77,322,892,63,171,331,1684,28,333,31,638,8,143,4,365,1,122,1,7066
4,13114,中野区,1,L,学術研究，専門・技術サービス業,427,3433,31,115,164,644,32,104,163,1250,4,52,5,116,4,478,3,178,1,72,3,323
4,13114,中野区,1,M,宿泊業，飲食サービス業,350,8325,27,285,149,1224,25,281,56,1791,6,980,2,160,1,775,1,1694,-,-,-,-
4,13114,中野区,1,N,生活関連サービス業，娯楽業,318,3913,19,150,142,719,29,207,79,1269,7,653,4,125,-,-,-,-,-,-,-,-
4,13114,中野区,1,O,教育，学習支援業,82,6323,6,31,32,248,2,26,26,458,3,385,2,2872,2,1292,-,-,-,-,-,-
4,13114,中野区,1,P,医療，福祉,114,2130,14,152,40,579,13,202,21,373,2,92,-,-,2,427,-,-,-,-,-,-
4,13114,中野区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,R,サービス業（他に分類されないもの）,253,11687,11,112,70,522,18,121,117,4062,7,797,9,1111,3,2276,2,1783,-,-,-,-
4,13115,杉並区,0,A-R,全産業（Ｓ公務を除く）,7566,119433,525,2999,2615,14497,773,4928,2628,33785,227,5411,221,12542,52,10055,13,2268,15,24563,4,2821
4,13115,杉並区,0,A-B,農林漁業（Ａ～Ｂ）,11,76,1,1,4,17,-,-,5,31,1,27,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,1,A,農業，林業,11,76,1,1,4,17,-,-,5,31,1,27,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,0,C-R,非農林漁業（Ｃ～Ｒ）,7555,119357,524,2998,2611,14480,773,4928,2623,33754,226,5384,221,12542,52,10055,13,2268,15,24563,4,2821
4,13115,杉並区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,1,D,建設業,915,11590,22,74,263,1151,88,583,427,3948,39,493,35,1335,7,436,1,816,4,2234,1,273
4,13115,杉並区,1,E,製造業,434,7982,17,63,115,486,30,122,196,2444,24,894,22,1165,9,1440,2,232,1,927,-,-
4,13115,杉並区,1,F,電気・ガス・熱供給・水道業,2,8,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,1,G,情報通信業,425,8215,40,184,136,766,43,385,151,2329,12,431,15,1469,7,1475,1,669,2,371,-,-
4,13115,杉並区,1,H,運輸業，郵便業,87,5477,2,16,18,201,6,36,40,2803,5,560,12,1610,1,27,-,-,-,-,-,-
4,13115,杉並区,1,I,卸売業，小売業,1878,43127,116,964,697,4067,191,1019,645,6340,56,1218,54,2715,7,2547,4,253,4,20357,2,2449
4,13115,杉並区,1,J,金融業，保険業,81,617,8,17,25,84,8,34,24,88,4,16,6,21,-,-,1,170,1,83,1,99
