地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
6,13110,1311002101,目黒区,目黒区大岡山,１丁目,目黒区大岡山１丁目,3,1210,会社,601,282,319,-,-,-,-,-,-,89,62,27,512,220,292,497,217,280,251,148,103,246,69,177,15,3,12,8,8,-,13,7,6,606,281,325
6,13110,1311002101,目黒区,目黒区大岡山,１丁目,目黒区大岡山１丁目,3,1220,会社以外の法人,7,3,4,-,-,-,-,-,-,1,1,-,6,2,4,6,2,4,3,1,2,3,1,2,-,-,-,-,-,-,-,-,-,7,3,4
6,13110,1311002101,目黒区,目黒区大岡山,１丁目,目黒区大岡山１丁目,2,1300,法人でない団体,12,3,9,-,-,-,-,-,-,-,-,-,12,3,9,12,3,9,-,-,-,12,3,9,-,-,-,-,-,-,-,-,-,12,3,9
6,13110,1311002102,目黒区,目黒区大岡山,２丁目,目黒区大岡山２丁目,1,1000,民営,2629,1492,1137,12,8,4,4,1,3,21,18,3,2592,1465,1127,2586,1465,1121,1268,990,278,1318,475,843,6,-,6,26,14,12,24,11,13,2627,1489,1138
6,13110,1311002102,目黒区,目黒区大岡山,２丁目,目黒区大岡山２丁目,2,1100,個人,20,9,11,12,8,4,4,1,3,-,-,-,4,-,4,4,-,4,1,-,1,3,-,3,-,-,-,-,-,-,-,-,-,20,9,11
6,13110,1311002102,目黒区,目黒区大岡山,２丁目,目黒区大岡山２丁目,3,1210,会社,143,59,84,-,-,-,-,-,-,10,8,2,133,51,82,130,51,79,39,29,10,91,22,69,3,-,3,-,-,-,-,-,-,143,59,84
6,13110,1311002102,目黒区,目黒区大岡山,２丁目,目黒区大岡山２丁目,3,1220,会社以外の法人,2466,1424,1042,-,-,-,-,-,-,11,10,1,2455,1414,1041,2452,1414,1038,1228,961,267,1224,453,771,3,-,3,26,14,12,24,11,13,2464,1421,1043
6,13110,1311002102,目黒区,目黒区大岡山,２丁目,目黒区大岡山２丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13110,1311000400,目黒区,目黒区大橋,,目黒区大橋,1,1000,民営,4106,1856,2250,21,18,3,5,2,3,187,140,47,3893,1696,2197,3689,1583,2106,2399,1246,1153,1290,337,953,204,113,91,56,45,11,24,7,17,4074,1818,2256
5,13110,1311000400,目黒区,目黒区大橋,,目黒区大橋,2,1100,個人,77,31,46,21,18,3,5,2,3,-,-,-,51,11,40,51,11,40,24,7,17,27,4,23,-,-,-,-,-,-,-,-,-,77,31,46
5,13110,1311000400,目黒区,目黒区大橋,,目黒区大橋,3,1210,会社,2308,1242,1066,-,-,-,-,-,-,172,130,42,2136,1112,1024,2003,1044,959,1174,832,342,829,212,617,133,68,65,33,26,7,4,1,3,2279,1217,1062
5,13110,1311000400,目黒区,目黒区大橋,,目黒区大橋,3,1220,会社以外の法人,1721,583,1138,-,-,-,-,-,-,15,10,5,1706,573,1133,1635,528,1107,1201,407,794,434,121,313,71,45,26,23,19,4,20,6,14,1718,570,1148
5,13110,1311000400,目黒区,目黒区大橋,,目黒区大橋,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13110,1311000401,目黒区,目黒区大橋,１丁目,目黒区大橋１丁目,1,1000,民営,675,397,278,8,8,-,2,1,1,86,66,20,579,322,257,571,316,255,366,272,94,205,44,161,8,6,2,19,18,1,4,1,3,660,380,280
6,13110,1311000401,目黒区,目黒区大橋,１丁目,目黒区大橋１丁目,2,1100,個人,27,11,16,8,8,-,2,1,1,-,-,-,17,2,15,17,2,15,13,2,11,4,-,4,-,-,-,-,-,-,-,-,-,27,11,16
6,13110,1311000401,目黒区,目黒区大橋,１丁目,目黒区大橋１丁目,3,1210,会社,625,373,252,-,-,-,-,-,-,86,66,20,539,307,232,531,301,230,345,266,79,186,35,151,8,6,2,19,18,1,4,1,3,610,356,254
6,13110,1311000401,目黒区,目黒区大橋,１丁目,目黒区大橋１丁目,3,1220,会社以外の法人,23,13,10,-,-,-,-,-,-,-,-,-,23,13,10,23,13,10,8,4,4,15,9,6,-,-,-,-,-,-,-,-,-,23,13,10
6,13110,1311000401,目黒区,目黒区大橋,１丁目,目黒区大橋１丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13110,1311000402,目黒区,目黒区大橋,２丁目,目黒区大橋２丁目,1,1000,民営,3431,1459,1972,13,10,3,3,1,2,101,74,27,3314,1374,1940,3118,1267,1851,2033,974,1059,1085,293,792,196,107,89,37,27,10,20,6,14,3414,1438,1976
6,13110,1311000402,目黒区,目黒区大橋,２丁目,目黒区大橋２丁目,2,1100,個人,50,20,30,13,10,3,3,1,2,-,-,-,34,9,25,34,9,25,11,5,6,23,4,19,-,-,-,-,-,-,-,-,-,50,20,30
6,13110,1311000402,目黒区,目黒区大橋,２丁目,目黒区大橋２丁目,3,1210,会社,1683,869,814,-,-,-,-,-,-,86,64,22,1597,805,792,1472,743,729,829,566,263,643,177,466,125,62,63,14,8,6,-,-,-,1669,861,808
6,13110,1311000402,目黒区,目黒区大橋,２丁目,目黒区大橋２丁目,3,1220,会社以外の法人,1698,570,1128,-,-,-,-,-,-,15,10,5,1683,560,1123,1612,515,1097,1193,403,790,419,112,307,71,45,26,23,19,4,20,6,14,1695,557,1138
6,13110,1311000402,目黒区,目黒区大橋,２丁目,目黒区大橋２丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13110,1311002500,目黒区,目黒区柿の木坂,,目黒区柿の木坂,1,1000,民営,1409,726,683,48,34,14,14,1,13,201,124,77,1146,567,579,1048,523,525,665,351,314,383,172,211,98,44,54,2,2,-,2,1,1,1409,725,684
5,13110,1311002500,目黒区,目黒区柿の木坂,,目黒区柿の木坂,2,1100,個人,171,55,116,48,34,14,14,1,13,-,-,-,109,20,89,104,18,86,50,6,44,54,12,42,5,2,3,-,-,-,-,-,-,171,55,116
5,13110,1311002500,目黒区,目黒区柿の木坂,,目黒区柿の木坂,3,1210,会社,1028,570,458,-,-,-,-,-,-,181,114,67,847,456,391,795,442,353,525,320,205,270,122,148,52,14,38,2,2,-,1,-,1,1027,568,459
5,13110,1311002500,目黒区,目黒区柿の木坂,,目黒区柿の木坂,3,1220,会社以外の法人,210,101,109,-,-,-,-,-,-,20,10,10,190,91,99,149,63,86,90,25,65,59,38,21,41,28,13,-,-,-,1,1,-,211,102,109
5,13110,1311002500,目黒区,目黒区柿の木坂,,目黒区柿の木坂,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13110,1311002501,目黒区,目黒区柿の木坂,１丁目,目黒区柿の木坂１丁目,1,1000,民営,832,398,434,35,23,12,10,1,9,93,60,33,694,314,380,616,277,339,357,144,213,259,133,126,78,37,41,-,-,-,1,1,-,833,399,434
6,13110,1311002501,目黒区,目黒区柿の木坂,１丁目,目黒区柿の木坂１丁目,2,1100,個人,123,40,83,35,23,12,10,1,9,-,-,-,78,16,62,76,16,60,30,4,26,46,12,34,2,-,2,-,-,-,-,-,-,123,40,83
6,13110,1311002501,目黒区,目黒区柿の木坂,１丁目,目黒区柿の木坂１丁目,3,1210,会社,499,257,242,-,-,-,-,-,-,73,50,23,426,207,219,391,198,193,237,115,122,154,83,71,35,9,26,-,-,-,-,-,-,499,257,242
6,13110,1311002501,目黒区,目黒区柿の木坂,１丁目,目黒区柿の木坂１丁目,3,1220,会社以外の法人,210,101,109,-,-,-,-,-,-,20,10,10,190,91,99,149,63,86,90,25,65,59,38,21,41,28,13,-,-,-,1,1,-,211,102,109
6,13110,1311002501,目黒区,目黒区柿の木坂,１丁目,目黒区柿の木坂１丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13110,1311002502,目黒区,目黒区柿の木坂,２丁目,目黒区柿の木坂２丁目,1,1000,民営,260,150,110,6,5,1,1,-,1,61,36,25,192,109,83,187,107,80,114,74,40,73,33,40,5,2,3,-,-,-,1,-,1,261,150,111
6,13110,1311002502,目黒区,目黒区柿の木坂,２丁目,目黒区柿の木坂２丁目,2,1100,個人,19,7,12,6,5,1,1,-,1,-,-,-,12,2,10,11,1,10,6,1,5,5,-,5,1,1,-,-,-,-,-,-,-,19,7,12
6,13110,1311002502,目黒区,目黒区柿の木坂,２丁目,目黒区柿の木坂２丁目,3,1210,会社,241,143,98,-,-,-,-,-,-,61,36,25,180,107,73,176,106,70,108,73,35,68,33,35,4,1,3,-,-,-,1,-,1,242,143,99
6,13110,1311002502,目黒区,目黒区柿の木坂,２丁目,目黒区柿の木坂２丁目,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13110,1311002502,目黒区,目黒区柿の木坂,２丁目,目黒区柿の木坂２丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13110,1311002503,目黒区,目黒区柿の木坂,３丁目,目黒区柿の木坂３丁目,1,1000,民営,317,178,139,7,6,1,3,-,3,47,28,19,260,144,116,245,139,106,194,133,61,51,6,45,15,5,10,2,2,-,-,-,-,315,176,139
6,13110,1311002503,目黒区,目黒区柿の木坂,３丁目,目黒区柿の木坂３丁目,2,1100,個人,29,8,21,7,6,1,3,-,3,-,-,-,19,2,17,17,1,16,14,1,13,3,-,3,2,1,1,-,-,-,-,-,-,29,8,21
6,13110,1311002503,目黒区,目黒区柿の木坂,３丁目,目黒区柿の木坂３丁目,3,1210,会社,288,170,118,-,-,-,-,-,-,47,28,19,241,142,99,228,138,90,180,132,48,48,6,42,13,4,9,2,2,-,-,-,-,286,168,118
6,13110,1311002503,目黒区,目黒区柿の木坂,３丁目,目黒区柿の木坂３丁目,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13110,1311002503,目黒区,目黒区柿の木坂,３丁目,目黒区柿の木坂３丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13110,1311000500,目黒区,目黒区上目黒,,目黒区上目黒,1,1000,民営,13336,7413,5923,315,221,94,43,13,30,966,680,286,12012,6499,5513,11579,6312,5267,7411,4775,2636,4168,1537,2631,433,187,246,72,47,25,154,65,89,13418,7431,5987
5,13110,1311000500,目黒区,目黒区上目黒,,目黒区上目黒,2,1100,個人,955,469,486,315,221,94,43,13,30,-,-,-,597,235,362,549,222,327,302,130,172,247,92,155,48,13,35,6,-,6,8,6,2,957,475,482
5,13110,1311000500,目黒区,目黒区上目黒,,目黒区上目黒,3,1210,会社,11373,6596,4777,-,-,-,-,-,-,908,637,271,10465,5959,4506,10119,5815,4304,6579,4468,2111,3540,1347,2193,346,144,202,66,47,19,102,55,47,11409,6604,4805
5,13110,1311000500,目黒区,目黒区上目黒,,目黒区上目黒,3,1220,会社以外の法人,972,326,646,-,-,-,-,-,-,50,35,15,922,291,631,884,261,623,517,169,348,367,92,275,38,30,8,-,-,-,44,4,40,1016,330,686
5,13110,1311000500,目黒区,目黒区上目黒,,目黒区上目黒,2,1300,法人でない団体,36,22,14,-,-,-,-,-,-,8,8,-,28,14,14,27,14,13,13,8,5,14,6,8,1,-,1,-,-,-,-,-,-,36,22,14
6,13110,1311000501,目黒区,目黒区上目黒,１丁目,目黒区上目黒１丁目,1,1000,民営,4781,2466,2315,68,47,21,9,5,4,297,221,76,4407,2193,2214,4246,2140,2106,2408,1533,875,1838,607,1231,161,53,108,57,41,16,23,11,12,4747,2436,2311
6,13110,1311000501,目黒区,目黒区上目黒,１丁目,目黒区上目黒１丁目,2,1100,個人,242,115,127,68,47,21,9,5,4,-,-,-,165,63,102,142,58,84,80,35,45,62,23,39,23,5,18,6,-,6,-,-,-,236,115,121
6,13110,1311000501,目黒区,目黒区上目黒,１丁目,目黒区上目黒１丁目,3,1210,会社,4256,2255,2001,-,-,-,-,-,-,279,209,70,3977,2046,1931,3840,1998,1842,2155,1446,709,1685,552,1133,137,48,89,51,41,10,17,10,7,4222,2224,1998
6,13110,1311000501,目黒区,目黒区上目黒,１丁目,目黒区上目黒１丁目,3,1220,会社以外の法人,282,95,187,-,-,-,-,-,-,17,11,6,265,84,181,264,84,180,173,52,121,91,32,59,1,-,1,-,-,-,6,1,5,288,96,192
6,13110,1311000501,目黒区,目黒区上目黒,１丁目,目黒区上目黒１丁目,2,1300,法人でない団体,1,1,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
6,13110,1311000502,目黒区,目黒区上目黒,２丁目,目黒区上目黒２丁目,1,1000,民営,4675,2747,1928,141,101,40,14,2,12,324,230,94,4196,2414,1782,4096,2368,1728,3162,2032,1130,934,336,598,100,46,54,8,3,5,55,29,26,4722,2773,1949
6,13110,1311000502,目黒区,目黒区上目黒,２丁目,目黒区上目黒２丁目,2,1100,個人,406,209,197,141,101,40,14,2,12,-,-,-,251,106,145,232,100,132,125,63,62,107,37,70,19,6,13,-,-,-,1,-,1,407,209,198
6,13110,1311000502,目黒区,目黒区上目黒,２丁目,目黒区上目黒２丁目,3,1210,会社,4104,2471,1633,-,-,-,-,-,-,309,219,90,3795,2252,1543,3715,2212,1503,2964,1933,1031,751,279,472,80,40,40,8,3,5,50,28,22,4146,2496,1650
6,13110,1311000502,目黒区,目黒区上目黒,２丁目,目黒区上目黒２丁目,3,1220,会社以外の法人,146,57,89,-,-,-,-,-,-,13,9,4,133,48,85,133,48,85,71,34,37,62,14,48,-,-,-,-,-,-,4,1,3,150,58,92
6,13110,1311000502,目黒区,目黒区上目黒,２丁目,目黒区上目黒２丁目,2,1300,法人でない団体,19,10,9,-,-,-,-,-,-,2,2,-,17,8,9,16,8,8,2,2,-,14,6,8,1,-,1,-,-,-,-,-,-,19,10,9
6,13110,1311000503,目黒区,目黒区上目黒,３丁目,目黒区上目黒３丁目,1,1000,民営,2323,1352,971,52,37,15,6,2,4,172,113,59,2093,1200,893,1977,1152,825,1022,716,306,955,436,519,116,48,68,7,3,4,35,17,18,2351,1366,985
6,13110,1311000503,目黒区,目黒区上目黒,３丁目,目黒区上目黒３丁目,2,1100,個人,182,88,94,52,37,15,6,2,4,-,-,-,124,49,75,122,48,74,69,24,45,53,24,29,2,1,1,-,-,-,2,1,1,184,89,95
6,13110,1311000503,目黒区,目黒区上目黒,３丁目,目黒区上目黒３丁目,3,1210,会社,2043,1231,812,-,-,-,-,-,-,157,103,54,1886,1128,758,1772,1081,691,901,676,225,871,405,466,114,47,67,7,3,4,33,16,17,2069,1244,825
6,13110,1311000503,目黒区,目黒区上目黒,３丁目,目黒区上目黒３丁目,3,1220,会社以外の法人,87,27,60,-,-,-,-,-,-,15,10,5,72,17,55,72,17,55,41,10,31,31,7,24,-,-,-,-,-,-,-,-,-,87,27,60
