地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13203,1320300000,武蔵野市,,,武蔵野市,0,00,総数（資本金階級）,2434,179871,3,14,3,14,-,-,2431,179857,-,-,176,1463,101,5904,-,-,157,1900,14,3299,583,13321,26,400,540,4459,154,783,292,141716,165,2355,76,1582,56,1180,-,-,91,1495
4,13203,1320300000,武蔵野市,,,武蔵野市,1,01,資本金300万円未満,192,1071,-,-,-,-,-,-,192,1071,-,-,1,3,1,7,-,-,14,81,-,-,39,175,1,2,29,76,17,48,39,291,17,92,11,87,13,146,-,-,10,63
4,13203,1320300000,武蔵野市,,,武蔵野市,1,02,資本金300万～500万円未満,946,5489,1,2,1,2,-,-,945,5487,-,-,64,255,26,123,-,-,62,303,6,43,223,1417,5,15,215,599,73,306,114,1096,80,837,30,222,14,117,-,-,33,154
4,13203,1320300000,武蔵野市,,,武蔵野市,1,03,資本金500万～1000万円未満,277,2297,-,-,-,-,-,-,277,2297,-,-,17,81,15,94,-,-,13,103,1,17,67,535,2,15,68,249,15,60,37,610,18,258,8,126,10,121,-,-,6,28
4,13203,1320300000,武蔵野市,,,武蔵野市,1,04,資本金1000万～3000万円未満,711,15371,2,12,2,12,-,-,709,15359,-,-,75,594,43,537,-,-,56,924,6,383,169,4123,13,54,179,1035,43,240,34,5353,32,759,19,429,8,239,-,-,32,689
4,13203,1320300000,武蔵野市,,,武蔵野市,1,05,資本金3000万～5000万円未満,80,2665,-,-,-,-,-,-,80,2665,-,-,9,199,5,167,-,-,1,3,-,-,29,1482,-,-,18,160,2,10,5,263,5,91,1,20,-,-,-,-,5,270
4,13203,1320300000,武蔵野市,,,武蔵野市,1,06,資本金5000万～1億円未満,53,3976,-,-,-,-,-,-,53,3976,-,-,6,140,6,183,-,-,6,409,-,-,8,2381,2,6,15,327,2,10,4,163,2,189,-,-,-,-,-,-,2,168
4,13203,1320300000,武蔵野市,,,武蔵野市,1,07,資本金1億～3億円未満,17,100424,-,-,-,-,-,-,17,100424,-,-,3,189,1,517,-,-,1,14,-,-,4,63,-,-,5,361,-,-,2,99169,-,-,-,-,-,-,-,-,1,111
4,13203,1320300000,武蔵野市,,,武蔵野市,1,08,資本金3億～10億円未満,5,3610,-,-,-,-,-,-,5,3610,-,-,-,-,1,242,-,-,1,24,-,-,2,2616,-,-,1,728,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13203,1320300000,武蔵野市,,,武蔵野市,1,09,資本金10億～50億円未満,6,36928,-,-,-,-,-,-,6,36928,-,-,-,-,-,-,-,-,-,-,1,2856,-,-,1,119,1,823,1,107,1,32426,-,-,1,597,-,-,-,-,-,-
4,13203,1320300000,武蔵野市,,,武蔵野市,1,10,資本金50億円以上,4,5463,-,-,-,-,-,-,4,5463,-,-,-,-,2,3994,-,-,-,-,-,-,-,-,1,168,-,-,-,-,1,1301,-,-,-,-,-,-,-,-,-,-
4,13203,1320300000,武蔵野市,,,武蔵野市,9,91,（再掲）資本金1000万円以下,1986,21691,3,14,3,14,-,-,1983,21677,-,-,142,720,75,552,-,-,133,1057,11,353,462,5740,19,76,458,1802,142,590,217,7128,144,1916,66,725,41,492,-,-,73,526
4,13203,1320300000,武蔵野市,,,武蔵野市,9,92,（再掲）資本金5000万円以下,2222,29601,3,14,3,14,-,-,2219,29587,-,-,170,1198,92,1013,-,-,147,1573,13,443,529,9950,21,86,515,2293,151,670,229,7613,152,2037,69,884,45,623,-,-,86,1204
4,13203,1320300000,武蔵野市,,,武蔵野市,9,93,（再掲）資本金1億円以下,2272,130959,3,14,3,14,-,-,2269,130945,-,-,174,1456,97,1628,-,-,153,1837,13,443,539,10176,23,92,526,2478,152,674,235,106945,154,2226,69,884,45,623,-,-,89,1483
4,13203,1320300000,武蔵野市,,,武蔵野市,9,94,（再掲）資本金3億円以下,2278,134148,3,14,3,14,-,-,2275,134134,-,-,175,1461,98,1870,-,-,153,1837,13,443,540,12789,23,92,529,2807,152,674,235,106945,154,2226,69,884,45,623,-,-,89,1483
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,0,00,総数（資本金階級）,109,889,-,-,-,-,-,-,109,889,-,-,12,86,4,24,-,-,10,114,1,17,25,260,2,6,21,180,9,44,8,43,6,13,5,73,2,5,-,-,4,24
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,1,01,資本金300万円未満,15,83,-,-,-,-,-,-,15,83,-,-,-,-,-,-,-,-,2,8,-,-,2,2,-,-,3,5,1,5,4,33,-,-,2,26,1,4,-,-,-,-
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,1,02,資本金300万～500万円未満,45,252,-,-,-,-,-,-,45,252,-,-,7,31,1,4,-,-,3,11,-,-,13,116,1,1,5,18,5,19,2,6,4,7,1,19,-,-,-,-,3,20
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,1,03,資本金500万～1000万円未満,14,74,-,-,-,-,-,-,14,74,-,-,1,4,2,16,-,-,1,5,1,17,3,7,-,-,5,14,1,11,-,-,-,-,-,-,-,-,-,-,-,-
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,1,04,資本金1000万～3000万円未満,28,415,-,-,-,-,-,-,28,415,-,-,4,51,1,4,-,-,4,90,-,-,5,128,1,5,7,105,2,9,2,4,1,5,1,14,-,-,-,-,-,-
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,1,05,資本金3000万～5000万円未満,2,5,-,-,-,-,-,-,2,5,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,1,06,資本金5000万～1億円未満,1,4,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,1,07,資本金1億～3億円未満,1,3,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,9,91,（再掲）資本金1000万円以下,97,682,-,-,-,-,-,-,97,682,-,-,11,74,3,20,-,-,9,62,1,17,21,179,2,6,20,142,9,44,8,43,5,12,4,59,1,4,-,-,3,20
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,9,92,（再掲）資本金5000万円以下,104,829,-,-,-,-,-,-,104,829,-,-,12,86,4,24,-,-,10,114,1,17,24,257,2,6,20,142,9,44,8,43,6,13,4,59,1,4,-,-,3,20
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,9,93,（再掲）資本金1億円以下,106,836,-,-,-,-,-,-,106,836,-,-,12,86,4,24,-,-,10,114,1,17,25,260,2,6,20,142,9,44,8,43,6,13,4,59,1,4,-,-,4,24
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,9,94,（再掲）資本金3億円以下,106,836,-,-,-,-,-,-,106,836,-,-,12,86,4,24,-,-,10,114,1,17,25,260,2,6,20,142,9,44,8,43,6,13,4,59,1,4,-,-,4,24
6,13203,1320300501,武蔵野市,武蔵野市吉祥寺北町,１丁目,武蔵野市吉祥寺北町１丁目,0,00,総数（資本金階級）,53,518,-,-,-,-,-,-,53,518,-,-,3,43,1,4,-,-,6,35,-,-,11,146,1,5,11,143,7,39,3,20,3,5,5,73,1,1,-,-,1,4
6,13203,1320300501,武蔵野市,武蔵野市吉祥寺北町,１丁目,武蔵野市吉祥寺北町１丁目,1,01,資本金300万円未満,7,48,-,-,-,-,-,-,7,48,-,-,-,-,-,-,-,-,1,1,-,-,1,1,-,-,1,2,1,5,1,13,-,-,2,26,-,-,-,-,-,-
6,13203,1320300501,武蔵野市,武蔵野市吉祥寺北町,１丁目,武蔵野市吉祥寺北町１丁目,1,02,資本金300万～500万円未満,19,92,-,-,-,-,-,-,19,92,-,-,1,6,1,4,-,-,3,11,-,-,5,23,-,-,2,6,3,14,1,5,2,4,1,19,-,-,-,-,-,-
6,13203,1320300501,武蔵野市,武蔵野市吉祥寺北町,１丁目,武蔵野市吉祥寺北町１丁目,1,03,資本金500万～1000万円未満,5,22,-,-,-,-,-,-,5,22,-,-,-,-,-,-,-,-,1,5,-,-,1,4,-,-,2,2,1,11,-,-,-,-,-,-,-,-,-,-,-,-
6,13203,1320300501,武蔵野市,武蔵野市吉祥寺北町,１丁目,武蔵野市吉祥寺北町１丁目,1,04,資本金1000万～3000万円未満,16,294,-,-,-,-,-,-,16,294,-,-,2,37,-,-,-,-,1,18,-,-,3,114,1,5,5,95,2,9,1,2,-,-,1,14,-,-,-,-,-,-
6,13203,1320300501,武蔵野市,武蔵野市吉祥寺北町,１丁目,武蔵野市吉祥寺北町１丁目,1,05,資本金3000万～5000万円未満,2,5,-,-,-,-,-,-,2,5,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
6,13203,1320300501,武蔵野市,武蔵野市吉祥寺北町,１丁目,武蔵野市吉祥寺北町１丁目,1,06,資本金5000万～1億円未満,1,4,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4
6,13203,1320300501,武蔵野市,武蔵野市吉祥寺北町,１丁目,武蔵野市吉祥寺北町１丁目,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13203,1320300501,武蔵野市,武蔵野市吉祥寺北町,１丁目,武蔵野市吉祥寺北町１丁目,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13203,1320300501,武蔵野市,武蔵野市吉祥寺北町,１丁目,武蔵野市吉祥寺北町１丁目,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13203,1320300501,武蔵野市,武蔵野市吉祥寺北町,１丁目,武蔵野市吉祥寺北町１丁目,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13203,1320300501,武蔵野市,武蔵野市吉祥寺北町,１丁目,武蔵野市吉祥寺北町１丁目,9,91,（再掲）資本金1000万円以下,46,385,-,-,-,-,-,-,46,385,-,-,3,43,1,4,-,-,6,35,-,-,9,71,1,5,10,105,7,39,3,20,2,4,4,59,-,-,-,-,-,-
6,13203,1320300501,武蔵野市,武蔵野市吉祥寺北町,１丁目,武蔵野市吉祥寺北町１丁目,9,92,（再掲）資本金5000万円以下,49,461,-,-,-,-,-,-,49,461,-,-,3,43,1,4,-,-,6,35,-,-,11,146,1,5,10,105,7,39,3,20,3,5,4,59,-,-,-,-,-,-
6,13203,1320300501,武蔵野市,武蔵野市吉祥寺北町,１丁目,武蔵野市吉祥寺北町１丁目,9,93,（再掲）資本金1億円以下,50,465,-,-,-,-,-,-,50,465,-,-,3,43,1,4,-,-,6,35,-,-,11,146,1,5,10,105,7,39,3,20,3,5,4,59,-,-,-,-,1,4
6,13203,1320300501,武蔵野市,武蔵野市吉祥寺北町,１丁目,武蔵野市吉祥寺北町１丁目,9,94,（再掲）資本金3億円以下,50,465,-,-,-,-,-,-,50,465,-,-,3,43,1,4,-,-,6,35,-,-,11,146,1,5,10,105,7,39,3,20,3,5,4,59,-,-,-,-,1,4
6,13203,1320300502,武蔵野市,武蔵野市吉祥寺北町,２丁目,武蔵野市吉祥寺北町２丁目,0,00,総数（資本金階級）,10,31,-,-,-,-,-,-,10,31,-,-,2,6,-,-,-,-,-,-,-,-,5,13,-,-,-,-,1,3,-,-,1,5,-,-,1,4,-,-,-,-
6,13203,1320300502,武蔵野市,武蔵野市吉祥寺北町,２丁目,武蔵野市吉祥寺北町２丁目,1,01,資本金300万円未満,2,5,-,-,-,-,-,-,2,5,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-
6,13203,1320300502,武蔵野市,武蔵野市吉祥寺北町,２丁目,武蔵野市吉祥寺北町２丁目,1,02,資本金300万～500万円未満,4,13,-,-,-,-,-,-,4,13,-,-,2,6,-,-,-,-,-,-,-,-,1,4,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-
