地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13213,1321300000,東村山市,,,東村山市,1,1000,民営,37646,17984,19662,1353,947,406,397,103,294,2478,1667,811,33418,15267,18151,31404,14423,16981,15872,9515,6357,15532,4908,10624,2014,844,1170,146,116,30,732,416,316,38232,18284,19948
4,13213,1321300000,東村山市,,,東村山市,2,1100,個人,4327,1815,2512,1353,947,406,397,103,294,-,-,-,2577,765,1812,2275,673,1602,879,291,588,1396,382,1014,302,92,210,13,11,2,71,60,11,4385,1864,2521
4,13213,1321300000,東村山市,,,東村山市,3,1210,会社,24265,13290,10975,-,-,-,-,-,-,2256,1517,739,22009,11773,10236,20705,11147,9558,9942,7437,2505,10763,3710,7053,1304,626,678,131,103,28,428,222,206,24562,13409,11153
4,13213,1321300000,東村山市,,,東村山市,3,1220,会社以外の法人,8973,2858,6115,-,-,-,-,-,-,213,146,67,8760,2712,6048,8371,2588,5783,5014,1774,3240,3357,814,2543,389,124,265,2,2,-,232,133,99,9203,2989,6214
4,13213,1321300000,東村山市,,,東村山市,2,1300,法人でない団体,81,21,60,-,-,-,-,-,-,9,4,5,72,17,55,53,15,38,37,13,24,16,2,14,19,2,17,-,-,-,1,1,-,82,22,60
5,13213,1321300400,東村山市,東村山市青葉町,,東村山市青葉町,1,1000,民営,3601,1541,2060,112,80,32,36,9,27,206,145,61,3247,1307,1940,3197,1289,1908,1960,896,1064,1237,393,844,50,18,32,3,3,-,93,29,64,3691,1567,2124
5,13213,1321300400,東村山市,東村山市青葉町,,東村山市青葉町,2,1100,個人,256,132,124,112,80,32,36,9,27,-,-,-,108,43,65,96,39,57,34,11,23,62,28,34,12,4,8,-,-,-,-,-,-,256,132,124
5,13213,1321300400,東村山市,東村山市青葉町,,東村山市青葉町,3,1210,会社,1395,846,549,-,-,-,-,-,-,189,129,60,1206,717,489,1197,711,486,652,505,147,545,206,339,9,6,3,3,3,-,40,14,26,1432,857,575
5,13213,1321300400,東村山市,東村山市青葉町,,東村山市青葉町,3,1220,会社以外の法人,1943,563,1380,-,-,-,-,-,-,17,16,1,1926,547,1379,1897,539,1358,1271,380,891,626,159,467,29,8,21,-,-,-,53,15,38,1996,578,1418
5,13213,1321300400,東村山市,東村山市青葉町,,東村山市青葉町,2,1300,法人でない団体,7,-,7,-,-,-,-,-,-,-,-,-,7,-,7,7,-,7,3,-,3,4,-,4,-,-,-,-,-,-,-,-,-,7,-,7
6,13213,1321300401,東村山市,東村山市青葉町,１丁目,東村山市青葉町１丁目,1,1000,民営,1400,559,841,16,15,1,7,2,5,82,60,22,1295,482,813,1292,480,812,772,350,422,520,130,390,3,2,1,2,2,-,78,20,58,1476,577,899
6,13213,1321300401,東村山市,東村山市青葉町,１丁目,東村山市青葉町１丁目,2,1100,個人,29,20,9,16,15,1,7,2,5,-,-,-,6,3,3,5,3,2,4,2,2,1,1,-,1,-,1,-,-,-,-,-,-,29,20,9
6,13213,1321300401,東村山市,東村山市青葉町,１丁目,東村山市青葉町１丁目,3,1210,会社,554,335,219,-,-,-,-,-,-,82,60,22,472,275,197,470,273,197,305,240,65,165,33,132,2,2,-,2,2,-,33,7,26,585,340,245
6,13213,1321300401,東村山市,東村山市青葉町,１丁目,東村山市青葉町１丁目,3,1220,会社以外の法人,816,204,612,-,-,-,-,-,-,-,-,-,816,204,612,816,204,612,462,108,354,354,96,258,-,-,-,-,-,-,45,13,32,861,217,644
6,13213,1321300401,東村山市,東村山市青葉町,１丁目,東村山市青葉町１丁目,2,1300,法人でない団体,1,-,1,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
6,13213,1321300402,東村山市,東村山市青葉町,２丁目,東村山市青葉町２丁目,1,1000,民営,1392,682,710,73,47,26,22,5,17,83,56,27,1214,574,640,1171,559,612,675,357,318,496,202,294,43,15,28,1,1,-,11,6,5,1402,687,715
6,13213,1321300402,東村山市,東村山市青葉町,２丁目,東村山市青葉町２丁目,2,1100,個人,185,89,96,73,47,26,22,5,17,-,-,-,90,37,53,79,33,46,20,6,14,59,27,32,11,4,7,-,-,-,-,-,-,185,89,96
6,13213,1321300402,東村山市,東村山市青葉町,２丁目,東村山市青葉町２丁目,3,1210,会社,712,434,278,-,-,-,-,-,-,81,54,27,631,380,251,625,376,249,295,218,77,330,158,172,6,4,2,1,1,-,4,4,-,715,437,278
6,13213,1321300402,東村山市,東村山市青葉町,２丁目,東村山市青葉町２丁目,3,1220,会社以外の法人,495,159,336,-,-,-,-,-,-,2,2,-,493,157,336,467,150,317,360,133,227,107,17,90,26,7,19,-,-,-,7,2,5,502,161,341
6,13213,1321300402,東村山市,東村山市青葉町,２丁目,東村山市青葉町２丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13213,1321300403,東村山市,東村山市青葉町,３丁目,東村山市青葉町３丁目,1,1000,民営,742,286,456,23,18,5,7,2,5,32,20,12,680,246,434,676,245,431,483,185,298,193,60,133,4,1,3,-,-,-,3,3,-,745,289,456
