地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
6,13206,1320600201,府中市,府中市朝日町,１丁目,府中市朝日町１丁目,1,1000,民営,151,91,60,10,5,5,1,-,1,20,15,5,120,71,49,114,67,47,58,40,18,56,27,29,6,4,2,1,1,-,3,3,-,153,93,60
6,13206,1320600201,府中市,府中市朝日町,１丁目,府中市朝日町１丁目,2,1100,個人,21,7,14,10,5,5,1,-,1,-,-,-,10,2,8,10,2,8,4,2,2,6,-,6,-,-,-,-,-,-,-,-,-,21,7,14
6,13206,1320600201,府中市,府中市朝日町,１丁目,府中市朝日町１丁目,3,1210,会社,130,84,46,-,-,-,-,-,-,20,15,5,110,69,41,104,65,39,54,38,16,50,27,23,6,4,2,1,1,-,3,3,-,132,86,46
6,13206,1320600201,府中市,府中市朝日町,１丁目,府中市朝日町１丁目,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13206,1320600201,府中市,府中市朝日町,１丁目,府中市朝日町１丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13206,1320600202,府中市,府中市朝日町,２丁目,府中市朝日町２丁目,1,1000,民営,362,190,172,38,28,10,5,1,4,52,40,12,267,121,146,216,85,131,98,51,47,118,34,84,51,36,15,-,-,-,-,-,-,362,190,172
6,13206,1320600202,府中市,府中市朝日町,２丁目,府中市朝日町２丁目,2,1100,個人,119,47,72,38,28,10,5,1,4,-,-,-,76,18,58,70,16,54,16,2,14,54,14,40,6,2,4,-,-,-,-,-,-,119,47,72
6,13206,1320600202,府中市,府中市朝日町,２丁目,府中市朝日町２丁目,3,1210,会社,212,130,82,-,-,-,-,-,-,44,36,8,168,94,74,128,65,63,78,49,29,50,16,34,40,29,11,-,-,-,-,-,-,212,130,82
6,13206,1320600202,府中市,府中市朝日町,２丁目,府中市朝日町２丁目,3,1220,会社以外の法人,31,13,18,-,-,-,-,-,-,8,4,4,23,9,14,18,4,14,4,-,4,14,4,10,5,5,-,-,-,-,-,-,-,31,13,18
6,13206,1320600202,府中市,府中市朝日町,２丁目,府中市朝日町２丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13206,1320600203,府中市,府中市朝日町,３丁目,府中市朝日町３丁目,1,1000,民営,2256,942,1314,2,2,-,-,-,-,11,10,1,2243,930,1313,2186,919,1267,1126,532,594,1060,387,673,57,11,46,-,-,-,2,1,1,2258,943,1315
6,13206,1320600203,府中市,府中市朝日町,３丁目,府中市朝日町３丁目,2,1100,個人,2,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-
6,13206,1320600203,府中市,府中市朝日町,３丁目,府中市朝日町３丁目,3,1210,会社,303,86,217,-,-,-,-,-,-,4,3,1,299,83,216,299,83,216,51,35,16,248,48,200,-,-,-,-,-,-,-,-,-,303,86,217
6,13206,1320600203,府中市,府中市朝日町,３丁目,府中市朝日町３丁目,3,1220,会社以外の法人,1951,854,1097,-,-,-,-,-,-,7,7,-,1944,847,1097,1887,836,1051,1075,497,578,812,339,473,57,11,46,-,-,-,2,1,1,1953,855,1098
6,13206,1320600203,府中市,府中市朝日町,３丁目,府中市朝日町３丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13206,1320600500,府中市,府中市押立町,,府中市押立町,1,1000,民営,1208,662,546,32,21,11,6,2,4,124,78,46,1046,561,485,886,432,454,446,275,171,440,157,283,160,129,31,1,1,-,13,3,10,1220,664,556
5,13206,1320600500,府中市,府中市押立町,,府中市押立町,2,1100,個人,95,42,53,32,21,11,6,2,4,-,-,-,57,19,38,49,11,38,21,5,16,28,6,22,8,8,-,-,-,-,1,1,-,96,43,53
5,13206,1320600500,府中市,府中市押立町,,府中市押立町,3,1210,会社,807,554,253,-,-,-,-,-,-,118,74,44,689,480,209,543,361,182,272,224,48,271,137,134,146,119,27,1,1,-,3,-,3,809,553,256
5,13206,1320600500,府中市,府中市押立町,,府中市押立町,3,1220,会社以外の法人,306,66,240,-,-,-,-,-,-,6,4,2,300,62,238,294,60,234,153,46,107,141,14,127,6,2,4,-,-,-,9,2,7,315,68,247
5,13206,1320600500,府中市,府中市押立町,,府中市押立町,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13206,1320600501,府中市,府中市押立町,１丁目,府中市押立町１丁目,1,1000,民営,561,208,353,7,4,3,1,-,1,32,19,13,521,185,336,516,184,332,197,92,105,319,92,227,5,1,4,-,-,-,12,2,10,573,210,363
6,13206,1320600501,府中市,府中市押立町,１丁目,府中市押立町１丁目,2,1100,個人,37,11,26,7,4,3,1,-,1,-,-,-,29,7,22,29,7,22,7,1,6,22,6,16,-,-,-,-,-,-,-,-,-,37,11,26
6,13206,1320600501,府中市,府中市押立町,１丁目,府中市押立町１丁目,3,1210,会社,286,144,142,-,-,-,-,-,-,30,17,13,256,127,129,256,127,129,65,54,11,191,73,118,-,-,-,-,-,-,3,-,3,289,144,145
6,13206,1320600501,府中市,府中市押立町,１丁目,府中市押立町１丁目,3,1220,会社以外の法人,238,53,185,-,-,-,-,-,-,2,2,-,236,51,185,231,50,181,125,37,88,106,13,93,5,1,4,-,-,-,9,2,7,247,55,192
6,13206,1320600501,府中市,府中市押立町,１丁目,府中市押立町１丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13206,1320600502,府中市,府中市押立町,２丁目,府中市押立町２丁目,1,1000,民営,358,252,106,10,6,4,3,1,2,19,14,5,326,231,95,224,156,68,139,103,36,85,53,32,102,75,27,-,-,-,-,-,-,358,252,106
6,13206,1320600502,府中市,府中市押立町,２丁目,府中市押立町２丁目,2,1100,個人,21,11,10,10,6,4,3,1,2,-,-,-,8,4,4,8,4,4,7,4,3,1,-,1,-,-,-,-,-,-,-,-,-,21,11,10
6,13206,1320600502,府中市,府中市押立町,２丁目,府中市押立町２丁目,3,1210,会社,288,235,53,-,-,-,-,-,-,19,14,5,269,221,48,167,146,21,110,94,16,57,52,5,102,75,27,-,-,-,-,-,-,288,235,53
6,13206,1320600502,府中市,府中市押立町,２丁目,府中市押立町２丁目,3,1220,会社以外の法人,49,6,43,-,-,-,-,-,-,-,-,-,49,6,43,49,6,43,22,5,17,27,1,26,-,-,-,-,-,-,-,-,-,49,6,43
6,13206,1320600502,府中市,府中市押立町,２丁目,府中市押立町２丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13206,1320600503,府中市,府中市押立町,３丁目,府中市押立町３丁目,1,1000,民営,48,33,15,2,2,-,1,-,1,8,5,3,37,26,11,37,26,11,31,26,5,6,-,6,-,-,-,1,1,-,-,-,-,47,32,15
6,13206,1320600503,府中市,府中市押立町,３丁目,府中市押立町３丁目,2,1100,個人,9,2,7,2,2,-,1,-,1,-,-,-,6,-,6,6,-,6,1,-,1,5,-,5,-,-,-,-,-,-,-,-,-,9,2,7
6,13206,1320600503,府中市,府中市押立町,３丁目,府中市押立町３丁目,3,1210,会社,39,31,8,-,-,-,-,-,-,8,5,3,31,26,5,31,26,5,30,26,4,1,-,1,-,-,-,1,1,-,-,-,-,38,30,8
6,13206,1320600503,府中市,府中市押立町,３丁目,府中市押立町３丁目,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13206,1320600503,府中市,府中市押立町,３丁目,府中市押立町３丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13206,1320600504,府中市,府中市押立町,４丁目,府中市押立町４丁目,1,1000,民営,141,94,47,8,6,2,1,1,-,39,22,17,93,65,28,71,43,28,55,39,16,16,4,12,22,22,-,-,-,-,-,-,-,141,94,47
6,13206,1320600504,府中市,府中市押立町,４丁目,府中市押立町４丁目,2,1100,個人,20,15,5,8,6,2,1,1,-,-,-,-,11,8,3,3,-,3,3,-,3,-,-,-,8,8,-,-,-,-,-,-,-,20,15,5
6,13206,1320600504,府中市,府中市押立町,４丁目,府中市押立町４丁目,3,1210,会社,102,72,30,-,-,-,-,-,-,35,20,15,67,52,15,54,39,15,46,35,11,8,4,4,13,13,-,-,-,-,-,-,-,102,72,30
6,13206,1320600504,府中市,府中市押立町,４丁目,府中市押立町４丁目,3,1220,会社以外の法人,19,7,12,-,-,-,-,-,-,4,2,2,15,5,10,14,4,10,6,4,2,8,-,8,1,1,-,-,-,-,-,-,-,19,7,12
6,13206,1320600504,府中市,府中市押立町,４丁目,府中市押立町４丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13206,1320600505,府中市,府中市押立町,５丁目,府中市押立町５丁目,1,1000,民営,100,75,25,5,3,2,-,-,-,26,18,8,69,54,15,38,23,15,24,15,9,14,8,6,31,31,-,-,-,-,1,1,-,101,76,25
6,13206,1320600505,府中市,府中市押立町,５丁目,府中市押立町５丁目,2,1100,個人,8,3,5,5,3,2,-,-,-,-,-,-,3,-,3,3,-,3,3,-,3,-,-,-,-,-,-,-,-,-,1,1,-,9,4,5
6,13206,1320600505,府中市,府中市押立町,５丁目,府中市押立町５丁目,3,1210,会社,92,72,20,-,-,-,-,-,-,26,18,8,66,54,12,35,23,12,21,15,6,14,8,6,31,31,-,-,-,-,-,-,-,92,72,20
6,13206,1320600505,府中市,府中市押立町,５丁目,府中市押立町５丁目,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13206,1320600505,府中市,府中市押立町,５丁目,府中市押立町５丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13206,1320602200,府中市,府中市片町,,府中市片町,1,1000,民営,3961,2661,1292,81,57,24,17,5,12,104,71,33,3759,2528,1223,3671,2499,1164,2608,2141,459,1063,358,705,88,29,59,-,-,-,6,3,3,3967,2664,1295
5,13206,1320602200,府中市,府中市片町,,府中市片町,2,1100,個人,231,99,132,81,57,24,17,5,12,-,-,-,133,37,96,114,31,83,41,9,32,73,22,51,19,6,13,-,-,-,-,-,-,231,99,132
5,13206,1320602200,府中市,府中市片町,,府中市片町,3,1210,会社,3438,2458,972,-,-,-,-,-,-,99,67,32,3339,2391,940,3272,2370,894,2428,2081,339,844,289,555,67,21,46,-,-,-,5,3,2,3443,2461,974
5,13206,1320602200,府中市,府中市片町,,府中市片町,3,1220,会社以外の法人,292,104,188,-,-,-,-,-,-,5,4,1,287,100,187,285,98,187,139,51,88,146,47,99,2,2,-,-,-,-,1,-,1,293,104,189
5,13206,1320602200,府中市,府中市片町,,府中市片町,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13206,1320602201,府中市,府中市片町,１丁目,府中市片町１丁目,1,1000,民営,189,128,61,18,12,6,6,2,4,29,19,10,136,95,41,131,93,38,83,66,17,48,27,21,5,2,3,-,-,-,-,-,-,189,128,61
6,13206,1320602201,府中市,府中市片町,１丁目,府中市片町１丁目,2,1100,個人,41,21,20,18,12,6,6,2,4,-,-,-,17,7,10,15,5,10,8,3,5,7,2,5,2,2,-,-,-,-,-,-,-,41,21,20
6,13206,1320602201,府中市,府中市片町,１丁目,府中市片町１丁目,3,1210,会社,148,107,41,-,-,-,-,-,-,29,19,10,119,88,31,116,88,28,75,63,12,41,25,16,3,-,3,-,-,-,-,-,-,148,107,41
6,13206,1320602201,府中市,府中市片町,１丁目,府中市片町１丁目,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13206,1320602201,府中市,府中市片町,１丁目,府中市片町１丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13206,1320602202,府中市,府中市片町,２丁目,府中市片町２丁目,1,1000,民営,1120,552,560,52,39,13,9,1,8,51,34,17,1008,478,522,992,471,513,453,277,168,539,194,345,16,7,9,-,-,-,4,2,2,1124,554,562
6,13206,1320602202,府中市,府中市片町,２丁目,府中市片町２丁目,2,1100,個人,148,70,78,52,39,13,9,1,8,-,-,-,87,30,57,76,26,50,25,6,19,51,20,31,11,4,7,-,-,-,-,-,-,148,70,78
6,13206,1320602202,府中市,府中市片町,２丁目,府中市片町２丁目,3,1210,会社,698,383,307,-,-,-,-,-,-,47,31,16,651,352,291,648,351,289,290,220,62,358,131,227,3,1,2,-,-,-,3,2,1,701,385,308
6,13206,1320602202,府中市,府中市片町,２丁目,府中市片町２丁目,3,1220,会社以外の法人,274,99,175,-,-,-,-,-,-,4,3,1,270,96,174,268,94,174,138,51,87,130,43,87,2,2,-,-,-,-,1,-,1,275,99,176
6,13206,1320602202,府中市,府中市片町,２丁目,府中市片町２丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13206,1320602203,府中市,府中市片町,３丁目,府中市片町３丁目,1,1000,民営,2652,1981,671,11,6,5,2,2,-,24,18,6,2615,1955,660,2548,1935,613,2072,1798,274,476,137,339,67,20,47,-,-,-,2,1,1,2654,1982,672
6,13206,1320602203,府中市,府中市片町,３丁目,府中市片町３丁目,2,1100,個人,42,8,34,11,6,5,2,2,-,-,-,-,29,-,29,23,-,23,8,-,8,15,-,15,6,-,6,-,-,-,-,-,-,42,8,34
6,13206,1320602203,府中市,府中市片町,３丁目,府中市片町３丁目,3,1210,会社,2592,1968,624,-,-,-,-,-,-,23,17,6,2569,1951,618,2508,1931,577,2063,1798,265,445,133,312,61,20,41,-,-,-,2,1,1,2594,1969,625
6,13206,1320602203,府中市,府中市片町,３丁目,府中市片町３丁目,3,1220,会社以外の法人,18,5,13,-,-,-,-,-,-,1,1,-,17,4,13,17,4,13,1,-,1,16,4,12,-,-,-,-,-,-,-,-,-,18,5,13
6,13206,1320602203,府中市,府中市片町,３丁目,府中市片町３丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13206,1320602900,府中市,府中市北山町,,府中市北山町,1,1000,民営,284,167,117,39,27,12,13,5,8,46,33,13,186,102,84,152,77,75,106,63,43,46,14,32,34,25,9,-,-,-,1,1,-,285,168,117
5,13206,1320602900,府中市,府中市北山町,,府中市北山町,2,1100,個人,93,38,55,39,27,12,13,5,8,-,-,-,41,6,35,31,4,27,20,4,16,11,-,11,10,2,8,-,-,-,-,-,-,93,38,55
5,13206,1320602900,府中市,府中市北山町,,府中市北山町,3,1210,会社,168,121,47,-,-,-,-,-,-,44,32,12,124,89,35,100,66,34,68,52,16,32,14,18,24,23,1,-,-,-,-,-,-,168,121,47
5,13206,1320602900,府中市,府中市北山町,,府中市北山町,3,1220,会社以外の法人,23,8,15,-,-,-,-,-,-,2,1,1,21,7,14,21,7,14,18,7,11,3,-,3,-,-,-,-,-,-,1,1,-,24,9,15
5,13206,1320602900,府中市,府中市北山町,,府中市北山町,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13206,1320602901,府中市,府中市北山町,１丁目,府中市北山町１丁目,1,1000,民営,37,18,19,4,2,2,1,-,1,14,11,3,18,5,13,18,5,13,8,3,5,10,2,8,-,-,-,-,-,-,-,-,-,37,18,19
6,13206,1320602901,府中市,府中市北山町,１丁目,府中市北山町１丁目,2,1100,個人,5,2,3,4,2,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,2,3
6,13206,1320602901,府中市,府中市北山町,１丁目,府中市北山町１丁目,3,1210,会社,32,16,16,-,-,-,-,-,-,14,11,3,18,5,13,18,5,13,8,3,5,10,2,8,-,-,-,-,-,-,-,-,-,32,16,16
6,13206,1320602901,府中市,府中市北山町,１丁目,府中市北山町１丁目,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13206,1320602901,府中市,府中市北山町,１丁目,府中市北山町１丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13206,1320602902,府中市,府中市北山町,２丁目,府中市北山町２丁目,1,1000,民営,154,86,68,28,21,7,10,4,6,12,8,4,104,53,51,96,52,44,75,48,27,21,4,17,8,1,7,-,-,-,1,1,-,155,87,68
6,13206,1320602902,府中市,府中市北山町,２丁目,府中市北山町２丁目,2,1100,個人,70,29,41,28,21,7,10,4,6,-,-,-,32,4,28,24,3,21,15,3,12,9,-,9,8,1,7,-,-,-,-,-,-,70,29,41
6,13206,1320602902,府中市,府中市北山町,２丁目,府中市北山町２丁目,3,1210,会社,64,50,14,-,-,-,-,-,-,10,7,3,54,43,11,54,43,11,45,39,6,9,4,5,-,-,-,-,-,-,-,-,-,64,50,14
6,13206,1320602902,府中市,府中市北山町,２丁目,府中市北山町２丁目,3,1220,会社以外の法人,20,7,13,-,-,-,-,-,-,2,1,1,18,6,12,18,6,12,15,6,9,3,-,3,-,-,-,-,-,-,1,1,-,21,8,13
6,13206,1320602902,府中市,府中市北山町,２丁目,府中市北山町２丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13206,1320602903,府中市,府中市北山町,３丁目,府中市北山町３丁目,1,1000,民営,77,52,25,7,4,3,2,1,1,14,9,5,54,38,16,28,14,14,16,8,8,12,6,6,26,24,2,-,-,-,-,-,-,77,52,25
6,13206,1320602903,府中市,府中市北山町,３丁目,府中市北山町３丁目,2,1100,個人,18,7,11,7,4,3,2,1,1,-,-,-,9,2,7,7,1,6,5,1,4,2,-,2,2,1,1,-,-,-,-,-,-,18,7,11
6,13206,1320602903,府中市,府中市北山町,３丁目,府中市北山町３丁目,3,1210,会社,59,45,14,-,-,-,-,-,-,14,9,5,45,36,9,21,13,8,11,7,4,10,6,4,24,23,1,-,-,-,-,-,-,59,45,14
6,13206,1320602903,府中市,府中市北山町,３丁目,府中市北山町３丁目,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13206,1320602903,府中市,府中市北山町,３丁目,府中市北山町３丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13206,1320602904,府中市,府中市北山町,４丁目,府中市北山町４丁目,1,1000,民営,16,11,5,-,-,-,-,-,-,6,5,1,10,6,4,10,6,4,7,4,3,3,2,1,-,-,-,-,-,-,-,-,-,16,11,5
6,13206,1320602904,府中市,府中市北山町,４丁目,府中市北山町４丁目,2,1100,個人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13206,1320602904,府中市,府中市北山町,４丁目,府中市北山町４丁目,3,1210,会社,13,10,3,-,-,-,-,-,-,6,5,1,7,5,2,7,5,2,4,3,1,3,2,1,-,-,-,-,-,-,-,-,-,13,10,3
6,13206,1320602904,府中市,府中市北山町,４丁目,府中市北山町４丁目,3,1220,会社以外の法人,3,1,2,-,-,-,-,-,-,-,-,-,3,1,2,3,1,2,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,3,1,2
6,13206,1320602904,府中市,府中市北山町,４丁目,府中市北山町４丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13206,1320602400,府中市,府中市寿町,,府中市寿町,1,1000,民営,3496,2290,1206,73,61,12,11,3,8,169,125,44,3243,2101,1142,3147,2048,1099,1850,1460,390,1297,588,709,96,53,43,21,15,6,10,6,4,3485,2281,1204
5,13206,1320602400,府中市,府中市寿町,,府中市寿町,2,1100,個人,246,89,157,73,61,12,11,3,8,-,-,-,162,25,137,157,24,133,74,14,60,83,10,73,5,1,4,1,-,1,-,-,-,245,89,156
5,13206,1320602400,府中市,府中市寿町,,府中市寿町,3,1210,会社,3015,2107,908,-,-,-,-,-,-,158,117,41,2857,1990,867,2810,1966,844,1683,1400,283,1127,566,561,47,24,23,20,15,5,9,6,3,3004,2098,906
5,13206,1320602400,府中市,府中市寿町,,府中市寿町,3,1220,会社以外の法人,235,94,141,-,-,-,-,-,-,11,8,3,224,86,138,180,58,122,93,46,47,87,12,75,44,28,16,-,-,-,1,-,1,236,94,142
5,13206,1320602400,府中市,府中市寿町,,府中市寿町,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
