地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13363,1336300000,新島村,,,新島村,1,1000,民営,1095,635,460,169,120,49,96,31,65,78,60,18,752,424,328,641,369,272,396,265,131,245,104,141,111,55,56,1,-,1,-,-,-,1094,635,459
4,13363,1336300000,新島村,,,新島村,2,1100,個人,512,241,271,169,120,49,96,31,65,-,-,-,247,90,157,166,58,108,88,36,52,78,22,56,81,32,49,-,-,-,-,-,-,512,241,271
4,13363,1336300000,新島村,,,新島村,3,1210,会社,411,315,96,-,-,-,-,-,-,65,47,18,346,268,78,323,250,73,214,182,32,109,68,41,23,18,5,-,-,-,-,-,-,411,315,96
4,13363,1336300000,新島村,,,新島村,3,1220,会社以外の法人,162,73,89,-,-,-,-,-,-,12,12,-,150,61,89,143,56,87,89,44,45,54,12,42,7,5,2,1,-,1,-,-,-,161,73,88
4,13363,1336300000,新島村,,,新島村,2,1300,法人でない団体,10,6,4,-,-,-,-,-,-,1,1,-,9,5,4,9,5,4,5,3,2,4,2,2,-,-,-,-,-,-,-,-,-,10,6,4
5,13363,1336300200,新島村,新島村式根島,,新島村式根島,1,1000,民営,255,142,113,62,44,18,42,11,31,13,9,4,138,78,60,101,60,41,58,37,21,43,23,20,37,18,19,-,-,-,-,-,-,255,142,113
5,13363,1336300200,新島村,新島村式根島,,新島村式根島,2,1100,個人,189,96,93,62,44,18,42,11,31,-,-,-,85,41,44,55,28,27,31,14,17,24,14,10,30,13,17,-,-,-,-,-,-,189,96,93
5,13363,1336300200,新島村,新島村式根島,,新島村式根島,3,1210,会社,48,32,16,-,-,-,-,-,-,12,8,4,36,24,12,35,24,11,21,18,3,14,6,8,1,-,1,-,-,-,-,-,-,48,32,16
5,13363,1336300200,新島村,新島村式根島,,新島村式根島,3,1220,会社以外の法人,18,14,4,-,-,-,-,-,-,1,1,-,17,13,4,11,8,3,6,5,1,5,3,2,6,5,1,-,-,-,-,-,-,18,14,4
5,13363,1336300200,新島村,新島村式根島,,新島村式根島,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
