地域階層,地域コード,地域名,経営組織階層,経営組織コード,経営組織名称,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,総数（従業者規模）／事業所数（事業所）,総数（従業者規模）／従業者数（人）,総数（従業者規模）／従業者数／男（人）,総数（従業者規模）／従業者数／女（人）,従業者1～4人／事業所数（事業所）,従業者1～4人／従業者数（人）,従業者1～4人／従業者数／男（人）,従業者1～4人／従業者数／女（人）,従業者1人／事業所数（事業所）,従業者1人／従業者数（人）,従業者1人／従業者数／男（人）,従業者1人／従業者数／女（人）,従業者2人／事業所数（事業所）,従業者2人／従業者数（人）,従業者2人／従業者数／男（人）,従業者2人／従業者数／女（人）,従業者3人／事業所数（事業所）,従業者3人／従業者数（人）,従業者3人／従業者数／男（人）,従業者3人／従業者数／女（人）,従業者4人／事業所数（事業所）,従業者4人／従業者数（人）,従業者4人／従業者数／男（人）,従業者4人／従業者数／女（人）,従業者5～9人／事業所数（事業所）,従業者5～9人／従業者数（人）,従業者5～9人／従業者数／男（人）,従業者5～9人／従業者数／女（人）,従業者10～19人／事業所数（事業所）,従業者10～19人／従業者数（人）,従業者10～19人／従業者数／男（人）,従業者10～19人／従業者数／女（人）,従業者20～29人／事業所数（事業所）,従業者20～29人／従業者数（人）,従業者20～29人／従業者数／男（人）,従業者20～29人／従業者数／女（人）,従業者30～49人／事業所数（事業所）,従業者30～49人／従業者数（人）,従業者30～49人／従業者数／男（人）,従業者30～49人／従業者数／女（人）,従業者50～99人／事業所数（事業所）,従業者50～99人／従業者数（人）,従業者50～99人／従業者数／男（人）,従業者50～99人／従業者数／女（人）,従業者100～199人／事業所数（事業所）,従業者100～199人／従業者数（人）,従業者100～199人／従業者数／男（人）,従業者100～199人／従業者数／女（人）,従業者200～299人／事業所数（事業所）,従業者200～299人／従業者数（人）,従業者200～299人／従業者数／男（人）,従業者200～299人／従業者数／女（人）,従業者300～499人／事業所数（事業所）,従業者300～499人／従業者数（人）,従業者300～499人／従業者数／男（人）,従業者300～499人／従業者数／女（人）,従業者500～999人／事業所数（事業所）,従業者500～999人／従業者数（人）,従業者500～999人／従業者数／男（人）,従業者500～999人／従業者数／女（人）,従業者1000人以上／事業所数（事業所）,従業者1000人以上／従業者数（人）,従業者1000人以上／従業者数／男（人）,従業者1000人以上／従業者数／女（人）,出向・派遣従業者のみ／事業所数（事業所）
4,13108,江東区,0,0000,総数,0,A-S,00,000,000,全産業,19112,375745,246841,128027,9542,21709,12501,9201,2680,2680,1924,756,3186,6372,3520,2852,2047,6141,3433,2705,1629,6516,3624,2888,3927,25714,14570,11117,2534,34349,21025,13312,1045,24884,15369,9515,840,31384,19473,11911,573,39377,26556,12821,287,39215,26964,12251,93,22447,16183,6264,73,27911,19429,7651,54,36508,23472,13036,39,72247,51299,20948,105
4,13108,江東区,0,0000,総数,9,A-R,00,000,000,全産業（Ｓ公務を除く）,19056,368756,241348,126531,9542,21709,12501,9201,2680,2680,1924,756,3186,6372,3520,2852,2047,6141,3433,2705,1629,6516,3624,2888,3917,25645,14530,11088,2526,34235,20952,13271,1041,24785,15270,9515,830,30994,19118,11876,566,38893,26150,12743,279,38134,26216,11918,92,22211,15982,6229,67,25774,17506,7437,54,36508,23472,13036,37,69868,49651,20217,105
4,13108,江東区,0,0000,総数,1,A-B,00,000,000,農林漁業,16,173,115,58,6,16,12,4,-,-,-,-,4,8,6,2,-,-,-,-,2,8,6,2,7,49,42,7,1,10,10,-,-,-,-,-,1,40,32,8,1,58,19,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13108,江東区,0,0000,総数,2,A,00,000,000,農業，林業,15,171,113,58,5,14,10,4,-,-,-,-,3,6,4,2,-,-,-,-,2,8,6,2,7,49,42,7,1,10,10,-,-,-,-,-,1,40,32,8,1,58,19,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13108,江東区,0,0000,総数,3,A,01,000,000,農業,11,142,88,54,5,14,10,4,-,-,-,-,3,6,4,2,-,-,-,-,2,8,6,2,4,30,27,3,-,-,-,-,-,-,-,-,1,40,32,8,1,58,19,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13108,江東区,0,0000,総数,4,A,01,010,000,管理，補助的経済活動を行う事業所（01農業）,2,60,21,39,1,2,2,-,-,-,-,-,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,58,19,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13108,江東区,0,0000,総数,4,A,01,011,000,耕種農業,2,10,7,3,1,2,-,2,-,-,-,-,1,2,-,2,-,-,-,-,-,-,-,-,1,8,7,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13108,江東区,0,0000,総数,4,A,01,012,000,畜産農業,1,2,2,-,1,2,2,-,-,-,-,-,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13108,江東区,0,0000,総数,4,A,01,013,000,農業サービス業（園芸サービス業を除く）,1,40,32,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,40,32,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13108,江東区,0,0000,総数,4,A,01,014,000,園芸サービス業,5,30,26,4,2,8,6,2,-,-,-,-,-,-,-,-,-,-,-,-,2,8,6,2,3,22,20,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
