地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13106,1310600000,台東区,,,台東区,1,1000,民営,240584,149699,90391,6089,4522,1567,1468,335,1133,22438,16585,5853,210589,128257,81838,199142,122107,76541,137408,96743,40186,61734,25364,36355,11447,6150,5297,6228,4965,1263,6338,3688,2632,240694,148422,91760
4,13106,1310600000,台東区,,,台東区,2,1100,個人,16017,8233,7784,6089,4522,1567,1468,335,1133,-,-,-,8460,3376,5084,7673,3030,4643,4199,1792,2407,3474,1238,2236,787,346,441,52,28,24,67,30,37,16032,8235,7797
4,13106,1310600000,台東区,,,台東区,3,1210,会社,209066,134258,74314,-,-,-,-,-,-,21205,15609,5596,187861,118649,68718,178463,113453,64516,124459,90934,33046,54004,22519,31470,9398,5196,4202,6101,4878,1223,5720,3420,2282,208685,132800,75373
4,13106,1310600000,台東区,,,台東区,3,1220,会社以外の法人,15332,7124,8208,-,-,-,-,-,-,1219,967,252,14113,6157,7956,12859,5553,7306,8646,3953,4693,4213,1600,2613,1254,604,650,71,55,16,549,238,311,15810,7307,8503
4,13106,1310600000,台東区,,,台東区,2,1300,法人でない団体,169,84,85,-,-,-,-,-,-,14,9,5,155,75,80,147,71,76,104,64,40,43,7,36,8,4,4,4,4,-,2,-,2,167,80,87
5,13106,1310600200,台東区,台東区秋葉原,,台東区秋葉原,1,1000,民営,1578,837,298,3,3,-,2,1,1,85,79,6,1488,754,291,1441,726,272,1284,624,217,157,102,55,47,28,19,8,5,3,93,19,56,1663,851,351
5,13106,1310600200,台東区,台東区秋葉原,,台東区秋葉原,2,1100,個人,10,8,2,3,3,-,2,1,1,-,-,-,5,4,1,5,4,1,1,-,1,4,4,-,-,-,-,-,-,-,-,-,-,10,8,2
5,13106,1310600200,台東区,台東区秋葉原,,台東区秋葉原,3,1210,会社,1564,826,295,-,-,-,-,-,-,83,77,6,1481,749,289,1434,721,270,1282,623,216,152,98,54,47,28,19,8,5,3,91,17,56,1647,838,348
5,13106,1310600200,台東区,台東区秋葉原,,台東区秋葉原,3,1220,会社以外の法人,4,3,1,-,-,-,-,-,-,2,2,-,2,1,1,2,1,1,1,1,-,1,-,1,-,-,-,-,-,-,2,2,-,6,5,1
5,13106,1310600200,台東区,台東区秋葉原,,台東区秋葉原,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13106,1310602800,台東区,台東区浅草,,台東区浅草,1,1000,民営,18130,9682,8448,961,626,335,213,50,163,1881,1209,672,15075,7797,7278,12909,6524,6385,7088,4399,2689,5821,2125,3696,2166,1273,893,65,57,8,169,98,71,18234,9723,8511
5,13106,1310602800,台東区,台東区浅草,,台東区浅草,2,1100,個人,2423,1181,1242,961,626,335,213,50,163,-,-,-,1249,505,744,1086,432,654,554,218,336,532,214,318,163,73,90,8,7,1,4,3,1,2419,1177,1242
5,13106,1310602800,台東区,台東区浅草,,台東区浅草,3,1210,会社,14578,8034,6544,-,-,-,-,-,-,1781,1130,651,12797,6904,5893,11038,5753,5285,6012,3970,2042,5026,1783,3243,1759,1151,608,57,50,7,156,90,66,14677,8074,6603
