地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13205,1320500000,青梅市,,,青梅市,0,00,総数（資本金階級）,1532,28188,5,29,5,29,-,-,1527,28159,2,36,276,2198,345,8616,2,75,20,280,38,1456,356,4154,20,66,151,482,57,1769,62,1889,58,4616,18,360,33,593,-,-,89,1569
4,13205,1320500000,青梅市,,,青梅市,1,01,資本金300万円未満,91,893,-,-,-,-,-,-,91,893,-,-,10,118,12,212,1,1,2,7,-,-,23,231,3,6,5,11,7,25,10,97,4,36,3,6,9,113,-,-,2,30
4,13205,1320500000,青梅市,,,青梅市,1,02,資本金300万～500万円未満,585,3392,4,17,4,17,-,-,581,3375,-,-,105,531,118,663,-,-,6,56,7,94,132,912,9,27,72,180,27,107,25,231,25,208,5,45,13,119,-,-,37,202
4,13205,1320500000,青梅市,,,青梅市,1,03,資本金500万～1000万円未満,192,2470,-,-,-,-,-,-,192,2470,-,-,43,281,41,263,-,-,1,3,6,49,58,454,3,7,13,35,3,8,8,1193,2,7,-,-,1,76,-,-,13,94
4,13205,1320500000,青梅市,,,青梅市,1,04,資本金1000万～3000万円未満,490,8140,1,12,1,12,-,-,489,8128,1,22,88,773,126,2363,-,-,6,53,17,351,117,1956,5,26,50,208,17,109,11,270,18,973,3,193,5,60,-,-,25,771
4,13205,1320500000,青梅市,,,青梅市,1,05,資本金3000万～5000万円未満,57,4905,-,-,-,-,-,-,57,4905,1,14,9,136,19,907,1,74,1,40,2,31,9,250,-,-,5,26,1,23,1,12,2,3026,-,-,-,-,-,-,6,366
4,13205,1320500000,青梅市,,,青梅市,1,06,資本金5000万～1億円未満,33,1837,-,-,-,-,-,-,33,1837,-,-,7,109,12,911,-,-,2,110,1,456,5,123,-,-,3,7,-,-,-,-,-,-,2,63,1,58,-,-,-,-
4,13205,1320500000,青梅市,,,青梅市,1,07,資本金1億～3億円未満,11,1613,-,-,-,-,-,-,11,1613,-,-,2,70,5,953,-,-,-,-,2,415,1,20,-,-,-,-,-,-,-,-,1,155,-,-,-,-,-,-,-,-
4,13205,1320500000,青梅市,,,青梅市,1,08,資本金3億～10億円未満,6,2021,-,-,-,-,-,-,6,2021,-,-,1,133,3,302,-,-,-,-,-,-,1,92,-,-,-,-,1,1494,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,1320500000,青梅市,,,青梅市,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
