地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13223,1322300000,武蔵村山市,,,武蔵村山市,1,1000,民営,26200,14041,12159,688,515,173,181,53,128,1925,1399,526,23406,12074,11332,22203,11475,10728,11297,7738,3559,10906,3737,7169,1203,599,604,75,60,15,656,376,280,26781,14357,12424
4,13223,1322300000,武蔵村山市,,,武蔵村山市,2,1100,個人,2037,976,1061,688,515,173,181,53,128,-,-,-,1168,408,760,1015,349,666,412,162,250,603,187,416,153,59,94,8,-,8,13,6,7,2042,982,1060
4,13223,1322300000,武蔵村山市,,,武蔵村山市,3,1210,会社,20580,12095,8485,-,-,-,-,-,-,1855,1347,508,18725,10748,7977,17864,10266,7598,8518,6845,1673,9346,3421,5925,861,482,379,63,60,3,628,364,264,21145,12399,8746
4,13223,1322300000,武蔵村山市,,,武蔵村山市,3,1220,会社以外の法人,3557,958,2599,-,-,-,-,-,-,67,50,17,3490,908,2582,3301,850,2451,2355,726,1629,946,124,822,189,58,131,4,-,4,15,6,9,3568,964,2604
4,13223,1322300000,武蔵村山市,,,武蔵村山市,2,1300,法人でない団体,26,12,14,-,-,-,-,-,-,3,2,1,23,10,13,23,10,13,12,5,7,11,5,6,-,-,-,-,-,-,-,-,-,26,12,14
5,13223,1322300600,武蔵村山市,武蔵村山市伊奈平,,武蔵村山市伊奈平,1,1000,民営,7362,4829,2533,49,41,8,14,5,9,423,318,105,6876,4465,2411,6654,4331,2323,3809,3160,649,2845,1171,1674,222,134,88,51,41,10,446,251,195,7757,5039,2718
5,13223,1322300600,武蔵村山市,武蔵村山市伊奈平,,武蔵村山市伊奈平,2,1100,個人,204,88,116,49,41,8,14,5,9,-,-,-,141,42,99,130,34,96,36,8,28,94,26,68,11,8,3,8,-,8,12,6,6,208,94,114
5,13223,1322300600,武蔵村山市,武蔵村山市伊奈平,,武蔵村山市伊奈平,3,1210,会社,6804,4598,2206,-,-,-,-,-,-,415,310,105,6389,4288,2101,6178,4162,2016,3571,3042,529,2607,1120,1487,211,126,85,43,41,2,430,245,185,7191,4802,2389
5,13223,1322300600,武蔵村山市,武蔵村山市伊奈平,,武蔵村山市伊奈平,3,1220,会社以外の法人,354,143,211,-,-,-,-,-,-,8,8,-,346,135,211,346,135,211,202,110,92,144,25,119,-,-,-,-,-,-,4,-,4,358,143,215
5,13223,1322300600,武蔵村山市,武蔵村山市伊奈平,,武蔵村山市伊奈平,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
