地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13102,1310200000,中央区,,,中央区,0,00,総数（資本金階級）,18867,1541341,18,347,11,253,7,94,18849,1540994,4,494,614,64861,1518,257246,15,4308,1721,78698,494,256571,5987,303986,545,107982,1908,49529,1914,48581,2058,93641,656,44412,160,8207,178,17893,-,-,1077,204585
4,13102,1310200000,中央区,,,中央区,1,01,資本金300万円未満,889,6105,2,29,2,29,-,-,887,6076,-,-,18,331,33,146,-,-,109,635,9,23,181,1186,29,142,83,237,145,463,160,1225,40,253,20,112,14,106,-,-,46,1217
4,13102,1310200000,中央区,,,中央区,1,02,資本金300万～500万円未満,3014,19422,3,21,-,-,3,21,3011,19401,-,-,73,407,203,1360,-,-,212,924,35,253,820,3950,65,280,280,909,318,1314,708,6347,116,1043,29,138,26,338,-,-,126,2138
4,13102,1310200000,中央区,,,中央区,1,03,資本金500万～1000万円未満,1437,10450,2,22,1,6,1,16,1435,10428,-,-,34,170,59,387,-,-,114,889,30,189,515,3042,23,158,97,305,160,781,243,2764,57,628,17,114,20,209,-,-,66,792
4,13102,1310200000,中央区,,,中央区,1,04,資本金1000万～3000万円未満,7595,148137,4,63,2,47,2,16,7591,148074,-,-,254,3695,545,9799,5,289,754,14134,193,7149,2715,37500,131,1365,847,7888,855,7957,484,22966,219,4101,44,718,46,1730,-,-,499,28783
4,13102,1310200000,中央区,,,中央区,1,05,資本金3000万～5000万円未満,1352,68801,-,-,-,-,-,-,1352,68801,1,71,61,1916,110,6240,1,8,155,8387,53,2861,455,16891,35,863,149,1867,114,3785,66,7402,37,1647,8,54,5,368,-,-,102,16441
4,13102,1310200000,中央区,,,中央区,1,06,資本金5000万～1億円未満,1429,150686,1,10,1,10,-,-,1428,150676,-,-,72,6221,141,11776,-,-,147,9132,60,5750,452,35450,37,886,170,4932,112,5670,51,8588,58,6903,7,400,12,5791,-,-,109,49177
4,13102,1310200000,中央区,,,中央区,1,07,資本金1億～3億円未満,916,202697,2,108,2,108,-,-,914,202589,2,69,43,6780,108,16534,1,4,106,16989,42,5657,274,57702,41,1560,112,11482,72,8398,22,23884,25,7827,9,6172,5,2392,-,-,52,37139
4,13102,1310200000,中央区,,,中央区,1,08,資本金3億～10億円未満,547,201260,1,41,1,41,-,-,546,201219,-,-,19,7843,94,30169,6,912,57,13769,26,11807,179,53995,60,3537,48,13699,22,1685,7,4950,11,4516,-,-,2,2655,-,-,15,51682
4,13102,1310200000,中央区,,,中央区,1,09,資本金10億～50億円未満,290,129035,1,8,1,8,-,-,289,129027,-,-,11,9661,80,35975,-,-,11,2701,12,8884,62,38112,54,5772,19,3242,24,5553,3,6850,5,10994,-,-,-,-,-,-,8,1283
