地域階層,地域コード,東京都26町丁目コード,地域名,町・大字名,丁目・字,地域名称,総数（経営組織）／事業所数（事業所）,総数（経営組織）／従業者数（人）,民営／事業所数（事業所）,民営／従業者数（人）,民営／個人／事業所数（事業所）,民営／個人／従業者数（人）,民営／法人／事業所数（事業所）,民営／法人／従業者数（人）,民営／法人／会社／事業所数（事業所）,民営／法人／会社／従業者数（人）,民営／法人／会社／株式・有限・相互会社／事業所数（事業所）,民営／法人／会社／株式・有限・相互会社／従業者数（人）,民営／法人／会社／合資・合名会社／事業所数（事業所）,民営／法人／会社／合資・合名会社／従業者数（人）,民営／法人／会社／合同会社／事業所数（事業所）,民営／法人／会社／合同会社／従業者数（人）,民営／法人／会社／外国の会社／事業所数（事業所）,民営／法人／会社／外国の会社／従業者数（人）,民営／法人／会社以外の法人／事業所数（事業所）,民営／法人／会社以外の法人／従業者数（人）,民営／法人でない団体／事業所数（事業所）,民営／法人でない団体／従業者数（人）,国・地方公共団体／事業所数（事業所）,国・地方公共団体／従業者数（人）,国・地方公共団体／国／事業所数（事業所）,国・地方公共団体／国／従業者数（人）,国・地方公共団体／地方公共団体／事業所数（事業所）,国・地方公共団体／地方公共団体／従業者数（人）,国・地方公共団体／地方公共団体／都道府県／事業所数（事業所）,国・地方公共団体／地方公共団体／都道府県／従業者数（人）,国・地方公共団体／地方公共団体／市町村／事業所数（事業所）,国・地方公共団体／地方公共団体／市町村／従業者数（人）,国・地方公共団体／地方公共団体／一部事務組合等／事業所数（事業所）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数（人）
6,13212,1321201501,日野市,日野市南平,１丁目,日野市南平１丁目,19,137,19,137,6,14,13,123,13,123,13,123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321201502,日野市,日野市南平,２丁目,日野市南平２丁目,46,265,46,265,22,58,24,207,23,205,22,188,-,-,1,17,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321201503,日野市,日野市南平,３丁目,日野市南平３丁目,30,173,30,173,16,38,14,135,12,115,11,107,-,-,1,8,-,-,2,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321201504,日野市,日野市南平,４丁目,日野市南平４丁目,56,421,54,374,18,43,36,331,32,272,31,270,1,2,-,-,-,-,4,59,-,-,2,47,-,-,2,47,-,-,2,47,-,-
6,13212,1321201505,日野市,日野市南平,５丁目,日野市南平５丁目,32,110,32,110,16,31,16,79,14,39,14,39,-,-,-,-,-,-,2,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321201506,日野市,日野市南平,６丁目,日野市南平６丁目,31,127,30,85,13,27,17,58,16,57,16,57,-,-,-,-,-,-,1,1,-,-,1,42,-,-,1,42,-,-,1,42,-,-
6,13212,1321201507,日野市,日野市南平,７丁目,日野市南平７丁目,95,583,95,583,53,150,42,433,36,383,36,383,-,-,-,-,-,-,6,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321201508,日野市,日野市南平,８丁目,日野市南平８丁目,29,169,28,105,12,21,16,84,15,74,15,74,-,-,-,-,-,-,1,10,-,-,1,64,-,-,1,64,1,64,-,-,-,-
6,13212,1321201509,日野市,日野市南平,９丁目,日野市南平９丁目,27,145,27,145,9,18,18,127,16,111,16,111,-,-,-,-,-,-,2,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321203900,日野市,日野市大字宮,,日野市大字宮,19,573,19,573,7,29,12,544,11,393,11,393,-,-,-,-,-,-,1,151,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321203200,日野市,日野市百草,,日野市百草,138,1159,133,1059,46,114,87,945,73,693,72,692,1,1,-,-,-,-,14,252,-,-,5,100,-,-,5,100,-,-,5,100,-,-
5,13212,1321201800,日野市,日野市大坂上,,日野市大坂上,175,2188,171,2028,60,134,111,1894,105,1104,104,1100,-,-,-,-,1,4,6,790,-,-,4,160,-,-,4,160,2,70,2,90,-,-
6,13212,1321201801,日野市,日野市大坂上,１丁目,日野市大坂上１丁目,90,937,90,937,25,64,65,873,62,860,62,860,-,-,-,-,-,-,3,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321201802,日野市,日野市大坂上,２丁目,日野市大坂上２丁目,37,158,36,157,16,42,20,115,20,115,19,111,-,-,-,-,1,4,-,-,-,-,1,1,-,-,1,1,1,1,-,-,-,-
6,13212,1321201803,日野市,日野市大坂上,３丁目,日野市大坂上３丁目,25,125,25,125,12,15,13,110,12,72,12,72,-,-,-,-,-,-,1,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321201804,日野市,日野市大坂上,４丁目,日野市大坂上４丁目,23,968,20,809,7,13,13,796,11,57,11,57,-,-,-,-,-,-,2,739,-,-,3,159,-,-,3,159,1,69,2,90,-,-
5,13212,1321201700,日野市,日野市神明,,日野市神明,117,1492,102,678,42,151,58,524,50,473,50,473,-,-,-,-,-,-,8,51,2,3,15,814,-,-,15,814,1,104,14,710,-,-
6,13212,1321201701,日野市,日野市神明,１丁目,日野市神明１丁目,22,793,14,159,3,21,10,136,7,119,7,119,-,-,-,-,-,-,3,17,1,2,8,634,-,-,8,634,-,-,8,634,-,-
6,13212,1321201702,日野市,日野市神明,２丁目,日野市神明２丁目,33,308,31,188,17,58,14,130,12,121,12,121,-,-,-,-,-,-,2,9,-,-,2,120,-,-,2,120,1,104,1,16,-,-
6,13212,1321201703,日野市,日野市神明,３丁目,日野市神明３丁目,32,222,28,169,7,38,21,131,19,114,19,114,-,-,-,-,-,-,2,17,-,-,4,53,-,-,4,53,-,-,4,53,-,-
6,13212,1321201704,日野市,日野市神明,４丁目,日野市神明４丁目,30,169,29,162,15,34,13,127,12,119,12,119,-,-,-,-,-,-,1,8,1,1,1,7,-,-,1,7,-,-,1,7,-,-
5,13212,1321201600,日野市,日野市日野本町,,日野市日野本町,360,2676,349,2459,142,447,205,2008,173,1362,173,1362,-,-,-,-,-,-,32,646,2,4,11,217,-,-,11,217,-,-,11,217,-,-
6,13212,1321201601,日野市,日野市日野本町,１丁目,日野市日野本町１丁目,34,270,32,207,17,49,14,154,9,76,9,76,-,-,-,-,-,-,5,78,1,4,2,63,-,-,2,63,-,-,2,63,-,-
6,13212,1321201602,日野市,日野市日野本町,２丁目,日野市日野本町２丁目,71,538,68,475,28,72,39,403,33,305,33,305,-,-,-,-,-,-,6,98,1,-,3,63,-,-,3,63,-,-,3,63,-,-
6,13212,1321201603,日野市,日野市日野本町,３丁目,日野市日野本町３丁目,135,997,135,997,50,177,85,820,76,634,76,634,-,-,-,-,-,-,9,186,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321201604,日野市,日野市日野本町,４丁目,日野市日野本町４丁目,69,421,69,421,32,97,37,324,32,229,32,229,-,-,-,-,-,-,5,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321201605,日野市,日野市日野本町,５丁目,日野市日野本町５丁目,13,32,13,32,4,6,9,26,9,26,9,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321201606,日野市,日野市日野本町,６丁目,日野市日野本町６丁目,17,272,16,247,2,19,14,228,10,77,10,77,-,-,-,-,-,-,4,151,-,-,1,25,-,-,1,25,-,-,1,25,-,-
6,13212,1321201607,日野市,日野市日野本町,７丁目,日野市日野本町７丁目,21,146,16,80,9,27,7,53,4,15,4,15,-,-,-,-,-,-,3,38,-,-,5,66,-,-,5,66,-,-,5,66,-,-
5,13212,1321203600,日野市,日野市万願寺,,日野市万願寺,255,3298,249,3162,61,180,187,2980,156,1973,154,1944,-,-,2,29,-,-,31,1007,1,2,6,136,1,109,5,27,2,6,3,21,-,-
6,13212,1321203601,日野市,日野市万願寺,１丁目,日野市万願寺１丁目,31,794,31,794,4,16,27,778,12,262,12,262,-,-,-,-,-,-,15,516,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321203602,日野市,日野市万願寺,２丁目,日野市万願寺２丁目,60,869,59,860,15,54,44,806,41,522,39,493,-,-,2,29,-,-,3,284,-,-,1,9,-,-,1,9,-,-,1,9,-,-
6,13212,1321203603,日野市,日野市万願寺,３丁目,日野市万願寺３丁目,49,379,49,379,12,21,37,358,34,344,34,344,-,-,-,-,-,-,3,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321203604,日野市,日野市万願寺,４丁目,日野市万願寺４丁目,46,464,45,459,15,59,30,400,27,378,27,378,-,-,-,-,-,-,3,22,-,-,1,5,-,-,1,5,-,-,1,5,-,-
6,13212,1321203605,日野市,日野市万願寺,５丁目,日野市万願寺５丁目,22,176,20,168,5,12,15,156,14,121,14,121,-,-,-,-,-,-,1,35,-,-,2,8,-,-,2,8,1,1,1,7,-,-
6,13212,1321203606,日野市,日野市万願寺,６丁目,日野市万願寺６丁目,47,616,45,502,10,18,34,482,28,346,28,346,-,-,-,-,-,-,6,136,1,2,2,114,1,109,1,5,1,5,-,-,-,-
4,13213,1321300000,東村山市,,,東村山市,3986,41358,3886,37646,1403,4327,2466,33238,2189,24265,2171,24021,6,60,11,182,1,2,277,8973,17,81,100,3712,5,592,95,3120,14,1029,81,2091,-,-
5,13213,1321300400,東村山市,東村山市青葉町,,東村山市青葉町,313,4224,306,3601,115,256,189,3338,161,1395,160,1393,-,-,-,-,1,2,28,1943,2,7,7,623,2,388,5,235,2,202,3,33,-,-
6,13213,1321300401,東村山市,東村山市青葉町,１丁目,東村山市青葉町１丁目,91,1602,89,1400,16,29,72,1370,68,554,68,554,-,-,-,-,-,-,4,816,1,1,2,202,-,-,2,202,2,202,-,-,-,-
6,13213,1321300402,東村山市,東村山市青葉町,２丁目,東村山市青葉町２丁目,164,1425,161,1392,76,185,85,1207,72,712,72,712,-,-,-,-,-,-,13,495,-,-,3,33,-,-,3,33,-,-,3,33,-,-
6,13213,1321300403,東村山市,東村山市青葉町,３丁目,東村山市青葉町３丁目,48,742,48,742,23,42,25,700,19,127,18,125,-,-,-,-,1,2,6,573,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13213,1321300404,東村山市,東村山市青葉町,４丁目,東村山市青葉町４丁目,10,455,8,67,-,-,7,61,2,2,2,2,-,-,-,-,-,-,5,59,1,6,2,388,2,388,-,-,-,-,-,-,-,-
5,13213,1321300300,東村山市,東村山市秋津町,,東村山市秋津町,508,4559,496,4329,183,605,312,3716,286,3186,283,3178,-,-,3,8,-,-,26,530,1,8,12,230,-,-,12,230,1,31,11,199,-,-
6,13213,1321300301,東村山市,東村山市秋津町,１丁目,東村山市秋津町１丁目,40,353,39,351,13,26,26,325,21,193,19,187,-,-,2,6,-,-,5,132,-,-,1,2,-,-,1,2,-,-,1,2,-,-
6,13213,1321300302,東村山市,東村山市秋津町,２丁目,東村山市秋津町２丁目,66,984,62,907,11,20,51,887,46,669,46,669,-,-,-,-,-,-,5,218,-,-,4,77,-,-,4,77,1,31,3,46,-,-
6,13213,1321300303,東村山市,東村山市秋津町,３丁目,東村山市秋津町３丁目,96,923,94,882,28,58,66,824,65,810,65,810,-,-,-,-,-,-,1,14,-,-,2,41,-,-,2,41,-,-,2,41,-,-
6,13213,1321300304,東村山市,東村山市秋津町,４丁目,東村山市秋津町４丁目,58,457,53,347,23,65,29,274,25,231,25,231,-,-,-,-,-,-,4,43,1,8,5,110,-,-,5,110,-,-,5,110,-,-
6,13213,1321300305,東村山市,東村山市秋津町,５丁目,東村山市秋津町５丁目,248,1842,248,1842,108,436,140,1406,129,1283,128,1281,-,-,1,2,-,-,11,123,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13213,1321300500,東村山市,東村山市恩多町,,東村山市恩多町,296,3497,288,3304,69,223,219,3081,203,2867,202,2863,-,-,1,4,-,-,16,214,-,-,8,193,-,-,8,193,1,63,7,130,-,-
6,13213,1321300501,東村山市,東村山市恩多町,１丁目,東村山市恩多町１丁目,87,1115,87,1115,19,50,68,1065,63,961,63,961,-,-,-,-,-,-,5,104,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13213,1321300502,東村山市,東村山市恩多町,２丁目,東村山市恩多町２丁目,29,423,29,423,7,25,22,398,21,394,21,394,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13213,1321300503,東村山市,東村山市恩多町,３丁目,東村山市恩多町３丁目,75,529,75,529,24,69,51,460,44,391,43,387,-,-,1,4,-,-,7,69,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13213,1321300504,東村山市,東村山市恩多町,４丁目,東村山市恩多町４丁目,31,333,28,208,7,33,21,175,21,175,21,175,-,-,-,-,-,-,-,-,-,-,3,125,-,-,3,125,1,63,2,62,-,-
6,13213,1321300505,東村山市,東村山市恩多町,５丁目,東村山市恩多町５丁目,74,1097,69,1029,12,46,57,983,54,946,54,946,-,-,-,-,-,-,3,37,-,-,5,68,-,-,5,68,-,-,5,68,-,-
5,13213,1321300200,東村山市,東村山市久米川町,,東村山市久米川町,389,5067,379,4890,80,201,298,4676,280,4337,278,4324,1,12,1,1,-,-,18,339,1,13,10,177,-,-,10,177,2,7,8,170,-,-
6,13213,1321300201,東村山市,東村山市久米川町,１丁目,東村山市久米川町１丁目,91,1540,91,1540,13,46,78,1494,76,1393,75,1392,-,-,1,1,-,-,2,101,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13213,1321300202,東村山市,東村山市久米川町,２丁目,東村山市久米川町２丁目,71,552,68,480,15,25,52,442,50,420,50,420,-,-,-,-,-,-,2,22,1,13,3,72,-,-,3,72,-,-,3,72,-,-
6,13213,1321300203,東村山市,東村山市久米川町,３丁目,東村山市久米川町３丁目,69,836,68,827,10,42,58,785,52,697,52,697,-,-,-,-,-,-,6,88,-,-,1,9,-,-,1,9,-,-,1,9,-,-
6,13213,1321300204,東村山市,東村山市久米川町,４丁目,東村山市久米川町４丁目,78,734,72,638,24,60,48,578,43,513,43,513,-,-,-,-,-,-,5,65,-,-,6,96,-,-,6,96,2,7,4,89,-,-
6,13213,1321300205,東村山市,東村山市久米川町,５丁目,東村山市久米川町５丁目,80,1405,80,1405,18,28,62,1377,59,1314,58,1302,1,12,-,-,-,-,3,63,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13213,1321300700,東村山市,東村山市栄町,,東村山市栄町,814,5544,811,5456,341,1202,463,4240,433,4001,428,3896,1,11,4,94,-,-,30,239,7,14,3,88,-,-,3,88,-,-,3,88,-,-
6,13213,1321300701,東村山市,東村山市栄町,１丁目,東村山市栄町１丁目,199,1498,198,1456,78,306,118,1146,107,1047,106,1045,-,-,1,2,-,-,11,99,2,4,1,42,-,-,1,42,-,-,1,42,-,-
6,13213,1321300702,東村山市,東村山市栄町,２丁目,東村山市栄町２丁目,465,3089,465,3089,199,712,262,2367,247,2244,243,2141,1,11,3,92,-,-,15,123,4,10,-,-,-,-,-,-,-,-,-,-,-,-
6,13213,1321300703,東村山市,東村山市栄町,３丁目,東村山市栄町３丁目,150,957,148,911,64,184,83,727,79,710,79,710,-,-,-,-,-,-,4,17,1,-,2,46,-,-,2,46,-,-,2,46,-,-
5,13213,1321301200,東村山市,東村山市諏訪町,,東村山市諏訪町,117,2189,113,2136,45,173,67,1961,45,357,45,357,-,-,-,-,-,-,22,1604,1,2,4,53,-,-,4,53,-,-,4,53,-,-
6,13213,1321301201,東村山市,東村山市諏訪町,１丁目,東村山市諏訪町１丁目,72,473,68,420,38,87,30,333,23,267,23,267,-,-,-,-,-,-,7,66,-,-,4,53,-,-,4,53,-,-,4,53,-,-
6,13213,1321301202,東村山市,東村山市諏訪町,２丁目,東村山市諏訪町２丁目,37,1168,37,1168,3,4,33,1162,20,86,20,86,-,-,-,-,-,-,13,1076,1,2,-,-,-,-,-,-,-,-,-,-,-,-
6,13213,1321301203,東村山市,東村山市諏訪町,３丁目,東村山市諏訪町３丁目,8,548,8,548,4,82,4,466,2,4,2,4,-,-,-,-,-,-,2,462,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13213,1321301100,東村山市,東村山市多摩湖町,,東村山市多摩湖町,95,545,94,506,35,109,59,397,58,363,56,288,-,-,2,75,-,-,1,34,-,-,1,39,-,-,1,39,-,-,1,39,-,-
6,13213,1321301101,東村山市,東村山市多摩湖町,１丁目,東村山市多摩湖町１丁目,27,273,26,234,10,39,16,195,15,161,14,91,-,-,1,70,-,-,1,34,-,-,1,39,-,-,1,39,-,-,1,39,-,-
6,13213,1321301102,東村山市,東村山市多摩湖町,２丁目,東村山市多摩湖町２丁目,13,39,13,39,5,16,8,23,8,23,8,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13213,1321301103,東村山市,東村山市多摩湖町,３丁目,東村山市多摩湖町３丁目,19,107,19,107,5,12,14,95,14,95,14,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13213,1321301104,東村山市,東村山市多摩湖町,４丁目,東村山市多摩湖町４丁目,36,126,36,126,15,42,21,84,21,84,20,79,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13213,1321301300,東村山市,東村山市野口町,,東村山市野口町,269,2753,262,2668,113,391,149,2277,128,1784,127,1754,1,30,-,-,-,-,21,493,-,-,7,85,-,-,7,85,-,-,7,85,-,-
6,13213,1321301301,東村山市,東村山市野口町,１丁目,東村山市野口町１丁目,123,1172,121,1159,58,225,63,934,54,539,54,539,-,-,-,-,-,-,9,395,-,-,2,13,-,-,2,13,-,-,2,13,-,-
6,13213,1321301302,東村山市,東村山市野口町,２丁目,東村山市野口町２丁目,58,1052,58,1052,22,66,36,986,28,919,27,889,1,30,-,-,-,-,8,67,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13213,1321301303,東村山市,東村山市野口町,３丁目,東村山市野口町３丁目,49,320,45,252,21,73,24,179,22,158,22,158,-,-,-,-,-,-,2,21,-,-,4,68,-,-,4,68,-,-,4,68,-,-
6,13213,1321301304,東村山市,東村山市野口町,４丁目,東村山市野口町４丁目,39,209,38,205,12,27,26,178,24,168,24,168,-,-,-,-,-,-,2,10,-,-,1,4,-,-,1,4,-,-,1,4,-,-
5,13213,1321300600,東村山市,東村山市萩山町,,東村山市萩山町,259,2941,246,2662,100,225,146,2437,119,934,119,934,-,-,-,-,-,-,27,1503,-,-,13,279,1,1,12,278,2,103,10,175,-,-
6,13213,1321300601,東村山市,東村山市萩山町,１丁目,東村山市萩山町１丁目,87,836,85,697,31,63,54,634,49,416,49,416,-,-,-,-,-,-,5,218,-,-,2,139,-,-,2,139,1,102,1,37,-,-
6,13213,1321300602,東村山市,東村山市萩山町,２丁目,東村山市萩山町２丁目,48,310,45,292,21,48,24,244,21,215,21,215,-,-,-,-,-,-,3,29,-,-,3,18,-,-,3,18,1,1,2,17,-,-
6,13213,1321300603,東村山市,東村山市萩山町,３丁目,東村山市萩山町３丁目,63,1315,62,1314,22,46,40,1268,27,121,27,121,-,-,-,-,-,-,13,1147,-,-,1,1,1,1,-,-,-,-,-,-,-,-
6,13213,1321300604,東村山市,東村山市萩山町,４丁目,東村山市萩山町４丁目,50,227,47,190,25,66,22,124,18,89,18,89,-,-,-,-,-,-,4,35,-,-,3,37,-,-,3,37,-,-,3,37,-,-
6,13213,1321300605,東村山市,東村山市萩山町,５丁目,東村山市萩山町５丁目,11,253,7,169,1,2,6,167,4,93,4,93,-,-,-,-,-,-,2,74,-,-,4,84,-,-,4,84,-,-,4,84,-,-
5,13213,1321300800,東村山市,東村山市富士見町,,東村山市富士見町,266,2702,256,2521,92,238,163,2263,111,733,111,733,-,-,-,-,-,-,52,1530,1,20,10,181,1,13,9,168,1,54,8,114,-,-
6,13213,1321300801,東村山市,東村山市富士見町,１丁目,東村山市富士見町１丁目,42,535,38,469,10,23,28,446,18,95,18,95,-,-,-,-,-,-,10,351,-,-,4,66,-,-,4,66,-,-,4,66,-,-
6,13213,1321300802,東村山市,東村山市富士見町,２丁目,東村山市富士見町２丁目,70,1128,70,1128,22,57,48,1071,20,70,20,70,-,-,-,-,-,-,28,1001,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13213,1321300803,東村山市,東村山市富士見町,３丁目,東村山市富士見町３丁目,70,484,70,484,23,52,47,432,36,299,36,299,-,-,-,-,-,-,11,133,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13213,1321300804,東村山市,東村山市富士見町,４丁目,東村山市富士見町４丁目,22,192,22,192,7,16,15,176,15,176,15,176,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13213,1321300805,東村山市,東村山市富士見町,５丁目,東村山市富士見町５丁目,62,363,56,248,30,90,25,138,22,93,22,93,-,-,-,-,-,-,3,45,1,20,6,115,1,13,5,102,1,54,4,48,-,-
5,13213,1321300100,東村山市,東村山市本町,,東村山市本町,444,5099,430,3694,164,514,262,3163,235,2753,234,2749,1,4,-,-,-,-,27,410,4,17,14,1405,1,190,13,1215,2,337,11,878,-,-
6,13213,1321300101,東村山市,東村山市本町,１丁目,東村山市本町１丁目,86,1976,75,642,15,54,57,572,50,458,50,458,-,-,-,-,-,-,7,114,3,16,11,1334,1,190,10,1144,2,337,8,807,-,-
6,13213,1321300102,東村山市,東村山市本町,２丁目,東村山市本町２丁目,228,2385,227,2367,70,258,156,2108,147,1986,146,1982,1,4,-,-,-,-,9,122,1,1,1,18,-,-,1,18,-,-,1,18,-,-
6,13213,1321300103,東村山市,東村山市本町,３丁目,東村山市本町３丁目,52,364,52,364,29,65,23,299,18,208,18,208,-,-,-,-,-,-,5,91,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13213,1321300104,東村山市,東村山市本町,４丁目,東村山市本町４丁目,78,374,76,321,50,137,26,184,20,101,20,101,-,-,-,-,-,-,6,83,-,-,2,53,-,-,2,53,-,-,2,53,-,-
5,13213,1321300900,東村山市,東村山市美住町,,東村山市美住町,93,1483,88,1176,25,86,63,1090,59,1042,58,1041,1,1,-,-,-,-,4,48,-,-,5,307,-,-,5,307,2,231,3,76,-,-
6,13213,1321300901,東村山市,東村山市美住町,１丁目,東村山市美住町１丁目,43,401,42,353,13,67,29,286,26,247,26,247,-,-,-,-,-,-,3,39,-,-,1,48,-,-,1,48,-,-,1,48,-,-
6,13213,1321300902,東村山市,東村山市美住町,２丁目,東村山市美住町２丁目,50,1082,46,823,12,19,34,804,33,795,32,794,1,1,-,-,-,-,1,9,-,-,4,259,-,-,4,259,2,231,2,28,-,-
5,13213,1321301000,東村山市,東村山市廻田町,,東村山市廻田町,123,755,117,703,41,104,76,599,71,513,70,511,1,2,-,-,-,-,5,86,-,-,6,52,-,-,6,52,1,1,5,51,-,-
6,13213,1321301001,東村山市,東村山市廻田町,１丁目,東村山市廻田町１丁目,41,322,41,322,7,30,34,292,32,286,31,284,1,2,-,-,-,-,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13213,1321301002,東村山市,東村山市廻田町,２丁目,東村山市廻田町２丁目,21,150,21,150,7,18,14,132,13,64,13,64,-,-,-,-,-,-,1,68,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13213,1321301003,東村山市,東村山市廻田町,３丁目,東村山市廻田町３丁目,29,166,26,132,11,26,15,106,14,100,14,100,-,-,-,-,-,-,1,6,-,-,3,34,-,-,3,34,-,-,3,34,-,-
6,13213,1321301004,東村山市,東村山市廻田町,４丁目,東村山市廻田町４丁目,32,117,29,99,16,30,13,69,12,63,12,63,-,-,-,-,-,-,1,6,-,-,3,18,-,-,3,18,1,1,2,17,-,-
4,13214,1321400000,国分寺市,,,国分寺市,3674,37146,3598,34623,1144,3952,2443,30647,2183,24853,2161,24599,7,46,15,208,-,-,260,5794,11,24,76,2523,3,143,73,2380,8,265,65,2115,-,-
5,13214,1321400400,国分寺市,国分寺市泉町,,国分寺市泉町,196,2301,188,2010,47,223,141,1787,123,1327,121,1320,1,1,1,6,-,-,18,460,-,-,8,291,2,50,6,241,-,-,6,241,-,-
6,13214,1321400401,国分寺市,国分寺市泉町,１丁目,国分寺市泉町１丁目,20,128,20,128,7,11,13,117,13,117,13,117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13214,1321400402,国分寺市,国分寺市泉町,２丁目,国分寺市泉町２丁目,41,767,36,519,5,45,31,474,17,175,15,168,1,1,1,6,-,-,14,299,-,-,5,248,2,50,3,198,-,-,3,198,-,-
6,13214,1321400403,国分寺市,国分寺市泉町,３丁目,国分寺市泉町３丁目,135,1406,132,1363,35,167,97,1196,93,1035,93,1035,-,-,-,-,-,-,4,161,-,-,3,43,-,-,3,43,-,-,3,43,-,-
5,13214,1321401600,国分寺市,国分寺市北町,,国分寺市北町,73,648,72,644,13,40,59,604,57,598,56,569,-,-,1,29,-,-,2,6,-,-,1,4,-,-,1,4,-,-,1,4,-,-
6,13214,1321401601,国分寺市,国分寺市北町,１丁目,国分寺市北町１丁目,15,123,15,123,3,8,12,115,12,115,12,115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13214,1321401602,国分寺市,国分寺市北町,２丁目,国分寺市北町２丁目,26,257,26,257,2,16,24,241,23,239,22,210,-,-,1,29,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13214,1321401603,国分寺市,国分寺市北町,３丁目,国分寺市北町３丁目,11,75,10,71,-,-,10,71,9,67,9,67,-,-,-,-,-,-,1,4,-,-,1,4,-,-,1,4,-,-,1,4,-,-
6,13214,1321401604,国分寺市,国分寺市北町,４丁目,国分寺市北町４丁目,14,163,14,163,5,9,9,154,9,154,9,154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13214,1321401605,国分寺市,国分寺市北町,５丁目,国分寺市北町５丁目,7,30,7,30,3,7,4,23,4,23,4,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13214,1321401400,国分寺市,国分寺市新町,,国分寺市新町,49,389,46,222,15,30,31,192,30,181,30,181,-,-,-,-,-,-,1,11,-,-,3,167,-,-,3,167,2,115,1,52,-,-
6,13214,1321401401,国分寺市,国分寺市新町,１丁目,国分寺市新町１丁目,23,229,21,139,8,16,13,123,13,123,13,123,-,-,-,-,-,-,-,-,-,-,2,90,-,-,2,90,1,38,1,52,-,-
6,13214,1321401402,国分寺市,国分寺市新町,２丁目,国分寺市新町２丁目,12,44,12,44,3,6,9,38,8,27,8,27,-,-,-,-,-,-,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13214,1321401403,国分寺市,国分寺市新町,３丁目,国分寺市新町３丁目,14,116,13,39,4,8,9,31,9,31,9,31,-,-,-,-,-,-,-,-,-,-,1,77,-,-,1,77,1,77,-,-,-,-
5,13214,1321401800,国分寺市,国分寺市高木町,,国分寺市高木町,50,202,49,160,30,70,19,90,16,51,16,51,-,-,-,-,-,-,3,39,-,-,1,42,-,-,1,42,-,-,1,42,-,-
6,13214,1321401801,国分寺市,国分寺市高木町,１丁目,国分寺市高木町１丁目,24,82,24,82,13,27,11,55,9,35,9,35,-,-,-,-,-,-,2,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13214,1321401802,国分寺市,国分寺市高木町,２丁目,国分寺市高木町２丁目,13,83,12,41,9,18,3,23,2,4,2,4,-,-,-,-,-,-,1,19,-,-,1,42,-,-,1,42,-,-,1,42,-,-
6,13214,1321401803,国分寺市,国分寺市高木町,３丁目,国分寺市高木町３丁目,13,37,13,37,8,25,5,12,5,12,5,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
