地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13123,1312300000,江戸川区,,,江戸川区,1,1000,民営,184495,102205,82111,7225,5519,1706,2125,438,1687,17017,11803,5210,158128,84445,73508,149733,79986,69572,83275,56502,26673,66458,23484,42899,8395,4459,3936,1098,736,362,3204,1874,1330,186601,103343,83079
4,13123,1312300000,江戸川区,,,江戸川区,2,1100,個人,19993,9491,10502,7225,5519,1706,2125,438,1687,-,-,-,10643,3534,7109,9727,3213,6514,4866,1810,3056,4861,1403,3458,916,321,595,44,26,18,49,26,23,19998,9491,10507
4,13123,1312300000,江戸川区,,,江戸川区,3,1210,会社,144436,85871,58386,-,-,-,-,-,-,16031,11130,4897,128405,74741,53489,121660,70929,50556,66338,50515,15723,55322,20414,34833,6745,3812,2933,1038,703,335,2851,1672,1179,146249,86840,59230
4,13123,1312300000,江戸川区,,,江戸川区,3,1220,会社以外の法人,19967,6794,13173,-,-,-,-,-,-,978,666,312,18989,6128,12861,18257,5804,12453,12046,4162,7884,6211,1642,4569,732,324,408,16,7,9,304,176,128,20255,6963,13292
4,13123,1312300000,江戸川区,,,江戸川区,2,1300,法人でない団体,99,49,50,-,-,-,-,-,-,8,7,1,91,42,49,89,40,49,25,15,10,64,25,39,2,2,-,-,-,-,-,-,-,99,49,50
5,13123,1312301100,江戸川区,江戸川区一之江,,江戸川区一之江,1,1000,民営,5680,3141,2539,221,172,49,75,16,59,643,407,236,4741,2546,2195,4347,2365,1982,2214,1443,771,2133,922,1211,394,181,213,24,12,12,87,64,23,5743,3193,2550
5,13123,1312301100,江戸川区,江戸川区一之江,,江戸川区一之江,2,1100,個人,687,303,384,221,172,49,75,16,59,-,-,-,391,115,276,338,103,235,163,51,112,175,52,123,53,12,41,1,1,-,-,-,-,686,302,384
5,13123,1312301100,江戸川区,江戸川区一之江,,江戸川区一之江,3,1210,会社,4639,2750,1889,-,-,-,-,-,-,613,391,222,4026,2359,1667,3690,2193,1497,1827,1328,499,1863,865,998,336,166,170,23,11,12,84,64,20,4700,2803,1897
5,13123,1312301100,江戸川区,江戸川区一之江,,江戸川区一之江,3,1220,会社以外の法人,353,87,266,-,-,-,-,-,-,30,16,14,323,71,252,318,68,250,223,63,160,95,5,90,5,3,2,-,-,-,3,-,3,356,87,269
5,13123,1312301100,江戸川区,江戸川区一之江,,江戸川区一之江,2,1300,法人でない団体,1,1,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
6,13123,1312301101,江戸川区,江戸川区一之江,１丁目,江戸川区一之江１丁目,1,1000,民営,698,514,184,8,6,2,3,1,2,52,38,14,635,469,166,500,381,119,192,157,35,308,224,84,135,88,47,-,-,-,6,5,1,704,519,185
6,13123,1312301101,江戸川区,江戸川区一之江,１丁目,江戸川区一之江１丁目,2,1100,個人,26,12,14,8,6,2,3,1,2,-,-,-,15,5,10,9,3,6,8,3,5,1,-,1,6,2,4,-,-,-,-,-,-,26,12,14
6,13123,1312301101,江戸川区,江戸川区一之江,１丁目,江戸川区一之江１丁目,3,1210,会社,672,502,170,-,-,-,-,-,-,52,38,14,620,464,156,491,378,113,184,154,30,307,224,83,129,86,43,-,-,-,6,5,1,678,507,171
6,13123,1312301101,江戸川区,江戸川区一之江,１丁目,江戸川区一之江１丁目,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312301101,江戸川区,江戸川区一之江,１丁目,江戸川区一之江１丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312301102,江戸川区,江戸川区一之江,２丁目,江戸川区一之江２丁目,1,1000,民営,293,175,118,14,10,4,9,1,8,47,31,16,223,133,90,193,124,69,134,96,38,59,28,31,30,9,21,-,-,-,4,4,-,297,179,118
