地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,産業分類階層,大分類,中分類,産業分類名称,総数（経営組織）／事業所数／総数（従業者規模）（事業所）,総数（経営組織）／事業所数／従業者規模1～4人（事業所）,総数（経営組織）／事業所数／従業者規模5～9人（事業所）,総数（経営組織）／事業所数／従業者規模10～19人（事業所）,総数（経営組織）／事業所数／従業者規模20～29人（事業所）,総数（経営組織）／事業所数／従業者規模30～49人（事業所）,総数（経営組織）／事業所数／従業者規模50～99人（事業所）,総数（経営組織）／事業所数／従業者規模100～199人（事業所）,総数（経営組織）／事業所数／従業者規模200～299人（事業所）,総数（経営組織）／事業所数／従業者規模300人以上（事業所）,総数（経営組織）／事業所数／出向・派遣従業者のみ（事業所）,総数（経営組織）／従業者数（人）,総数（経営組織）／従業者数／男（人）,総数（経営組織）／従業者数／女（人）,民営／事業所数／総数（従業者規模）（事業所）,民営／事業所数／従業者規模1～4人（事業所）,民営／事業所数／従業者規模5～9人（事業所）,民営／事業所数／従業者規模10～19人（事業所）,民営／事業所数／従業者規模20～29人（事業所）,民営／事業所数／従業者規模30～49人（事業所）,民営／事業所数／従業者規模50～99人（事業所）,民営／事業所数／従業者規模100～199人（事業所）,民営／事業所数／従業者規模200～299人（事業所）,民営／事業所数／従業者規模300人以上（事業所）,民営／事業所数／出向・派遣従業者のみ（事業所）,民営／従業者数（人）,民営／従業者数／男（人）,民営／従業者数／女（人）,国、地方公共団体／事業所数／総数（従業者規模）（事業所）,国、地方公共団体／事業所数／従業者規模1～4人（事業所）,国、地方公共団体／事業所数／従業者規模5～9人（事業所）,国、地方公共団体／事業所数／従業者規模10～19人（事業所）,国、地方公共団体／事業所数／従業者規模20～29人（事業所）,国、地方公共団体／事業所数／従業者規模30～49人（事業所）,国、地方公共団体／事業所数／従業者規模50～99人（事業所）,国、地方公共団体／事業所数／従業者規模100～199人（事業所）,国、地方公共団体／事業所数／従業者規模200～299人（事業所）,国、地方公共団体／事業所数／従業者規模300人以上（事業所）,国、地方公共団体／事業所数／出向・派遣従業者のみ（事業所）,国、地方公共団体／従業者数（人）,国、地方公共団体／従業者数／男（人）,国、地方公共団体／従業者数／女（人）
4,13225,1322500000,稲城市,,,稲城市,0,A-S,00,全産業,2228,1285,425,249,111,70,52,23,5,4,4,24299,12721,11567,2151,1270,398,240,100,62,47,23,5,2,4,22037,11919,10107,77,15,27,9,11,8,5,-,-,2,-,2262,802,1460
4,13225,1322500000,稲城市,,,稲城市,9,A-R,00,全産業（Ｓ公務を除く）,2213,1277,421,249,111,70,50,23,5,3,4,23720,12372,11337,2151,1270,398,240,100,62,47,23,5,2,4,22037,11919,10107,62,7,23,9,11,8,3,-,-,1,-,1683,453,1230
4,13225,1322500000,稲城市,,,稲城市,1,A-B,00,農林漁業,10,5,2,2,-,1,-,-,-,-,-,91,75,16,10,5,2,2,-,1,-,-,-,-,-,91,75,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,1322500000,稲城市,,,稲城市,2,A,00,農業，林業,10,5,2,2,-,1,-,-,-,-,-,91,75,16,10,5,2,2,-,1,-,-,-,-,-,91,75,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,1322500000,稲城市,,,稲城市,3,A,01,農業,10,5,2,2,-,1,-,-,-,-,-,91,75,16,10,5,2,2,-,1,-,-,-,-,-,91,75,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,1322500000,稲城市,,,稲城市,3,A,02,林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,1322500000,稲城市,,,稲城市,2,B,00,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,1322500000,稲城市,,,稲城市,3,B,03,漁業（水産養殖業を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,1322500000,稲城市,,,稲城市,3,B,04,水産養殖業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,1322500000,稲城市,,,稲城市,1,C-S,00,非農林漁業,2218,1280,423,247,111,69,52,23,5,4,4,24208,12646,11551,2141,1265,396,238,100,61,47,23,5,2,4,21946,11844,10091,77,15,27,9,11,8,5,-,-,2,-,2262,802,1460
