地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,産業分類階層,大分類,中分類,産業分類名称,総数（経営組織）／事業所数／総数（従業者規模）（事業所）,総数（経営組織）／事業所数／従業者規模1～4人（事業所）,総数（経営組織）／事業所数／従業者規模5～9人（事業所）,総数（経営組織）／事業所数／従業者規模10～19人（事業所）,総数（経営組織）／事業所数／従業者規模20～29人（事業所）,総数（経営組織）／事業所数／従業者規模30～49人（事業所）,総数（経営組織）／事業所数／従業者規模50～99人（事業所）,総数（経営組織）／事業所数／従業者規模100～199人（事業所）,総数（経営組織）／事業所数／従業者規模200～299人（事業所）,総数（経営組織）／事業所数／従業者規模300人以上（事業所）,総数（経営組織）／事業所数／出向・派遣従業者のみ（事業所）,総数（経営組織）／従業者数（人）,総数（経営組織）／従業者数／男（人）,総数（経営組織）／従業者数／女（人）,民営／事業所数／総数（従業者規模）（事業所）,民営／事業所数／従業者規模1～4人（事業所）,民営／事業所数／従業者規模5～9人（事業所）,民営／事業所数／従業者規模10～19人（事業所）,民営／事業所数／従業者規模20～29人（事業所）,民営／事業所数／従業者規模30～49人（事業所）,民営／事業所数／従業者規模50～99人（事業所）,民営／事業所数／従業者規模100～199人（事業所）,民営／事業所数／従業者規模200～299人（事業所）,民営／事業所数／従業者規模300人以上（事業所）,民営／事業所数／出向・派遣従業者のみ（事業所）,民営／従業者数（人）,民営／従業者数／男（人）,民営／従業者数／女（人）,国、地方公共団体／事業所数／総数（従業者規模）（事業所）,国、地方公共団体／事業所数／従業者規模1～4人（事業所）,国、地方公共団体／事業所数／従業者規模5～9人（事業所）,国、地方公共団体／事業所数／従業者規模10～19人（事業所）,国、地方公共団体／事業所数／従業者規模20～29人（事業所）,国、地方公共団体／事業所数／従業者規模30～49人（事業所）,国、地方公共団体／事業所数／従業者規模50～99人（事業所）,国、地方公共団体／事業所数／従業者規模100～199人（事業所）,国、地方公共団体／事業所数／従業者規模200～299人（事業所）,国、地方公共団体／事業所数／従業者規模300人以上（事業所）,国、地方公共団体／事業所数／出向・派遣従業者のみ（事業所）,国、地方公共団体／従業者数（人）,国、地方公共団体／従業者数／男（人）,国、地方公共団体／従業者数／女（人）
4,13308,1330800000,奥多摩町,,,奥多摩町,9,C-R,00,非農林漁業（Ｓ公務を除く）,299,168,68,36,13,5,7,-,-,-,2,2220,1244,976,284,163,67,33,8,4,7,-,-,-,2,2003,1116,887,15,5,1,3,5,1,-,-,-,-,-,217,128,89
4,13308,1330800000,奥多摩町,,,奥多摩町,2,C,00,鉱業，採石業，砂利採取業,1,-,-,-,1,-,-,-,-,-,-,28,27,1,1,-,-,-,1,-,-,-,-,-,-,28,27,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,C,05,鉱業，採石業，砂利採取業,1,-,-,-,1,-,-,-,-,-,-,28,27,1,1,-,-,-,1,-,-,-,-,-,-,28,27,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,2,D,00,建設業,48,26,15,5,2,-,-,-,-,-,-,265,214,51,48,26,15,5,2,-,-,-,-,-,-,265,214,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,D,06,総合工事業,37,21,10,4,2,-,-,-,-,-,-,212,174,38,37,21,10,4,2,-,-,-,-,-,-,212,174,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,D,07,職別工事業（設備工事業を除く）,3,2,1,-,-,-,-,-,-,-,-,11,9,2,3,2,1,-,-,-,-,-,-,-,-,11,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,D,08,設備工事業,8,3,4,1,-,-,-,-,-,-,-,42,31,11,8,3,4,1,-,-,-,-,-,-,-,42,31,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,2,E,00,製造業,23,10,7,3,1,1,1,-,-,-,-,209,147,62,23,10,7,3,1,1,1,-,-,-,-,209,147,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,09,食料品製造業,3,1,-,1,1,-,-,-,-,-,-,36,15,21,3,1,-,1,1,-,-,-,-,-,-,36,15,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,10,飲料・たばこ・飼料製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,11,繊維工業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,12,木材・木製品製造業（家具を除く）,2,2,-,-,-,-,-,-,-,-,-,4,4,-,2,2,-,-,-,-,-,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,13,家具・装備品製造業,4,4,-,-,-,-,-,-,-,-,-,8,6,2,4,4,-,-,-,-,-,-,-,-,-,8,6,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,14,パルプ・紙・紙加工品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,15,印刷・同関連業,2,1,1,-,-,-,-,-,-,-,-,7,3,4,2,1,1,-,-,-,-,-,-,-,-,7,3,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,16,化学工業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,17,石油製品・石炭製品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,18,プラスチック製品製造業（別掲を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,19,ゴム製品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,20,なめし革・同製品・毛皮製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,21,窯業・土石製品製造業,2,-,-,-,-,1,1,-,-,-,-,89,81,8,2,-,-,-,-,1,1,-,-,-,-,89,81,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,22,鉄鋼業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,23,非鉄金属製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,24,金属製品製造業,3,1,2,-,-,-,-,-,-,-,-,15,6,9,3,1,2,-,-,-,-,-,-,-,-,15,6,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,25,はん用機械器具製造業,1,-,1,-,-,-,-,-,-,-,-,5,4,1,1,-,1,-,-,-,-,-,-,-,-,5,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,26,生産用機械器具製造業,1,-,1,-,-,-,-,-,-,-,-,5,3,2,1,-,1,-,-,-,-,-,-,-,-,5,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,27,業務用機械器具製造業,2,1,-,1,-,-,-,-,-,-,-,17,15,2,2,1,-,1,-,-,-,-,-,-,-,17,15,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,28,電子部品・デバイス・電子回路製造業,3,-,2,1,-,-,-,-,-,-,-,23,10,13,3,-,2,1,-,-,-,-,-,-,-,23,10,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,29,電気機械器具製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,30,情報通信機械器具製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,31,輸送用機械器具製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,E,32,その他の製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,2,F,00,電気・ガス・熱供給・水道業,6,3,2,-,1,-,-,-,-,-,-,43,43,-,4,2,2,-,-,-,-,-,-,-,-,19,19,-,2,1,-,-,1,-,-,-,-,-,-,24,24,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,F,33,電気業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,F,34,ガス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,F,35,熱供給業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,F,36,水道業,6,3,2,-,1,-,-,-,-,-,-,43,43,-,4,2,2,-,-,-,-,-,-,-,-,19,19,-,2,1,-,-,1,-,-,-,-,-,-,24,24,-
4,13308,1330800000,奥多摩町,,,奥多摩町,2,G,00,情報通信業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,G,37,通信業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,G,38,放送業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,G,39,情報サービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,G,40,インターネット附随サービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,G,41,映像・音声・文字情報制作業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,2,H,00,運輸業，郵便業,9,3,3,2,1,-,-,-,-,-,-,80,66,14,9,3,3,2,1,-,-,-,-,-,-,80,66,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,H,42,鉄道業,1,-,1,-,-,-,-,-,-,-,-,7,7,-,1,-,1,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,H,43,道路旅客運送業,1,-,-,-,1,-,-,-,-,-,-,26,23,3,1,-,-,-,1,-,-,-,-,-,-,26,23,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,H,44,道路貨物運送業,6,3,1,2,-,-,-,-,-,-,-,42,33,9,6,3,1,2,-,-,-,-,-,-,-,42,33,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,H,45,水運業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,H,46,航空運輸業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,H,47,倉庫業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,H,48,運輸に附帯するサービス業,1,-,1,-,-,-,-,-,-,-,-,5,3,2,1,-,1,-,-,-,-,-,-,-,-,5,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,H,49,郵便業（信書便事業を含む）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,2,I,00,卸売業，小売業,53,43,5,3,1,1,-,-,-,-,-,219,113,106,53,43,5,3,1,1,-,-,-,-,-,219,113,106,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,I,50,各種商品卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,I,51,繊維・衣服等卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,I,52,飲食料品卸売業,1,1,-,-,-,-,-,-,-,-,-,1,1,-,1,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,I,53,建築材料，鉱物・金属材料等卸売業,3,1,1,1,-,-,-,-,-,-,-,18,13,5,3,1,1,1,-,-,-,-,-,-,-,18,13,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,I,54,機械器具卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,I,55,その他の卸売業,2,2,-,-,-,-,-,-,-,-,-,3,1,2,2,2,-,-,-,-,-,-,-,-,-,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,I,56,各種商品小売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,I,57,織物・衣服・身の回り品小売業,2,2,-,-,-,-,-,-,-,-,-,6,-,6,2,2,-,-,-,-,-,-,-,-,-,6,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,I,58,飲食料品小売業,29,25,2,1,1,-,-,-,-,-,-,105,46,59,29,25,2,1,1,-,-,-,-,-,-,105,46,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,I,59,機械器具小売業,4,3,-,1,-,-,-,-,-,-,-,20,14,6,4,3,-,1,-,-,-,-,-,-,-,20,14,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,I,60,その他の小売業,12,9,2,-,-,1,-,-,-,-,-,66,38,28,12,9,2,-,-,1,-,-,-,-,-,66,38,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,I,61,無店舗小売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,2,J,00,金融業，保険業,2,1,-,1,-,-,-,-,-,-,-,15,9,6,2,1,-,1,-,-,-,-,-,-,-,15,9,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,J,62,銀行業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,J,63,協同組織金融業,1,-,-,1,-,-,-,-,-,-,-,12,8,4,1,-,-,1,-,-,-,-,-,-,-,12,8,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,J,64,貸金業，クレジットカード業等非預金信用機関,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,J,65,金融商品取引業，商品先物取引業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,J,66,補助的金融業等,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,J,67,保険業（保険媒介代理業，保険サービス業を含む）,1,1,-,-,-,-,-,-,-,-,-,3,1,2,1,1,-,-,-,-,-,-,-,-,-,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,2,K,00,不動産業，物品賃貸業,1,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,K,68,不動産取引業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,K,69,不動産賃貸業・管理業,1,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,K,70,物品賃貸業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,2,L,00,学術研究，専門・技術サービス業,4,2,1,-,1,-,-,-,-,-,-,32,27,5,3,2,1,-,-,-,-,-,-,-,-,11,9,2,1,-,-,-,1,-,-,-,-,-,-,21,18,3
4,13308,1330800000,奥多摩町,,,奥多摩町,3,L,71,学術・開発研究機関,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,L,72,専門サービス業（他に分類されないもの）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,L,73,広告業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,1330800000,奥多摩町,,,奥多摩町,3,L,74,技術サービス業（他に分類されないもの）,4,2,1,-,1,-,-,-,-,-,-,32,27,5,3,2,1,-,-,-,-,-,-,-,-,11,9,2,1,-,-,-,1,-,-,-,-,-,-,21,18,3
4,13308,1330800000,奥多摩町,,,奥多摩町,2,M,00,宿泊業，飲食サービス業,78,46,23,9,-,-,-,-,-,-,-,350,126,224,77,46,23,8,-,-,-,-,-,-,-,339,122,217,1,-,-,1,-,-,-,-,-,-,-,11,4,7
4,13308,1330800000,奥多摩町,,,奥多摩町,3,M,75,宿泊業,30,14,12,4,-,-,-,-,-,-,-,152,71,81,30,14,12,4,-,-,-,-,-,-,-,152,71,81,-,-,-,-,-,-,-,-,-,-,-,-,-,-
