地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,産業分類階層,大分類,中分類,産業分類名称,総数（経営組織）／事業所数／総数（従業者規模）（事業所）,総数（経営組織）／事業所数／従業者規模1～4人（事業所）,総数（経営組織）／事業所数／従業者規模5～9人（事業所）,総数（経営組織）／事業所数／従業者規模10～19人（事業所）,総数（経営組織）／事業所数／従業者規模20～29人（事業所）,総数（経営組織）／事業所数／従業者規模30～49人（事業所）,総数（経営組織）／事業所数／従業者規模50～99人（事業所）,総数（経営組織）／事業所数／従業者規模100～199人（事業所）,総数（経営組織）／事業所数／従業者規模200～299人（事業所）,総数（経営組織）／事業所数／従業者規模300人以上（事業所）,総数（経営組織）／事業所数／出向・派遣従業者のみ（事業所）,総数（経営組織）／従業者数（人）,総数（経営組織）／従業者数／男（人）,総数（経営組織）／従業者数／女（人）,民営／事業所数／総数（従業者規模）（事業所）,民営／事業所数／従業者規模1～4人（事業所）,民営／事業所数／従業者規模5～9人（事業所）,民営／事業所数／従業者規模10～19人（事業所）,民営／事業所数／従業者規模20～29人（事業所）,民営／事業所数／従業者規模30～49人（事業所）,民営／事業所数／従業者規模50～99人（事業所）,民営／事業所数／従業者規模100～199人（事業所）,民営／事業所数／従業者規模200～299人（事業所）,民営／事業所数／従業者規模300人以上（事業所）,民営／事業所数／出向・派遣従業者のみ（事業所）,民営／従業者数（人）,民営／従業者数／男（人）,民営／従業者数／女（人）,国、地方公共団体／事業所数／総数（従業者規模）（事業所）,国、地方公共団体／事業所数／従業者規模1～4人（事業所）,国、地方公共団体／事業所数／従業者規模5～9人（事業所）,国、地方公共団体／事業所数／従業者規模10～19人（事業所）,国、地方公共団体／事業所数／従業者規模20～29人（事業所）,国、地方公共団体／事業所数／従業者規模30～49人（事業所）,国、地方公共団体／事業所数／従業者規模50～99人（事業所）,国、地方公共団体／事業所数／従業者規模100～199人（事業所）,国、地方公共団体／事業所数／従業者規模200～299人（事業所）,国、地方公共団体／事業所数／従業者規模300人以上（事業所）,国、地方公共団体／事業所数／出向・派遣従業者のみ（事業所）,国、地方公共団体／従業者数（人）,国、地方公共団体／従業者数／男（人）,国、地方公共団体／従業者数／女（人）
4,13199,1319900000,境界未定地域,,,境界未定地域,0,A-S,00,全産業,539,178,115,91,58,37,17,14,5,13,11,21243,11576,9628,538,178,115,91,58,36,17,14,5,13,11,21212,11546,9627,1,-,-,-,-,1,-,-,-,-,-,31,30,1
4,13199,1319900000,境界未定地域,,,境界未定地域,9,A-R,00,全産業（Ｓ公務を除く）,539,178,115,91,58,37,17,14,5,13,11,21243,11576,9628,538,178,115,91,58,36,17,14,5,13,11,21212,11546,9627,1,-,-,-,-,1,-,-,-,-,-,31,30,1
4,13199,1319900000,境界未定地域,,,境界未定地域,1,A-B,00,農林漁業,1,-,-,-,1,-,-,-,-,-,-,22,10,12,1,-,-,-,1,-,-,-,-,-,-,22,10,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,1319900000,境界未定地域,,,境界未定地域,2,A,00,農業，林業,1,-,-,-,1,-,-,-,-,-,-,22,10,12,1,-,-,-,1,-,-,-,-,-,-,22,10,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,1319900000,境界未定地域,,,境界未定地域,3,A,01,農業,1,-,-,-,1,-,-,-,-,-,-,22,10,12,1,-,-,-,1,-,-,-,-,-,-,22,10,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,1319900000,境界未定地域,,,境界未定地域,3,A,02,林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,1319900000,境界未定地域,,,境界未定地域,2,B,00,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,1319900000,境界未定地域,,,境界未定地域,3,B,03,漁業（水産養殖業を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,1319900000,境界未定地域,,,境界未定地域,3,B,04,水産養殖業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,1319900000,境界未定地域,,,境界未定地域,1,C-S,00,非農林漁業,538,178,115,91,57,37,17,14,5,13,11,21221,11566,9616,537,178,115,91,57,36,17,14,5,13,11,21190,11536,9615,1,-,-,-,-,1,-,-,-,-,-,31,30,1
