地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13203,1320300000,武蔵野市,,,武蔵野市,1,1000,民営,84739,43646,41080,2353,1656,697,536,102,434,4572,3067,1505,77278,38821,38444,72600,36831,35756,38595,24496,14086,34005,12335,21670,4678,1990,2688,1248,931,317,2136,1064,1072,85627,43779,41835
4,13203,1320300000,武蔵野市,,,武蔵野市,2,1100,個人,7667,3313,4354,2353,1656,697,536,102,434,-,-,-,4778,1555,3223,4249,1375,2874,1890,700,1190,2359,675,1684,529,180,349,20,9,11,28,12,16,7675,3316,4359
4,13203,1320300000,武蔵野市,,,武蔵野市,3,1210,会社,66126,36079,30034,-,-,-,-,-,-,4177,2810,1367,61949,33269,28667,58233,31607,26613,30747,21397,9337,27486,10210,17276,3716,1662,2054,1197,915,282,1636,951,685,66565,36115,30437
4,13203,1320300000,武蔵野市,,,武蔵野市,3,1220,会社以外の法人,10893,4234,6659,-,-,-,-,-,-,389,254,135,10504,3980,6524,10071,3832,6239,5936,2385,3551,4135,1447,2688,433,148,285,31,7,24,466,97,369,11328,4324,7004
4,13203,1320300000,武蔵野市,,,武蔵野市,2,1300,法人でない団体,53,20,33,-,-,-,-,-,-,6,3,3,47,17,30,47,17,30,22,14,8,25,3,22,-,-,-,-,-,-,6,4,2,59,24,35
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,1,1000,民営,2972,1490,1482,145,92,53,33,8,25,213,148,65,2581,1242,1339,2474,1170,1304,1383,819,564,1091,351,740,107,72,35,5,2,3,70,24,46,3037,1512,1525
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,2,1100,個人,388,190,198,145,92,53,33,8,25,-,-,-,210,90,120,189,75,114,96,44,52,93,31,62,21,15,6,1,-,1,-,-,-,387,190,197
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,3,1210,会社,1099,662,437,-,-,-,-,-,-,174,119,55,925,543,382,839,486,353,478,331,147,361,155,206,86,57,29,3,1,2,4,1,3,1100,662,438
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,3,1220,会社以外の法人,1470,638,832,-,-,-,-,-,-,39,29,10,1431,609,822,1431,609,822,809,444,365,622,165,457,-,-,-,1,1,-,66,23,43,1535,660,875
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,2,1300,法人でない団体,15,-,15,-,-,-,-,-,-,-,-,-,15,-,15,15,-,15,-,-,-,15,-,15,-,-,-,-,-,-,-,-,-,15,-,15
