地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13106,1310600000,台東区,,,台東区,0,00,総数（資本金階級）,11740,314671,-,-,-,-,-,-,11740,314671,2,19,690,15898,2015,57142,2,255,506,12496,84,17968,4622,119668,115,1778,1115,8311,578,14804,1068,23199,429,7342,64,1151,90,2121,-,-,360,32519
4,13106,1310600000,台東区,,,台東区,1,01,資本金300万円未満,521,2793,-,-,-,-,-,-,521,2793,-,-,22,77,65,339,-,-,35,153,4,16,154,734,7,46,45,97,57,208,76,578,22,242,4,31,12,142,-,-,18,130
4,13106,1310600000,台東区,,,台東区,1,02,資本金300万～500万円未満,3301,16757,-,-,-,-,-,-,3301,16757,-,-,164,573,612,2328,-,-,75,473,16,84,1107,5231,37,196,350,929,155,683,445,3462,201,1395,21,236,32,305,-,-,86,862
4,13106,1310600000,台東区,,,台東区,1,03,資本金500万～1000万円未満,1002,6035,-,-,-,-,-,-,1002,6035,-,-,68,286,179,956,-,-,37,241,8,102,366,2212,5,18,82,236,51,320,119,987,36,267,10,80,13,160,-,-,28,170
4,13106,1310600000,台東区,,,台東区,1,04,資本金1000万～3000万円未満,4957,64873,-,-,-,-,-,-,4957,64873,2,19,334,3624,838,11075,-,-,245,3736,35,1409,2213,23594,41,226,476,2409,247,3189,233,5044,107,1604,16,392,17,703,-,-,153,7849
4,13106,1310600000,台東区,,,台東区,1,05,資本金3000万～5000万円未満,567,25001,-,-,-,-,-,-,567,25001,-,-,29,932,99,4403,-,-,47,2743,5,311,258,9625,8,75,56,546,24,1093,18,3053,6,60,3,199,1,106,-,-,13,1855
4,13106,1310600000,台東区,,,台東区,1,06,資本金5000万～1億円未満,453,38764,-,-,-,-,-,-,453,38764,-,-,33,2249,69,6427,1,2,24,2951,6,455,216,15743,7,64,45,1603,10,928,17,1400,8,707,2,51,1,443,-,-,14,5741
4,13106,1310600000,台東区,,,台東区,1,07,資本金1億～3億円未満,173,31012,-,-,-,-,-,-,173,31012,-,-,10,952,36,5863,-,-,15,1042,1,84,67,8844,4,839,19,538,6,832,4,639,4,2363,-,-,-,-,-,-,7,9016
4,13106,1310600000,台東区,,,台東区,1,08,資本金3億～10億円未満,82,35182,-,-,-,-,-,-,82,35182,-,-,6,1951,16,6084,-,-,5,762,2,3568,40,11299,2,230,2,182,2,4032,2,3005,1,158,-,-,-,-,-,-,4,3911
4,13106,1310600000,台東区,,,台東区,1,09,資本金10億～50億円未満,46,25306,-,-,-,-,-,-,46,25306,-,-,3,1824,22,9774,1,253,-,-,-,-,10,6561,-,-,3,1417,1,2235,3,1424,-,-,-,-,-,-,-,-,3,1818
